,year,first-author,first-author-affiliation,first-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
1363,2017,Dustin Tran,columbia university & openai,United States,David M. Blei,columbia university,United States,NIPS,hierarchical implicit models and likelihood-free variational inference.,3,https://proceedings.neurips.cc/paper/2017/hash/6f1d0705c91c2145201df18a1a0c7345-Abstract.html,https://dblp.org/rec/conf/nips/TranRB17
1364,2017,Eleni Triantafillou,,,Raquel Urtasun,,,NIPS,few-shot learning through an information retrieval lens.,3,https://proceedings.neurips.cc/paper/2017/hash/01e9565cecc4e989123f9620c1d09c09-Abstract.html,https://dblp.org/rec/conf/nips/TriantafillouZU17
1365,2017,Joel A. Tropp,caltech,United States,Volkan Cevher,epfl,Switzerland,NIPS,fixed-rank approximation of a positive-semidefinite matrix from streaming data.,4,https://proceedings.neurips.cc/paper/2017/hash/4558dbb6f6f8bb2e16d03b85bde76e2c-Abstract.html,https://dblp.org/rec/conf/nips/TroppYUC17
1366,2017,George Tucker,,,Jascha Sohl-Dickstein,,,NIPS,"rebar - low-variance, unbiased gradient estimates for discrete latent variable models.",5,https://proceedings.neurips.cc/paper/2017/hash/ebd6d2f5d60ff9afaeda1a81fc53e2d0-Abstract.html,https://dblp.org/rec/conf/nips/TuckerMMLS17
1367,2017,Hsiao-Yu Tung,carnegie mellon university,United States,Katerina Fragkiadaki,carnegie mellon university,United States,NIPS,self-supervised learning of motion capture.,4,https://proceedings.neurips.cc/paper/2017/hash/ab452534c5ce28c4fbb0e102d4a4fb2e-Abstract.html,https://dblp.org/rec/conf/nips/TungTYF17
1368,2017,Guy Uziel,technion - israel institute of technology,Israel,Ran El-Yaniv,technion,Israel,NIPS,multi-objective non-parametric sequential prediction.,2,https://proceedings.neurips.cc/paper/2017/hash/b432f34c5a997c8e7c806a895ecc5e25-Abstract.html,https://dblp.org/rec/conf/nips/UzielE17
1369,2017,Arash Vahdat,d-wave systems inc.,Canada,Arash Vahdat,d-wave systems inc.,Canada,NIPS,toward robustness against label noise in training deep discriminative neural networks.,1,https://proceedings.neurips.cc/paper/2017/hash/e6af401c28c1790eaef7d55c92ab6ab6-Abstract.html,https://dblp.org/rec/conf/nips/Vahdat17
1370,2017,Yogatheesan Varatharajah,,,Ravishankar K. Iyer,,,NIPS,"eeg-graph - a factor-graph-based model for capturing spatial, temporal, and observational relationships in electroencephalograms.",7,https://proceedings.neurips.cc/paper/2017/hash/fb3f76858cb38e5b7fd113e0bc1c0721-Abstract.html,https://dblp.org/rec/conf/nips/VaratharajahCSB17
1371,2017,Paroma Varma,stanford university,United States,Christopher Ré,stanford,United States,NIPS,inferring generative model structure with static analysis.,7,https://proceedings.neurips.cc/paper/2017/hash/cedebb6e872f539bef8c3f919874e9d7-Abstract.html,https://dblp.org/rec/conf/nips/VarmaHBKBRR17
1372,2017,Manasi Vartak,massachusetts institute of technology,United States,Hugo Larochelle,google brain,United States,NIPS,a meta-learning perspective on cold-start recommendations for items.,5,https://proceedings.neurips.cc/paper/2017/hash/51e6d6e679953c6311757004d8cbbba9-Abstract.html,https://dblp.org/rec/conf/nips/VartakTMBL17
1373,2017,Ashish Vaswani,google brain,United States,Illia Polosukhin,,,NIPS,attention is all you need.,8,https://proceedings.neurips.cc/paper/2017/hash/3f5ee243547dee91fbd053c1c4a845aa-Abstract.html,https://dblp.org/rec/conf/nips/VaswaniSPUJGKP17
1374,2017,Pratibha Vellanki,deakin university,Australia,Svetha Venkatesh,deakin university,Australia,NIPS,process-constrained batch bayesian optimisation.,9,https://proceedings.neurips.cc/paper/2017/hash/1f71e393b3809197ed66df836fe833e5-Abstract.html,https://dblp.org/rec/conf/nips/VellankiR0RSDHS17
1375,2017,Arun Venkatraman,,,James Andrew Bagnell,,,NIPS,predictive-state decoders - encoding the future into recurrent networks.,8,https://proceedings.neurips.cc/paper/2017/hash/61b4a64be663682e8cb037d9719ad8cd-Abstract.html,https://dblp.org/rec/conf/nips/VenkatramanRSPH17
1376,2017,Saurabh Verma,university of minnesota twin cities,United States,Zhi-Li Zhang,university of minnesota,United States,NIPS,"hunt for the unique, stable, sparse and fast feature learning on graphs.",2,https://proceedings.neurips.cc/paper/2017/hash/d2ddea18f00665ce8623e36bd4e3c7c5-Abstract.html,https://dblp.org/rec/conf/nips/VermaZ17
1377,2017,Aravindan Vijayaraghavan,,,Alex Wang,,,NIPS,clustering stable instances of euclidean k-means.,3,https://proceedings.neurips.cc/paper/2017/hash/d54ce9de9df77c579775a7b6b1a4bdc0-Abstract.html,https://dblp.org/rec/conf/nips/VijayaraghavanD17
1378,2017,Maksims Volkovs,,,Tomi Poutanen,,,NIPS,dropoutnet - addressing cold start in recommender systems.,3,https://proceedings.neurips.cc/paper/2017/hash/dbd22ba3bd0df8f385bdac3e9f8be207-Abstract.html,https://dblp.org/rec/conf/nips/VolkovsYP17
1379,2017,Anna Volokitin,,,Tomaso A. Poggio,,,NIPS,do deep neural networks suffer from crowding?,3,https://proceedings.neurips.cc/paper/2017/hash/c61f571dbd2fb949d3fe5ae1608dd48b-Abstract.html,https://dblp.org/rec/conf/nips/VolokitinRP17
1380,2017,Harm de Vries,université de montréal,Canada,Aaron C. Courville,u. montreal,Canada,NIPS,modulating early visual processing by language.,6,https://proceedings.neurips.cc/paper/2017/hash/6fab6e3aa34248ec1e34a4aeedecddc8-Abstract.html,https://dblp.org/rec/conf/nips/VriesSMLPC17
1381,2017,Yoav Wald,hebrew university,Israel,Amir Globerson,huji,,NIPS,robust conditional probabilities.,2,https://proceedings.neurips.cc/paper/2017/hash/3eb414bf1c2a66a09c185d60553417b8-Abstract.html,https://dblp.org/rec/conf/nips/WaldG17
1382,2017,Qinshi Wang,princeton university,United States,Wei Chen,microsoft research,United States,NIPS,improving regret bounds for combinatorial semi-bandits with probabilistically triggered arms and its applications.,2,https://proceedings.neurips.cc/paper/2017/hash/a8e864d04c95572d1aece099af852d0a-Abstract.html,https://dblp.org/rec/conf/nips/WangC17
1383,2017,Xiaoqian Wang,university of pittsburgh,United States,Heng Huang,university of pittsburgh,United States,NIPS,regularized modal regression with applications in cognitive impairment prediction.,5,https://proceedings.neurips.cc/paper/2017/hash/bea5955b308361a1b07bc55042e25e54-Abstract.html,https://dblp.org/rec/conf/nips/WangCCSH17
1384,2017,Yue Wang 0017,beijing jiaotong university,China,Tie-Yan Liu,microsoft research,United States,NIPS,finite sample analysis of the gtd policy evaluation algorithms in markov setting.,5,https://proceedings.neurips.cc/paper/2017/hash/353de26971b93af88da102641069b440-Abstract.html,https://dblp.org/rec/conf/nips/WangCLML17
1385,2017,Gang Wang 0014,university of minnesota,United States,Jie Chen 0003,beijing institute of technology,China,NIPS,solving most systems of random quadratic equations.,4,https://proceedings.neurips.cc/paper/2017/hash/36a1694bce9815b7e38a9dad05ad42e0-Abstract.html,https://dblp.org/rec/conf/nips/WangGSC17
1386,2017,Jianfeng Wang,beijing university of posts and telecommunications,China,Xiaolin Hu,tsinghua university,China,NIPS,gated recurrent convolution neural network for ocr.,2,https://proceedings.neurips.cc/paper/2017/hash/c24cd76e1ce41366a4bbe8a49b02a028-Abstract.html,https://dblp.org/rec/conf/nips/WangH17
1387,2017,Chuang Wang,harvard university,United States,Yue M. Lu,harvard university,United States,NIPS,the scaling limit of high-dimensional online independent component analysis.,2,https://proceedings.neurips.cc/paper/2017/hash/3cfbdf468f0a03187f6cee51a25e5e9a-Abstract.html,https://dblp.org/rec/conf/nips/WangL17
1388,2017,Yunbo Wang,,,Philip S. Yu,,,NIPS,predrnn - recurrent neural networks for predictive learning using spatiotemporal lstms.,5,https://proceedings.neurips.cc/paper/2017/hash/e5f6ad6ce374177eef023bf5d0c018b6-Abstract.html,https://dblp.org/rec/conf/nips/WangLWGY17
1389,2017,Yu-Xiong Wang,carnegie mellon university,United States,Martial Hebert,cmu,,NIPS,learning to model the tail.,3,https://proceedings.neurips.cc/paper/2017/hash/147ebe637038ca50a1265abac8dea181-Abstract.html,https://dblp.org/rec/conf/nips/WangRH17
1390,2017,Sinong Wang,the ohio state university,United States,Ness B. Shroff,the ohio state university,United States,NIPS,a new alternating direction method for linear programming.,2,https://proceedings.neurips.cc/paper/2017/hash/c4b31ce7d95c75ca70d50c19aef08bf1-Abstract.html,https://dblp.org/rec/conf/nips/WangS17
1391,2017,Yuhao Wang 0005,mit,United States,Caroline Uhler,massachusetts institute of technology,United States,NIPS,permutation-based causal inference algorithms with interventions.,4,https://proceedings.neurips.cc/paper/2017/hash/275d7fb2fd45098ad5c3ece2ed4a2824-Abstract.html,https://dblp.org/rec/conf/nips/WangSYU17
1392,2017,Mingzhe Wang,university of michigan,United States,Jia Deng 0001,university of michigan,United States,NIPS,premise selection for theorem proving by deep graph embedding.,4,https://proceedings.neurips.cc/paper/2017/hash/18d10dc6e666eab6de9215ae5b3d54df-Abstract.html,https://dblp.org/rec/conf/nips/WangTWD17
1393,2017,Di Wang 0015,,,Jinhui Xu 0001,,,NIPS,differentially private empirical risk minimization revisited - faster and more general.,3,https://proceedings.neurips.cc/paper/2017/hash/f337d999d9ad116a7b4f3d409fcc6480-Abstract.html,https://dblp.org/rec/conf/nips/WangYX17
1394,2017,Yichen Wang 0001,georgia tech,United States,Le Song,ant financial & georgia institute of technology,United States,NIPS,predicting user activity level in point processes with mass transport equation.,4,https://proceedings.neurips.cc/paper/2017/hash/a34bacf839b923770b2c360eefa26748-Abstract.html,https://dblp.org/rec/conf/nips/WangYZS17
1395,2017,Nicholas Watters,,,Andrea Tacchetti,,,NIPS,visual interaction networks - learning a physics simulator from video.,6,https://proceedings.neurips.cc/paper/2017/hash/8cbd005a556ccd4211ce43f309bc0eac-Abstract.html,https://dblp.org/rec/conf/nips/WattersZWBPT17
1396,2017,Chen-Yu Wei,academia sinica,Taiwan,Chi-Jen Lu,academia sinica,Taiwan,NIPS,online reinforcement learning in stochastic games.,3,https://proceedings.neurips.cc/paper/2017/hash/36e729ec173b94133d8fa552e4029f8b-Abstract.html,https://dblp.org/rec/conf/nips/WeiHL17
1397,2017,Xiaohan Wei,university of southern california,United States,Stanislav Minsker,usc,United States,NIPS,estimation of the covariance structure of heavy-tailed distributions.,2,https://proceedings.neurips.cc/paper/2017/hash/10c272d06794d3e5785d5e7c5356e9ff-Abstract.html,https://dblp.org/rec/conf/nips/WeiM17
1398,2017,Yuting Wei,,,Martin J. Wainwright,,,NIPS,early stopping for kernel boosting algorithms - a general analysis with localized complexities.,3,https://proceedings.neurips.cc/paper/2017/hash/a081cab429ff7a3b96e0a07319f1049e-Abstract.html,https://dblp.org/rec/conf/nips/WeiYW17
1399,2017,Sean Welleck,nyu,United States,Zheng Zhang 0001,shanghai new york univeristy,China,NIPS,saliency-based sequential image attention with multiset prediction.,4,https://proceedings.neurips.cc/paper/2017/hash/028ee724157b05d04e7bdcf237d12e60-Abstract.html,https://dblp.org/rec/conf/nips/WelleckMCZ17
1400,2017,Zheng Wen,adobe research,United States,Sharan Vaswani,university of british columbia,Canada,NIPS,online influence maximization under independent cascade model with semi-bandit feedback.,4,https://proceedings.neurips.cc/paper/2017/hash/7137debd45ae4d0ab9aa953017286b20-Abstract.html,https://dblp.org/rec/conf/nips/WenKVV17
1401,2017,Wei Wen,,,Hai Li 0001,,,NIPS,terngrad - ternary gradients to reduce communication in distributed deep learning.,7,https://proceedings.neurips.cc/paper/2017/hash/89fcd07f20b6785b92134bd6c1d0fa42-Abstract.html,https://dblp.org/rec/conf/nips/WenXYWWCL17
1402,2017,Mark van der Wilk,university of cambridge,"England, United Kingdom",James Hensman,prowler.io,United Kingdom,NIPS,convolutional gaussian processes.,3,https://proceedings.neurips.cc/paper/2017/hash/1c54985e4f95b7819ca0357c0cb9a09f-Abstract.html,https://dblp.org/rec/conf/nips/WilkRH17
1403,2017,Ashia C. Wilson,uc berkeley,United States,Benjamin Recht,uc berkeley,United States,NIPS,the marginal value of adaptive gradient methods in machine learning.,5,https://proceedings.neurips.cc/paper/2017/hash/81b3833e2504647f9d794f7d7b9bf341-Abstract.html,https://dblp.org/rec/conf/nips/WilsonRSSR17
1404,2017,Xiang Wu,google,United States,Felix X. Yu,google research,United States,NIPS,multiscale quantization for fast similarity search.,7,https://proceedings.neurips.cc/paper/2017/hash/b6617980ce90f637e68c3ebe8b9be745-Abstract.html,https://dblp.org/rec/conf/nips/WuGSKHSY17
1405,2017,Yuanbin Wu,east china normal university,China,Xuanjing Huang,fudan university,China,NIPS,a learning error analysis for structured prediction with approximate inference.,5,https://proceedings.neurips.cc/paper/2017/hash/e9fb2eda3d9c55a0d89c98d6c54b5b3e-Abstract.html,https://dblp.org/rec/conf/nips/WuLSZH17
1406,2017,Yuhuai Wu,,,Jimmy Ba,,,NIPS,scalable trust-region method for deep reinforcement learning using kronecker-factored approximation,5,https://proceedings.neurips.cc/paper/2017/hash/361440528766bbaaaa1901845cf4152b-Abstract.html,https://dblp.org/rec/conf/nips/WuMGLB17
1407,2017,Jian Wu,aqr capital management,United States,Peter I. Frazier,cornell / uber,United States,NIPS,bayesian optimization with gradients.,4,https://proceedings.neurips.cc/paper/2017/hash/64a08e5f1e6c39faeb90108c430eb120-Abstract.html,https://dblp.org/rec/conf/nips/WuPWF17
1408,2017,Anqi Wu,princeton university,United States,Jonathan W. Pillow,princeton university,United States,NIPS,gaussian process based nonlinear latent structure discovery in multivariate spike train data.,4,https://proceedings.neurips.cc/paper/2017/hash/b3b4d2dbedc99fe843fd3dedb02f086f-Abstract.html,https://dblp.org/rec/conf/nips/WuRKP17
1409,2017,Ga Wu,university of toronto,Canada,Scott Sanner,university of toronto,Canada,NIPS,scalable planning with tensorflow for hybrid nonlinear domains.,3,https://proceedings.neurips.cc/paper/2017/hash/98b17f068d5d9b7668e19fb8ae470841-Abstract.html,https://dblp.org/rec/conf/nips/WuSS17
1410,2017,Ga Wu,ucla,United States,Scott Sanner,ucla and oxford university,United States,NIPS,deep multi-task gaussian processes for survival analysis with competing risks.,0,https://proceedings.neurips.cc/paper/2017/hash/861dc9bd7f4e7dd3cccd534d0ae2a2e9-Abstract.html,https://dblp.org/rec/conf/nips/X17
1411,2017,Ga Wu,ucla,United States,Scott Sanner,ucla and oxford university,United States,NIPS,bayesian inference of individualized treatment effects using multi-task gaussian processes.,0,https://proceedings.neurips.cc/paper/2017/hash/6a508a60aa3bf9510ea6acb021c94b48-Abstract.html,https://dblp.org/rec/conf/nips/X17a
1412,2017,Yingce Xia,,,Tie-Yan Liu,,,NIPS,deliberation networks - sequence generation beyond one-pass decoding.,7,https://proceedings.neurips.cc/paper/2017/hash/c6036a69be21cb660499b75718a3ef24-Abstract.html,https://dblp.org/rec/conf/nips/XiaTWLQYL17
1413,2017,Fei Xia,,,David Tse,,,NIPS,neuralfdr - learning discovery thresholds from hypothesis features.,4,https://proceedings.neurips.cc/paper/2017/hash/fec8d47d412bcbeece3d9128ae855a7a-Abstract.html,https://dblp.org/rec/conf/nips/XiaZZT17
1414,2017,Shuai Xiao,ant financial,China,Hongyuan Zha,georgia tech,United States,NIPS,wasserstein learning of deep generative point process models.,7,https://proceedings.neurips.cc/paper/2017/hash/f45a1078feb35de77d26b3f7a52ef502-Abstract.html,https://dblp.org/rec/conf/nips/XiaoFYYYSZ17
1415,2017,Qizhe Xie,carnegie mellon university,United States,Graham Neubig,carnegie mellon university,United States,NIPS,controllable invariance through adversarial feature learning.,5,https://proceedings.neurips.cc/paper/2017/hash/8cb22bdd0b7ba1ab13d742e22eed8da2-Abstract.html,https://dblp.org/rec/conf/nips/XieDDHN17
1416,2017,Jason Xu,nsf postdoctoral fellow ucla,United States,Kenneth Lange,ucla,United States,NIPS,generalized linear model regression under distance-to-set penalties.,3,https://proceedings.neurips.cc/paper/2017/hash/061412e4a03c02f9902576ec55ebbe77-Abstract.html,https://dblp.org/rec/conf/nips/XuCL17
1417,2017,Yi Xu,,,Tianbao Yang,,,NIPS,admm without a fixed penalty parameter - faster convergence with new adaptive penalization.,4,https://proceedings.neurips.cc/paper/2017/hash/e97ee2054defb209c35fe4dc94599061-Abstract.html,https://dblp.org/rec/conf/nips/XuLLY17
1418,2017,Yi Xu,the university of iowa,United States,Tianbao Yang,the university of iowa,United States,NIPS,adaptive svrg methods under error bound conditions with unknown growth parameter.,3,https://proceedings.neurips.cc/paper/2017/hash/09fb05dd477d4ae6479985ca56c5a12d-Abstract.html,https://dblp.org/rec/conf/nips/XuLY17
1419,2017,Pan Xu 0002,ucla,United States,Quanquan Gu,ucla,United States,NIPS,speeding up latent variable gaussian graphical model estimation via nonconvex optimization.,3,https://proceedings.neurips.cc/paper/2017/hash/ae5e3ce40e0404a45ecacaaf05e5f735-Abstract.html,https://dblp.org/rec/conf/nips/XuMG17
1420,2017,Zhongwen Xu,,,Tom Schaul,,,NIPS,natural value approximators - learning when to trust past estimates.,6,https://proceedings.neurips.cc/paper/2017/hash/fb60d411a5c5b72b2e7d3527cfc84fd0-Abstract.html,https://dblp.org/rec/conf/nips/XuMHBSS17
1421,2017,Dan Xu 0002,university of trento,Italy,Nicu Sebe,university of trento,Italy,NIPS,learning deep structured multi-scale features using attention-gated crfs for contour prediction.,6,https://proceedings.neurips.cc/paper/2017/hash/a869ccbcbd9568808b8497e28275c7c8-Abstract.html,https://dblp.org/rec/conf/nips/XuOARWS17
1422,2017,Aolin Xu,university of illinois at urbana-champaign,United States,Maxim Raginsky,university of illinois at urbana-champaign,United States,NIPS,information-theoretic analysis of generalization capability of learning algorithms.,2,https://proceedings.neurips.cc/paper/2017/hash/ad71c82b22f4f65b9398f76d8be4c615-Abstract.html,https://dblp.org/rec/conf/nips/XuR17
1423,2017,Hongteng Xu,duke university,United States,Hongyuan Zha,georgia tech,United States,NIPS,a dirichlet mixture model of hawkes processes for event sequence clustering.,2,https://proceedings.neurips.cc/paper/2017/hash/dd8eb9f23fbd362da0e3f4e70b878c16-Abstract.html,https://dblp.org/rec/conf/nips/XuZ17
1424,2017,Yichong Xu,carnegie mellon university,United States,Kyle Miller,carnegie mellon university,United States,NIPS,noise-tolerant interactive learning using pairwise comparisons.,5,https://proceedings.neurips.cc/paper/2017/hash/e11943a6031a0e6114ae69c257617980-Abstract.html,https://dblp.org/rec/conf/nips/XuZSDM17
1425,2017,Bowei Yan,jump trading,United States,Purnamrita Sarkar,ut austin,United States,NIPS,convergence of gradient em on multi-component mixture of gaussians.,3,https://proceedings.neurips.cc/paper/2017/hash/dfeb9598fbfb97cc6bbcc0aff2c785d6-Abstract.html,https://dblp.org/rec/conf/nips/YanYS17
1426,2017,Songbai Yan,,,Chicheng Zhang,,,NIPS,revisiting perceptron - efficient and label-optimal learning of halfspaces.,2,https://proceedings.neurips.cc/paper/2017/hash/556f391937dfd4398cbac35e050a2177-Abstract.html,https://dblp.org/rec/conf/nips/YanZ17
1427,2017,Zhuoran Yang,,,Han Liu 0001,,,NIPS,estimating high-dimensional non-gaussian multiple index models via stein's lemma.,4,https://proceedings.neurips.cc/paper/2017/hash/4db0f8b0fc895da263fd77fc8aecabe4-Abstract.html,https://dblp.org/rec/conf/nips/YangBWL17
1428,2017,Yingxiang Yang,university of illinois at urbana champaign,United States,Negar Kiyavash,georgia tech,United States,NIPS,online learning for multivariate hawkes processes.,4,https://proceedings.neurips.cc/paper/2017/hash/92a0e7a415d64ebafcb16a8ca817cde4-Abstract.html,https://dblp.org/rec/conf/nips/YangEHK17
1429,2017,Yaoqing Yang,carnegie mellon university,United States,Soummya Kar,carnegie mellon university,United States,NIPS,coded distributed computing for inverse problems.,3,https://proceedings.neurips.cc/paper/2017/hash/5ef0b4eba35ab2d6180b0bca7e46b6f9-Abstract.html,https://dblp.org/rec/conf/nips/YangGK17
1430,2017,Scott Yang,d. e. shaw & co.,United States,Mehryar Mohri,courant institute and google,United States,NIPS,online learning with transductive regret.,2,https://proceedings.neurips.cc/paper/2017/hash/8420d359404024567b5aefda1231af24-Abstract.html,https://dblp.org/rec/conf/nips/YangM17
1431,2017,Fanny Yang,eth zurich,Germany,Martin J. Wainwright,uc berkeley,United States,NIPS,a framework for multi-a(rmed)/b(andit) testing with online fdr control.,4,https://proceedings.neurips.cc/paper/2017/hash/f0204e1d3ee3e4b05de4e2ddbd39e076-Abstract.html,https://dblp.org/rec/conf/nips/YangRJW17
1432,2017,Greg Yang,,,Samuel S. Schoenholz,,,NIPS,mean field residual networks - on the edge of chaos.,2,https://proceedings.neurips.cc/paper/2017/hash/81c650caac28cdefce4de5ddc18befa0-Abstract.html,https://dblp.org/rec/conf/nips/YangS17
1433,2017,Fan Yang 0058,carnegie mellon university,United States,William W. Cohen,google ai,United States,NIPS,differentiable learning of logical rules for knowledge base reasoning.,3,https://proceedings.neurips.cc/paper/2017/hash/0e55666a4ad822e0e34299df3591d979-Abstract.html,https://dblp.org/rec/conf/nips/YangYC17
1434,2017,Sirui Yao,,,Bert Huang,,,NIPS,beyond parity - fairness objectives for collaborative filtering.,2,https://proceedings.neurips.cc/paper/2017/hash/e6384711491713d29bc63fc5eeb5ba4f-Abstract.html,https://dblp.org/rec/conf/nips/YaoH17
1435,2017,Nanyang Ye,university of cambridge,"England, United Kingdom",Rafal Mantiuk,university of cambridge,"England, United Kingdom",NIPS,langevin dynamics with continuous tempering for training deep neural networks.,3,https://proceedings.neurips.cc/paper/2017/hash/019d385eb67632a7e958e23f24bd07d7-Abstract.html,https://dblp.org/rec/conf/nips/YeZM17
1436,2017,Raymond A. Yeh,university of illinois at urbana–champaign,United States,Alexander G. Schwing,university of illinois at urbana-champaign,United States,NIPS,interpretable and globally optimal prediction for textual grounding using image concepts.,5,https://proceedings.neurips.cc/paper/2017/hash/52292e0c763fd027c6eba6b8f494d2eb-Abstract.html,https://dblp.org/rec/conf/nips/YehXHDS17
1437,2017,Jinfeng Yi,jd ai research,United States,Yao Li,"university of california, davis",United States,NIPS,scalable demand-aware recommendation.,5,https://proceedings.neurips.cc/paper/2017/hash/9aa42b31882ec039965f3c4923ce901b-Abstract.html,https://dblp.org/rec/conf/nips/YiHV0L17
1438,2017,Seungil You,google,United States,Maya R. Gupta,google,United States,NIPS,deep lattice networks and partial monotonic functions.,5,https://proceedings.neurips.cc/paper/2017/hash/464d828b85b0bed98e80ade0a5c43b0f-Abstract.html,https://dblp.org/rec/conf/nips/YouDCPG17
1439,2017,Muhammad Yousefnezhad,nanjing university of aeronautics and astronautics,China,Daoqiang Zhang,nanjing university of aeronautics and astronautics,China,NIPS,deep hyperalignment.,2,https://proceedings.neurips.cc/paper/2017/hash/0768281a05da9f27df178b5c39a51263-Abstract.html,https://dblp.org/rec/conf/nips/YousefnezhadZ17
1440,2017,Hsiang-Fu Yu,u texas,United States,Inderjit S. Dhillon,university of texas at austin,United States,NIPS,a greedy approach for budgeted maximum inner product search.,4,https://proceedings.neurips.cc/paper/2017/hash/39d352b0395ba768e18f042c6e2a8621-Abstract.html,https://dblp.org/rec/conf/nips/YuHLD17
1441,2017,Haizi Yu,university of illinois at urbana-champaign,United States,Lav R. Varshney,university of illinois at urbana-champaign,United States,NIPS,probabilistic rule realization and selection.,3,https://proceedings.neurips.cc/paper/2017/hash/7b13b2203029ed80337f27127a9f1d28-Abstract.html,https://dblp.org/rec/conf/nips/YuLV17
1442,2017,Qian Yu 0001,,,Salman Avestimehr,,,NIPS,polynomial codes - an optimal design for high-dimensional coded matrix multiplication.,3,https://proceedings.neurips.cc/paper/2017/hash/e6c2dc3dee4a51dcec3a876aa2339a78-Abstract.html,https://dblp.org/rec/conf/nips/YuMA17
1443,2017,Hao Yu 0002,university of southern california,United States,Xiaohan Wei,university of southern california,United States,NIPS,online convex optimization with stochastic constraints.,3,https://proceedings.neurips.cc/paper/2017/hash/da0d1111d2dc5d489242e60ebcbaf988-Abstract.html,https://dblp.org/rec/conf/nips/YuNW17
1444,2017,Mikhail Yurochkin,ibm research ai,United States,XuanLong Nguyen,university of michigan,United States,NIPS,conic scan-and-cover algorithms for nonparametric topic modeling.,3,https://proceedings.neurips.cc/paper/2017/hash/9185f3ec501c674c7c788464a36e7fb3-Abstract.html,https://dblp.org/rec/conf/nips/YurochkinGN17
1445,2017,Mikhail Yurochkin,ibm research ai,United States,Nikolaos Vasiloglou,logicblox,United States,NIPS,multi-way interacting regression via factorization machines.,3,https://proceedings.neurips.cc/paper/2017/hash/fcdf25d6e191893e705819b177cddea0-Abstract.html,https://dblp.org/rec/conf/nips/YurochkinNV17
1446,2017,Muhammad Bilal Zafar,bosch center for artificial intelligence,United States,Adrian Weller,university of cambridge,"England, United Kingdom",NIPS,from parity to preference-based notions of fairness in classification.,5,https://proceedings.neurips.cc/paper/2017/hash/82161242827b703e6acf9c726942a1e4-Abstract.html,https://dblp.org/rec/conf/nips/ZafarVGGW17
1447,2017,Manzil Zaheer,google,United States,Alexander J. Smola,amazon - we are hiring!,United States,NIPS,deep sets.,6,https://proceedings.neurips.cc/paper/2017/hash/f22e4747da1aa27e363d86d40ff442fe-Abstract.html,https://dblp.org/rec/conf/nips/ZaheerKRPSS17
1448,2017,Dario Zanca,"university of florence, university of siena",Italy,Marco Gori,university of siena,Italy,NIPS,variational laws of visual attention for dynamic scenes.,2,https://proceedings.neurips.cc/paper/2017/hash/194cf6c2de8e00c05fcf16c498adc7bf-Abstract.html,https://dblp.org/rec/conf/nips/ZancaG17
1449,2017,Ziming Zhang,merl,,Matthew Brand,mitsubishi electric research labs,Japan,NIPS,convergent block coordinate descent for training tikhonov regularized deep neural networks.,2,https://proceedings.neurips.cc/paper/2017/hash/6a2feef8ed6a9fe76d6b3f30f02150b4-Abstract.html,https://dblp.org/rec/conf/nips/ZhangB17
1450,2017,Boqian Zhang,purdue university,United States,Vinayak A. Rao,purdue university,United States,NIPS,collapsed variational bayes for markov jump processes.,3,https://proceedings.neurips.cc/paper/2017/hash/e0a209539d1e74ab9fe46b9e01a19a97-Abstract.html,https://dblp.org/rec/conf/nips/ZhangPR17
1451,2017,Yizhe Zhang,duke university,United States,Lawrence Carin,duke university,United States,NIPS,deconvolutional paragraph representation learning.,6,https://proceedings.neurips.cc/paper/2017/hash/4b4edc2630fe75800ddc29a7b4070add-Abstract.html,https://dblp.org/rec/conf/nips/ZhangSWGHC17
1452,2017,Liangpeng Zhang,university of birmingham,United Kingdom,Xin Yao 0001,"southern university of science and technology, china",China,NIPS,log-normality and skewness of estimated state/action values in reinforcement learning.,3,https://proceedings.neurips.cc/paper/2017/hash/69a5b5995110b36a9a347898d97a610e-Abstract.html,https://dblp.org/rec/conf/nips/ZhangT017
1453,2017,Han Zhao 0002,carnegie mellon university,United States,Geoffrey J. Gordon,msr montréal & cmu,Canada,NIPS,linear time computation of moments in sum-product networks.,2,https://proceedings.neurips.cc/paper/2017/hash/473447ac58e1cd7e96172575f48dca3b-Abstract.html,https://dblp.org/rec/conf/nips/ZhaoG17
1454,2017,Jian Zhao 0006,national university of singapore,Singapore,Jiashi Feng,national university of singapore,Singapore,NIPS,dual-agent gans for photorealistic and identity preserving profile face synthesis.,10,https://proceedings.neurips.cc/paper/2017/hash/7cbbc409ec990f19c78c75bd1e06f215-Abstract.html,https://dblp.org/rec/conf/nips/ZhaoXKLZWPSYF17
1455,2017,Zhengyuan Zhou,stanford university,United States,Peter W. Glynn,stanford university,United States,NIPS,stochastic mirror descent in variationally coherent optimization problems.,5,https://proceedings.neurips.cc/paper/2017/hash/e6ba70fc093b4ce912d769ede1ceeba8-Abstract.html,https://dblp.org/rec/conf/nips/ZhouMBBG17
1456,2017,Zhengyuan Zhou,stanford university,United States,Claire J. Tomlin,uc berkeley,United States,NIPS,countering feedback delays in multi-agent learning.,5,https://proceedings.neurips.cc/paper/2017/hash/2e0aca891f2a8aedf265edf533a6d9a8-Abstract.html,https://dblp.org/rec/conf/nips/ZhouMBGT17
