,Unnamed: 0,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
895,895,2014,Anoop Korattikara Balan,"University of California, Irvine, USA",Max Welling,"University of Amsterdam, Informatics Institute, The Netherlands",ICML,austerity in mcmc land - cutting the metropolis-hastings budget.,3,http://proceedings.mlr.press/v32/korattikara14.html,https://dblp.org/rec/conf/icml/BalanCW14
896,896,2014,Borja Balle,"Amazon Research, Cambridge, UK",Joelle Pineau,"McGill University, Montreal, Canada",ICML,methods of moments for learning stochastic languages - unified presentation and empirical comparison.,3,http://proceedings.mlr.press/v32/balle14.html,https://dblp.org/rec/conf/icml/BalleHP14
897,897,2014,David Barber," Department of Computer Science, Laval University, Canada",Yali Wang," Department of Computer Science, University College London, UK",ICML,gaussian processes for bayesian estimation in ordinary differential equations.,2,http://proceedings.mlr.press/v32/barber14.html,https://dblp.org/rec/conf/icml/BarberW14
898,898,2014,Rémi Bardenet,,Christopher C. Holmes,,ICML,towards scaling up markov chain monte carlo - an adaptive subsampling approach.,3,http://proceedings.mlr.press/v32/bardenet14.html,https://dblp.org/rec/conf/icml/BardenetDH14
899,899,2014,Sergey Bartunov," Dorodnicyn Computing Centre of the Russian Academy of Sciences, Moscow, Russia",Dmitry P. Vetrov," Moscow State University, Moscow, Russia and Higher School of Economics, Moscow, Russia",ICML,variational inference for sequential distance dependent chinese restaurant process.,2,http://proceedings.mlr.press/v32/bartunov14.html,https://dblp.org/rec/conf/icml/BartunovV14
900,900,2014,Oscar Beijbom," University of California, San Diego, La Jolla, CA",Nuno Vasconcelos," University of California, San Diego, La Jolla, CA",ICML,guess-averse loss functions for cost-sensitive multiclass boosting.,4,http://proceedings.mlr.press/v32/beijbom14.html,https://dblp.org/rec/conf/icml/BeijbomSKV14
901,901,2014,Marc G. Bellemare, Google DeepMind,Erik Talvitie, Franklin and Marshall College,ICML,skip context tree switching.,3,http://proceedings.mlr.press/v32/bellemare14.html,https://dblp.org/rec/conf/icml/BellemareVT14
902,902,2014,Shai Ben-David," David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, ON, Canada",Nika Haghtalab," Computer Science Department, Carnegie Mellon University, Pittsburgh, PA",ICML,clustering in the presence of background noise.,2,http://proceedings.mlr.press/v32/ben-david14.html,https://dblp.org/rec/conf/icml/Ben-DavidH14
903,903,2014,Alessio Benavoli," IPG IDSIA, Manno, Switzerland",Fabrizio Ruggeri," CNR IMATI, Milano, Italy",ICML,a bayesian wilcoxon signed-rank test based on the dirichlet process.,5,http://proceedings.mlr.press/v32/benavoli14.html,https://dblp.org/rec/conf/icml/BenavoliCMZR14
904,904,2014,Yoshua Bengio, Canadian Inst. for Advanced Research,Jason Yosinski," Department of Computer Science, Cornell University",ICML,deep generative stochastic networks trainable by backprop.,4,http://proceedings.mlr.press/v32/bengio14.html,https://dblp.org/rec/conf/icml/BengioLAY14
905,905,2014,Srinadh Bhojanapalli, The University of Texas at Austin,Prateek Jain 0002," Microsoft Research, India",ICML,universal matrix completion.,2,http://proceedings.mlr.press/v32/bhojanapalli14.html,https://dblp.org/rec/conf/icml/Bhojanapalli014
906,906,2014,Jan A. Botha," Department of Computer Science, University of Oxford, Oxford, UK",Phil Blunsom," Department of Computer Science, University of Oxford, Oxford, UK",ICML,compositional morphology for word representations and language modelling.,2,http://proceedings.mlr.press/v32/botha14.html,https://dblp.org/rec/conf/icml/BothaB14
907,907,2014,Haitham Bou-Ammar," University of Pennsylvania, Computer and Information Science Department, Philadelphia, PA",Matthew E. Taylor," Washington State University, School of Electrical Engineering and Computer Science, Pullman, WA",ICML,online multi-task learning for policy gradient methods.,4,http://proceedings.mlr.press/v32/ammar14.html,https://dblp.org/rec/conf/icml/Bou-AmmarERT14
908,908,2014,Sébastien Bratières," Machine Learning Group, Department of Engineering, University of Cambridge, UK",Zoubin Ghahramani," Machine Learning Group, Department of Engineering, University of Cambridge, UK",ICML,scalable gaussian process structured prediction for grid factor graph applications.,4,http://proceedings.mlr.press/v32/bratieres14.html,https://dblp.org/rec/conf/icml/BratieresQNG14
909,909,2014,Emma Brunskill," Computer Science Department, Carnegie Mellon University, Pittsburgh, PA",Lihong Li 0001," Microsoft Research, Redmond, WA",ICML,pac-inspired option discovery in lifelong reinforcement learning.,2,http://proceedings.mlr.press/v32/brunskill14.html,https://dblp.org/rec/conf/icml/BrunskillL14
910,910,2014,Róbert Busa-Fekete,,Balázs Szörényi,,ICML,preference-based rank elicitation using statistical models - the case of mallows.,3,http://proceedings.mlr.press/v32/busa-fekete14.html,https://dblp.org/rec/conf/icml/Busa-FeketeHS14
911,911,2014,Gunnar E. Carlsson," Department of Mathematics, Stanford University",Santiago Segarra," Department of Electrical and Systems Engineering, University of Pennsylvania",ICML,hierarchical quasi-clustering methods for asymmetric networks.,4,http://proceedings.mlr.press/v32/carlsson14.html,https://dblp.org/rec/conf/icml/CarlssonMRS14
912,912,2014,Safiye Celik,,Su-In Lee,,ICML,efficient dimensionality reduction for high-dimensional network estimation.,3,http://proceedings.mlr.press/v32/celik14.html,https://dblp.org/rec/conf/icml/CelikLL14
913,913,2014,E. Busra Celikkaya,,Christian R. Shelton,"University of California, Riverside, USA",ICML,deterministic anytime inference for stochastic continuous-time markov processes.,2,http://proceedings.mlr.press/v32/celikkaya14.html,https://dblp.org/rec/conf/icml/CelikkayaS14
914,914,2014,Arun Tejasvi Chaganty," Stanford University, Stanford, CA",Percy Liang," Stanford University, Stanford, CA",ICML,estimating latent-variable graphical models using moments and likelihoods.,2,http://proceedings.mlr.press/v32/chaganty14.html,https://dblp.org/rec/conf/icml/ChagantyL14
915,915,2014,Deepayan Chakrabarti, Facebook Inc.,Sofus A. Macskassy, Facebook Inc.,ICML,joint inference of multiple label types in large networks.,4,http://proceedings.mlr.press/v32/chakrabarti14.html,https://dblp.org/rec/conf/icml/ChakrabartiFCM14
916,916,2014,Stanley H. Chan," School of Engineering and Applied Sciences, Harvard University, Cambridge, MA",Edoardo M. Airoldi," Department of Statistics, Harvard University, Cambridge, MA",ICML,a consistent histogram estimator for exchangeable graph models.,2,http://proceedings.mlr.press/v32/chan14.html,https://dblp.org/rec/conf/icml/ChanA14
917,917,2014,Nicolas Chapados," ApSTAT Technologies Inc., Montral, QC, Canada",Nicolas Chapados," ApSTAT Technologies Inc., Montral, QC, Canada",ICML,effective bayesian modeling of groups of related count time series.,1,http://proceedings.mlr.press/v32/chapados14.html,https://dblp.org/rec/conf/icml/Chapados14
918,918,2014,Frédéric Chazal," INRIA Saclay Île-de-France, Palaiseau, France",Bertrand Michel," LSTA, Université Pierre et Marie Curie, Paris",ICML,convergence rates for persistence diagram estimation in topological data analysis.,4,http://proceedings.mlr.press/v32/chazal14.html,https://dblp.org/rec/conf/icml/ChazalGLM14
919,919,2014,Zhiyuan Chen 0001," Department of Computer Science, University of Illinois at Chicago",Bing Liu 0001," Department of Computer Science, University of Illinois at Chicago",ICML,"topic modeling using topics from many domains, lifelong learning and big data.",2,http://proceedings.mlr.press/v32/chenf14.html,https://dblp.org/rec/conf/icml/Chen014
920,920,2014,Yudong Chen 0001," University of California, Berkeley, CA",Rachel Ward," The University of Texas at Austin, Austin, TX",ICML,coherent matrix completion.,4,http://proceedings.mlr.press/v32/chenc14.html,https://dblp.org/rec/conf/icml/ChenBSW14
921,921,2014,Tianqi Chen," MODE Lab, University of Washington, Seattle, WA",Carlos Guestrin," MODE Lab, University of Washington, Seattle, WA",ICML,stochastic gradient hamiltonian monte carlo.,3,http://proceedings.mlr.press/v32/cheni14.html,https://dblp.org/rec/conf/icml/ChenFG14
922,922,2014,Yuxin Chen 0002," Department of Electrical Engineering, Stanford University, Stanford, CA",Qi-Xing Huang," Department of Electrical Engineering, Stanford University, Stanford, CA",ICML,near-optimal joint object matching via convex relaxation.,3,http://proceedings.mlr.press/v32/chend14.html,https://dblp.org/rec/conf/icml/ChenGH14
923,923,2014,Shang-Tse Chen," School of Computer Science, Georgia Institute of Technology, Atlanta, GA",Chi-Jen Lu," Institute of Information Science, Academia Sinica, Taipei, Taiwan",ICML,boosting with online binary learners for the multiclass bandit problem.,3,http://proceedings.mlr.press/v32/chenb14.html,https://dblp.org/rec/conf/icml/ChenLL14
924,924,2014,Yudong Chen 0001," University of California, Berkeley, Berkeley, CA",Huan Xu," National University of Singapore, Singapore",ICML,weighted graph clustering with non-uniform uncertainties.,3,http://proceedings.mlr.press/v32/chenh14.html,https://dblp.org/rec/conf/icml/ChenLX14
925,925,2014,Yuxin Chen 0001," ETH Zürich, Zürich, Switzerland",Andreas Krause 0001," ETH Zürich, Zürich, Switzerland",ICML,active detection via adaptive submodularity.,6,http://proceedings.mlr.press/v32/chena14.html,https://dblp.org/rec/conf/icml/ChenSMKWK14
926,926,2014,Minmin Chen, Criteo,Yoshua Bengio," Université de Montréal, Canadian Institute for Advanced Research",ICML,marginalized denoising auto-encoders for nonlinear representations.,4,http://proceedings.mlr.press/v32/cheng14.html,https://dblp.org/rec/conf/icml/ChenWSB14
927,927,2014,Yudong Chen 0001,"Cornell University, School of Operations Research and Information Engineering, Ithaca, NY, USA",Jiaming Xu,,ICML,statistical-computational phase transitions in planted models - the high-dimensional setting.,2,http://proceedings.mlr.press/v32/chene14.html,https://dblp.org/rec/conf/icml/ChenX14
928,928,2014,Anoop Cherian," INRIA, LEAR Project-team, Grenoble, France",Anoop Cherian," INRIA, LEAR Project-team, Grenoble, France",ICML,nearest neighbors using compact sparse codes.,1,http://proceedings.mlr.press/v32/cherian14.html,https://dblp.org/rec/conf/icml/Cherian14
929,929,2014,Kacper Chwialkowski," University College London, Computer Science Department",Arthur Gretton," University College London, Gatsby Computational Neuroscience",ICML,a kernel independence test for random processes.,2,http://proceedings.mlr.press/v32/chwialkowski14.html,https://dblp.org/rec/conf/icml/ChwialkowskiG14
930,930,2014,Ferdinando Cicalese,,Aline Medeiros Saettler,,ICML,diagnosis determination - decision trees optimizing simultaneously worst and expected testing cost.,3,http://proceedings.mlr.press/v32/cicalese14.html,https://dblp.org/rec/conf/icml/CicaleseLS14
931,931,2014,Stéphan Clémençon," LTCI UMR, Telecom ParisTech, CNRS, Paris, France",Sylvain Robbiano," LTCI UMR, Telecom ParisTech, CNRS, Paris, France and CIMFAV, Facultad de Ingeniera, Universidad de Valparaso, Valparaso, Chile",ICML,anomaly ranking as supervised bipartite ranking.,2,http://proceedings.mlr.press/v32/clemencon14.html,https://dblp.org/rec/conf/icml/ClemenconR14
932,932,2014,Taco Cohen," Machine Learning Group, University of Amsterdam",Max Welling," Machine Learning Group, University of Amsterdam",ICML,learning the irreducible representations of commutative lie groups.,2,http://proceedings.mlr.press/v32/cohen14.html,https://dblp.org/rec/conf/icml/CohenW14
933,933,2014,Richard Combes,,Alexandre Proutière,"KTH Royal Institute of Technology, Automatic Control Department",ICML,unimodal bandits - regret lower bounds and optimal algorithms.,2,http://proceedings.mlr.press/v32/combes14.html,https://dblp.org/rec/conf/icml/CombesP14
934,934,2014,Emile Contal," CMLA, UMR, CNRS, ENS Cachan, France",Nicolas Vayatis," CMLA, UMR, CNRS, ENS Cachan, France",ICML,gaussian process optimization with mutual information.,3,http://proceedings.mlr.press/v32/contal14.html,https://dblp.org/rec/conf/icml/ContalPV14
935,935,2014,Corinna Cortes," Google Research, New York, NY",Mehryar Mohri," Courant Institute and Google Research, New York, NY",ICML,ensemble methods for structured prediction.,3,http://proceedings.mlr.press/v32/cortesa14.html,https://dblp.org/rec/conf/icml/CortesKM14
936,936,2014,Corinna Cortes," Google Research, New York, NY",Umar Syed," Google Research, New York, NY",ICML,deep boosting.,3,http://proceedings.mlr.press/v32/cortesb14.html,https://dblp.org/rec/conf/icml/CortesMS14
937,937,2014,Marco Cuturi," Graduate School of Informatics, Kyoto University",Arnaud Doucet," Department of Statistics, University of Oxford",ICML,fast computation of wasserstein barycenters.,2,http://proceedings.mlr.press/v32/cuturi14.html,https://dblp.org/rec/conf/icml/CuturiD14
938,938,2014,Hadi Daneshmand,,Bernhard Schölkopf,"Max Planck Institute for Intelligent Systems, Tübingen, Germany",ICML,"estimating diffusion network structures - recovery conditions, sample complexity & soft-thresholding algorithm.",4,http://proceedings.mlr.press/v32/daneshmand14.html,https://dblp.org/rec/conf/icml/DaneshmandGSS14
939,939,2014,Sanmay Das, Washington University in St. Louis,Allen Lavoie, Washington University in St. Louis,ICML,automated inference of point of view from user interactions in collective intelligence venues.,2,http://proceedings.mlr.press/v32/das14.html,https://dblp.org/rec/conf/icml/DasL14
940,940,2014,Aaron Defazio,,Tibério S. Caetano,"Australian National University, Research School of Computer Science",ICML,"finito - a faster, permutable incremental gradient method for big data problems.",3,http://proceedings.mlr.press/v32/defazio14.html,https://dblp.org/rec/conf/icml/DefazioDC14
941,941,2014,Misha Denil,,Nando de Freitas,"Google DeepMind, London, UK",ICML,narrowing the gap - random forests in theory and in practice.,3,http://proceedings.mlr.press/v32/denil14.html,https://dblp.org/rec/conf/icml/DenilMF14
942,942,2014,François Denis," Aix Marseille Université, CNRS, LIF, Marseille, France",Amaury Habrard," Université Jean Monnet de Saint-Etienne, CNRS, Saint-Etienne, France",ICML,dimension-free concentration bounds on hankel matrices for spectral learning.,3,http://proceedings.mlr.press/v32/denis14.html,https://dblp.org/rec/conf/icml/DenisGH14
943,943,2014,Travis Dick," Department of Computing Science, University of Alberta, Edmonton, AB, Canada",Csaba Szepesvári," Department of Computing Science, University of Alberta, Edmonton, AB, Canada",ICML,online learning in markov decision processes with changing cost sequences.,3,http://proceedings.mlr.press/v32/dick14.html,https://dblp.org/rec/conf/icml/DickGS14
944,944,2014,Jeff Donahue,,Trevor Darrell,"University of California, Berkeley",ICML,decaf - a deep convolutional activation feature for generic visual recognition.,7,http://proceedings.mlr.press/v32/donahue14.html,https://dblp.org/rec/conf/icml/DonahueJVHZTD14
945,945,2014,Nan Du,,Le Song,,ICML,influence function learning in information diffusion networks.,4,http://proceedings.mlr.press/v32/du14.html,https://dblp.org/rec/conf/icml/DuLBS14
946,946,2014,Lili Dworkin," Computer and Information Science, University of Pennsylvania",Yuriy Nevmyvaka," Computer and Information Science, University of Pennsylvania",ICML,"pursuit-evasion without regret, with an application to trading.",3,http://proceedings.mlr.press/v32/dworkin14.html,https://dblp.org/rec/conf/icml/DworkinKN14
947,947,2014,Elad Eban," The Selim and Rachel Benin School of Computer Science and Engineering, The Hebrew University of Jerusalem",Amir Globerson," The Selim and Rachel Benin School of Computer Science and Engineering, The Hebrew University of Jerusalem",ICML,discrete chebyshev classifiers.,3,http://proceedings.mlr.press/v32/eban14.html,https://dblp.org/rec/conf/icml/EbanMG14
948,948,2014,Stefano Ermon," Dept. of Computer Science, Cornell University, Ithaca, NY",Bart Selman," Dept. of Computer Science, Cornell University, Ithaca, NY",ICML,low-density parity constraints for hashing-based discrete integration.,4,http://proceedings.mlr.press/v32/ermon14.html,https://dblp.org/rec/conf/icml/ErmonGSS14
949,949,2014,Joan Bruna Estrach," Courant Institute, New York University",Yann LeCun," Courant Institute, New York Unversity",ICML,signal recovery from pooling representations.,3,http://proceedings.mlr.press/v32/estrach14.html,https://dblp.org/rec/conf/icml/EstrachSL14
950,950,2014,Yuan Fang 0001,"Singapore Management University, School of Information Systems, Singapore",Hady Wirawan Lauw,Singapore Management University,ICML,graph-based semi-supervised learning - realizing pointwise smoothness probabilistically.,3,http://proceedings.mlr.press/v32/fang14.html,https://dblp.org/rec/conf/icml/FangCL14
951,951,2014,Yasuhiro Fujiwara," NTT Software Innovation Center, Musashino-shi, Tokyo, Japan",Go Irie," NTT Media Intelligence Laboratories, Yokosuka-shi, Kanagawa, Japan",ICML,efficient label propagation.,2,http://proceedings.mlr.press/v32/fujiwara14.html,https://dblp.org/rec/conf/icml/FujiwaraI14
952,952,2014,Marco Gaboardi,,Zhiwei Steven Wu,"Carnegie Mellon University, Institute for Software Research, Pittsburgh, PA, USA",ICML,dual query - practical private query release for high dimensional data.,5,http://proceedings.mlr.press/v32/gaboardi14.html,https://dblp.org/rec/conf/icml/GaboardiAHRW14
953,953,2014,Yarin Gal, University of Cambridge,Zoubin Ghahramani, University of Cambridge,ICML,pitfalls in the use of parallel inference for the dirichlet process.,2,http://proceedings.mlr.press/v32/gal14.html,https://dblp.org/rec/conf/icml/GalG14
954,954,2014,Jacob R. Gardner," Washington University in St. Louis, St. Louis, MO",John P. Cunningham," Columbia University, New York, NY",ICML,bayesian optimization with inequality constraints.,5,http://proceedings.mlr.press/v32/gardner14.html,https://dblp.org/rec/conf/icml/GardnerKZWC14
955,955,2014,Claudio Gentile," DiSTA, University of Insubria, Italy",Giovanni Zappella," Amazon Development Center Germany, Germany",ICML,online clustering of bandits.,3,http://proceedings.mlr.press/v32/gentile14.html,https://dblp.org/rec/conf/icml/GentileLZ14
956,956,2014,Fabian Gieseke,,Christian Igel,,ICML,buffer k-d trees - processing massive nearest neighbor queries on gpus.,4,http://proceedings.mlr.press/v32/gieseke14.html,https://dblp.org/rec/conf/icml/GiesekeHOI14
957,957,2014,Joachim Giesen," Friedrich-Schiller-Universität Jena, Germany",Patrick Wieschollek," Friedrich-Schiller-Universität Jena, Germany",ICML,robust and efficient kernel hyperparameter paths with guarantees.,3,http://proceedings.mlr.press/v32/giesen14.html,https://dblp.org/rec/conf/icml/GiesenLW14
958,958,2014,David F. Gleich,"Purdue University, West Lafayette, Department of Computer Science",Michael W. Mahoney,"University of California, Berkeley, Department of Statistics",ICML,"anti-differentiating approximation algorithms - a case study with min-cuts, spectral, and flow.",2,http://proceedings.mlr.press/v32/gleich14.html,https://dblp.org/rec/conf/icml/GleichM14
959,959,2014,Siddharth Gopal," Carnegie Mellon University, Pittsburgh, PA",Yiming Yang," Carnegie Mellon University, Pittsburgh, PA",ICML,von mises-fisher clustering models.,2,http://proceedings.mlr.press/v32/gopal14.html,https://dblp.org/rec/conf/icml/GopalY14
960,960,2014,Aditya Gopalan," Department of Electrical Engineering, Technion - Israel Institute of Technology, Haifa, Israel",Yishay Mansour," School of Computer Science, Tel Aviv University, Israel",ICML,thompson sampling for complex online problems.,3,http://proceedings.mlr.press/v32/gopalan14.html,https://dblp.org/rec/conf/icml/GopalanMM14
961,961,2014,Robert C. Grande," Massachusetts Institute of Technology, Cambridge, MA",Jonathan P. How," Massachusetts Institute of Technology, Cambridge, MA",ICML,sample efficient reinforcement learning with gaussian processes.,3,http://proceedings.mlr.press/v32/grande14.html,https://dblp.org/rec/conf/icml/GrandeWH14
962,962,2014,Alex Graves," Google DeepMind, London, United Kingdom",Navdeep Jaitly," Department of Computer Science, University of Toronto, Canada",ICML,towards end-to-end speech recognition with recurrent neural networks.,2,http://proceedings.mlr.press/v32/graves14.html,https://dblp.org/rec/conf/icml/GravesJ14
963,963,2014,Karol Gregor, Google DeepMind,Daan Wierstra, Google DeepMind,ICML,deep autoregressive networks.,5,http://proceedings.mlr.press/v32/gregor14.html,https://dblp.org/rec/conf/icml/GregorDMBW14
964,964,2014,Suriya Gunasekar," The University of Texas at Austin, Texas",Joydeep Ghosh," The University of Texas at Austin, Texas",ICML,exponential family matrix completion under structural constraints.,3,http://proceedings.mlr.press/v32/gunasekar14.html,https://dblp.org/rec/conf/icml/GunasekarRG14
965,965,2014,Benjamin D. Haeffele,,René Vidal,"The Johns Hopkins University, Department of Biomedical Engineering",ICML,"structured low-rank matrix factorization - optimality, algorithm, and applications to image processing.",3,http://proceedings.mlr.press/v32/haeffele14.html,https://dblp.org/rec/conf/icml/HaeffeleYV14
966,966,2014,Monir Hajiaghayi," Department of Computer Science, University of British Columbia, Vancouver, BC, Canada",Alexandre Bouchard-Côté," Statistics Department, University of British Columbia, Vancouver, BC, Canada",ICML,efficient continuous-time markov chain estimation.,4,http://proceedings.mlr.press/v32/hajiaghayi14.html,https://dblp.org/rec/conf/icml/HajiaghayiKWB14
967,967,2014,Raffay Hamid, eBay Research Laboratory,Dennis DeCoste, eBay Research Laboratory,ICML,compact random feature maps.,4,http://proceedings.mlr.press/v32/hamid14.html,https://dblp.org/rec/conf/icml/HamidXGD14
968,968,2014,Maayan Harel," Technion - Israel Institute of Technology, Haifa, Israel",Koby Crammer," Technion - Israel Institute of Technology, Haifa, Israel",ICML,concept drift detection through resampling.,4,http://proceedings.mlr.press/v32/harel14.html,https://dblp.org/rec/conf/icml/HarelMEC14
969,969,2014,Creighton Heaukulani," University of Cambridge, Department of Engineering, Cambridge, UK",Zoubin Ghahramani," University of Cambridge, Department of Engineering, Cambridge, UK",ICML,beta diffusion trees.,3,http://proceedings.mlr.press/v32/heaukulani14.html,https://dblp.org/rec/conf/icml/HeaukulaniKG14
970,970,2014,Uri Heinemann," The Hebrew University of Jerusalem, Jerusalem, Israel",Amir Globerson," The Hebrew University of Jerusalem, Jerusalem, Israel",ICML,inferning with high girth graphical models.,2,http://proceedings.mlr.press/v32/heinemann14.html,https://dblp.org/rec/conf/icml/HeinemannG14
971,971,2014,José Miguel Hernández-Lobato," University of Cambridge, Department of Engineering, Cambridge, UK",Zoubin Ghahramani," University of Cambridge, Department of Engineering, Cambridge, UK",ICML,stochastic inference for scalable probabilistic modeling of binary matrices.,3,http://proceedings.mlr.press/v32/hernandez-lobatoa14.html,https://dblp.org/rec/conf/icml/Hernandez-LobatoHG14
972,972,2014,José Miguel Hernández-Lobato," University of Cambridge, Department of Engineering, Cambridge, UK",Zoubin Ghahramani," University of Cambridge, Department of Engineering, Cambridge, UK",ICML,probabilistic matrix factorization with non-random missing data.,3,http://proceedings.mlr.press/v32/hernandez-lobatob14.html,https://dblp.org/rec/conf/icml/Hernandez-LobatoHG14a
973,973,2014,Trong Nghia Hoang,,Mohan S. Kankanhalli,"National University of Singapore, Department of Computer Science, Singapore",ICML,nonmyopic \(\epsilon\)-bayes-optimal active learning of gaussian processes.,4,http://proceedings.mlr.press/v32/hoang14.html,https://dblp.org/rec/conf/icml/HoangLJK14
974,974,2014,Jean Honorio," CSAIL, MIT, Cambridge, MA",Tommi S. Jaakkola," CSAIL, MIT, Cambridge, MA",ICML,a unified framework for consistency of regularized loss minimizers.,2,http://proceedings.mlr.press/v32/honorio14.html,https://dblp.org/rec/conf/icml/HonorioJ14
975,975,2014,Neil Houlsby," University of Cambridge, Department of Engineering, Cambridge, UK",Zoubin Ghahramani," University of Cambridge, Department of Engineering, Cambridge, UK",ICML,cold-start active learning with robust ordinal matrix factorization.,3,http://proceedings.mlr.press/v32/houlsby14.html,https://dblp.org/rec/conf/icml/HoulsbyHG14
976,976,2014,Cho-Jui Hsieh," Department of Computer Science, The University of Texas, Austin, TX",Peder A. Olsen," IBM T.J. Watson Research Center, Yorktown Heights, NY",ICML,nuclear norm minimization via active subspace selection.,2,http://proceedings.mlr.press/v32/hsiehb14.html,https://dblp.org/rec/conf/icml/HsiehO14
977,977,2014,Cho-Jui Hsieh," Department of Computer Science, The University of Texas, Austin, TX",Inderjit S. Dhillon," Department of Computer Science, The University of Texas, Austin, TX",ICML,a divide-and-conquer solver for kernel support vector machines.,3,http://proceedings.mlr.press/v32/hsieha14.html,https://dblp.org/rec/conf/icml/HsiehSD14
978,978,2014,Daniel J. Hsu," Department of Computer Science, Columbia University",Sivan Sabato," Microsoft Research, New England, Cambridge, MA",ICML,heavy-tailed regression with a generalized median-of-means.,2,http://proceedings.mlr.press/v32/hsu14.html,https://dblp.org/rec/conf/icml/HsuS14
979,979,2014,Jinli Hu," School of Informatics, The University of Edinburgh, Edinburgh",Amos J. Storkey," School of Informatics, The University of Edinburgh, Edinburgh",ICML,multi-period trading prediction markets with connections to machine learning.,2,http://proceedings.mlr.press/v32/hu14.html,https://dblp.org/rec/conf/icml/HuS14
980,980,2014,Qi-Xing Huang," Department of Computer Science, Stanford University, Stanford, CA",Leonidas J. Guibas," Department of Computer Science, Stanford University, Stanford, CA",ICML,scalable semidefinite relaxation for maximum a posterior estimation.,3,http://proceedings.mlr.press/v32/huang14.html,https://dblp.org/rec/conf/icml/HuangCG14
981,981,2014,Frank Hutter," University of Freiburg, Freiburg, Germany",Kevin Leyton-Brown," University of British Columbia, Vancouver, Canada",ICML,an efficient approach for assessing hyperparameter importance.,3,http://proceedings.mlr.press/v32/hutter14.html,https://dblp.org/rec/conf/icml/HutterHL14
982,982,2014,David I. Inouye,"Purdue University, USA",Inderjit S. Dhillon,"University of Texas at Austin, USA",ICML,admixture of poisson mrfs - a topic model with word dependencies.,3,http://proceedings.mlr.press/v32/inouye14.html,https://dblp.org/rec/conf/icml/InouyeRD14
983,983,2014,Arun Shankar Iyer,,Sunita Sarawagi,"Indian Institute of Technology, Bombay, India",ICML,maximum mean discrepancy for class ratio estimation - convergence bounds and kernel selection.,3,http://proceedings.mlr.press/v32/iyer14.html,https://dblp.org/rec/conf/icml/IyerNS14
984,984,2014,Pratik Jawanpuria," Department of Computer Science & Engineering, Indian Institute of Technology Bombay, India",J. Saketha Nath," Department of Computer Science & Engineering, Indian Institute of Technology Bombay, India",ICML,on p-norm path following in multiple kernel learning for non-linear feature selection.,3,http://proceedings.mlr.press/v32/jawanpuria14.html,https://dblp.org/rec/conf/icml/JawanpuriaVN14
985,985,2014,Fredrik D. Johansson," Chalmers University of Technology, Gothenburg, Sweden",Chiranjib Bhattacharyya," Indian Institute of Science, Bangalore, Karnataka, India",ICML,global graph kernels using geometric embeddings.,4,http://proceedings.mlr.press/v32/johansson14.html,https://dblp.org/rec/conf/icml/JohanssonJDB14
986,986,2014,Matthew James Johnson," Massachusetts Institute of Technology, Cambridge, MA",Alan S. Willsky," Massachusetts Institute of Technology, Cambridge, MA",ICML,stochastic variational inference for bayesian time series models.,2,http://proceedings.mlr.press/v32/johnson14.html,https://dblp.org/rec/conf/icml/JohnsonW14
987,987,2014,Seong-Hwan Jun," The University of British Columbia, Vancouver, Canada",Alexandre Bouchard-Côté," The University of British Columbia, Vancouver, Canada",ICML,memory (and time) efficient sequential monte carlo.,2,http://proceedings.mlr.press/v32/jun14.html,https://dblp.org/rec/conf/icml/JunB14
988,988,2014,Nikos Karampatziakis," Microsoft CISL, Redmond, WA",Paul Mineiro," Microsoft CISL, Redmond, WA",ICML,discriminative features via generalized eigenvectors.,2,http://proceedings.mlr.press/v32/karampatziakis14.html,https://dblp.org/rec/conf/icml/KarampatziakisM14
989,989,2014,Zohar Shay Karnin," Technion, Haifa, Israel",Elad Hazan," Yahoo Labs, Haifa, Israel",ICML,hard-margin active linear regression.,2,http://proceedings.mlr.press/v32/karnin14.html,https://dblp.org/rec/conf/icml/KarninH14
990,990,2014,Azadeh Khaleghi," CBIO Mines ParisTech, Institut Curie, France",Daniil Ryabko," SequeL-INRIA Lille-Nord Europe, France",ICML,asymptotically consistent estimation of the number of change points in highly dependent time series.,2,http://proceedings.mlr.press/v32/khaleghi14.html,https://dblp.org/rec/conf/icml/KhaleghiR14
991,991,2014,Dongwoo Kim 0002," KAIST, Daejeon, Korea",Alice H. Oh," KAIST, Daejeon, Korea",ICML,hierarchical dirichlet scaling process.,2,http://proceedings.mlr.press/v32/kim14.html,https://dblp.org/rec/conf/icml/KimO14
992,992,2014,Diederik P. Kingma," Machine Learning Group, University of Amsterdam",Max Welling," Machine Learning Group, University of Amsterdam",ICML,efficient gradient-based inference through transformations between bayes nets and neural nets.,2,http://proceedings.mlr.press/v32/kingma14.html,https://dblp.org/rec/conf/icml/KingmaW14
993,993,2014,Ryan Kiros," Department of Computer Science, University of Toronto and Canadian Institute for Advanced Research",Richard S. Zemel," Department of Computer Science, University of Toronto and Canadian Institute for Advanced Research",ICML,multimodal neural language models.,3,http://proceedings.mlr.press/v32/kiros14.html,https://dblp.org/rec/conf/icml/KirosSZ14
