,year,first-author,last-author,journal/conference,title,number-of-authors,paper-url,DBLP-url
117,2018,Disi Ji,Padhraic Smyth,MLHC,Bayesian Trees for Automated Cytometry Data Analysis.,5,http://proceedings.mlr.press/v85/ji18a.html,https://dblp.org/rec/conf/mlhc/JiNQSS18
118,2018,Eric P. Lehman,Li-Wei H. Lehman,MLHC,Representation Learning Approaches to Detect False Arrhythmia Alarms from ECG Dynamics.,5,http://proceedings.mlr.press/v85/lehman18a.html,https://dblp.org/rec/conf/mlhc/LehmanKZML18
119,2018,Bryan Lim,Mihaela van der Schaar,MLHC,Disease-Atlas - Navigating Disease Trajectories using Deep Learning.,2,http://proceedings.mlr.press/v85/lim18a.html,https://dblp.org/rec/conf/mlhc/LimS18
120,2018,Bingbin Liu,Li Fei-Fei 0001,MLHC,3D Point Cloud-Based Visual Prediction of ICU Mobility Care Activities.,13,http://proceedings.mlr.press/v85/liu18a.html,https://dblp.org/rec/conf/mlhc/LiuGCMYDSJCDBMF18
121,2018,Jingshu Liu,Narges Razavian,MLHC,Deep EHR - Chronic Disease Prediction Using Medical Notes.,3,http://proceedings.mlr.press/v85/liu18b.html,https://dblp.org/rec/conf/mlhc/LiuZR18
122,2018,Jen-Tang Lu,Stuart R. Pomerantz,MLHC,"Deep Spine - Automated Lumbar Vertebral Segmentation, Disc-Level Designation, and Spinal Stenosis Grading using Deep Learning.",8,http://proceedings.mlr.press/v85/lu18a.html,https://dblp.org/rec/conf/mlhc/LuPBDAMGP18
123,2018,Yuan Luo 0004,Sanjiv J. Shah,MLHC,Integrating Hypertension Phenotype and Genotype with Hybrid Non-negative Matrix Factorization.,8,http://proceedings.mlr.press/v85/luo18a.html,https://dblp.org/rec/conf/mlhc/LuoMYWAAIS18
124,2018,Rafid Mahmood,Timothy C. Y. Chan,MLHC,Automated Treatment Planning in Radiation Therapy using Generative Adversarial Networks.,5,http://proceedings.mlr.press/v85/mahmood18a.html,https://dblp.org/rec/conf/mlhc/MahmoodBMDC18
125,2018,Selin Merdan,Brian Denton,MLHC,Integrating Machine Learning and Optimization Methods for Imaging of Patients with Prostate Cancer.,3,http://proceedings.mlr.press/v85/merdan18a.html,https://dblp.org/rec/conf/mlhc/MerdanGD18
126,2018,Xenia Miscouridou,Rajesh Ranganath,MLHC,Deep Survival Analysis - Nonparametrics and Missingness.,4,http://proceedings.mlr.press/v85/miscouridou18a.html,https://dblp.org/rec/conf/mlhc/MiscouridouPER18
127,2018,Jeeheh Oh,Jenna Wiens,MLHC,Learning to Exploit Invariances in Clinical Time-Series Data using Sequence Transformer Networks.,3,http://proceedings.mlr.press/v85/oh18a.html,https://dblp.org/rec/conf/mlhc/OhWW18
128,2018,Murali Ravuri,Xavier Amatriain,MLHC,Learning from the experts - From expert systems to machine-learned diagnosis models.,4,http://proceedings.mlr.press/v85/ravuri18a.html,https://dblp.org/rec/conf/mlhc/RavuriKTA18
129,2018,Devendra Singh Sachan,Eric P. Xing,MLHC,Effective Use of Bidirectional Language Modeling for Transfer Learning in Biomedical Named Entity Recognition.,4,http://proceedings.mlr.press/v85/sachan18a.html,https://dblp.org/rec/conf/mlhc/SachanXSX18
130,2018,Pascal Sturmfels,Jenna Wiens,MLHC,A Domain Guided CNN Architecture for Predicting Age from Structural Brain Images.,6,http://proceedings.mlr.press/v85/sturmfels18a.html,https://dblp.org/rec/conf/mlhc/SturmfelsRAPSW18
131,2018,Sana Tonekaboni,Anna Goldenberg,MLHC,Prediction of Cardiac Arrest from Physiological Signals in the Pediatric ICU.,9,http://proceedings.mlr.press/v85/tonekaboni18a.html,https://dblp.org/rec/conf/mlhc/TonekaboniMLEGG18
132,2018,Bryce Woodworth,Laurel D. Riek,MLHC,Preference Learning in Assistive Robotics - Observational Repeated Inverse Reinforcement Learning.,4,http://proceedings.mlr.press/v85/woodworth18a.html,https://dblp.org/rec/conf/mlhc/WoodworthFZR18
133,2018,Gregory Yauney,Pratik Shah,MLHC,Reinforcement Learning with Action-Derived Rewards for Chemotherapy and Clinical Trial Dosing Regimen Selection.,2,http://proceedings.mlr.press/v85/yauney18a.html,https://dblp.org/rec/conf/mlhc/YauneyS18
134,2018,Xinyuan Zhang 0001,Lawrence Carin,MLHC,Multi-Label Learning from Medical Plain Text with Convolutional Residual Models.,5,http://proceedings.mlr.press/v85/zhang18a.html,https://dblp.org/rec/conf/mlhc/ZhangHGLC18
135,2018,Finale Doshi-Velez,Jenna Wiens,MLHC,"Proceedings of the Machine Learning for Healthcare Conference, MLHC 2018, 17-18 August 2018, Palo Alto, California",7,http://proceedings.mlr.press/v85/,https://dblp.org/rec/conf/mlhc/2018
136,2016,Bilal Ahmed,Carla E. Brodley,MLHC,Multi-task Learning with Weak Class Labels - Leveraging iEEG to Detect Cortical Lesions in Cryptogenic Epilepsy.,7,http://proceedings.mlr.press/v56/Ahmed16.html,https://dblp.org/rec/conf/mlhc/AhmedTBKDDB16
137,2016,Edward Choi,Jimeng Sun,MLHC,Doctor AI - Predicting Clinical Events via Recurrent Neural Networks.,5,http://proceedings.mlr.press/v56/Choi16.html,https://dblp.org/rec/conf/mlhc/ChoiBSSS16
138,2016,Joseph Futoma 0001,Katherine A. Heller,MLHC,Predicting Disease Progression with a Model for Multivariate Longitudinal Clinical Data.,4,http://proceedings.mlr.press/v56/Futoma16.html,https://dblp.org/rec/conf/mlhc/FutomaSCH16
139,2016,Konstantinos Georgatzis,Christopher Hawthorne,MLHC,Input-Output Non-Linear Dynamical Systems applied to Physiological Condition Monitoring.,3,http://proceedings.mlr.press/v56/Georgatzis16.html,https://dblp.org/rec/conf/mlhc/GeorgatzisWH16
140,2016,Marzyeh Ghassemi,John V. Guttag,MLHC,Uncovering Voice Misuse Using Symbolic Mismatch.,6,http://proceedings.mlr.press/v56/Ghassemi16.html,https://dblp.org/rec/conf/mlhc/GhassemiSMSHG16
141,2016,Yoni Halpern,David A. Sontag,MLHC,Clinical Tagging with Joint Probabilistic Models.,3,http://proceedings.mlr.press/v56/Halpern16.html,https://dblp.org/rec/conf/mlhc/HalpernHS16
142,2016,Shalmali Joshi,Joydeep Ghosh,MLHC,Identifiable Phenotyping using Constrained Non-Negative Matrix Factorization.,4,http://proceedings.mlr.press/v56/Joshi16.html,https://dblp.org/rec/conf/mlhc/JoshiGSG16
143,2016,Zachary C. Lipton,Randall C. Wetzel,MLHC,Directly Modeling Missing Data in Sequences with RNNs - Improved Classification of Clinical Time Series.,3,http://proceedings.mlr.press/v56/Lipton16.html,https://dblp.org/rec/conf/mlhc/LiptonKW16
144,2016,Yun Liu 0013,Huey-Jen Su,MLHC,Transferring Knowledge from Text to Predict Disease Onset.,6,http://proceedings.mlr.press/v56/Liu16.html,https://dblp.org/rec/conf/mlhc/LiuSGCCLS16
145,2016,John A. Quinn,Alfred Andama,MLHC,Deep Convolutional Neural Networks for Microscopy-Based Point of Care Diagnostics.,6,http://proceedings.mlr.press/v56/Quinn16.html,https://dblp.org/rec/conf/mlhc/QuinnNMBLA16
146,2016,Rajesh Ranganath,David M. Blei,MLHC,Deep Survival Analysis.,4,http://proceedings.mlr.press/v56/Ranganath16.html,https://dblp.org/rec/conf/mlhc/RanganathPEB16
147,2016,Narges Razavian,David A. Sontag,MLHC,Multi-task Prediction of Disease Onsets from Longitudinal Laboratory Tests.,3,http://proceedings.mlr.press/v56/Razavian16.html,https://dblp.org/rec/conf/mlhc/RazavianMS16
148,2016,Rhiannon V. Rose,Daniel J. Lizotte,MLHC,gLOP - the global and Local Penalty for Capturing Predictive Heterogeneity.,2,http://proceedings.mlr.press/v56/Rose16.html,https://dblp.org/rec/conf/mlhc/RoseL16
149,2016,Peter J. Schüffler,Thomas J. Fuchs,MLHC,Mitochondria-based Renal Cell Carcinoma Subtyping - Learning from Deep vs. Flat Feature Representations.,6,http://proceedings.mlr.press/v56/Schuffler16.html,https://dblp.org/rec/conf/mlhc/SchufflerSMRTF16
150,2016,Pierre Thodoroff,Andrew Lim 0002,MLHC,Learning Robust Features using Deep Learning for Automatic Seizure Detection.,3,http://proceedings.mlr.press/v56/Thodoroff16.html,https://dblp.org/rec/conf/mlhc/ThodoroffPL16
151,2016,Truyen Tran 0001,Svetha Venkatesh,MLHC,Preterm Birth Prediction - Stable Selection of Interpretable Rules from High Dimensional Data.,6,http://proceedings.mlr.press/v56/Tran16.html,https://dblp.org/rec/conf/mlhc/TranLPMRV16
152,2016,Ilia Vovsha,Ronald J. Wapner,MLHC,Using Kernel Methods and Model Selection for Prediction of Preterm Birth.,11,http://proceedings.mlr.press/v56/Vovsha16.html,https://dblp.org/rec/conf/mlhc/VovshaSRKRRRHDT16
153,2016,Yanbo Xu,Suchi Saria,MLHC,A Non-parametric Bayesian Approach for Estimating Treatment-Response Curves from Sparse Time Series.,3,http://proceedings.mlr.press/v56/Xu16.html,https://dblp.org/rec/conf/mlhc/XuXS16
154,2016,Cheng Zhang 0005,Bo C. Bertilson,MLHC,Diagnostic Prediction Using Discomfort Drawings with IBTM.,4,http://proceedings.mlr.press/v56/Zhang16.html,https://dblp.org/rec/conf/mlhc/ZhangKEB16
155,2016,Finale Doshi-Velez,Jenna Wiens,MLHC,"Proceedings of the 1st Machine Learning in Health Care, MLHC 2016, Los Angeles, CA, USA, August 19-20, 2016",5,http://proceedings.mlr.press/v56/,https://dblp.org/rec/conf/mlhc/2016
