,Unnamed: 0,Unnamed: 0.1,first-author-affiliation,last-author-affiliation,title
643,643,71.0," Department of Computer Science, University of Texas, Austin, TX"," Department of Computer Science, University of Southern California, Los Angeles, CA",analogy-preserving semantic embedding for visual object categorization.
644,644,72.0," UC Riverside, Riverside, CA"," UC Riverside, Riverside, CA","algebraic classifiers: a generic approach to fast cross-validation, online training and parallel training."
645,645,73.0," Center for Pattern Recognition and Data Analytics, Deakin University, VIC, Australia"," Center for Pattern Recognition and Data Analytics, Deakin University, VIC, Australia",factorial multi-task learning: a bayesian nonparametric approach.
646,646,74.0, MPI for Intelligent Systems and Stanford University, MPI for Intelligent Systems,modeling information propagation with survival theory.
647,647,75.0," Microsoft Research, Redmond, WA"," Technion-Israel Inst. of Tech., Haifa, Israel",better rates for any adversarial deterministic mdp.
648,648,76.0," EPFL, Lausanne, Switzerland"," University of Ioannina, Greece",abc reinforcement learning.
649,649,77.0," School of Computer Science, University of Birmingham, Edgbaston, UK"," School of Computer Science, University of Birmingham, Edgbaston, UK",sharp generalization error bounds for randomly-projected classifiers.
650,650,78.0," Department of Computer Science, Ben-Gurion University, Beer Sheva, Israel"," Department of Computer Science, Ben-Gurion University, Beer Sheva, Israel",on learning parametric-output hmms.
651,651,79.0," School of Computer Science and Engineering and the Center for Neural Computation, The Hebrew University of Jerusalem, Jerusalem, Israel"," School of Computer Science and Engineering and the Center for Neural Computation, The Hebrew University of Jerusalem, Jerusalem, Israel",lda topic model with soft assignment of descriptors to words.
652,652,80.0," Goethe Universität Frankfurt, Frankfurt, Germany"," University of Montreal, Montreal, Canada",on autoencoder scoring.
653,653,81.0," Department of Electrical Engineering, Computer Engineering and Informatics, Cyprus University of Technology"," Department of Electrical Engineering, Computer Engineering and Informatics, Cyprus University of Technology",infinite markov-switching maximum entropy discrimination machines.
654,654,82.0," Département d'informatique et de génie logiciel, Université Laval, Québec, Canada"," Aix-Marseille Univ., LIF-QARMA, CNRS, UMR, Marseille, France",a pac-bayesian approach for domain adaptation with specialization to linear classifiers.
655,655,83.0," Department of Electrical and Computer Engineering, University of Texas at Austin, TX", Stochastic Technologies,sparse pca through low-rank approximations.
656,656,84.0," Department of Statistics, University of Chicago, Chicago, IL"," Department of Statistics and Department of Computer Science, University of Chicago, Chicago, IL",computation-risk tradeoffs for covariance-thresholded regression.
657,657,85.0," Business Analytics and Mathematical Sciences, IBM Thomas J. Watson Research Center, Yorktown Heights, NY"," Business Analytics and Mathematical Sciences, IBM Thomas J. Watson Research Center, Yorktown Heights, NY",exact rule learning via boolean compressed sensing.
658,658,86.0," Department of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX"," Department of Electrical Engineering, Technion, Haifa, Israel",robust sparse regression under adversarial corruption.
659,659,87.0," INRIA, Grenoble, France"," INRIA, Grenoble, France",optimization with first-order surrogate functions.
660,660,88.0," Computer Science Department, Cornell University, Ithaca, NY"," Computer Science Department, Cornell University, Ithaca, NY",learning spatio-temporal structure from rgb-d videos for human activity detection and anticipation.
661,661,89.0," Microsoft, Sunnyvale, CA"," Department of Computer Science, Columbia University, New York, NY",consistency versus realizable h-consistency for multiclass classification.
662,662,90.0," Microsoft Research New England, Cambridge, MA"," Microsoft Research New England, Cambridge, MA",feature multi-selection among subjective features.
663,663,91.0," Max Plank Institute for Intelligent Systems, Tübingen, Germany"," Max Plank Institute for Intelligent Systems, Tübingen, Germany",domain adaptation under target and conditional shift.
664,664,92.0," University of Maryland, College Park, MD"," University of Maryland, College Park, MD",collective stability in structured prediction: generalization from one example.
665,665,93.0," Department of Computer Science, Cornell University, Ithaca, NY"," Fachbereich Informatik, Universitaet Stuttgart, Stuttgart, Germany",stable coactive learning via perturbation.
666,666,94.0," Department of Electronics and Information Engineering, Huazhong University of Science and Technology"," Microsoft Research Asia and Lab of Neuro Imaging and Department of Computer Science, University of California, Los Angeles",max-margin multiple-instance dictionary learning.
667,667,95.0," University of Washington, Seattle, WA"," University of Washington, Seattle, WA",fast semidifferential-based submodular function optimization.
668,668,96.0," Helsinki Institute for Information Technology and Department of Information and Computer Science, Aalto University"," Helsinki Institute for Information Technology and Department of Information and Computer Science, Aalto University and Department of Computer Science, University of Helsinki",kernelized bayesian matrix factorization.
669,669,97.0," Department of Computer Science & Engineering, University of Washington, Seattle, WA"," Department of Computer Science & Engineering, University of Washington, Seattle, WA",learning the structure of sum-product networks.
670,670,98.0," ICME, Stanford University, Stanford, CA"," Dept. of Mathematics, Stanford University, Stanford, CA",quantile regression for large-scale applications.
671,671,99.0," LinkedIn Corporation, Mountain View, CA"," Department of Mathematics, Stanford University, Stanford, CA",robust regression on mapreduce.
672,672,100.0," Nagoya Institute of Technology, Nagoya, Japan"," Tokyo Institute of Technology, Tokyo, Japan",infinitesimal annealing for training semi-supervised support vector machines.
673,673,101.0," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China"," National Key Laboratory for Novel Software Technology, Nanjing University, Nanjing, China",one-pass auc optimization.
674,674,102.0," Microsoft Research Cambridge, Cambridge, United Kingdom"," Microsoft Research Cambridge, Cambridge, United Kingdom",learning convex qp relaxations for structured prediction.
675,675,103.0," Department of Computer Science, CSML, University College London, London"," Causata Ltd., London",concurrent reinforcement learning from customer interactions.
676,676,104.0," Tsinghua National Laboratory for Information Science and Technology, Department of Automation, Tsinghua University, Beijing, China"," Tsinghua National Laboratory for Information Science and Technology, Department of Automation, Tsinghua University, Beijing, China",saving evaluation time for the decision function in boosting: representation and reordering base learner.
677,677,105.0," Idiap Research Institute, Switzerland and École Polytechnique Fédérale de Lausanne, Switzerland", Toyota Technological Institute at Chicago,stability and hypothesis transfer learning.
678,678,106.0," School of Computer and Communication Sciences, Ecole Polytechnique Fédérale de Lausanne, Switzerland"," School of Computer and Communication Sciences, Ecole Polytechnique Fédérale de Lausanne, Switzerland",fast dual variational inference for non-conjugate latent gaussian models.
679,679,107.0," Technical University of Denmark, DTU Compute, Lyngby, Denmark"," Technical University of Denmark, DTU Compute, Lyngby, Denmark",modeling temporal evolution and multiscale structure in networks.
680,680,108.0," RSISE, Australian National University, Australia and National ICT, Canberra, Australia"," Dept. Statistics, University of Oxford, UK",dependent normalized random measures.
681,681,109.0," Dept. of Comp. Sci. & Tech., LITS Lab, TNList Lab, Tsinghua University, Beijing, China"," Dept. of Comp. Sci. & Tech., LITS Lab, TNList Lab, Tsinghua University, Beijing, China",fast max-margin matrix factorization with data augmentation.
682,682,110.0," University of Lousiana at Lafayette, Lafayette, LA"," University of Lousiana at Lafayette, Lafayette, LA",natural image bases to represent neuroimaging data.
683,683,111.0," Department of Computer Science, Technion Israel Institute of Technology"," Department of Mechanical Engineering, National University of Singapore",breaking the small cluster barrier of graph clustering.
684,684,112.0," University of Massachusetts, Amherst, MA"," Oregon State University, Corvallis, OR",approximate inference in collective graphical models.
685,685,113.0," Engineering Department, Cambridge University, Cambridge, UK"," Engineering Department, Cambridge University, Cambridge, UK",scaling the indian buffet process via submodular maximization.
686,686,114.0," University of Edinburgh, JCMB, Edinburgh, UK"," Toyota Technological Institute at Chicago, Chicago, Illinois",mini-batch primal and dual methods for svms.
687,687,115.0," Department of Statistics, Colorado State University, Fort Collins, CO"," Department of Statistics, Indiana University, Bloomington, IN","the lasso, persistence and cross-validation."
688,688,116.0," Stanford University, Stanford, CA"," Stanford University, Stanford, CA",spectral experts for estimating mixtures of linear regressions.
689,689,117.0," Machine Learning Department, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," Machine Learning Department, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",distribution to distribution regression.
690,690,118.0," Dept. of Computer Science, Courant Institute of Mathematical Science, New York University"," Dept. of Computer Science, Courant Institute of Mathematical Science, New York University",regularization of neural networks using dropconnect.
691,691,119.0," Department of Engineering, University of Cambridge, Cambridge, UK"," School of Engineering and Applied Sciences, Harvard University, Cambridge",gaussian process kernels for pattern discovery and extrapolation.
692,692,120.0," Washington University, St. Louis, MO"," Washington University, St. Louis, MO",anytime representation learning.
693,693,121.0," QUT, Brisbane, QLD, Australia"," NICTA & ANU, Canberra, ACT, Australia",algorithms for direct 0-1 loss optimization in binary classification.
694,694,122.0," Mathematics and Computer Science, University of Marburg, Marburg, Germany and Research Group on Artificial Intelligence, Hungarian Academy of Sciences and University of Szeged, Hungary"," Mathematics and Computer Science, University of Marburg, Marburg, Germany",top-k selection based on adaptive sampling of noisy preferences.
695,695,123.0," Computer Science Department, Stanford University"," EECS Department, University of California, Berkeley",the extended parameter filter.
696,696,124.0," School of Computer Science, Georgia Institute of Technology, Atlanta, GA"," Blavatnik School of Computer Science, Tel Aviv University, Tel Aviv, Israel",exploiting ontology structures and unlabeled data for learning.
697,697,125.0," Department of Computer Science and Engineering, Michigan State University, East Lansing, MI"," State Key Laboratory of CAD&CG, College of Computer Science, Zhejiang University, Hangzhou, China",o(log t) projections for stochastic optimization of smooth and strongly convex functions.
698,698,126.0," Institute of Computing Science, Poznan University of Technology, Poznan, Poland"," Mathematics and Computer Science, Marburg University, Marburg, Germany",optimizing the f-measure in multi-label classification: plug-in rule approach versus structured loss minimization.
699,699,127.0,,,on the importance of initialization and momentum in deep learning.
700,700,128.0," VMware Bulgaria EOOD, Sofia, Bulgaria"," Qatar Computing Research Institute, Doha, Qatar",a non-iid framework for collaborative filtering with restricted boltzmann machines.
701,701,129.0," CBIO Mines ParisTech, INSERM, Institut Curie"," CBIO Mines ParisTech, INSERM, Institut Curie",intersecting singularities for multi-structured estimation.
702,702,130.0, U. Cambridge, U. Cambridge,structure discovery in nonparametric regression through compositional kernel search.
703,703,131.0," School of Computer Science, University of Massachusetts, Amherst, MA"," Department of Math and Statistics, University of Massachusetts, Amherst, MA",copy or coincidence? a model for detecting social influence and duplication events.
704,704,132.0," Department of Computer Science, University College London, UK"," Department of Computer Science, University College London, UK",smooth operators.
705,705,133.0," Rutgers University, Piscataway, NJ"," Brown University, Providence, RI",the cross-entropy method optimizes for quantiles.
706,706,134.0," Department of Electrical & Computer Engineering, Boston University, Boston, MA"," Department of Electrical & Computer Engineering, Boston University, Boston, MA",topic discovery through data dependent and random projections.
707,707,135.0," University of Alberta, Edmonton, Canada"," University of Alberta, Edmonton, Canada",bayesian learning of recursively factored environments.
708,708,136.0," Microsoft Research, India"," Microsoft Research, India",thompson sampling for contextual bandits with linear payoffs.
709,709,137.0," Department of Statistical Science, University College London, London, UK"," Department of Statistics, University of Michigan, Ann Arbor, MI",the bigraphical lasso.
710,710,138.0," Yahoo! Labs, Haifa, Israel"," Yahoo! Labs, Haifa, Israel",almost optimal exploration in multi-armed bandits.
711,711,139.0, University of Washington, Toyota Technological Institute at Chicago,deep canonical correlation analysis.
712,712,140.0, University of British Columbia, University of British Columbia,consistency of online random forests.
713,713,141.0," Carnegie Mellon University, Pittsburgh, PA"," Carnegie Mellon University, Pittsburgh, PA","sparse gaussian conditional random fields: algorithms, theory and application to energy forecasting."
714,714,142.0," Amazon.com, Seattle, WA"," Washington University in St. Louis, St. Louis, MO",fast image tagging.
715,715,143.0," Robotics Institute, Carnegie Mellon University, Pittsburgh, PA"," Robotics Institute, Carnegie Mellon University, Pittsburgh, PA",expensive function optimization with stochastic binary outcomes.
716,716,144.0," School of Informatics, University of Edinburgh"," School of Informatics, University of Edinburgh",multiple-source cross-validation.
717,717,145.0, Georgia Institute of Technology, Georgia Institute of Technology,learning triggering kernels for multi-dimensional hawkes processes.
718,718,146.0," Université de Montréal, Montréal, Québec, Canada"," Université de Montréal, Montréal, Québec, Canada",on the difficulty of training recurrent neural networks.
719,719,147.0," Département d'Informatique et de Recherche Opérationelle, Université de Montréal, Montréal, Québec, Canada"," Département d'Informatique et de Recherche Opérationelle, Université de Montréal, Montréal, Québec, Canada",maxout networks.
720,720,148.0," University of Maryland, College Park, MD"," University of Maryland, College Park, MD",predictable dual-view hashing.
721,721,149.0," Stanford University, Computer Science Dept., Stanford, CA"," NVIDIA Corporation, Santa Clara, CA",deep learning with cots hpc systems.
722,722,150.0," Brigham and Women's Hospital, Boston, MA and Department of Electrical and Computer Engineering, Northeastern University, Boston, MA"," Department of Electrical and Computer Engineering, Northeastern University, Boston, MA",nonparametric mixture of gaussian processes with constraints.
723,723,151.0," Machine Learning Department, School of Computer Science, Carnegie Mellon University"," Machine Learning Department, School of Computer Science, Carnegie Mellon University",scale invariant conditional dependence measures.
724,724,152.0," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",learning policies for contextual submodular prediction.
725,725,153.0," Department of Computer Science, University of Illinois at Urbana-Champaign, Urbana, IL"," University of Illinois at Urbana-Champaign, Urbana, IL and Adobe Research, Adobe Systems Inc., San Francisco, CA",manifold preserving hierarchical topic models for quantization and approximation.
726,726,154.0," Nagoya Institute of Technology, Nagoya, Japan"," Nagoya Institute of Technology, Nagoya, Japan",safe screening of non-support vectors in pathwise svm computation.
727,727,155.0," Department of Computing Science, University of Alberta"," Department of Computing Science, University of Alberta",cost-sensitive multiclass classification risk bounds.
728,728,156.0," Department of Computer Science and Engineering, Michigan State University, East Lansing, MI"," Department of Computer Science and Engineering, Michigan State University, East Lansing, MI",semi-supervised clustering by input pattern assisted pairwise similarity matrix completion.
729,729,157.0," Dept. of Computer Engineering, Boǧaziçi University, Bebek, Istanbul, Turkey"," Sibnet Computers Ltd., Istanbul, Turkey",learning the β-divergence in tweedie compound poisson matrix factorization models.
730,730,158.0," Department of Computer Science, Stanford University, Stanford, CA"," Department of Computer Science, Stanford University, Stanford, CA",fast algorithms for sparse principal component analysis based on rayleigh quotient iteration.
731,731,159.0, Research @ Google, Carnegie Mellon University,nested chinese restaurant franchise processes: applications to user tracking and document modeling.
732,732,160.0," Georgia Institute of Technology, Atlanta, GA"," Georgia Institute of Technology, Atlanta, GA",tree-independent dual-tree algorithms.
733,733,161.0," Department of Computer Science and UCL Interactive Centre, University College London, UK"," Department of Computer Science and Centre for Computational Statistics and Machine Learning, University College London, UK",multilinear multitask learning.
734,734,162.0," Dept. of Computing Science, University of Alberta, Edmonton, AB, Canada"," Dept. of Computing Science, University of Alberta, Edmonton, AB, Canada",online learning under delayed feedback.
735,735,163.0," Department of Computer Science, University of British Columbia, Vancouver, BC, Canada"," Department of Computer Science, University of British Columbia, Vancouver, BC, Canada",adaptive hamiltonian and riemann manifold monte carlo samplers.
736,736,164.0," Brown University, Providence, RI"," Brown University, Providence, RI",coco-q: learning in stochastic games with side payments.
737,737,165.0," Qualcomm Technologies, Inc., San Diego, CA"," University of Florida, Gainesville, FL",on a nonlinear generalization of sparse coding and dictionary learning.
738,738,166.0," Department of Statistics, Harvard University, Cambridge, MA"," Department of Statistics, Harvard University, Cambridge, MA",estimation of causal peer influence effects.
739,739,0.0, Google Research, University of Illinois,a discriminative latent variable model for online clustering.
740,740,1.0," Empirical Inference Department, Max Planck Institute for Intelligent Systems, Tübingen, Germany"," Empirical Inference Department, Max Planck Institute for Intelligent Systems, Tübingen, Germany",kernel mean estimation and stein effect.
741,741,2.0," Information Sciences Institute, Marina del Rey, CA and University of Southern California, Los Angeles, CA"," Santa Fe Institute, Santa Fe, NM and School of Informatics and Computing, Indiana University, Bloomington, IN",demystifying information-theoretic clustering.
742,742,3.0," Department of Computer Science, National University of Singapore, Singapore, Singapore"," Department of Computer Science, National University of Singapore, Singapore, Singapore",covering number for efficient heuristic-based pomdp planning.
743,743,4.0," Department of Mechanical Engineering, National University of Singapore, Singapore"," Department of Mechanical Engineering, National University of Singapore, Singapore",the coherent loss function for classification.
744,744,5.0," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong"," Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong",fast stochastic alternating direction method of multipliers.
745,745,6.0," ETH Zürich, Zürich, Switzerland"," ETH Zürich, Zürich, Switzerland",active detection via adaptive submodularity.
746,746,7.0," School of Computer Science and Engineering, The Hebrew University, Jerusalem, Israel"," Department of Statistics, Rutgers University, NJ, and Baidu Inc., Beijing, China",accelerated proximal stochastic dual coordinate ascent for regularized loss minimization.
747,747,8.0," The University of Iowa, Iowa City, IA"," Microsoft Research, Redmond,WA",an adaptive accelerated proximal gradient method and its homotopy continuation for sparse optimization.
748,748,9.0," Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland and Idiap Research Institute, Martigny, Switzerland"," Idiap Research Institute, Martigny, Switzerland",recurrent convolutional neural networks for scene labeling.
749,749,10.0," Department of Statistics, University of Georgia, Athens, GA"," Departments of Statistics and EECS, University of California at Berkeley, Berkeley, CA",a statistical perspective on algorithmic leveraging.
750,750,11.0," Department of Electrical Engineering, Technion - Israel Institute of Technology, Haifa, Israel"," School of Computer Science, Tel Aviv University, Israel",thompson sampling for complex online problems.
751,751,12.0," Machine Learning Group, Computer Science Department, Faculty of Sciences, Université Libre de Bruxelles, Brussels, Belgium"," Department of Econometrics and Business Statistics, Monash University, Clayton, VIC, Australia",boosting multi-step autoregressive forecasts.
752,752,13.0," Indian Institute of Science, Bangalore, India"," Indian Institute of Science, Bangalore, India",a statistical convergence perspective of algorithms for rank aggregation from pairwise data.
753,753,14.0," Department of Electrical Engineering, The Technion - Israel Institute of Technology, Haifa, Israel"," Department of Electrical Engineering, The Technion - Israel Institute of Technology, Haifa, Israel",scaling up approximate value iteration with options: better policies with fewer iterations.
754,754,15.0," The Technion, Faculty of Electrical Engineering, Haifa, Israel"," The Technion, Faculty of Electrical Engineering, Haifa, Israel",latent bandits.
755,755,16.0, ANU & NICTA, NICTA & ANU,fast allocation of gaussian process experts.
756,756,17.0," Carnegie Mellon University, Pittsburgh, PA"," Carnegie Mellon University, Pittsburgh, PA",von mises-fisher clustering models.
757,757,18.0," INRIA Saclay Île-de-France, Palaiseau, France"," LSTA, Université Pierre et Marie Curie, Paris",convergence rates for persistence diagram estimation in topological data analysis.
758,758,19.0," Department of Computer Science, University of Copenhagen, Copenhagen, Denmark"," Department of Computer Science, University of Copenhagen, Copenhagen, Denmark",buffer k-d trees: processing massive nearest neighbor queries on gpus.
759,759,20.0," School of Information & Computer Sciences, University of California, Irvine, CA"," Informatics Institute, University of Amsterdam, Amsterdam, Netherlands",austerity in mcmc land: cutting the metropolis-hastings budget.
760,760,21.0," School of EECS, Peking University"," School of EECS, Peking University",understanding the limiting factors of topic modeling via posterior contraction analysis.
761,761,22.0," Department of Engineering, University of Cambridge, Cambridge"," Department of Computer Science, Princeton University, Princeton, NJ",the inverse regression topic model.
762,762,23.0," School of Engineering and Applied Sciences, Harvard University, Cambridge, MA"," Department of Statistics, Harvard University, Cambridge, MA",a consistent histogram estimator for exchangeable graph models.
763,763,24.0," Operations Research Center, Massachusetts Institute of Technology, Cambridge, MA"," IBM Thomas J. Watson Research Center, Yorktown Heights, NY",latent variable copula inference for bundle pricing from retail transaction data.
764,764,25.0," Department of Computer Science, Princeton University, Princeton, NJ"," Department of Computer Science, Princeton University, Princeton, NJ",towards minimax online learning with unknown time horizon.
765,765,26.0," School of Engineering and Applied Sciences, Harvard University, Cambridge"," Center for Geographic Analysis, Harvard University, Cambridge",factorized point process intensities: a spatial analysis of professional.
766,766,27.0," Carnegie Mellon University, Pittsburgh, PA"," Carnegie Mellon University, Pittsburgh, PA","margins, kernels and non-linear smoothed perceptrons."
767,767,28.0," Department of Computer Sciences, University of Wisconsin-Madison, Madison, WI"," Department of Computer Sciences, University of Wisconsin-Madison, Madison, WI",robust regbayes: selectively incorporating first-order logic domain knowledge into bayesian models.
768,768,29.0," Courant Institute and Google Research, New York, NY"," Courant Institute, New York, NY",learning theory and algorithms for revenue optimization in second-price auctions with reserve.
769,769,30.0," Dept. of Computer Science, Cornell University, Ithaca, NY"," Dept. of Computer Science, Cornell University, Ithaca, NY",low-density parity constraints for hashing-based discrete integration.
770,770,31.0, Queensland University of Technology and UC Berkeley, Queensland University of Technology and UC Berkeley,prediction with limited advice and multiarmed bandits with paid observations.
771,771,32.0," Center for Pattern Recognition and Data Analytics, Deakin University, Australia"," Laboratory for Natural Language Understanding, Nuance Communications, Sunnyvale",bayesian nonparametric multilevel clustering with group-level contexts.
772,772,33.0," Département d'Informatique de l'Ecole Normale Supérieure, CNRS, INRIA, ENS, Paris, France"," Département d'Informatique de l'Ecole Normale Supérieure, CNRS, INRIA, ENS, Paris, France",large-margin metric learning for constrained partitioning problems.
773,773,34.0," Department of Computer Science, Stanford University, Stanford, California"," Max Planck Center for Visual Computing and Communication, Saarbrücken, Germany",wasserstein propagation for semi-supervised learning.
774,774,35.0," Dept. of Comp. Sci. & Tech., TNList Lab, State Key Lab of Intell. Tech. & Sys., Tsinghua University, China"," Dept. of Comp. Sci. & Tech., TNList Lab, State Key Lab of Intell. Tech. & Sys., Tsinghua University, China",max-margin infinite hidden markov models.
775,775,36.0," School of Computer Science and Technology, Tianjin University, Tianjin, P. R. China"," School of Computer Science and Technology, Tianjin University, Tianjin, P. R. China",efficient approximation of cross-validation for kernel methods using bouligand influence function.
776,776,37.0," Carnegie Mellon University, Pittsburgh, PA"," Carnegie Mellon University, Pittsburgh, PA",generalized exponential concentration inequality for rényi divergence estimation.
777,777,38.0," School of Computer Science, Georgia Institute of Technology, Atlanta, GA"," Institute of Information Science, Academia Sinica, Taipei, Taiwan",boosting with online binary learners for the multiclass bandit problem.
778,778,39.0," Graduate School of Information Science and Technology, The University of Tokyo, Tokyo and JST, ERATO, Tokyo"," National Institute of Informatics, JST, ERATO, Tokyo",optimal budget allocation: theoretical guarantee and efficient algorithm.
779,779,40.0," Harvard University, Cambridge, MA"," Rensselaer Polytechnic Institute, Troy, NY",computing parametric ranking models via rank-breaking.
780,780,41.0, Queensland University of Technology," University of California, Berkeley",tracking adversarial targets.
781,781,42.0," Institute for Interdisciplinary Information Sciences, Tsinghua University, China"," Dept. of Comp. Sci. & Tech., TNList Lab, State Key Lab of Intell. Tech. & Sys., Tsinghua University, China",online bayesian passive-aggressive learning.
782,782,43.0," DeepMind Technologies, London, UK"," DeepMind Technologies, London, UK",deterministic policy gradient algorithms.
783,783,44.0," Department of Electrical and Computer Engineering, Duke University, Durham, NC"," Department of Electrical and Computer Engineering, Duke University, Durham, NC",modeling correlated arrival events with latent semi-markov processes.
784,784,45.0," Department of Statistics, University of Oxford, Oxford, UK"," Department of Statistics, University of Oxford, Oxford, UK",towards scaling up markov chain monte carlo: an adaptive subsampling approach.
785,785,46.0," University of Salerno, Italy"," PUC-Rio, Brazil",diagnosis determination: decision trees optimizing simultaneously worst and expected testing cost.
786,786,47.0," Department of Computer Science and Information Engineering, National Taiwan University"," Department of Computer Science and Information Engineering, National Taiwan University",condensed filter tree for cost-sensitive multi-label classification.
787,787,48.0," Toyota Technological Institute at Chicago, Chicago, IL"," MIT, CSAIL, Cambridge, MA",on measure concentration of random maximum a-posteriori perturbations perturbations.
788,788,49.0," School of Computer Science, University of Massachusetts, Amherst, MA"," School of Computer Science, University of Massachusetts, Amherst, MA",bias in natural actor-critic algorithms.
789,789,50.0," Aix Marseille Université, CNRS, LIF, Marseille, France"," Université Jean Monnet de Saint-Etienne, CNRS, Saint-Etienne, France",dimension-free concentration bounds on hankel matrices for spectral learning.
790,790,51.0," Department of Computer Science, Tsinghua University, Beijing, China"," Department of Computer Science, Tsinghua University, Beijing, China",on modelling non-linear topical dependencies.
791,791,52.0," School of Informatics, University of Edinburgh"," Département d'informatique, Université de Sherbrooke",a deep and tractable density estimator.
792,792,53.0, Microsoft Research, Stanford University and Microsoft Research,(near) dimension independent risk bounds for differentially private learning.
793,793,54.0," ICME, Stanford University, Stanford, CA"," International Computer Science Institute and Dept. of Statistics, University of California at Berkeley, Berkeley, CA",quasi-monte carlo feature maps for shift-invariant kernels.
794,794,55.0," Microsoft CISL, Redmond, WA"," Microsoft CISL, Redmond, WA",discriminative features via generalized eigenvectors.
795,795,56.0," Department of Computer Sciences, University of Wisconsin-Madison"," Department of Computer Science and Engineering, Arizona State University",forward-backward greedy algorithms for general convex smooth functions over a cardinality constraint.
796,796,57.0," Department of Computing Science, University of Alberta, Edmonton, AB, Canada"," Department of Computing Science, University of Alberta, Edmonton, AB, Canada",online learning in markov decision processes with changing cost sequences.
797,797,58.0," KTH, Royal Institute of technology, Stockholm, Sweden"," KTH, Royal Institute of technology, Stockholm, Sweden",unimodal bandits: regret lower bounds and optimal algorithms.
798,798,59.0," Yahoo! Labs, Bangalore, Karnataka, India"," IIT Bombay, Mumbai, Maharashtra, India",maximum mean discrepancy for class ratio estimation: convergence bounds and kernel selection.
799,799,60.0," CBIO Mines ParisTech, Institut Curie, France"," SequeL-INRIA Lille-Nord Europe, France",asymptotically consistent estimation of the number of change points in highly dependent time series.
800,800,61.0," ICNC-ELSC & Computer Science Department, The Hebrew University of Jerusalem, Jerusalem, Israel and The Gonda Brain Research Center, Bar Ilan University, Ramat-Gan, Israel"," The Gonda Brain Research Center, Bar Ilan University, Ramat-Gan, Israel",coordinate-descent for learning orthogonal matrices through givens rotations.
801,801,62.0," Dept. of Computer Science, Computing and Information Science, Cornell University, Ithaca, NY"," Dept. of Statistics & Biostatistics, Dept. of Computer Science, Rutgers University, Piscataway, NJ",densifying one permutation hashing via rotation for fast near neighbor search.
802,802,63.0," Department of Computer Science, The University of Texas, Austin, TX"," Department of Computer Science, The University of Texas, Austin, TX",a divide-and-conquer solver for kernel support vector machines.
803,803,64.0," Department of Computer Science, The University of Texas, Austin, TX"," IBM T.J. Watson Research Center, Yorktown Heights, NY",nuclear norm minimization via active subspace selection.
804,804,65.0," Princeton University, Computer Science Department and Center for Computational Intractability, Princeton"," Princeton University, Computer Science Department and Center for Computational Intractability, Princeton",provable bounds for learning some deep representations.
805,805,66.0," Department of Computer Science, University of Texas at Austin"," Department of Computer Science, University of Texas at Austin",large-scale multi-label learning with missing labels.
806,806,67.0," Department of Computer Science, The University of Texas at Austin"," Department of Computer Science, The University of Texas at Austin",learning graphs with a few hubs.
807,807,68.0," Département d'informatique et de génie logiciel, Université Laval, Québec, Canada"," Département d'informatique et de génie logiciel, Université Laval, Québec, Canada",agnostic bayesian learning of ensembles.
808,808,69.0," UC Berkeley, Berkeley, CA and School of ECE, Shiraz University, Shiraz, Iran"," Carnegie Mellon University, Pittsburgh and Max Planck Institute for Intelligent Systems, Tübingen, Germany",towards an optimal stochastic alternating direction method of multipliers.
809,809,70.0," Department of Statistics, University of California, Irvine, CA"," Department of Statistics, University of California, Irvine, CA",spherical hamiltonian monte carlo for constrained target distributions.
810,810,71.0," Department of Computer Science, University of British Columbia, Vancouver, BC, Canada"," Statistics Department, University of British Columbia, Vancouver, BC, Canada",efficient continuous-time markov chain estimation.
811,811,72.0," UC Berkeley & ICSI, Berkeley, CA"," UC Berkeley & ICSI, Berkeley, CA",decaf: a deep convolutional activation feature for generic visual recognition.
812,812,73.0," Language Technologies Institute, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA"," Language Technologies Institute, School of Computer Science, Carnegie Mellon University, Pittsburgh, PA",making the most of bag of words: sentence regularization with alternating direction method of multipliers.
813,813,74.0," University of Oxford, United Kingdom"," University of Oxford, United Kingdom and University of British Columbia, Canada",narrowing the gap: random forests in theory and in practice.
814,814,75.0," University of California, Berkeley, CA"," The University of Texas at Austin, Austin, TX",coherent matrix completion.
815,815,76.0," Dept. of Computer Science, University of Texas, Austin, TX"," Dept. of Computer Science, University of Texas, Austin, TX",admixture of poisson mrfs: a topic model with word dependencies.
816,816,77.0," Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada"," Department of Computing Science, University of Alberta, Edmonton, Alberta, Canada",true online td(λ).
817,817,78.0," Department of Computer Science, The University of Texas, Austin, TX"," Department of Computer Science, The University of Texas, Austin, TX",memory efficient kernel approximation.
