,first-author,first-author-affiliation,last-author,last-author-affiliation,title
218,Da Tang,Columbia University,Nicholas Ruozzi,UT Dallas,Correlated Variational Auto-Encoders
219,Zhu Li,University of Oxford,Dino Sejdinovic,University of Oxford,Towards a Unified Analysis of Random Fourier Features
220,Kevin Wenliang,"Gatsby Unit, University College London",Arthur Gretton,Gatsby Computational Neuroscience Unit,Learning deep kernels for exponential family densities
221,Kelvin Hsu,"University of Sydney, CSIRO",Fabio Ramos,"NVIDIA, University of Sydney",Bayesian Deconditional Kernel Mean Embeddings
222,Alberto Bietti,Inria,Julien Mairal,Inria,A Kernel Perspective for Regularizing Deep Neural Networks
223,Bastian Rieck,ETH Zurich,Karsten Borgwardt,ETH Zurich,A Persistent Weisfeiler--Lehman Procedure for Graph Classification
224,Paris Siminelakis,Stanford University,Philip Levis,Stanford University,Rehashing Kernel Evaluation in High Dimensions
225,Viivi Uurtio,Aalto University,Juho Rousu,Aalto University,Large-Scale Sparse Kernel Canonical Correlation Analysis
226,Tri Dao,Stanford,Christopher Re,Stanford,A Kernel Theory of Modern Data Augmentation
227,Lotfi Slim,Mines ParisTech (ARMINES),JP Vert,Google,kernelPSI: a Post-Selection Inference Framework for Nonlinear Variable Selection
228,Dino Oglic,King's College London,Thomas Gaertner,The University of Nottingham,Scalable Learning in Reproducing Kernel Krein Spaces
229,Mikhail Yurochkin,"IBM Research, MIT-IBM Watson AI Lab",XuanLong Nguyen,University of Michigan,Dirichlet Simplex Nest and Geometric Inference
230,Måns Magnusson,Aalto University,Aki Vehtari,Aalto University,Bayesian leave-one-out cross-validation for large data
231,Runjing Liu,UC Berkeley,Jon McAuliffe,Voleon Group and University of California at Berkeley,Rao-Blackwellized Stochastic Gradients for Discrete Distributions
232,Sidi Lu,Shanghai Jiao Tong University,Jiajun Wu,MIT,Neurally-Guided Structure Inference
233,Richard Li,Yale School of Public Health,Samuel Clark,The Ohio State University,Bayesian Joint Spike-and-Slab Graphical Lasso
234,Raj Nirwan,Frankfurt Institute for Advanced Studies,Nils Bertschinger,Frankfurt Institute for Advanced Studies ,Rotation Invariant Householder Parameterization for Bayesian PCA
235,Amin Nayebi,University of Arizona,Matthias Poloczek,Uber AI Labs & The University of Arizona,A Framework for Bayesian Optimization in Embedded Subspaces
236,CHAOJIE WANG,XIDIAN UNIVERSITY,Mingyuan Zhou,University of Texas at Austin,Convolutional Poisson Gamma Belief Network
237,David Greenberg,Technical University of Munich,Jakob Macke,Technical University of Munich,Automatic Posterior Transformation for Likelihood-Free Inference
238,Iiris Sundin,Aalto University,Samuel Kaski,Aalto University,Active Learning for Decision-Making from Imbalanced Observational Data
239,Ahmed Alaa,UCLA,Mihaela van der Schaar,UCLA,Validating Causal Inference Models via Influence Functions
240,Charith Mendis,MIT,Michael Carbin,MIT,"Ithemal: Accurate, Portable and Fast Basic Block Throughput Estimation using Deep Neural Networks"
241,Jon Gillick,UC Berkeley,David Bamman,UC Berkeley,Learning to Groove with Inverse Sequence Transformations
242,Lei Han,Tencent AI Lab,Tong Zhang,Tecent AI Lab,Grid-Wise Control for Multi-Agent Reinforcement Learning in Video Game AI
243,Kshitij Bansal,Google Research,Stewart Wilcox,Googl,HOList: An Environment for Machine Learning of Higher Order Logic Theorem Proving
244,Hiroshi Kajino,MIT-IBM Watson AI Lab / IBM Research,Hiroshi Kajino,MIT-IBM Watson AI Lab / IBM Research,Molecular Hypergraph Grammar with Its Application to Molecular Optimization
245,Dasaem Jeong,KAIST,Juhan Nam,KAIST,Graph Neural Network for Music Score Data and Modeling Expressive Piano Performance
246,Kaiyu Yang,Princeton University,Jia Deng,Princeton University,Learning to Prove Theorems via Interacting with Proof Assistants
247,GUO ZHANG,MIT,Dina Katabi,MIT,Circuit-GNN: Graph Neural Networks for Distributed Circuit Design
248,Daniel Greenfeld,Weizmann Institute of Science,Ron Kimmel,Technion,Learning to Optimize Multigrid PDE Solvers
249,Ramin Raziperchikolaei,UC MErced,Harish Bhat,"University of California, Merced",A Block Coordinate Descent Proximal Method for Simultaneous Filtering and Parameter Estimation
250,William Trouleau,EPFL,Patrick Thiran,EPFL,Learning Hawkes Processes Under Synchronization Noise
251,Xinshi Chen,Georgia Institution of Technology,Le Song,Georgia Institute of Technology,Generative Adversarial User Model for Reinforcement Learning Based Recommendation System
252,Alexander Greaves-Tunnell,University of Washington,Zaid Harchaoui,University of Washington,A Statistical Investigation of Long Memory in Language and Music
253,Bernie Wang,AWS AI Labs,Tim Januschowski,Amazon Research,Deep Factors for Forecasting
254,Julien Schroeter,Cardiff University,David Marshall,Cardiff University,Weakly-Supervised Temporal Localization via Occurrence Count Learning
255,Philip Becker-Ehmck,Volkswagen Group,Patrick van der Smagt,Volkswagen Group,Switching Linear Dynamics for Variational Bayes Filtering
256,Hongyuan Mei,Johns Hopkins University,Jason Eisner,Johns Hopkins University + Microsoft Semantic Machines,Imputing Missing Events in Continuous-Time Event Streams
257,Doron Haviv,Technion,Omri Barak,Technion - Israeli Institute of Technology,Understanding and Controlling Memory in Recurrent Neural Networks
258,Philipp Becker,"Bosch Center for Artificial Intelligence, University of Tübingen",Gerhard Neumann,Lincoln University,Recurrent Kalman Networks: Factorized Inference in High-Dimensional Deep Feature Spaces
259,François-Pierre Paty,ENSAE Paris,Marco Cuturi,Google and CREST/ENSAE,Subspace Robust Wasserstein Distances
260,Kaspar Märtens,University of Oxford,Christopher Yau,University of Birmingham,Decomposing feature-level variation with Covariate Gaussian Process Latent Variable Models
261,Bobby Bridges,Oak Ridge National Laboratory,Chelsey Hoff,N/A,Active Manifolds: A non-linear analogue to Active Subspaces
262,Alexander Mathiasen,Aarhus University,Allan Grønlund,"Aarhus University, MADALGO",Optimal Minimal Margin Maximization with Boosting
263,Dennis Wei,IBM Research,Oktay Gunluk,IBM Research,Generalized Linear Rule Models
264,Pin-Yu Chen,IBM Research AI,Indika Rajapakse,,"Fast Incremental von Neumann Graph Entropy Computation: Theory, Algorithm, and Applications"
265,Julien Chiquet,INRA / AgroParisTech / Paris Saclay,Mahendra Mariadassou,INRA,Variational Inference for sparse network reconstruction from count data
266,Felix Wu,Cornell University,Kilian Weinberger,Cornell University,Simplifying Graph Convolutional Networks
267,Dimitris Kalimeris,Harvard University,Yaron Singer,Harvard,Robust Influence Maximization for Hyperparametric Models
268,Neale Ratzlaff,Oregon State University,Fuxin Li,Oregon State University,"HyperGAN: A Generative Model for Diverse, Performant Neural Networks"
269,David Burt,University of Cambridge,Mark van der Wilk,PROWLER.io,Rates of Convergence for Sparse Variational Gaussian Process Regression
270,Francesco Locatello,ETH Zurich - Max Planck Institute,Olivier Bachem,Google Brain,Challenging Common Assumptions in the Unsupervised Learning of Disentangled Representations
271,Priyank Jaini,"University of Waterloo, Vector Institute",Yaoliang Yu,University of Waterloo,Sum-of-Squares Polynomial Flow
272,Sungwon Kim,Seoul National University,Sungroh Yoon,Seoul National University,FloWaveNet : A Generative Flow for Raw Audio
273,Yingzhen Li,Microsoft Research Cambridge,Yash Sharma,Universitat Tubingen/CIN,Are Generative Classifiers More Robust to Adversarial Attacks?
274,Yucheng Chen,University of Illinois at Urbana-Champaign,Jian Peng,UIUC,"A Gradual, Semi-Discrete Approach to Generative Network Training via Explicit Wasserstein Minimization"
275,Emile Mathieu,University of Oxford,Yee Whye Teh,Oxford and DeepMind,Disentangling Disentanglement in Variational Autoencoders
276,Chao Ma,University of Cambridge,Cheng Zhang,"Microsoft Research, Cambridge",EDDI: Efficient Dynamic Discovery of High-Value Information with Partial VAE
277,Yoshihiro Nagano,The University of Tokyo,Masanori Koyama,Preferred Networks Inc. ,A Wrapped Normal Distribution on Hyperbolic Space for Gradient-Based Learning
278,Emiel Hoogeboom,University of Amsterdam,Max Welling,University of Amsterdam & Qualcomm,Emerging Convolutions for Generative Normalizing Flows
279,Karol Kurach,Google Brain,Sylvain Gelly,Google Brain,A Large-Scale Study on Regularization and Normalization in GANs
280,Chenyang Tao,Duke University,Lawrence Carin,Duke,Variational Annealing of GANs: A Langevin Perspective
281,Jens Behrmann,University of Bremen,Jörn Jacobsen,Vector Institute and University of Toronto,Invertible Residual Networks
282,Chris Ying,Ambient.ai,Frank Hutter,University of Freiburg and Bosch Center for Artificial Intelligence,NAS-Bench-101: Towards Reproducible Neural Architecture Search
283,XIAOHAN DING,Tsinghua University,Chenggang Yan,Hangzhou Dianzi University,Approximated Oracle Filter Pruning for Destructive CNN Width Optimization
284,Zhaohui Yang,Peking University,Chang Xu,University of Sydney,LegoNet: Efficient Convolutional Neural Networks with Lego Filters
285,Cem Anil,University of Toronto,Roger Grosse,University of Toronto and Vector Institute,Sorting Out Lipschitz Function Approximation
286,Ferran Alet,MIT,Leslie Kaelbling,(organization),"Graph Element Networks: adaptive, structured computation and memory"
287,Jongheon Jeong,KAIST,Jinwoo Shin,"KAIST, AITRICS",Training CNNs with Selective Allocation of Channels
288,Kai Sheng Tai,Stanford University,Gregory Valiant,Stanford University,Equivariant Transformer Networks
289,Yassine Benyahia,IPROVA,Claudiu Musat,Swisscom,Overcoming Multi-model Forgetting
290,Mikhail Yurochkin,IBM Research AI,Yasaman Khazaeni,IBM Research,Bayesian Nonparametric Federated Learning of Neural Networks
291,Xingrui Yu,University of Technology Sydney,Masashi Sugiyama,RIKEN / The University of Tokyo,How does Disagreement Help Generalization against Label Corruption?
292,Chaoqi Wang,University of Toronto,Guodong Zhang,University of Toronto,EigenDamage: Structured Pruning in the Kronecker-Factored Eigenbasis
293,Chen Huang,Apple Inc.,Josh Susskind,"Apple, Inc.",Addressing the Loss-Metric Mismatch with Adaptive Loss Alignment
294,Yan Wu,DeepMind,Tim Lillicrap,Google DeepMind,Deep Compressed Sensing
295,Ping Luo,The University of Hong Kong,Wu lingyun,sensetime,Differentiable Dynamic Normalization for Learning Deep Representation
296,Mo Zhou,Peking University,Tuo Zhao,Georgia Institute of Technology,Toward Understanding the Importance of Noise in Training Neural Networks
297,Mario Lezcano Casado,Univeristy of Oxford,David Martínez-Rubio,University of Oxford,Cheap Orthogonal Constraints in Neural Networks: A Simple Parametrization of the Orthogonal and Unitary Group
298,Ikuro Sato,"Denso IT Laboratory, Inc.",Masayuki Tanaka,"National Institute of Advanced Industrial Science and Technology, Japan",Breaking Inter-Layer Co-Adaptation by Classifier Anonymization
299,Zafarali Ahmed,Mila - McGill University,Dale Schuurmans,Google / University of Alberta,Understanding the Impact of Entropy on Policy Optimization
300,Casey Chu,Stanford University,Peter Glynn,Stanford University,"Probability Functional Descent: A Unifying Perspective on GANs, Variational Inference, and Reinforcement Learning"
301,Natasha Jaques,MIT,Nando de Freitas,DeepMind,Social Influence as Intrinsic Motivation for Multi-Agent Deep Reinforcement Learning
302,Rui Zhao,Siemens & Ludwig Maximilian University of Munich,Volker Tresp,Siemens AG and University of Munich,Maximum Entropy-Regularized Multi-Goal Reinforcement Learning
303,Ashley Edwards,Georgia Institute of Technology,Charles Isbell,Georgia Institute of Technology,Imitating Latent Policies from Observation
304,Marvin Zhang,UC Berkeley,Sergey Levine,UC Berkeley,SOLAR: Deep Structured Representations for Model-Based Reinforcement Learning
305,Seungyul Han,KAIST,Youngchul Sung,KAIST,Dimension-Wise Importance Sampling Weight Clipping for Sample-Efficient Reinforcement Learning
306,Victor Bapst,Google DeepMind,Jessica Hamrick,DeepMind,Structured agents for physical construction
307,Yunbo Zhang,Georgia Institute of Technology,Greg Turk,Georgia Institute of Technology,Learning Novel Policies For Tasks
308,Hao Liu,"Salesforce Research, UC Berkeley",Caiming Xiong,Salesforce,Taming MAML: Efficient unbiased meta-reinforcement learning
309,Deepak Pathak,UC Berkeley,Abhinav Gupta,Carnegie Mellon University,Self-Supervised Exploration via Disagreement
310,Kate Rakelly,UC Berkeley,Deirdre Quillen,UC Berkeley,Efficient Off-Policy Meta-Reinforcement Learning via Probabilistic Context Variables
311,Guy Tennenholtz,Technion,Shie Mannor,Technion,The Natural Language of Actions
312,Richard Cheng,California Institute of Technology,Joel Burdick,Caltech,Control Regularization for Reduced Variance Reinforcement Learning
313,Huan Wang,Salesforce Research,Richard Socher,Salesforce,On the Generalization Gap in Reparameterizable Reinforcement Learning
314,Andreas Doerr,"Bosch Center for Artificial Intelligence, Max Planck Institute for Intelligent Systems",Christian Daniel,Bosch Center for Artificial Intelligence,Trajectory-Based Off-Policy Deep Reinforcement Learning
315,Nathan Jay,University of Illinois Urbana-Champaign,Aviv Tamar,Technion,A Deep Reinforcement Learning Perspective on Internet Congestion Control
316,Pranav Shyam,NNAISENSE,Faustino  Gomez,NNAISENSE SA,Model-Based Active Exploration
317,Daniel Brown,University of Texas at Austin,Scott Niekum,University of Texas at Austin,Extrapolating Beyond Suboptimal Demonstrations via Inverse Reinforcement Learning from Observations
318,dror freirich,Technion,Aviv Tamar,Technion,Distributional Multivariate Policy Evaluation and Exploration with the Bellman GAN
319,Jingkai Mao,Man AHL,Shimon Whiteson,University of Oxford,A Baseline for Any Order Gradient Estimation in Stochastic Computation Graphs
320,Guido Novati,ETH Zurich,Petros Koumoutsakos,ETH Zurich,Remember and Forget for Experience Replay
321,Fritz Obermeyer,Uber AI Labs,Noah Goodman,Uber AI Labs,Tensor Variable Elimination for Plated Factor Graphs
322,zenna Tavares,MIT,Rajesh Ranganath,New York University,Predicate Exchange: Inference with Declarative Knowledge
323,Andrew Miller,Columbia University,Sendhil Mullainathan,University of Chicago,Discriminative Regularization for Latent Variable Models with Applications to Electrocardiography
324,Ping Liang Tan,University of Cambridge,Robert Peharz,University of Cambridge,Hierarchical Decompositional Mixtures of Variational Autoencoders
325,Ya-Ping Hsieh,EPFL,Volkan Cevher,EPFL,Finding Mixed Nash Equilibria of Generative Adversarial Networks
326,Thomas Kipf,University of Amsterdam,Peter Battaglia,DeepMind,CompILE: Compositional Imitation Learning and Execution
327,Luigi Antelmi,"UCA, Inria",Marco Lorenzi,"Inria UCA,",Sparse Multi-Channel Variational Autoencoder for the Joint Analysis of Heterogeneous Data
328,Yuan Gao,Xi'an Jiaotong University,Shunkang Zhang,HKUST,Deep Generative Learning via Variational Gradient Flow
329,Jonathan Ho,UC Berkeley,Pieter Abbeel,OpenAI / UC Berkeley,Flow++: Improving Flow-Based Generative Models with Variational Dequantization and Architecture Design
330,Halley R Young,University of Pennsylvania,Mayur Naik,University of Pennsylvania,Learning Neurosymbolic Generative Models via Program Synthesis
331,Hongyang Zhang,CMU & TTIC,Michael Jordan,UC Berkeley,Theoretically Principled Trade-off between Robustness and Accuracy
332,Kevin Roth,ETH Zurich,Thomas Hofmann,ETH Zurich,The Odds are Odd: A Statistical Test for Detecting Adversarial Examples
333,Yuzhe Yang,MIT,Dina Katabi,MIT,ME-Net: Towards Effective Adversarial Robustness with Matrix Estimation
334,Jeremy Cohen,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University / Bosch Center for AI,Certified Adversarial Robustness via Randomized Smoothing
335,Yao Qin,"University of California, San Diego",Colin Raffel,Google,"Imperceptible, Robust, and Targeted Adversarial Examples for Automatic Speech Recognition"
336,Seungyong Moon,Seoul National University,Hyun Oh Song,Seoul National University,Parsimonious Black-Box Adversarial Attacks via Efficient Combinatorial Optimization
337,Eric Wong,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University / Bosch Center for AI,Wasserstein Adversarial Examples via Projected Sinkhorn Iterations
338,Chen Zhu,University of Maryland,Tom Goldstein,University of Maryland,Transferable Clean-Label Poisoning Attacks on Deep Neural Nets
339,Yandong li,University of Central Florida,Boqing Gong,Google,NATTACK: Learning the Distributions of Adversarial Examples for an Improved  Black-Box  Attack on Deep Neural Networks
340,Chuan Guo,Cornell University,Kilian Weinberger,Cornell University,Simple Black-box Adversarial Attacks
341,Amin Jaber,Purdue University,Elias Bareinboim,Purdue,Causal Identification under Markov Equivalence: Completeness Results
342,Mike Oberst,MIT,David Sontag,Massachusetts Institute of Technology,Counterfactual Off-Policy Evaluation with Gumbel-Max Structural Causal Models
343,Biwei Huang,Carnegie Mellon University,Clark Glymour,Carnegie Mellon University,Causal Discovery and Forecasting in Nonstationary Environments with State-Space Models
344,Nathan Kallus,Cornell University,Nathan Kallus,Cornell University,Classifying Treatment Responders Under Causal Effect Monotonicity
345,Roy Adams,Johns Hopkins University,Suchi Saria,Johns Hopkins University,Learning Models from Data with Measurement Error: Tackling Underreporting
346,Juan Correa,Purdue University,Elias Bareinboim,Purdue,Adjustment Criteria for Generalizing Experimental Findings
347,Yujia Shen,UCLA,Adnan Darwiche,UCLA,Conditional Independence in Testing Bayesian Networks
348,Carlos Cinelli,UCLA,Elias Bareinboim,Purdue,Sensitivity Analysis of Linear Structural Causal Models
349,Aurelien Bibaut,UC Berkeley,Mark van der Laan,UC Berkeley,More Efficient Off-Policy Evaluation through Regularized Targeted Learning
350,Muhammad Osama,Uppsala University,Thomas Schön,Uppsala University,Inferring Heterogeneous Causal Effects in Presence of Spatial Confounding
351,Martin A Bertran,Duke University,Guillermo Sapiro,Duke University,Adversarially Learned Representations for Information Obfuscation and Inference
352,Ryu Tanno,University College London,Aditya Nori,Microsoft Research Cambridge,Adaptive Neural Trees
353,Christoph Hofer,University of Salzburg,Mandar Dixit,Microsoft,Connectivity-Optimized Representation Learning via Persistent Homology
354,Milan Cvitkovic,California Institute of Technology,Günther Koliander,Austrian Academy of Sciences,Minimal Achievable Sufficient Statistic Learning
355,Dmitry Baranchuk,Yandex,Artem Babenko,Yandex,Learning to Route in Similarity Graphs
356,Ilya Feige,Faculty,Ilya Feige,Faculty,Invariant-Equivariant Representation Learning for Multi-Class Data
357,Kelsey Allen,Massachusetts Institute of Technology,Josh Tenenbaum,MIT,Infinite Mixture Prototypes for Few-shot Learning
358,Sami Abu-El-Haija,USC Information Sciences Institute,Aram Galstyan,USC ISI,MixHop: Higher-Order Graph Convolutional Architectures via Sparsified Neighborhood Mixing
359,Xilai Li,NC State University,Caiming Xiong,Salesforce,Learn to Grow: A Continual Structure Learning Framework for Overcoming Catastrophic Forgetting
360,Lior Shani,Technion,Shie Mannor,Technion,Exploration Conscious Reinforcement Learning Revisited
361,Boris Hanin,Texas A&M and Facebook AI Research,David Rolnick,University of Pennsylvania,Complexity of Linear Regions in Deep Networks
362,Quynh Nguyen,Saarland University,Quynh Nguyen,Saarland University,On Connected Sublevel Sets in Deep Learning
363,Justin Gilmer,Google Brain,Ekin Cubuk,Google Brain,Adversarial Examples Are a Natural Consequence of Test Error in Noise
364,Eugene Belilovsky,"Mila, University of Montreal",Edouard Oyallon,CentraleSupélec,Greedy Layerwise Learning Can Scale To ImageNet
365,Soufiane Hayou,University of Oxford,Judith Rousseau,University of Oxford,On the Impact of the Activation function on Deep Neural Networks Training
366,Ziv Goldfeld,MIT,Yury Polyanskiy,MIT,Estimating Information Flow in Deep Neural Networks
367,Zhanxing Zhu,Peking University,Jinwen Ma,Peking University,The Anisotropic Noise in Stochastic Gradient Descent: Its Behavior of Escaping from Sharp Minima and Regularization Effects
368,Antoine Labatie,Labatie-AI,Antoine Labatie,Labatie-AI,Characterizing Well-Behaved vs. Pathological Deep Neural Networks
369,Jong Ye,"""Department of Bio and Brain Engineering, KAIST, Korea""",woonkyoung Sung,KAIST,Understanding Geometry of Encoder-Decoder CNNs
370,Michael Mahoney,UC Berkeley,Charles H Martin,Calculation Consulting,Traditional and Heavy Tailed Self Regularization in Neural Network Models
371,Olivier Fercoq,"Télécom ParisTech, Université Paris-Saclay",Volkan Cevher,EPFL,Almost surely constrained convex optimization
372,Sobhan Naderi Parizi,Google Inc.,Pedro Felzenszwalb,Brown University,Generalized Majorization-Minimization
373,Hao Yu,Alibaba Group (US) Inc,rong jin,alibaba group,On the Computation and Communication Complexity of Parallel SGD with Dynamic Batch Sizes for Stochastic Non-Convex Optimization
374,Michael Metel,RIKEN Center for Advanced Intelligence Project,Akiko Takeda,The University of Tokyo / RIKEN,Simple Stochastic Gradient Methods for Non-Smooth Non-Convex Regularized Optimization
375,zhenxun zhuang,Boston University,Francesco Orabona,Stony Brook University,Surrogate Losses for Online Learning of Stepsizes in Stochastic Non-Convex Optimization
376,Dar Gilboa,Columbia University,John Wright,"Columbia University, USA",Efficient Dictionary Learning with Gradient Descent
377,Ernest Ryu,"University of California, Los Angeles",Wotao Yin,Alibaba US,Plug-and-Play Methods Provably Converge with Properly Trained Denoisers
378,Hiroyuki Kasai,The University of Electro-Communications,Bamdev Mishra,Microsoft,Riemannian adaptive stochastic gradient algorithms on matrix manifolds
379,Yi Xu,The University of Iowa,Tianbao Yang,The University of Iowa,Stochastic Optimization for DC Functions and Non-smooth Non-convex Regularizers with Non-asymptotic Convergence
380,Qiuwei Li,Colorado School of Mines,Gongguo Tang,Colorado School of Mines,Alternating Minimizations Converge to Second-Order Optimal Solutions
381,Wen Sun,Carnegie Mellon University,Drew Bagnell,Carnegie Mellon University,Provably Efficient Imitation Learning from Observation Alone
382,Mehdi Fatemi,Microsoft Research,Samira Ebrahimi Kahou,Microsoft Research,Dead-ends and Secure Exploration in Reinforcement Learning
383,Mark Rowland,DeepMind,Will Dabney,DeepMind,Statistics and Samples in Distributional Reinforcement Learning
384,Zebang Shen,Zhejiang University,Chao Mi,Zhejiang University,Hessian Aided Policy Gradient
385,Elad Hazan,Princeton University,Abby Van Soest,Princeton University,Provably Efficient Maximum Entropy Exploration
386,Omer Gottesman,Harvard University,Finale Doshi-Velez,Harvard University,Combining parametric and nonparametric models for off-policy evaluation
387,Lin Yang,Princeton,Mengdi Wang,Princeton University,Sample-Optimal Parametric Q-Learning Using Linearly Additive Features
388,Andrea Tirinzoni,Politecnico di Milano,Marcello Restelli,Politecnico di Milano,Transfer of Samples in Policy Search via Multiple Importance Sampling
389,Chen Tessler,Technion,Shie Mannor,Technion,Action Robust Reinforcement Learning and Applications in Continuous Control
390,Shiau Hong Lim,IBM Research,Arnaud Autef,Ecole Polytechnique,Kernel-Based Reinforcement Learning in Robust Markov Decision Processes
391,Shiyin Lu,Nanjing University,Lijun Zhang,Nanjing University,Optimal Algorithms for Lipschitz Bandits with Heavy-tailed Rewards
392,Margaux Brégère,"CNRS Université Paris-Sud, Inria Paris, EDF R&D",Gilles Stoltz,Université paris Sud,Target Tracking for Contextual Bandits: Application to Demand Side Management
393,Vinay Praneeth Boda,LinkedIn Corp.,Prashanth L.A.,IIT Madras,Correlated bandits or: How to minimize mean-squared error online
394,Ping-Chun Hsieh,Texas A&M University,P R Kumar,Texas A & M University,Stay With Me: Lifetime Maximization Through Heteroscedastic Linear Bandits With Reneging
395,Branislav Kveton,Google Research,Mohammad Ghavamzadeh,Facebook AI Research,"Garbage In, Reward Out: Bootstrapping Exploration in Multi-Armed Bandits"
396,Julian Zimmert,University of Copenhagen,Chen-Yu Wei,University of Southern California,Beating Stochastic and Adversarial Semi-bandits Optimally and Simultaneously
397,Kwang-Sung Jun,Boston University,Robert Nowak,University of Wisconsion-Madison,Bilinear Bandits with Low-rank Structure 
398,Shuai Li,The Chinese University of Hong Kong,Csaba Szepesvari,DeepMind/University of Alberta,Online Learning to Rank with Features
399,Nikos Vlassis,Netflix,Tony Jebara,Netflix,On the Design of Estimators for Bandit Off-Policy Evaluation
400,Junyu Cao,University of California Berkeley,Wei Sun,IBM Research,Dynamic Learning with Frequent New Product Launches: A Sequential Multinomial Logit Bandit Problem
401,Eloi Zablocki,"Sorbonne Université, LIP6",Patrick Gallinari,"LIP6, Sorbonne Universite",Context-Aware Zero-Shot Learning for Object Recognition
402,Adam Dziedzic,University of Chicago,Michael Franklin,University of Chicago,Band-limited Training and Inference for Convolutional Neural Networks
403,Pengkai Zhu,Boston University,Venkatesh Saligrama,Boston University,Learning Classifiers for Target Domain with Limited or No Labels
404,Daniel Ho,UC Berkeley,Pieter Abbeel,UC Berkeley,Population Based Augmentation: Efficient Learning of Augmentation Policy Schedules
405,Tam Nguyen,University of Freiburg,Thomas Brox,University of Freiburg,Anomaly Detection With Multiple-Hypotheses Predictions
406,Wittawat Jitkrittum,Max Planck Institute for Intelligent Systems,Bernhard Schölkopf,"MPI for Intelligent Systems Tübingen, Germany",Kernel Mean Matching for Content Addressability of GANs
407,Alexandre Kaspar,MIT CSAIL,Wojciech Matusik,MIT,Neural Inverse Knitting: From Images to Manufacturing Instructions
408,Richard Zhang,Adobe,Richard Zhang,Adobe,Making Convolutional Networks Shift-Invariant Again
409,Jinyang Yuan,Fudan University,Xiangyang Xue,Fudan University,Generative Modeling of Infinite Occluded Objects for Compositional Scene Representation
410,Eldad Haber,University of British Columbia,Lars Ruthotto,Emory University,IMEXnet - A Forward Stable Deep Neural Network
411,Benjamin Recht,Berkeley,Vaishaal Shankar,UC Berkeley,Do ImageNet Classifiers Generalize to ImageNet?
412,Logan Engstrom,MIT,Aleksander Madry,MIT,Exploring the Landscape of Spatial Robustness
413,Ilias Diakonikolas,USC,Alistair Stewart,University of Southern California,Sever: A Robust Meta-Algorithm for Stochastic Optimization
414,Arjun Nitin Bhagoji,Princeton University,Seraphin Calo ,IBM Research,Analyzing Federated Learning through an Adversarial Lens
415,Ulrich AIVODJI,UQAM,Alain Tapp,Université de Montréal,Fairwashing: the risk of rationalization
416,Marc-Etienne Brunet,University of Toronto,Richard Zemel,Vector Institute,Understanding the Origins of Bias in Word Embeddings
417,Shengjie Wang,"""University of Washington, Seattle""",Jeff Bilmes,UW,Bias Also Matters: Bias Attribution for Deep Neural Network Explanation
418,Tianyuan Zhang,Peking University,Zhanxing Zhu,Peking University,Interpreting Adversarially Trained Convolutional Neural Networks
419,Yash Goyal,Georgia Tech,Stefan Lee,Georgia Institute of Technology,Counterfactual Visual Explanations
420,Fang Liu,The Ohio State University,Ness Shroff,The Ohio State University,Data Poisoning Attacks on Stochastic Bandits
421,Yisen Wang,Tsinghua University,Quanquan Gu,"University of California, Los Angeles",On the Convergence and Robustness of Adversarial Training
422,Yanyao Shen,UT Austin,Sujay Sanghavi,UT Austin,Learning with Bad Training Data via Iterative Trimmed Loss Minimization
423,Vojtech Franc,Czech Technical University in Prague,Daniel Prusa,Czech technical university in Prague,On discriminative learning of prediction uncertainty
424,Pengfei Chen,The Chinese University of Hong Kong,Shengyu Zhang,Tencent; The Chinese University of Hong Kong,Understanding and Utilizing Deep Neural Networks Trained with Noisy Labels
425,Shashank Rajput,University of Wisconsin - Madison,Dimitris Papailiopoulos,University of Wisconsin-Madison,Does Data Augmentation Lead to Positive Margin?
426,Nikola Konstantinov,IST Austria,Christoph H. Lampert,IST Austria,Robust Learning from Untrusted Sources
427,Hwanjun Song,KAIST,Jae-Gil Lee,KAIST,SELFIE: Refurbishing Unclean Samples for Robust Deep Learning
428,Cong Xie,UIUC,Indranil Gupta,UIUC,Zeno: Distributed Stochastic Gradient Descent with Suspicion-based Fault-tolerance
429,Philip Thomas,University of Massachusetts Amherst,Erik Learned-Miller,"University of Massachusetts, Amherst",Concentration Inequalities for Conditional Value at Risk
430,Saeed Mahloujifar,University of Virginia,Ameer Mohammed,Kuwait University,Data Poisoning Attacks in Multi-Party Learning
431,Sepehr Assadi,Princeton University,Vahab Mirrokni,Google Research,Distributed Weighted Matching via Randomized Composable Coresets
432,Richard Santiago,McGill University,F. Bruce Shepherd,University of British Columbia,Multivariate Submodular Optimization
433,Kaito Fujii,University of Tokyo,Shinsaku Sakaue,NTT,Beyond Adaptive Submodularity: Approximation Guarantees of Greedy Policy with Adaptive Submodularity Ratio
434,Thomas Frerix,Technical University of Munich,Joan Bruna,New York University,Approximating Orthogonal Matrices with Effective Givens Factorization
435,Ferdinando Cicalese,University of Verona,Lucas Murtinho,PUC-RJ,New results on information theoretic clustering
436,Mohsen Ghaffari,ETH Zurich,Slobodan Mitrović,MIT,Improved Parallel Algorithms for Density-Based Network Clustering
