,first-author,first-author-affiliation,last-author,last-author-affiliation,title
218,Sebastian Prillo,UC Berkeley,Julian M Eisenschlos,Google,SoftSort: A Continuous Relaxation for the argsort Operator
219,Praneeth Karimireddy,EPFL,Ananda Theertha Suresh,Google Research,SCAFFOLD: Stochastic Controlled Averaging for Federated Learning
220,Nikunj Saunshi,Princeton University,Sanjeev Arora,Princeton University and Institute for Advanced Study,A Sample Complexity Separation between Non-Convex and Convex Meta-Learning
221,Shuang Qiu,University of Michigan,Zhuoran Yang,Princeton University,Robust One-Bit Recovery via ReLU Generative Networks: Near-Optimal Statistical Rate and Global Landscape Analysis
222,Felipe Petroski Such,Uber AI Labs,Jeffrey Clune,Open AI,Generative Teaching Networks: Accelerating Neural Architecture Search by Learning to Generate Synthetic Training Data
223,Tom Jurgenson,Technion,Aviv Tamar,Technion,Sub-Goal Trees -- a Framework for Goal-Based Reinforcement Learning
224,Kensen Shi,Google,Charles Sutton,Google,Incremental Sampling Without Replacement for Sequence Models
225,Zhaohan Guo,DeepMind,Mohammad Gheshlaghi Azar,Deepmind,Bootstrap Latent-Predictive Representations for Multitask Reinforcement Learning
226,Zhuohan Li,UC Berkeley,Joseph Gonzalez,UC Berkeley,"Train Big, Then Compress: Rethinking Model Size for Efficient Training and Inference of Transformers"
227,Robi Bhattacharjee,UCSD,Kamalika Chaudhuri,University of California at San Diego,When are Non-Parametric Methods Robust?
228,Pooria Joulani,DeepMind,Csaba Szepesvari,DeepMind/University of Alberta,A simpler approach to accelerated optimization: iterative averaging meets optimism
229,Dylan Foster,MIT,Max Simchowitz,UC Berkeley,Logarithmic Regret for Adversarial Online Control
230,Michal Moshkovitz,University of California San Diego,Nave Frost,Tel-Aviv University,Explainable k-Means and k-Medians Clustering
231,Michael Moor,ETH Zurich,Karsten Borgwardt,ETH Zurich,Topological Autoencoders
232,Haozhi Qi,UC Berkeley,Jitendra Malik,University of California at Berkeley,Deep Isometric Learning for Visual Recognition
233,Matthias Minderer,Google Research,Michael Tschannen,Google Brain,Automatic Shortcut Removal for Self-Supervised Representation Learning
234,Miles Lopes,"University of California, Davis",Michael Mahoney,UC Berkeley,Error Estimation for Sketched SVD via the Bootstrap
235,Junjie Hu,Carnegie Mellon University,Melvin Johnson,Google,XTREME: A Massively Multilingual Multi-task Benchmark for Evaluating Cross-lingual Generalisation
236,Mark Chen,OpenAI,Ilya Sutskever,OpenAI,Generative Pretraining From Pixels
237,Marc Finzi,New York University,Andrew Wilson,New York University,Generalizing Convolutional Neural Networks for Equivariance to Lie Groups on Arbitrary Continuous Data
238,Marie-Liesse Cauwet,"Université Paris-Est, LIGM (UMR 8049), CNRS, ESIEE Paris",Nicolas Usunier,Facebook AI Research,Fully Parallel Hyperparameter Search: Reshaped Space-Filling
239,Xinshi Chen,Georgia Institution of Technology,Le Song,Georgia Institute of Technology,Learning To Stop While Learning To Predict
240,Felix Xinnan Yu,Google,Sanjiv Kumar,"Google Research, NY",Federated Learning with Only Positive Labels
241,Niru Maheswaranathan,Google Brain,David Sussillo,"Google Brain, Google Inc.",How recurrent networks implement contextual processing in sentiment analysis
242,Asaf Weinstein,The Hebrew University of Jerusalem,Aaditya Ramdas,Carnegie Mellon University,Online Control of the False Coverage Rate and False Sign Rate
243,Gamaleldin Elsayed,"Google Research, Brain Team",Simon Kornblith,Google Brain,Revisiting Spatial Invariance with Low-Rank Local Connectivity
244,Vivien Cabannnes,INRIA,Francis Bach,INRIA - Ecole Normale Supérieure,Structured Prediction with Partial Labelling through the Infimum Loss
245,Tong Yu,Carnegie Mellon University,Ole J. Mengshoel,Carnegie Mellon University,Influence Diagram Bandits: Variational Thompson Sampling for Structured Bandit Problems
246,Hans Kersting,University of Tuebingen,Philipp Hennig,University of Tuebingen,Differentiable Likelihoods for Fast Inversion of 'Likelihood-Free' Dynamical Systems
247,Meyer Scetbon,"CREST, ENSAE",Zaid Harchaoui,University of Washington,Harmonic Decompositions of Convolutional Networks
248,Yuxuan Xie,INSA de Lyon,Olivier Buffet,INRIA - LORIA,Optimally Solving Two-Agent Decentralized POMDPs Under One-Sided Information Sharing 
249,Yiding Feng,Northwestern University,Denis Nekipelov,,Global Concavity and Optimization in a Class of Dynamic Discrete Choice Models
250,Zaheer Abbas,University of Alberta,Martha White,University of Alberta,Selective Dyna-style Planning Under Limited Model Capacity
251,Qiaohui Lin,University of Texas at Austin,Purnamrita Sarkar,UT Austin,On the Theoretical Properties of the Network Jackknife
252,Adam Stooke,UC Berkeley,Pieter Abbeel,UC Berkeley & Covariant,Responsive Safety in Reinforcement Learning by PID Lagrangian Methods
253,Lantao Yu,Stanford University,Stefano Ermon,Stanford University,Training Deep Energy-Based Models with f-Divergence Minimization
254,Ayush Jain,UC San Diego,Alon Orlitsky,UCSD,Optimal Robust Learning of Discrete Distributions from Batches
255,Haggai Maron,NVIDIA Research,Ethan Fetaya,Bar-Ilan University,On Learning Sets of Symmetric Elements
256,Amin Rakhsha,Max Planck Institute for Software Systems (MPI-SWS),Adish Singla,Max Planck Institute (MPI-SWS),Policy Teaching via Environment Poisoning: Training-time Adversarial Attacks against Reinforcement Learning
257,Amr Mohamed Alexandari,Stanford University,Avanti Shrikumar,Stanford University,Maximum Likelihood with Bias-Corrected Calibration is Hard-To-Beat at Label Shift Adaptation
258,Abhimanyu Dubey,Massachusetts Institute of Technology,Alex `Sandy' Pentland,MIT,Kernel Methods for Cooperative Multi-Agent Contextual Bandits
259,Daniele Calandriello,IIT/DeepMind,Lorenzo Rosasco,"unige, mit, iit",Near-linear time Gaussian process optimization with adaptive batching and resparsification
260,Pavol Bielik,ETH Zurich,Martin Vechev,ETH Zurich,Adversarial Robustness for Code
261,Antonios Antoniadis,MPII,Bertrand Simon,University of Bremen,Online metric algorithms with untrusted predictions
262,Sofien Dhouib,CREATIS Laboratory INSA Lyon,Marc Sebban,Jean Monnet University,A Swiss Army Knife for Minimax Optimal Transport
263,Kuno Kim,Stanford University,Stefano Ermon,Stanford University,Domain Adaptive Imitation Learning
264,Aditi Raghunathan,Stanford,Percy Liang,Stanford University,Understanding and Mitigating the Tradeoff between Robustness and Accuracy
265,John Martin,Stevens Institute of Technology,Brendan Englot,Stevens Institute of Technology,Stochastically Dominant Distributional Reinforcement Learning
266,Steven Kleinegesse,University of Edinburgh,Michael Gutmann,University of Edinburgh,Bayesian Experimental Design for Implicit Models by Mutual Information Neural Estimation
267,Feng Liu,UTS/UCL,D.J. Sutherland,TTI-Chicago,Learning Deep Kernels for Non-Parametric Two-Sample Tests
268,Gaurush Hiranandani,UIUC,Prateek Jain,Microsoft Research,Optimization and Analysis of the pAp@k Metric for Recommender Systems
269,Zitong Yang,"University of California, Berkeley",Yi Ma,UC Berkeley,Rethinking Bias-Variance Trade-off for Generalization of Neural Networks
270,Leon Sixt,Freie Universität Berlin,Tim Landgraf,Freie Universität Berlin,When Explanations Lie: Why Many Modified BP Attributions Fail
271,Alessandro Luongo,Université Paris,Anupam Prakash,Université Paris Diderot,Quantum Expectation-Maximization for Gaussian mixture models
272,Trevor Standley,Stanford University,Silvio Savarese,Stanford University,Which Tasks Should Be Learned Together in Multi-task Learning?
273,Alexey Drutsa,Yandex,Alexey Drutsa,Yandex,Optimal Non-parametric Learning in Repeated Contextual Auctions with  Strategic Buyer
274,Victor Campos,Barcelona Supercomputing Center,Jordi  Torres,Barcelona Supercomputing Center,"Explore, Discover and Learn: Unsupervised Discovery of State-Covering Skills"
275,Zhiwei Jia,"University of California, San Diego",Hao Su,UCSD,Information-Theoretic Local Minima Characterization and Regularization
276,Arman Zharmagambetov,"University of California, Merced",Miguel Carreira-Perpinan,"University of California, Merced","Smaller, more accurate regression forests using tree alternating optimization"
277,Basil Saeed,MIT,Caroline Uhler,Massachusetts Institute of Technology,Causal Structure Discovery from Distributions Arising from Mixtures of DAGs
278,Yatin Chaudhary,Siemens AG,Pankaj Gupta,Siemens AG,Explainable and Discourse Topic-aware Neural Language Understanding
279,Yang Liu,UC Santa Cruz,Hongyi Guo,Shanghai Jiao Tong University,Peer Loss Functions: Learning from Noisy Labels without Knowing Noise Rates
280,Saadullah Amin,German Research Center for Aritificial Intelligence (DFKI),Günter Neumann,German Research Center for Artificial Intelligence (DFKI),LowFER: Low-rank Bilinear Pooling for Link Prediction
281,Thodoris Lykouris,Microsoft Research NYC,Renato Leme,Google Research,Bandits with Adversarial Scaling
282,Alex Nowak,INRIA - Ecole Normale Supérieure,Alessandro Rudi,"INRIA, École Normale Supérieure",Consistent Structured Prediction with Max-Min Margin Markov Networks
283,Alvaro Sanchez-Gonzalez,DeepMind,Peter Battaglia,DeepMind,Learning to Simulate Complex Physics with Graph Networks
284,REDA ALAMI,TOTAL,Raphaël Féraud,Orange Labs,Restarted Bayesian Online Change-point Detector achieves Optimal Detection Delay
285,Conor Durkan,University of Edinburgh,George Papamakarios,DeepMind,On Contrastive Learning for Likelihood-free Inference 
286,Ivan Nazarov,Skolkovo Institute of Science and Technology,Evgeny Burnaev,Skoltech,Bayesian Sparsification of Deep C-valued Networks
287,Francesco Locatello,ETH Zurich - Max Planck Institute,Michael Tschannen,Google Brain,Weakly-Supervised Disentanglement Without Compromises
288,Abbas Abdolmaleki,DeepMind,Martin Riedmiller,DeepMind,A distributional view on multi-objective policy optimization
289,Ronan Collobert,Facebook AI Research,Gabriel Synnaeve,Facebook AI Research,Word-Level Speech Recognition With a Letter to Word Encoder
290,Marc Pfetsch,TU Darmstadt,Sebastian Pokutta,ZIB,IPBoost – Non-Convex Boosting via Integer Programming
291,Tomer Golany,Technion - Israel Institute of Technology,Daniel Freedman,Google Israel,SimGANs: Simulator-Based Generative Adversarial Networks for ECG Synthesis to Improve Deep ECG Classification
292,Batiste Le Bars,Centre Borelli - ENS Paris-Saclay,Nicolas Vayatis,ENS Cachan,Learning the piece-wise constant graph structure of a varying Ising model
293,Dmytro Perekrestenko,ETH Zürich,Helmut Bölcskei,ETH Zurich,Constructive Universal High-Dimensional Distribution Generation through Deep ReLU Networks
294,Yao Liu,Stanford University,Emma Brunskill,Stanford University,Understanding the Curse of Horizon in Off-Policy Evaluation via Conditional Importance Sampling
295,Ekaterina Iakovleva,Inria,Karteek Alahari,Inria,Meta-Learning with Shared Amortized Variational Inference
296,Danilo J. Rezende,DeepMind,Kyle Cranmer,"New York University, CERN",Normalizing Flows on Tori and Spheres
297,Manan Tomar,Facebook AI Research,Mohammad Ghavamzadeh,Google Research,Multi-step Greedy Reinforcement Learning Algorithms
298,John Bronskill,University of Cambridge,Richard E Turner,University of Cambridge,TaskNorm: Rethinking Batch Normalization for Meta-Learning
299,Arsenii Kuznetsov,Samsung,Dmitry Vetrov,"Higher School of Economics, Samsung AI Center Moscow",Controlling Overestimation Bias with Truncated Mixture of Continuous Distributional Quantile Critics
300,GEOFFREY Negiar,UC Berkeley,Fabian Pedregosa,Google,Stochastic Frank-Wolfe for Constrained Finite-Sum Minimization
301,Hachem Kadri,Aix-Marseille University,Ralaivola Liva,Criteo AI Lab,Partial Trace Regression and Low-Rank Kraus Decomposition
302,Philip Ball,University of Oxford,Stephen Roberts,University of Oxford,Ready Policy One: World Building Through Active Learning
303,Eugene Kharitonov,Facebook AI,Marco Baroni,Facebook Artificial Intelligence Research,Entropy Minimization In Emergent Languages
304,Ugo Tanielian,Criteo,Jeremie Mary,Criteo AI Lab,Learning disconnected manifolds: a no GAN's land
305,Steve James,University of the Witwatersrand,George Konidaris,Brown,Learning Portable Representations for High-Level Planning
306,Marc Brockschmidt,Microsoft Research,Marc Brockschmidt,Microsoft Research,GNN-FiLM: Graph Neural Networks with Feature-wise Linear Modulation
307,Aleksei Triastcyn,EPFL,Boi Faltings,EPFL,Bayesian Differential Privacy for Machine Learning
308,Gregory Farquhar,Deepmind,Gabriel Synnaeve,Facebook AI Research,Growing Action Spaces
309,Jonathan Lacotte,Stanford University,Mert Pilanci,Stanford,Optimal Randomized First-Order Methods for Least-Squares Problems
310,David Stutz,Max Planck Institute for Informatics,Bernt Schiele,MPI Informatics,Confidence-Calibrated Adversarial Training: Generalizing to Unseen Attacks
311,Ayush Jain,University of Southern California,Joseph Lim,Univ. of Southern California,Generalization to New Actions in Reinforcement Learning
312,Dan Garber,Technion,Kfir Levy,Technion,Online Convex Optimization in the Random Order Model
313,Claire Vernade,DeepMind,King Tim Mann,DeepMind,Non-Stationary Delayed Bandits with Intermediate Observations
314,Joost van Amersfoort,University of Oxford,Yarin Gal,University of Oxford,Uncertainty Estimation Using a Single Deep Deterministic Neural Network
315,Hien Le,"University of Mons, Belgium.",Panagiotis Patrinos,KU Leuven,Inertial Block Proximal Methods for Non-Convex Non-Smooth Optimization
316,Gregor Bachmann,ETH Zurich,Octavian Ganea,MIT,Constant Curvature Graph Convolutional Networks
317,Daniele Zambon,Università della Svizzera Italiana,Lorenzo Livi,University of Manitoba,Graph Random Neural Features for Distance-Preserving Graph Representations
318,Quentin Bertrand,INRIA,Joseph Salmon,Université de Montpellier,Implicit differentiation of Lasso-type models for hyperparameter optimization
319,Andrea Tirinzoni,Politecnico di Milano,Marcello Restelli,Politecnico di Milano,Sequential Transfer in Reinforcement Learning with a Generative Model
320,Murray Shanahan,DeepMind / Imperial College London,Marta Garnelo,DeepMind,An Explicitly Relational Neural Network Architecture
321,Joeri Hermans,University of Liège,Gilles Louppe,University of Liège,Likelihood-free MCMC with Amortized Approximate Ratio Estimators
322,Aleksei Petrenko,University of Southern California,Vladlen Koltun,Intel Labs,Sample Factory: Egocentric 3D Control from Pixels at 100000 FPS with Asynchronous Reinforcement Learning
323,Jonas Köhler,Freie Universität Berlin,Frank Noe,FU Berlin,Equivariant Flows: Exact Likelihood Generative Learning for Symmetric Densities
324,Umut Simsekli,Institut Polytechnique de Paris / University of Oxford,Mert Gurbuzbalaban,Rutgers University,Fractional Underdamped Langevin Dynamics: Retargeting SGD with Momentum under Heavy-Tailed Gradient Noise
325,Auke Wiggers,Qualcomm AI Research,Emiel Hoogeboom,University of Amsterdam,Predictive Sampling with Forecasting Autoregressive Models
326,Yaniv Blumenfeld,Technion,Daniel Soudry,Technion,Beyond Signal Propagation: Is Feature Diversity Necessary in Deep Neural Network Initialization?
327,Allan Grønlund,Aarhus University,Kasper Green Larsen,"Aarhus University, MADALGO",Near-Tight Margin-Based Generalization Bounds for Support Vector Machines
328,Xiao Li,University of Aberdeen,Frank Guerin,University of Surrey,Latent Space Factorisation and Manipulation via Matrix Subspace Projection
329,Pierre Laforgue,Télécom Paris,Florence d'Alche-Buc,"Télécom ParisTech, Université Paris-Saclay,Paris, France",Duality in RKHSs with Infinite Dimensional Outputs: Application to Robust Losses
330,Francesca Mignacco,"IPhT, CEA Saclay",Lenka Zdeborova,CNRS,The Role of Regularization in Classification of High-dimensional Noisy Gaussian Mixture
331,Leonardo Cella,University of Milan,Massimiliano Pontil,Istituto Italiano di Tecnologia and University College London,Meta-learning with Stochastic Linear Bandits
332,Ahmed Alaa,UCLA,Mihaela van der Schaar,University of Cambridge and UCLA,Frequentist Uncertainty in Recurrent Neural Networks via Blockwise Influence Functions
333,Nikita Doikov,Université catholique de Louvain,Yurii Nesterov,Universite catholique de Louvain,Inexact Tensor Methods with Dynamic Accuracies
334,Natasa Tagasovska,Swiss Data Science Center EPFL/ETH,Thibault Vatter,Columbia University,Distinguishing Cause from Effect Using Quantiles: Bivariate Quantile Causal Discovery
335,Tor Lattimore,DeepMind,Gellért Weisz,DeepMind,Learning with Good Feature Representations in Bandits and in RL with a Generative Model
336,Jonathan Frankle,MIT CSAIL,Michael Carbin,MIT,Linear Mode Connectivity and the Lottery Ticket Hypothesis
337,Shubhanshu Shekhar,"University of California, San Diego",Mohammad Ghavamzadeh,Google Research,Adaptive Sampling for Estimating Probability Distributions
338,Shuang Li,Harvard University,Le Song,Georgia Institute of Technology,Temporal Logic Point Processes
339,Aleksei Ustimenko,Yandex,Liudmila Prokhorenkova,Yandex,StochasticRank: Global Optimization of Scale-Free Discrete Functions
340,Richard Nock,"Data61, The Australian National University and the University of Sydney",Aditya Menon,Google Research,Supervised learning: no loss no cry
341,Dominic Richards,University of Oxford,Lorenzo Rosasco,"unige, mit, iit",Decentralised Learning with Random Features and Distributed Gradient Descent
342,Tianlin Liu,University of Basel,Friedemann Zenke,Friedrich Miescher Institute,Finding trainable sparse networks through Neural Tangent Transfer 
343,Riccardo Grazzi,Istituto Italiano di Tecnologia - University College London,Saverio Salzo,Istituto Italiano di Tecnologia,On the Iteration Complexity of Hypergradient Computation
344,Paolo Ferragina,Università di Pisa,Giorgio Vinciguerra,Università di Pisa,Why Are Learned Indexes So Effective?
345,Sasha Vezhnevets,DeepMind,Joel Z Leibo,DeepMind,OPtions as REsponses: Grounding behavioural hierarchies in multi-agent reinforcement learning
346,David Woodruff,CMU,Amir Zandieh,EPFL,Near Input Sparsity Time Kernel Embeddings via Adaptive Sampling
347,Mathieu Blondel,Google,Josip Djolonga,"Google Research, Zurich",Fast Differentiable Sorting and Ranking
348,Leonard Berrada,University of Oxford,M. Pawan Kumar,University of Oxford,Training Neural Networks for and by Interpolation
349,Pasquale Minervini,University College London,Tim Rocktäschel,Facebook AI Research & University College London,Learning Reasoning Strategies in End-to-End Differentiable Proving
350,Asaf Cassel,Tel Aviv University,Tomer Koren,Tel Aviv University,Logarithmic Regret for Learning Linear Quadratic Regulators Efficiently
351,Kevin Yang,UC Berkeley,Tommi Jaakkola,MIT,Improving Molecular Design by Stochastic Iterative Target Augmentation
352,Zhendong Wang,"University of Texas, Austin",Mingyuan Zhou,University of Texas at Austin,Thompson Sampling via Local Uncertainty
353,Reinhard Heckel,Rice University,Mahdi Soltanolkotabi,University of Southern California,Compressive sensing with un-trained neural networks: Gradient descent finds a smooth approximation
354,Hang Zhang,Georgia Tech,Ping Li,Baidu,Optimal Estimator for Unlabeled Linear Regression
355,Eliya Nachmani,Tel-Aviv University & Facebook AI Research,Lior Wolf,Facebook AI Research and Tel Aviv University,Voice Separation with an Unknown Number of Multiple Speakers
356,Laurence Aitchison,University of Bristol,Laurence Aitchison,University of Bristol,Why bigger is not always better: on finite and infinite neural networks
357,Georg Kohl,Technical University of Munich,Nils Thuerey,Technical University of Munich,Learning Similarity Metrics for Numerical Simulations
358,John Sipple,Google,John Sipple,Google,"Interpretable, Multidimensional, Multimodal Anomaly Detection with Negative Sampling for Detection of Device Failure"
359,Vaclav Rozhon,ETH,Vaclav Rozhon,ETH,Simple and sharp analysis of k-means||
360,Hao Wang,MIT,Dina Katabi,MIT,Continuously Indexed Domain Adaptation
361,Vu Nguyen,University of Oxford,Michael A Osborne,U Oxford,Knowing The What But Not The Where in Bayesian Optimization
362,Mohamed El Amine Seddik,CEA,Romain COUILLET,CentraleSupélec,Random Matrix Theory Proves that Deep Learning Representations of GAN-data Behave as Gaussian Mixtures
363,Hicham Janati,Inria,Alexandre Gramfort,Inria,Debiased Sinkhorn barycenters
364,Yanyao Shen,UT Austin,Inderjit Dhillon,UT Austin & Amazon,Extreme Multi-label Classification from Aggregated Labels
365,Jiri Hron,University of Cambridge,Roman Novak,Google Brain,Infinite attention: NNGP and NTK for deep attention networks
366,Nathan Kallus,Cornell University,Masatoshi Uehara,Harvard University,Double Reinforcement Learning for Efficient and Robust Off-Policy Evaluation
367,Yaotian Wang,Princeton University,Jason Fleischer,Princeton University,When deep denoising meets iterative phase retrieval
368,Edouard Oyallon,CNRS/LIP6,Edouard Oyallon,CNRS/LIP6,Interferometric Graph Transform: a Deep Unsupervised Graph Representation
369,Qiuyu Zhu,National University of Singapore,Vincent Tan,National University of Singapore,Thompson Sampling Algorithms for Mean-Variance Bandits
370,Kaizhi Qian,University of Illinois at Urbana-Champaign,David Cox,MIT-IBM Watson AI Lab,Unsupervised Speech Decomposition via Triple Information Bottleneck
371,Amy Zhang,McGill University,Doina Precup,McGill University / DeepMind,Invariant Causal Prediction for Block MDPs
372,Ching-Yao Chuang,MIT,Stefanie Jegelka,Massachusetts Institute of Technology,Estimating Generalization under Distribution Shifts via Domain-Invariant Representations
373,Muhammad Asim,"Information Technology University, Lahore",Paul Hand,Northeastern University,Invertible generative models for inverse problems: mitigating representation error and dataset bias
374,Jingfeng Zhang,National University of Singapore,Mohan Kankanhalli,"National University of Singapore,",Attacks Which Do Not Kill Training Make Adversarial Learning Stronger
375,Shion Takeno,Nagoya Institute of Technology,Masayuki Karasuyama,Nagoya Institute of Technology,Multi-fidelity Bayesian Optimization with Max-value Entropy Search and its Parallelization
376,Kaixuan Wei,Beijing Institute of Technology,Hua Huang,Beijing Institute of Technology,Tuning-free Plug-and-Play Proximal Algorithm for Inverse Imaging Problems
377,Xiantong Zhen,University of Amsterdam,Cees Snoek,University of Amsterdam,Learning to Learn Kernels with Variational Random Features
378,Futoshi Futami,NTT,Masashi Sugiyama,RIKEN / The University of Tokyo,Accelerating the diffusion-based ensemble sampling by non-reversible dynamics
379,Omar Montasser,TTI-Chicago,Nati Srebro,Toyota Technological Institute at Chicago,Efficiently Learning Adversarially Robust Halfspaces with Noise
380,Che Wang,New York University,Keith Ross,New York University Shanghai,Striving for Simplicity and Performance in Off-Policy DRL: Output Normalization and Non-Uniform Sampling
381,HaiYing Wang,University of Connecticut,HaiYing Wang,University of Connecticut,Logistic Regression for Massive Data with Rare Events
382,Keizo Kato,Fujitsu Laboratories Ltd.,Akira Nakagawa,Fujitsu Laboratories Ltd.,Rate-distortion optimization guided autoencoder for isometric embedding in Euclidean latent space
383,Xingrui Yu,University of Technology Sydney,Ivor Tsang,University of Technology Sydney,Intrinsic Reward Driven Imitation Learning via Generative Model
384,Kei Ota,Mitsubishi Electric Corporation,Daniel Nikovski,Mitsubishi Electric Research Labs,Can Increasing Input Dimensionality Improve Deep Reinforcement Learning?
385,Yuta Saito,Tokyo Institute of Technology.,Shota Yasui,Cyberagent,Counterfactual Cross-Validation: Stable Model Selection Procedure for Causal Inference Models
386,Zhen-Yu Zhang,Nanjing University,Zhi-Hua Zhou,Nanjing University,Learning with Feature and Distribution Evolvable Streams
387,Pan Zhou,Salesforce,Xiao-Tong Yuan,Nanjing University of Information Science & Technology,Hybrid Stochastic-Deterministic Minibatch Proximal Gradient: Less-Than-Single-Pass Optimization with Nearly Optimal Generalization
388,Jianing Li,"Institute of Computing Technology, Chinese Academy of Sciences",Xueqi Cheng,"Institute of Computing Technology, CAS, China",On the Relation between Quality-Diversity Evaluation and Distribution-Fitting Goal in Text Generation
389,Hyojin Bahng,Korea University,Seong Joon Oh,"Clova AI Research, NAVER Corp.",Learning De-biased Representations with Biased Representations
390,Yanwei Fu,Fudan university,Yuan Yao,HongKong University of Science and Technology and Peking University,DessiLBI: Exploring Structural Sparsity of Deep Networks via Differential Inclusion Paths
391,Yu-Ting Chou,National Taiwan University,Masashi Sugiyama,RIKEN / The University of Tokyo,Unbiased Risk Estimators Can Mislead: A Case Study of Learning with Complementary Labels
392,Hongchang Gao,University of Pittsburgh,Heng Huang,University of Pittsburgh & JD Finance America Corporation,Can Stochastic Zeroth-Order Frank-Wolfe Method Converge Faster for Non-Convex Problems?
393,Stephen Keeley,Princeton University,Jonathan Pillow,Princeton University,Efficient Non-conjugate Gaussian Process Factor Models for Spike Count Data using Polynomial Approximations
394,Sanghack Lee,Columbia University,Elias Bareinboim,Columbia,Causal Effect Identifiability under Partial-Observability
395,Filipe de Avila Belbute-Peres,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University / Bosch Center for AI,Combining Differentiable PDE Solvers and Graph Neural Networks for Fluid Flow Prediction
396,Bahareh Tolooshams,Harvard University,Demba Ba,Harvard,Convolutional dictionary learning based auto-encoders for natural exponential-family distributions
397,Alex Gain,Johns Hopkins University,Hava Siegelmann,UMass Amherst; DARPA,Abstraction Mechanisms Predict Generalization in Deep Neural Networks
398,Huanyu Zhang,Cornell University,Steven Wu,University of Minnesota,Privately Learning Markov Random Fields
399,Hussein Mozannar,Massachusetts Institute of Technology,David Sontag,Massachusetts Institute of Technology,Consistent Estimators for Learning to Defer to an Expert
400,Han Zhao,Carnegie Mellon University,Andrej Risteski,CMU,On Learning Language-Invariant Representations for Universal Machine Translation
401,Yangsibo Huang,Princeton University,Sanjeev Arora,Princeton University and Institute for Advanced Study,InstaHide: Instance-hiding Schemes for Private Distributed Learning
402,Abhiram Gnanasambandam,Purdue University,Stanley Chan,"Purdue University, USA",One Size Fits All: Can We Train One Denoiser for All Noise Levels?
403,Vladimir Braverman,Johns Hopkins University,Roi Sinoff,"Weizmann Institute of Science, Israel","Schatten Norms in Matrix Streams: Hello Sparsity, Goodbye Dimension"
404,Elliot Creager,University of Toronto,Richard Zemel,Vector Institute,Causal Modeling for Fairness In Dynamical Systems
405,Jianfei Chen,"University of California, Berkeley",Tian Tian,RealAI,VFlow: More Expressive Generative Flows with Variational Data Augmentation
406,Wenqi Shao,The Chinese University of HongKong,Ping Luo,The University of Hong Kong,Channel Equilibrium Networks for Learning Deep Representation
407,L. Elisa Celis,Yale University,Nisheeth Vishnoi,Yale University,Data preprocessing to mitigate bias: A maximum entropy based approach
408,Alexander Tong,Yale University,Smita Krishnaswamy,Yale University,TrajectoryNet: A Dynamic Optimal Transport Network for Modeling Cellular Dynamics
409,Siqiang Luo,Harvard,Siqiang Luo,Harvard,Improved Communication Cost in Distributed PageRank Computation – A Theoretical Study
410,Ruixiang ZHANG,Mila/UdeM,Katsuhiko Ishiguro,"Preferred Networks, Inc.",Learning Structured Latent Factors from Dependent Data:A Generative Model Framework from Information-Theoretic Perspective
411,Yunhao Tang,Columbia University,Yuri Faenza,Columbia University,Reinforcement Learning for Integer Programming: Learning to Cut
412,Neale Ratzlaff,Oregon State University,Wei Xu,Horizon Robotics,Implicit Generative Modeling for Efficient Exploration
413,Yuwen Chen,ETH Zurich,Aurelien Lucchi,ETH Zurich,An Accelerated DFO Algorithm for Finite-sum Convex Functions
414,Sahil Singla,University of Maryland,Soheil Feizi,University of Maryland,Second-Order Provable Defenses against Adversarial Attacks
415,Himabindu Lakkaraju,Harvard,Osbert Bastani,University of Pennsylvania,Robust and Stable Black Box Explanations
416,Romain Cosentino,Rice University,Behnaam Aazhang,Rice University,Learnable Group Transform For Time-Series
417,Ben Adlam,Google Brain,Jeffrey Pennington,Google Brain,The Neural Tangent Kernel in High Dimensions: Triple Descent and a Multi-Scale Theory of Generalization
418,Logan Engstrom,MIT,Aleksander Madry,MIT,Identifying Statistical Bias in Dataset Replication
419,Viet Anh Nguyen,Stanford University,Jose Blanchet,Stanford University,Robust Bayesian Classification Using An Optimistic Score Ratio
420,Yan Leng,The University of Texas at Austin,Alex `Sandy' Pentland,MIT,Learning Quadratic Games on Networks
421,Matthew Jones,Khoury College of Computer Sciences,Thy Nguyen,Northeastern University,Fair k-Centers via Maximum Matching
422,Marwa El Halabi,MIT,Stefanie Jegelka,Massachusetts Institute of Technology,Optimal approximation for unconstrained non-submodular minimization
423,Jingzhao Zhang,MIT,Ali Jadbabaie,Massachusetts Institute of Technology,Complexity of Finding Stationary Points of Nonconvex Nonsmooth Functions
424,Benjamin Coleman,Rice University,Anshumali Shrivastava,Rice University,Sub-linear Memory Sketches for Near Neighbor Search on Streaming Data
425,Rishabh Agarwal,"Google Research, Brain Team",Mohammad Norouzi,"Google Research, Brain Team",An Optimistic Perspective on Offline Deep Reinforcement Learning
426,Ruiqi Guo,Google Research,Sanjiv Kumar,"Google Research, NY",Accelerating Large-Scale Inference with Anisotropic Vector Quantization
427,Haonan Duan,University of Waterloo,Vijay Ganesh,"University of Waterloo, Electrical and Computer Engineering",Online Bayesian Moment Matching based SAT Solver Heuristics
428,Sungsoo Ahn,KAIST,Jinwoo Shin,KAIST,Learning What to Defer for Maximum Independent Sets
