,first-author,first-author-affiliation,last-author,last-author-affiliation,title
224,Si Si,Google Research,Cho-Jui Hsieh,"University of California, Davis",Gradient Boosted Decision Trees for High Dimensional Sparse Output
225,Guillaume Gautier,INRIA Lille,Michal Valko,Inria Lille - Nord Europe,Zonotope hit-and-run for efficient sampling from projection DPPs
226,Mohsen Ahmadi Fahandar,Paderborn University,Ines Couso,University of Oviedo,Statistical Inference for Incomplete Ranking Data: The Case of Rank-Dependent Coarsening
227,Bo Liu,Rutgers,Dimitris Metaxas,Rutgers,Dual Iterative Hard Thresholding: From Non-convex Sparse Minimization to Non-smooth Concave Maximization
228,Heinrich Jiang,Google,Heinrich Jiang,Google,Uniform Convergence Rates for Kernel Density Estimation
229,agibiansky Gibiansky,Baidu Research Silicon Valley AI Lab,Andrew Ng,Baidu,Deep Voice: Real-time Neural Text-to-Speech
230,Yuandong Tian,Facebook AI Research,Yuandong Tian,Facebook AI Research,An Analytical Formula of Population Gradient for two-layered ReLU network and its Applications in Convergence and Critical Point Analysis
231,Jean-Michel Begon,University of Liege,Pierre Geurts,University of Liege,Globally Induced Forest: A Prepruning Compression Scheme
232,Justin Domke,"University of Massachusetts, Amherst",Justin Domke,"University of Massachusetts, Amherst",A Divergence Bound for Hybrids of MCMC and Variational Inference and an Application to Langevin Dynamics and SGVI
233,lum Maystre,EPFL,Matt Grossglauser,EPFL,Just Sort It! A Simple and Effective Approach to Active Preference Learning
234,Haichuan Yang,University of Rochester,Ji Liu,University of Rochester,On The Projection Operator to A Three-view Cardinality Constrained Set
235,Heinrich Jiang,Google,Heinrich Jiang,Google,Density Level Set Estimation on Manifolds with DBSCAN
236,Gaëtan HADJERES,LIP6 / SONY CSL,Frank Nielsen,"Sony CSL, Japan",DeepBach: a Steerable Model for Bach Chorales Generation
237,Luca Franceschi,IIT and UCL,Massimiliano Pontil,University College London,Forward and Reverse Gradient-Based Hyperparameter Optimization
238,Hanbo Li,UC San Diego,Andy Martin,Zillow,Forest-type Regression with General Losses and Robust Forest
239,Francois-Xavier Briol,University of Warwick,Mark Girolami,Imperial College London,On the Sampling Problem for Kernel Quadrature
240,Moein Falahatgar,UCSD,Ananda Theertha Suresh,Google Research,Maximum Selection and Ranking under Noisy Comparisons
241,Eunho Yang,KAIST / AItrics,Aurelie Lozano,IBM,Sparse + Group-Sparse Dirty Models: Statistical Guarantees without Unreasonable Conditions and a Case for Non-Convexity
242,Tongliang Liu,The University of Sydney,Dacheng Tao,,Algorithmic Stability and Hypothesis Complexity
243,Cinjon Resnick,Google Brain,Mohammad Norouzi,Google,Neural Audio Synthesis of Musical Notes with WaveNet Autoencoders
244,Hongseok Namkoong,Stanford University,John Duchi,Stanford University,Adaptive Sampling Probabilities for Non-Smooth Optimization
245,Kimin Lee,KAIST,Jinwoo Shin,KAIST,Confident Multiple Choice Learning
246,Jackson Gorham,STANFORD,Lester Mackey,Microsoft Research,Measuring Sample Quality with Kernels
247,Soheil Mohajer,University of Minnesota,Adel Elmahdy,University of Minnesota,Active Learning for Top-$K$ Rank Aggregation from Noisy Comparisons
248,Ashish Bora,University of Texas at Austin,Alex Dimakis,UT Austin,Compressed Sensing using Generative Models
249,Krzysztof Dembczynski,Poznan University of Technology,Nagarajan Natarajan,Microsoft Research,Consistency Analysis for Binary Classification Revisited
250,David Krueger,MILA,Simon Lacoste-Julien,University of Montreal,A Closer Look at Memorization in Deep Networks
251,Ruben Villegas,University of Michigan,Honglak Lee,Google / U. Michigan,Learning to Generate Long-term Future via Hierarchical Prediction
252,Jonas Kohler,ETH Zurich,Aurelien Lucchi,ETH,Sub-sampled Cubic Regularization for Non-convex Optimization
253,Gabriele Farina,Carnegie Mellon University,Tuomas Sandholm,Carnegie Mellon University,Regret Minimization in Behaviorally-Constrained Zero-Sum Games
254,Andrew Miller,Harvard,Ryan P. Adams,Google Brain and Princeton University,Variational Boosting: Iteratively Refining Posterior Approximations
255,Dor Levy,Tel Aviv University,Lior Wolf,Facebook AI Research and Tel Aviv University,Learning to Align the Source Code to the Compiled Object Code
256,Weizhong Zhang,Zhejiang University & Tencent AI Lab,Jie Wang,University of Michigan,Scaling Up Sparse Support Vector Machines by Simultaneous Feature and Sample Reduction
257,Ananda Theertha Suresh,Google Research,Brendan McMahan,Google,Distributed Mean Estimation with Limited Communication
258,Sam Ritter,DeepMind,Matthew Botvinick,DeepMind,Cognitive Psychology for Deep Neural Networks: A Shape Bias Case Study
259,Jonas Mueller,MIT,Tommi Jaakkola,MIT,Sequence to Better Sequence: Continuous Revision of Combinatorial Structures
260,Zeyuan Allen-Zhu,Microsoft Research / Princeton / IAS,Zeyuan Allen-Zhu,Microsoft Research / Princeton / IAS,Natasha: Faster Non-Convex Stochastic Optimization Via Strongly Non-Convex Parameter
261,Noam Brown,Carnegie Mellon University,Tuomas Sandholm,Carnegie Mellon University,Reduced Space and Faster Convergence in Imperfect-Information Games via Pruning
262,Matej Balog,University of Cambridge,Adrian Weller,University of Cambridge,Lost Relatives of the Gumbel Trick
263,Jacob Devlin,Microsoft Research,Pushmeet Kohli,Microsoft Research,RobustFill: Neural Program Learning under Noisy I/O
264,Jialei Wang,University of Chicago,Tong Zhang,HKUST,Efficient Distributed Learning with Sparsity
265,Shashank Singh,Carnegie Mellon University,Barnabás Póczos,CMU,Nonparanormal Information Estimation
266,Tasha Nagamine,Columbia University,Nima Mesgarani,Columbia University,Visualizing and Understanding Multilayer Perceptron Models: A Case Study in Speech Processing
267,Yinchong Yang,"Ludwig-Maximilians-Universität München, Siemens AG",Volker Tresp,University of Munich,Tensor-Train Recurrent Neural Networks for Video Classification
268,Yair Carmon,Stanford University,Aaron Sidford,Stanford,“Convex Until Proven Guilty”: Dimension-Free Acceleration of Gradient Descent on Non-Convex Functions
269,David Balduzzi,Victoria University Wellington,David Balduzzi,Victoria University Wellington,Strongly-Typed Agents are Guaranteed to Interact Safely
270,Guangyong Chen,The Chinese University of Hong Kong,Pheng Ann Heng,"Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences",Learning to Aggregate Ordinal Labels by Maximizing Separating Width
271,Matko Bošnjak,University College London,Sebastian Riedel,UCL,Programming with a Differentiable Forth Interpreter
272,Mostafa Rahmani,University of Central Florida,George Atia,University of Central Florida,Innovation Pursuit: A New Approach to the Subspace Clustering Problem
273,Jayadev Acharya,Cornell University,Ananda Suresh,Google,A Unified Maximum Likelihood Approach for Estimating Symmetric Properties of Discrete Distributions
274,Mukund Sundararajan,Google Inc.,Qiqi Yan,Google Inc.,Axiomatic Attribution for Deep Networks
275,Chong Wang,Microsoft Research,Li Deng,Citadel,Sequence Modeling via Segmentations
276,Qunwei Li,Syracuse University,Pramod K Varshney,Syracuse University,Convergence Analysis of Proximal Gradient with Momentum for Nonconvex Optimization
277,Hoang Le,Caltech,Patrick Lucey,STATS LLC.,Coordinated Multi-Agent Imitation Learning
278,Pengtao Xie,Carnegie Mellon University,Eric Xing,Carnegie Mellon University,Uncorrelation and Evenness: a New Diversity-Promoting Regularizer
279,Alex Gaunt,Microsoft,Daniel Tarlow,Google Brain,Differentiable Programs with Neural Libraries
280,Shinya Suzumura,Nagoya Institute of Technology,Ichiro Takeuchi,Nagoya Institute of Technology / RIKEN,Selective Inference for Sparse High-Order Interaction Models
281,Rashish Tandon,University of Texas at Austin,Nikos Karampatziakis,Microsoft,Gradient Coding: Avoiding Stragglers in Distributed Learning
282,Chuan Guo,Cornell University,Kilian Weinberger,Cornell University,On Calibration of Modern Neural Networks
283,Manzil Zaheer,Carnegie Mellon University,Alex Smola,Amazon,Latent LSTM Allocation: Joint clustering and non-linear dynamic modeling of sequence data
284,Chi Jin,UC Berkeley,Michael Jordan,UC Berkeley,How to Escape Saddle Points Efficiently
285,Shayegan Omidshafiei,MIT,John L Vian,The Boeing Company,Deep Decentralized Multi-task Multi-Agent Reinforcement Learning under Partial Observability
286,Pengtao Xie,Carnegie Mellon University,Eric Xing,Carnegie Mellon University,Learning Latent Space Models with Angular Constraints
287,Daniel Selsam,Stanford University,David L Dill,Stanford University,Developing Bug-Free Machine Learning Systems With Formal Mathematics
288,Pedram Pad,Ecole Polytechnique Federale de Lausanne (EPFL),Michael Unser,,Dictionary Learning Based on Sparse Distribution Tomography
289,Weihua Hu,The University of Tokyo / RIKEN,Masashi Sugiyama,RIKEN / The University of Tokyo,Learning Discrete Representations via Information Maximizing Self-Augmented Training
290,Shusen Wang,UC Berkeley,Michael Mahoney,UC Berkeley,"Sketched Ridge Regression: Optimization Perspective, Statistical Perspective, and Model Averaging"
291,Aditi Raghunathan,Stanford,James Zou,Stanford,Estimating the unseen from multiple populations
292,Michael Kearns,University of Pennsylvania,Steven Wu,UPenn,Meritocratic Fairness for Cross-Population Selection
293,Matus Telgarsky,UIUC,Matus Telgarsky,UIUC,Neural networks and rational functions
294,Brandon Amos,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University,Input Convex Neural Networks
295,Charlotte Laclau,LIG,Vincent Brault,Univ. Grenoble Alpes,Co-clustering through Optimal Transport
296,Brandon Amos,Carnegie Mellon University,Zico Kolter,Carnegie Mellon University,OptNet: Differentiable Optimization as a Layer in Neural Networks
297,Yale Chang,Northeastern University,Jennifer Dy,Northeastern University,Multiple Clustering Views from Multiple Uncertain Experts
298,Moustapha Cisse,Facebook AI Research,Nicolas Usunier,Facebook AI Research,Parseval Networks: Improving Robustness to Adversarial Examples
299,Ashkan Panahi,NC state university,Chiranjib Bhattacharya,,"Clustering by Sum of Norms: Stochastic Incremental Algorithm, Convergence and Cluster Recovery"
300,Amina Mollaysa,"University of Geneva, HES",Alexandros Kalousis,HES-UNIGE,Regularising Non-linear Models Using Feature Side-information
301,Lin Yang,Johns Hopkins,Gereon Frahling,Linguee GmbH,Clustering High Dimensional Dynamic Data Streams
302,Ke Li,UC Berkeley,Jitendra Malik,University of California at Berkeley,Fast k-Nearest Neighbour Search via Prioritized DCI
303,Marc Law,University of Toronto,Richard Zemel,University of Toronto,Deep Spectral Clustering Learning
304,Mehrtash Harandi,Data61,Richard I Hartley,Australian National University,Joint Dimensionality Reduction and Metric Learning: A Geometric Take
305,Chirag Gupta,"Microsoft Research, India",Prateek Jain,Microsoft Research,ProtoNN: Compressed and Accurate kNN for Resource-scarce Devices
306,Azalia Mirhoseini,Google,Jeff Dean,Google Brain,Device Placement Optimization with Reinforcement Learning
307,Robert Bamler,Disney Research Pittsburgh,Stephan Mandt,Disney Research,Dynamic Word Embeddings
308,Shuxin Zheng,University of Science and Technology of China,Tie-Yan Liu,Microsoft,Asynchronous Stochastic Gradient Descent with Delay Compensation
309,Po-Wei Chou,Carnegie Mellon University,Sebastian Scherer,Carnegie Mellon University,Improving Stochastic Policy Gradients in Continuous Control with Deep Reinforcement Learning using the Beta Distribution
310,Umut Simsekli,Telecom ParisTech,Umut Simsekli,Telecom ParisTech,Fractional Langevin Monte Carlo: Exploring Levy Driven Stochastic Differential Equations for MCMC
311,Javier González,Amazon,Neil Lawrence,Amazon.com,Preferential Bayesian Optmization
312,Ilias Diakonikolas,USC,Alistair Stewart,USC,Being Robust (in High Dimensions) Can Be Practical
313,Or Sheffet,University of Alberta,Or Sheffet,University of Alberta,Differentially Private Ordinary Least Squares
314,Hao Zhou,University of Wisconsin - Madison,Vikas Singh,University of Wisconsin Madison,"When can Multi-Site Datasets be Pooled for Regression? Hypothesis Tests, $\ell_2$-consistency and Neuroscience Applications"
315,David Budden,MIT / DeepMind,Nir Shavit,MIT,Deep Tensor Convolution on Multicores
316,Hairong Liu,Baidu Silicon Valley AI Lab,Sanjeev Satheesh,Baidu SVAIL,Gram-CTC: Automatic Unit Selection and Target Decomposition for Sequence Labelling
317,Zheng Xu,University of Maryland,Tom Goldstein,University of Maryland,Adaptive Consensus ADMM for Distributed Optimization
318,Yevgen Chebotar,University of Southern California,Sergey Levine,Berkeley,Combining Model-Based and Model-Free Updates for Trajectory-Centric Reinforcement Learning
319,Ari Pakman,Columbia University,Liam Paninski,,Stochastic  Bouncy  Particle Sampler
320,Zi Wang,MIT,Stefanie Jegelka,MIT,Max-value Entropy Search for Efficient Bayesian Optimization
321,Shashanka Ubaru,University of Minnesota,Arya Mazumdar,University of Massachusetts Amherst,Multilabel Classification with Group Testing and Codes
322,Bryan Cai,MIT,Gautam Kamath,MIT,Priv’IT: Private and Sample Efficient Identity Testing
323,Ahmed M. Alaa,UCLA,Mihaela van der Schaar,Oxford University and UCLA,Learning from Clinical Judgments: Semi-Markov-Modulated Marked Hawkes Processes for Risk Prognosis
324,Minsik Cho,IBM Research,Daniel Brand,IBM Research,MEC: Memory-efficient Convolution for Deep Neural Network
325,Lili Mou,Peking University,Zhi Jin,Peking University,Coupling Distributed and Symbolic Execution for Natural Language Queries
326,Kevin Scaman,MSR-INRIA Joint Center,Laurent Massoulié,MSR-INRIA Joint Center,Optimal Algorithms for Smooth and Strongly Convex Distributed Optimization in Networks
327,Yunpeng Pan,Georgia Tech,Byron Boots,Georgia Tech,Prediction under Uncertainty in Sparse Spectrum Gaussian Processes with Applications to Filtering and Control
328,Manzil Zaheer,Carnegie Mellon University,Alex Smola,Amazon,Canopy --- Fast Sampling with Cover Trees
329,Rodolphe Jenatton,Amazon,Matthias Seeger,Amazon.com,Bayesian Optimization with Tree-structured Dependencies
330,Vidyashankar Sivakumar,University of Minnesota,Arindam Banerjee,University of Minnesota,High-Dimensional Structured Quantile Regression
331,Marko Mitrovic,Yale University,Amin Karbasi,Yale,Differentially Private Submodular Maximization: Data Summarization in Disguise
332,Joseph Futoma,Duke University,Katherine Heller,Duke University,Learning to Detect Sepsis with a Multitask Gaussian Process RNN Classifier
333,Yunhe Wang,Peking University,Dacheng Tao,,Beyond Filters: Compact Feature Map for Portable Deep Model
334,Yuntian Deng,Harvard University,Alexander Rush,Harvard University,Image-to-Markup Generation with Coarse-to-Fine Attention
335,Wenpeng Zhang,Tsinghua University,Tong Zhang,HKUST,Projection-free Distributed Online Learning in Networks
336,Jonas Umlauft,Technical University of Munich,Sandra Hirche,Technical University of Munich,Learning Stable Stochastic Nonlinear Dynamical Systems
337,Jianbo Ye,Penn State University,Jia Li,Penn State University,A Simulated Annealing Based Inexact Oracle for Wasserstein Loss Minimization
338,kirthevasan kandasamy,CMU,Jeff Schneider,CMU/Uber,Multi-fidelity Bayesian Optimisation with Continuous Approximations
339,Zhuoran Yang,Princeton University,Han Liu,Princeton University,High-dimensional Non-Gaussian Single Index Models via Thresholded Score Function Estimation
340,Garrett Bernstein,University of Massachusetts Amherst,Gerome Miklau,"University of Massachusetts, Amherst",Differentially Private Learning of Graphical Models using CGMs
341,Walter Dempsey,University of Michigan,David Gustafson,University of Wisconsin-Madison,"iSurvive: An Interpretable, Event-time Prediction Model for mHealth"
342,Edouard Grave,Facebook AI Research,Herve Jegou,Facebook AI Research,Efficient softmax approximation for GPUs
343,Tsubasa Ochiai,Doshisha University,John Hershey,MITSUBISHI ELECTRIC RESEARCH LABORATORIES,Multichannel End-to-end Speech Recognition
344,Riad Akrour,TU Darmstadt,Gerhard Neumann,University of Lincoln,Local Bayesian Optimization of Motor Skills
345,Ioannis Mitliagkas,Stanford University,Lester Mackey,Microsoft Research,Improving Gibbs Sampler Scan Quality with DoGS
346,Jose Miguel Hernandez-Lobato,University of Cambridge,alan Aspuru-Guzik,,Parallel and Distributed Thompson Sampling for Large-scale Accelerated Exploration of Chemical Space
347,Sheng Chen,University of Minnesota,Arindam Banerjee,University of Minnesota,Robust Structured Estimation with Single-Index Models
348,János Höner,TU Berlin / MathPlan,Nico Görnitz,TU Berlin,Minimizing Trust Leaks for Robust Sybil Detection
349,Mingmin Zhao,MIT,Matt Bianchi,Massachusetts General Hospital,Learning Sleep Stages from Radio Signals: A Conditional Adversarial Architecture
350,Yingzhen Li,University of Cambridge,Yarin Gal,University of Cambridge,Dropout Inference in Bayesian Neural Networks with Alpha-divergences
351,Tsung-Hsien Wen,University of Cambridge,Steve Young J Young,University of Cambridge,Latent Intention Dialogue Models
352,Yaron Singer,Harvard,Avinatan Hassidim,Bar Ilan University,Robust Guarantees of Stochastic Greedy Algorithms
353,Georg Ostrovski,Google DeepMind,Remi Munos,DeepMind,Count-Based Exploration with Neural Density Models
354,Nilesh Tripuraneni,UC Berkeley,Richard E Turner,University of Cambridge,Magnetic Hamiltonian Monte Carlo
355,Aditya Chaudhry,University of Virginia,Quanquan Gu,University of Virginia,Uncertainty Assessment and False Discovery Rate Control in High-Dimensional Granger Causal Inference
356,Xixian Chen,The Chinese University of Hong Kong,Irwin King,CUHK,Toward Efficient and Accurate Covariance Matrix Estimation on Compressed Data
357,Naman Agarwal,Princeton University,Karan Singh,Princeton University,The Price of Differential Privacy For Online Learning
358,Takayuki Osogami,IBM Research - Tokyo,Taro Sekiyama,IBM Research - Tokyo,Bidirectional learning for time-series models with hidden units
359,Christos Louizos,University of Amsterdam,Max Welling,University of Amsterdam,Multiplicative Normalizing Flows for Variational Bayesian Neural Networks
360,Yishu Miao,University of Oxford,Philip Blunsom,Oxford University and DeepMind,Discovering Discrete Latent Topics with Neural Variational Inference
361,Yatao Bian,ETH Zurich,Sebastian Tschiatschek,ETH,Guarantees for Greedy Maximization of Non-submodular Functions with Applications
362,Junhyuk Oh,University of Michigan,Pushmeet Kohli,Microsoft Research,Zero-Shot Task Generalization with Multi-Task Deep Reinforcement Learning
363,Vu Dinh,Fred Hutchinson Cancer Center,Erick Matsen,Fred Hutchinson Cancer Center,Probabilistic Path Hamiltonian Monte Carlo
364,Massil Achab,Ecole Polytechnique,Jean-François Muzy,Université de Corse,Uncovering Causality from Multivariate Hawkes Integrated Cumulants
365,Lingxiao Wang,University of Virginia,Quanquan Gu,University of Virginia,Robust Gaussian Graphical Model Estimation with Arbitrary Corruption
366,Ben Rubinstein,University​ of Melbourne,Francesco Aldà,Ruhr-Universität Bochum,Pain-Free Random Differential Privacy with Sensitivity Sampling
367,Hongteng Xu,Georgia Institute of Technology,Hongyuan Zha,Georgia Institute of Technology,Learning Hawkes Processes from Short Doubly-Censored Event Sequences
368,Dmitry Molchanov,Skoltech,Dmitry Vetrov,HSE,Variational Dropout Sparsifies Deep Neural Networks
369,Zhiting Hu,Carnegie Mellon University,Eric Xing,Carnegie Mellon University,Toward Controlled Generation of Text
370,Ilija Bogunovic,EPFL,Volkan Cevher,EPFL,Robust Submodular Maximization: A Non-Uniform Partitioning Approach
371,Jakob Foerster,University of Oxford,Shimon Whiteson,University of Oxford,Stabilising Experience Replay for Deep Multi-Agent Reinforcement Learning
372,Yizhe Zhang,Duke university,Lawrence Carin,Duke,Stochastic Gradient Monomial Gamma Sampler
373,Murat Kocaoglu,University of Texas at Austin,Sriram Vishwanath,,Cost-Optimal Learning of Causal Graphs
374,Greg Ongie,University of Michigan,Robert Nowak,University of Wisconsion-Madison,Algebraic Variety Models for High-Rank Matrix Completion
375,Nina Balcan,Carnegie Mellon University,Hongyang Zhang,Carnegie Mellon University,Differentially Private Clustering in High-Dimensional Euclidean Spaces
376,Souhaib Ben Taieb,Monash University,Rob Hyndman,Monash University,Coherent probabilistic forecasts for hierarchical time series
377,Christopher Beckham,MILA,Christopher Pal,MILA,Unimodal Probability Distributions for Deep Ordinal Classification
378,Yizhe Zhang,Duke university,Lawrence Carin,Duke,Adversarial Feature Matching for Text Generation
379,Serban A Stan,Yale,Amin Karbasi,Yale,Probabilistic Submodular Maximization in Sub-Linear Time
380,David Silver,Google DeepMind,Thomas Degris,DeepMind,The Predictron:  End-To-End Learning and Planning
381,Yi-An Ma,University of Washington,Emily Fox,University of Washington,Stochastic Gradient MCMC Methods for Hidden Markov Models
382,Bryant Chen,IBM Research,Elias Bareinboim,Purdue,Identification and Model Testing in Linear Structural Equation Models using Auxiliary Variables
383,Rongda Zhu,Facebook,Quanquan Gu,University of Virginia,High-Dimensional Variance-Reduced Stochastic Gradient Expectation-Maximization Algorithm
384,Kazuya Kakizaki,University of Tsukuba / NEC,Jun Sakuma,University of Tsukuba / RIKEN AIP,Differentially Private Chi-squared Test by Unit Circle Mechanism
385,Marco Cuturi,ENSAE / CREST,Mathieu Blondel,NTT,Soft-DTW: a Differentiable Loss Function for Time-Series
386,Miltos Allamanis,Microsoft Research,Charles Sutton,University of Edinburgh,Learning Continuous Semantic Representations of Symbolic Expressions
387,RAJIV KHANNA,UT Austin,Sahand Negahban,YALE,On Approximation Guarantees for Greedy Low Rank Optimization
388,Oron Anschel,Technion,Nahum Shimkin,Technion,Averaged-DQN: Variance Reduction and Stabilization for Deep Reinforcement Learning
389,Yulai Cong,Xidian University,Mingyuan Zhou,University of Texas at Austin,Deep Latent Dirichlet Allocation with Topic-Layer-Adaptive Stochastic Gradient Riemannian MCMC
390,Uri Shalit,NYU,David Sontag,Massachusetts Institute of Technology,Estimating individual treatment effect: generalization bounds and algorithms
391,Kai Zheng,Peking University,Liwei Wang,Peking University,"Collect at Once, Use Effectively: Making Non-interactive Locally Private Learning Possible"
392,Yichen Wang,Gatech,Le Song,Georgia Institute of Technology,Variational Policy for Guiding Point Processes
393,Chris Donahue,"University of California, San Diego",Julian McAuley,UCSD,Dance Dance Convolution
394,Yann Dauphin,Facebook AI Research,David Grangier,Facebook,Language Modeling with Gated Convolutional Networks
395,Baharan Mirzasoleiman,ETH Zurich,Andreas Krause,ETH Zurich,"Deletion-Robust Submodular Maximization: Data Summarization with ""the Right to be Forgotten"""
396,Sasha Vezhnevets,DeepMind,koray kavukcuoglu,DeepMind,FeUdal Networks for Hierarchical Reinforcement Learning
397,Erik Daxberger,Ludwig-Maximilians-Universität München,Bryan Kian Hsiang Low,National University of Singapore,Distributed Batch Gaussian Process Optimization
398,Nathan Kallus,Cornell University,Nathan Kallus,Cornell University,Recursive Partitioning for Personalization using Observational Data
399,Anshumali Shrivastava,Rice University,Anshumali Shrivastava,Rice University,Optimal Densification for Fast and Accurate Minwise Hashing
400,Wittawat Jitkrittum,UCL,Arthur Gretton,Gatsby Computational Neuroscience Unit,An Adaptive Test of Independence with Analytic Kernel Embeddings
401,Gygli Gygli,Gifs.com,Anelia Angelova,Google Brain,Deep Value Networks Learn to Evaluate and Iteratively Refine Structured Outputs
402,Tim Shi,Stanford University,Percy Liang,Stanford University,World of Bits: An Open-Domain Platform for Web-Based Agents
403,Jonas Gehring,Facebook AI Research,Yann Dauphin,Facebook AI Research,Convolutional Sequence to Sequence Learning
404,Andrea Hornakova,Max Planck Institute for Informatics,Bjoern Andres,MPI for Informatics,Analysis and Optimization of Graph Decompositions by Lifted Multicuts
405,Mason McGill,California Institute of Technology,Pietro Perona,caltech.edu,Deciding How to Decide: Dynamic Routing in Artificial Neural Networks
406,Carlos Villacampa-Calvo,Universidad Autónoma de Madrid,Daniel Hernandez-Lobato,Universidad Autonoma de Madrid,Scalable Multi-Class Gaussian Process Classification using Expectation Propagation
407,Rajat Sen,University of Texas at Austin,Sanjay Shakkottai,University of Texas at Austin,Identifying Best Interventions through Online Importance Sampling
408,Bo Dai,Georgia Tech,Le Song,Georgia Institute of Technology,Stochastic Generative Hashing
409,Mathieu Carrière,Inria Saclay,Steve Oudot,,Sliced Wasserstein Kernel for Persistence Diagrams
410,Wen Sun,Carnegie Mellon University,Drew Bagnell,Carnegie Mellon University,Deeply AggreVaTeD: Differentiable Imitation Learning for Sequential Prediction
411,Oren Rippel,"WaveOne, Inc.",Lubomir Bourdev,"WaveOne, Inc.",Real-Time Adaptive Image Compression
412,Zichao Yang,Carnegie Mellon University,Taylor Berg-Kirkpatrick,,Improved Variational Autoencoders for Text Modeling using Dilated Convolutions
413,Zeyuan Allen-Zhu,Microsoft Research / Princeton / IAS,Yining Wang,CMU,Near-Optimal Design of Experiments via Regret Minimization
414,Alexander Pritzel,Deepmind,Charles Blundell,DeepMind,Neural Episodic Control
415,Kurt Cutajar,EURECOM,Maurizio Filippone,Eurecom,Random Feature Expansions for Deep Gaussian Processes
416,Jason Hartford,University of British Columbia,Matt Taddy,MICROSOFT,Deep IV: A Flexible Approach for Counterfactual Prediction
417,Hantian Zhang,ETH Zurich,Ce Zhang,ETH Zurich,"ZipML: Training Linear Models with End-to-End Low Precision, and a Little Bit of Deep Learning"
418,Matthew Schlegel,Indiana University,Martha White,University of Alberta/Indiana University,Adapting Kernel Representations Online Using Submodular Maximization
419,David Belanger,Google Brain,Andrew McCallum,UMass Amherst,End-to-End Learning for Structured Prediction Energy Networks
420,Justin Gilmer,Google Brain,George Dahl,Google Brain,Neural Message Passing for Quantum Chemistry
421,Matt J. Kusner,Alan Turing Institute,Jose Miguel Hernandez-Lobato,University of Cambridge,Grammar Variational Autoencoder
422,Matthew J Staib,MIT,Stefanie Jegelka,MIT,Robust Budget Allocation via Continuous Submodular Functions
423,Irwan Bello,Google Brain,Quoc Le,Google Brain,Neural Optimizer Search using Reinforcement Learning
424,Hao Peng,Purdue University,Alan Qi,Ant Financial,Asynchronous Distributed Variational Gaussian Processes for Regression
425,Andrew Forney,UCLA,Elias Bareinboim,Purdue,Counterfactual Data-Fusion for Online Reinforcement Learners
426,Esteban Real,Google Inc.,Alex Kurakin,Google Brain,Large-Scale Evolution of Image Classifiers
427,Yueming LYU,city university of hong kong,Yueming LYU,city university of hong kong,Spherical Structured Feature Maps for Kernel Approximation
428,Xi-Zhu Wu,Nanjing University,Zhi-Hua Zhou,Nanjing University,A Unified View of Multi-Label Performance Measures
429,Jonathan Tompson,Google Brain,Ken Perlin,New York University,Accelerating Eulerian Fluid Simulation With Convolutional Networks
430,Jonathan Eckstein,Rutgers University,Ai Kagawa,Rutgers Univeristy,Rule-Enhanced Penalized Regression by Column Generation using Rectangular Maximum Agreement
431,Santu Rana,Deakin University,Svetha Venkatesh,Deakin University,High Dimensional Bayesian Optimization with Elastic Gaussian Process
432,Dino Oglic,University of Bonn,Thomas Gaertner,The University of Nottingham,Nyström Method with Kernel K-means++ Samples as Landmarks
433,Vikas Jain,Indian Institute of Technology Kanpur,Piyush Rai,IIT Kanpur,Scalable Generative Models for Multi-label Learning with Missing Labels
