,year,first-author,first-author-affiliation,first-author-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
31,2015,Alessandro Artale,,,Michael Zakharyaschev,,,AAAI,Tractable Interval Temporal Propositional and Description Logics.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9638,https://dblp.org/rec/conf/aaai/ArtaleKRZ15
32,2015,Haris Aziz 0001,,,Toby Walsh,,,AAAI,Justified Representation in Approval-Based Committee Voting.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9887,https://dblp.org/rec/conf/aaai/AzizBCEFW15
33,2015,Rehan Abdul Aziz,,,Peter James Stuckey,,,AAAI,Stable Model Counting and Its Application in Probabilistic Logic Programming.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9709,https://dblp.org/rec/conf/aaai/AzizCMS15
34,2015,Joseph Babb,,,Joohyung Lee 0002,,,AAAI,Action Language BC+ - Preliminary Report.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9599,https://dblp.org/rec/conf/aaai/BabbL15
35,2015,Christer Bäckström,,,Christer Bäckström,,,AAAI,Some Fixed Parameter Tractability Results for Planning with Non-Acyclic Domain-Transition Graphs.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9616,https://dblp.org/rec/conf/aaai/Backstrom15
36,2015,Julio César Bahamón,,,Robert Michael Young,,,AAAI,A Goal-Based Model of Personality for Planning-Based Narrative Generation.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9711,https://dblp.org/rec/conf/aaai/BahamonBY15
37,2015,Valeriy Balabanov,,,Magdalena Widl,,,AAAI,Efficient Extraction of QBF (Counter)models from Long-Distance Resolution Proofs.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9419,https://dblp.org/rec/conf/aaai/BalabanovJJW15
38,2015,David Balduzzi,,,Joachim M. Buhmann,,,AAAI,Kickback Cuts Backprop's Red-Tape - Biologically Plausible Credit Assignment in Neural Networks.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9467,https://dblp.org/rec/conf/aaai/BalduzziVB15
39,2015,Chitta Baral,,,Giuseppe De Giacomo,,,AAAI,Knowledge Representation and Reasoning - What's Hot.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/10017,https://dblp.org/rec/conf/aaai/BaralG15
40,2015,Elias Bareinboim,,,Jin Tian 0001,,,AAAI,Recovering Causal Effects from Selection Bias.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/10054,https://dblp.org/rec/conf/aaai/BareinboimT15
41,2015,Joseph Kelly Barker,,,Richard E. Korf,,,AAAI,Limitations of Front-To-End Bidirectional Heuristic Search.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9982,https://dblp.org/rec/conf/aaai/BarkerK15
42,2015,Matt Barnes 0001,,,Artur Dubrawski,,,AAAI,Leveraging Common Structure to Improve Prediction across Related Datasets.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9970,https://dblp.org/rec/conf/aaai/BarnesGFD15
43,2015,Samuel Barrett,,,Peter Stone,,,AAAI,Cooperating with Unknown Teammates in Complex Domains - A Robot Soccer Case Study of Ad Hoc Teamwork.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9631,https://dblp.org/rec/conf/aaai/BarrettS15
44,2015,Maria Barrett,,,Anders Søgaard,,,AAAI,Modeling Eye Movements when Reading Microblogs.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9327,https://dblp.org/rec/conf/aaai/BarrettS15a
45,2015,Sam Bayless,,,Alan J. Hu,,,AAAI,SAT Modulo Monotonic Theories.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9951,https://dblp.org/rec/conf/aaai/BaylessBHH15
46,2015,Harald Beck,,,Michael Fink 0001,,,AAAI,LARS - A Logic-Based Framework for Analyzing Reasoning over Streams.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9657,https://dblp.org/rec/conf/aaai/BeckDEF15
47,2015,Rahmatollah Beheshti,,,Gita Reese Sukthankar,,,AAAI,Cognitive Social Learners - An Architecture for Modeling Normative Behavior.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9903,https://dblp.org/rec/conf/aaai/BeheshtiAS15
48,2015,Nawal Benabbou,,,Patrice Perny,,,AAAI,Incremental Weight Elicitation for Multiobjective State Space Search.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9528,https://dblp.org/rec/conf/aaai/BenabbouP15
49,2015,José Bento 0001,,,Jonathan S. Yedidia,,,AAAI,Proximal Operators for Multi-Agent Path Planning.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9466,https://dblp.org/rec/conf/aaai/BentoDMY15
50,2015,Pascal Bercher,,,Susanne Biundo,,,AAAI,A Planning-Based Assistance System for Setting Up a Home Theater.,11,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9511,https://dblp.org/rec/conf/aaai/BercherRHGHBNHM15
51,2015,Philippe Besnard,,,Jean-Marie Lagniez,,,AAAI,On Computing Maximal Subsets of Clauses that Must Be Satisfiable with Possibly Mutually-Contradictory Assumptive Contexts.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9504,https://dblp.org/rec/conf/aaai/BesnardGL15
52,2015,Christian Bessiere,,,Kostas Stergiou 0001,,,AAAI,Strong Bounds Consistencies and Their Application to Linear Constraints.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9985,https://dblp.org/rec/conf/aaai/BessierePS15
53,2015,Abhijit Bhole,,,Raghavendra Udupa,,,AAAI,On Correcting Misspelled Queries in Email Search.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9767,https://dblp.org/rec/conf/aaai/BholeU15
54,2015,Alain Biem,,,Deepak S. Turaga,,,AAAI,Towards Cognitive Automation of Data Science.,13,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9721,https://dblp.org/rec/conf/aaai/BiemBFKMNPRRSST15
55,2015,Jeffrey Bigham,,,Jeffrey Bigham,,,AAAI,What's Hot in Crowdsourcing and Human Computation.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/10024,https://dblp.org/rec/conf/aaai/Bigham15
56,2015,Sebastian Binnewies,,,Kewen Wang,,,AAAI,Partial Meet Revision and Contraction in Logic Programs.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9756,https://dblp.org/rec/conf/aaai/BinnewiesZW15
57,2015,Filippo Bistaffa,,,Sarvapali D. Ramchurn,,,AAAI,Sharing Rides with Friends - A Coalition Formation Algorithm for Ridesharing.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9622,https://dblp.org/rec/conf/aaai/BistaffaFR15
58,2015,Zsolt Bitvai,,,Trevor Cohn,,,AAAI,Predicting Peer-to-Peer Loan Rates Using Bayesian Non-Linear Regression.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9814,https://dblp.org/rec/conf/aaai/BitvaiC15
59,2015,Joseph A. Blass,,,Kenneth D. Forbus,,,AAAI,Moral Decision-Making by Analogy - Generalizations versus Exemplars.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9765,https://dblp.org/rec/conf/aaai/BlassF15
60,2015,Jeremiah Blocki,,,Arunesh Sinha,,,AAAI,Audit Games with Multiple Defender Resources.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9783,https://dblp.org/rec/conf/aaai/BlockiCDPS15
61,2015,Avrim Blum,,,Jamie Morgenstern,,,AAAI,Learning Valuation Distributions from Partial Observation.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9550,https://dblp.org/rec/conf/aaai/BlumMM15
62,2015,Alexander Bochman,,,Vladimir Lifschitz,,,AAAI,Pearl's Causality in a Logical Setting.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9686,https://dblp.org/rec/conf/aaai/BochmanL15
63,2015,Danushka Bollegala,,,Ken-ichi Kawarabayashi,,,AAAI,Learning Word Representations from Relational Graphs.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9717,https://dblp.org/rec/conf/aaai/BollegalaMYK15
64,2015,Branislav Bosanský,,,Jiri Cermak,,,AAAI,Sequence-Form Algorithm for Computing Stackelberg Equilibria in Extensive-Form Games.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9610,https://dblp.org/rec/conf/aaai/BosanskyC15
65,2015,Branislav Bosanský,,,Christopher Kiekintveld,,,AAAI,Combining Compact Representation and Incremental Generation in Large Games with Sequential Strategies.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9824,https://dblp.org/rec/conf/aaai/BosanskyJTK15
66,2015,Adi Botea,,,Pavel Surynek,,,AAAI,Multi-Agent Path Finding on Strongly Biconnected Digraphs.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9653,https://dblp.org/rec/conf/aaai/BoteaS15
67,2015,Adi Botea,,,Daniel Harabor,,,AAAI,Complexity Results for Compressing Optimal Paths.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9666,https://dblp.org/rec/conf/aaai/BoteaSH15
68,2015,Adrian Boteanu,,,Sonia Chernova,,,AAAI,Solving and Explaining Analogy Questions Using Semantic Networks.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9544,https://dblp.org/rec/conf/aaai/BoteanuC15
69,2015,Haitham Bou-Ammar,,,Matthew E. Taylor,,,AAAI,Unsupervised Cross-Domain Transfer in Policy Gradient Reinforcement Learning via Manifold Alignment.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9916,https://dblp.org/rec/conf/aaai/Bou-AmmarERT15
70,2015,Thomas Boucher,,,Melinda Darby Dyar,,,AAAI,Aligning Mixed Manifolds.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9972,https://dblp.org/rec/conf/aaai/BoucherCMD15
71,2015,Abdeslam Boularias,,,Anthony Stentz,,,AAAI,Learning to Manipulate Unknown Objects in Clutter by Reinforcement.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9360,https://dblp.org/rec/conf/aaai/BoulariasBS15
72,2015,Marco Bozzano,,,Andrea Micheli,,,AAAI,SMT-Based Validation of Timed Failure Propagation Graphs.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9691,https://dblp.org/rec/conf/aaai/BozzanoCGM15
73,2015,John L. Bresina,,,John L. Bresina,,,AAAI,Activity Planning for a Lunar Orbital Mission.,1,http://www.aaai.org/ocs/index.php/IAAI/IAAI15/paper/view/9315,https://dblp.org/rec/conf/aaai/Bresina15
74,2015,Gerhard Brewka,,,Torsten Schaub,,,AAAI,asprin - Customizing Answer Set Preferences without a Headache.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9535,https://dblp.org/rec/conf/aaai/BrewkaD0S15
75,2015,Markus Brill,,,Vincent Conitzer,,,AAAI,Strategic Voting and Strategic Candidacy.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9968,https://dblp.org/rec/conf/aaai/BrillC15
76,2015,Guy Van den Broeck,,,Adnan Darwiche,,,AAAI,On the Role of Canonicity in Knowledge Compilation.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9961,https://dblp.org/rec/conf/aaai/BroeckD15
77,2015,Guy Van den Broeck,,,Mathias Niepert,,,AAAI,Lifted Probabilistic Inference for Asymmetric Graphical Models.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/10044,https://dblp.org/rec/conf/aaai/BroeckN15
78,2015,Jeb Brooks,,,James C. Boerkoel,,,AAAI,Robustness in Probabilistic Temporal Planning.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9932,https://dblp.org/rec/conf/aaai/BrooksRGB15
79,2015,Noam Brown,,,Tuomas Sandholm,,,AAAI,Tartanian7 - A Champion Two-Player No-Limit Texas Hold'em Poker-Playing Program.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9962,https://dblp.org/rec/conf/aaai/BrownGS15
80,2015,Sarah Marie Brown,,,Jennifer G. Dy,,,AAAI,A Sparse Combined Regression-Classification Formulation for Learning a Physiological Alternative to Clinical Post-Traumatic Stress Disorder Scores.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9695,https://dblp.org/rec/conf/aaai/BrownWMD15
81,2015,Daniel Bryce,,,Robert P. Goldman,,,AAAI,SMT-Based Nonlinear PDDL+ Planning.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9457,https://dblp.org/rec/conf/aaai/BryceGMG15
82,2015,David Buchman,,,David Poole 0001,,,AAAI,Representing Aggregators in Relational Probabilistic Models.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/10032,https://dblp.org/rec/conf/aaai/BuchmanP15
83,2015,Benedikt Bünz,,,Benjamin Lubin,,,AAAI,A Faster Core Constraint Generation Algorithm for Combinatorial Auctions.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/10033,https://dblp.org/rec/conf/aaai/BunzSL15
84,2015,Shaowei Cai,,,Kaile Su,,,AAAI,Two Weighting Local Search for Minimum Vertex Cover.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9311,https://dblp.org/rec/conf/aaai/CaiLS15
85,2015,Diego Calvanese,,,Marco Montali,,,AAAI,Verification of Relational Multiagent Systems with Data Types.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9815,https://dblp.org/rec/conf/aaai/CalvaneseDM15
86,2015,Erik Cambria,,,Soujanya Poria,,,AAAI,AffectiveSpace 2 - Enabling Affective Intuition for Concept-Level Sentiment Analysis.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9911,https://dblp.org/rec/conf/aaai/CambriaFBP15
87,2015,Wei Cao,,,Longbing Cao,,,AAAI,Deep Modeling Complex Couplings within Financial Markets.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9412,https://dblp.org/rec/conf/aaai/CaoHC15
88,2015,Ziqiang Cao,,,Heng Ji,,,AAAI,A Novel Neural Topic Model and Its Supervised Extension.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9303,https://dblp.org/rec/conf/aaai/CaoLLLJ15
89,2015,Ziqiang Cao,,,Ming Zhou 0001,,,AAAI,Ranking with Recursive Neural Networks and Its Application to Multi-Document Summarization.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9414,https://dblp.org/rec/conf/aaai/CaoWDLZ15
90,2015,Petr Cermák,,,Aniello Murano,,,AAAI,Verifying and Synthesising Multi-Agent Systems against One-Goal Strategy Logic Specifications.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9959,https://dblp.org/rec/conf/aaai/CermakLM15
91,2015,Federico Cerutti,,,Grigoris Antoniou,,,AAAI,Exploiting Parallelism for Hard Problems in Abstract Argumentation.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9451,https://dblp.org/rec/conf/aaai/CeruttiTVBGA15
92,2015,Mithun Chakraborty,,,Justin Peabody,,,AAAI,Price Evolution in a Continuous Double Auction Prediction Market With a Scoring-Rule Based Market Maker.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9735,https://dblp.org/rec/conf/aaai/ChakrabortyDP15
93,2015,Hau Chan,,,Luis E. Ortiz,,,AAAI,Computing Nash Equilibrium in Interdependent Defense Games.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9581,https://dblp.org/rec/conf/aaai/ChanO15
94,2015,Praphul Chandra,,,Prasenjit Dey,,,AAAI,"Novel Mechanisms for Online Crowdsourcing with Unreliable, Strategic Agents.",4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9777,https://dblp.org/rec/conf/aaai/ChandraNMD15
95,2015,Xiaojun Chang,,,Xiaofang Zhou 0001,,,AAAI,A Convex Formulation for Spectral Shrunk Clustering.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9736,https://dblp.org/rec/conf/aaai/ChangNMYZ15
96,2015,Kai-Wei Chang,,,Dan Roth,,,AAAI,Structural Learning with Amortized Inference.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/10002,https://dblp.org/rec/conf/aaai/ChangUKR15
97,2015,Devendra Singh Chaplot,,,Ashwin Paranjape,,,AAAI,Unsupervised Word Sense Disambiguation Using Markov Random Field and Dependency Parser.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9684,https://dblp.org/rec/conf/aaai/ChaplotBP15
98,2015,Krishnendu Chatterjee,,,Ayush Kanodia,,,AAAI,Optimal Cost Almost-Sure Reachability in POMDPs.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9443,https://dblp.org/rec/conf/aaai/ChatterjeeCGK15
99,2015,Vinay K. Chaudhri,,,Vinay K. Chaudhri,,,AAAI,"Achieving Intelligence Using Prototypes, Composition, and Analogy.",1,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9772,https://dblp.org/rec/conf/aaai/Chaudhri15
100,2015,Wei-Te Chen,,,Martha Palmer,,,AAAI,English Light Verb Construction Identification Using Lexical Knowledge.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9925,https://dblp.org/rec/conf/aaai/ChenBP15
101,2015,Suming Jeremiah Chen,,,Adnan Darwiche,,,AAAI,Value of Information Based on Decision Robustness.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9493,https://dblp.org/rec/conf/aaai/ChenCD15
102,2015,Zheng Chen,,,Weixiong Zhang,,,AAAI,Marginalized Denoising for Link Prediction and Multi-Label Learning.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9688,https://dblp.org/rec/conf/aaai/ChenCWZ15
103,2015,Jiehua Chen 0001,,,Nimrod Talmon,,,AAAI,Elections with Few Voters - Candidate Control Can Be Easy.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9651,https://dblp.org/rec/conf/aaai/ChenFNT15
104,2015,Yuxin Chen 0001,,,Andreas Krause 0001,,,AAAI,Submodular Surrogates for Value of Information.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9841,https://dblp.org/rec/conf/aaai/ChenJKBSK15
105,2015,Yan-Ying Chen,,,Winston H. Hsu,,,AAAI,Visually Interpreting Names as Demographic Attributes by Exploiting Click-Through Data.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9633,https://dblp.org/rec/conf/aaai/ChenKWH15
106,2015,Chen Chen 0004,,,Vincent Ng,,,AAAI,Chinese Common Noun Phrase Resolution - An Unsupervised Probabilistic Model Rivaling Supervised Resolvers.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/10036,https://dblp.org/rec/conf/aaai/ChenN15
107,2015,Yiling Chen,,,Bo Waggoner,,,AAAI,Fair Information Sharing for Treasure Hunting.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9775,https://dblp.org/rec/conf/aaai/ChenNW15
108,2015,Li Chen,,,Matthew Patton,,,AAAI,Stochastic Blockmodeling for Online Advertising.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9407,https://dblp.org/rec/conf/aaai/ChenP15
109,2015,Tao Chen 0008,,,Dongyuan Lu,,,AAAI,VELDA - Relating an Image Tweet's Text and Images.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9445,https://dblp.org/rec/conf/aaai/ChenSHKL15
110,2015,Jun Chen,,,Yiyuan Bai,,,AAAI,CrowdMR - Integrating Crowdsourcing with MapReduce for AI-Hard Problems.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9383,https://dblp.org/rec/conf/aaai/ChenWB15
111,2015,Jun Chen 0004,,,Jianmin Wang 0001,,,AAAI,A Personalized Interest-Forgetting Markov Model for Recommendations.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9387,https://dblp.org/rec/conf/aaai/ChenWW15
112,2015,Jun Chen 0004,,,Jianmin Wang 0001,,,AAAI,"Will You ""Reconsume"" the Near Past? Fast Prediction on Short-Term Reconsumption Behaviors.",3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9491,https://dblp.org/rec/conf/aaai/ChenWW15a
113,2015,Xingyuan Chen,,,John A. Carroll,,,AAAI,Dataless Text Classification with Descriptive LDA.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9524,https://dblp.org/rec/conf/aaai/ChenXJC15
114,2015,Xuefeng Chen 0001,,,Yuanshun Dai,,,AAAI,On Information Coverage for Location Category Based Point-of-Interest Recommendation.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9703,https://dblp.org/rec/conf/aaai/ChenZCQXD15
115,2015,Belkacem Chikhaoui,,,Shengrui Wang,,,AAAI,A New Granger Causal Model for Influence Evolution in Dynamic Social Networks - The Case of DBLP.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9381,https://dblp.org/rec/conf/aaai/ChikhaouiCW15
116,2015,Mahsa Chitsaz,,,Kewen Wang,,,AAAI,Query Abduction for ELH Ontologies.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9482,https://dblp.org/rec/conf/aaai/ChitsazWW15
117,2015,Jaesik Choi,,,Albert J. Valocchi,,,AAAI,Learning Relational Kalman Filtering.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9928,https://dblp.org/rec/conf/aaai/ChoiAXV15
118,2015,Amit K. Chopra,,,Munindar P. Singh,,,AAAI,Cupid - Commitments in Relational Algebra.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9938,https://dblp.org/rec/conf/aaai/ChopraS15
119,2015,Alessandro Cimatti,,,Marco Roveri,,,AAAI,Strong Temporal Planning with Uncontrollable Durations - A State-Space Approach.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9728,https://dblp.org/rec/conf/aaai/CimattiMR15
120,2015,Peter Clark,,,Peter Clark,,,AAAI,Elementary School Science and Math Tests as a Driver for AI - Take the Aristo Challenge!,1,http://www.aaai.org/ocs/index.php/IAAI/IAAI15/paper/view/10003,https://dblp.org/rec/conf/aaai/Clark15
121,2015,David A. Cohen,,,Stanislav Zivný,,,AAAI,Binarisation via Dualisation for Valued Constraints.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9328,https://dblp.org/rec/conf/aaai/CohenCJZ15
122,2015,Sara Cohen,,,Aviv Zohar,,,AAAI,An Axiomatic Approach to Link Prediction.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9664,https://dblp.org/rec/conf/aaai/CohenZ15
123,2015,Cristina Conati,,,Sébastien Lallé,,,AAAI,Towards User-Adaptive Information Visualization.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9933,https://dblp.org/rec/conf/aaai/ConatiCTL15
124,2015,Brooke Cowan,,,Daodao Zhang,,,AAAI,Named Entity Recognition in Travel-Related Search Queries.,6,http://www.aaai.org/ocs/index.php/IAAI/IAAI15/paper/view/9704,https://dblp.org/rec/conf/aaai/CowanZLBUZ15
125,2015,Fábio Gagliardi Cozman,,,Denis Deratani Mauá,,,AAAI,"Bayesian Networks Specified Using Propositional and Relational Constructs - Combined, Data, and Domain Complexity.",2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9312,https://dblp.org/rec/conf/aaai/CozmanM15
126,2015,Hao Cui,,,Prasad Tadepalli,,,AAAI,Factored MCTS for Large Scale Stochastic Planning.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9846,https://dblp.org/rec/conf/aaai/CuiKFT15
127,2015,Peng Cui 0001,,,Peng He,,,AAAI,Perceiving Group Themes from Collective Social and Behavioral Information.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9483,https://dblp.org/rec/conf/aaai/CuiZWH15
128,2015,Aron Culotta,,,Jennifer Cutler,,,AAAI,Predicting the Demographics of Twitter Users from Website Traffic Data.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9945,https://dblp.org/rec/conf/aaai/CulottaKC15
129,2015,Jennifer D'Souza,,,Jennifer D'Souza,,,AAAI,A Multi-Pass Sieve for Name Normalization.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9706,https://dblp.org/rec/conf/aaai/DSouza15
130,2015,Jennifer D'Souza,,,Jennifer D'Souza,,,AAAI,A Sequence Labeling Approach to Deriving Word Variants.,1,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9955,https://dblp.org/rec/conf/aaai/DSouza15a
131,2015,Wei Dai 0003,,,Eric P. Xing,,,AAAI,High-Performance Distributed ML at Scale through Parameter Server Consistency Models.,6,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9786,https://dblp.org/rec/conf/aaai/DaiKWHGX15
132,2015,Xin-Yu Dai,,,Zhi-Hua Zhou,,,AAAI,Structured Sparsity with Group-Graph Regularization.,5,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9395,https://dblp.org/rec/conf/aaai/DaiZHCZ15
133,2015,Grant DeLozier,,,Loretta London,,,AAAI,Gazetteer-Independent Toponym Resolution Using Geographic Word Profiles.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9823,https://dblp.org/rec/conf/aaai/DeLozierBL15
134,2015,James P. Delgrande,,,Kewen Wang,,,AAAI,A Syntax-Independent Approach to Forgetting in Disjunctive Logic Programs.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9555,https://dblp.org/rec/conf/aaai/DelgrandeW15
135,2015,Murthy V. Devarakonda,,,Ching-Huei Tsou,,,AAAI,Automated Problem List Generation from Electronic Medical Records in IBM Watson.,2,http://www.aaai.org/ocs/index.php/IAAI/IAAI15/paper/view/9516,https://dblp.org/rec/conf/aaai/DevarakondaT15
136,2015,Charanpal Dhanjal,,,Stéphan Clémençon,,,AAAI,Collaborative Filtering with Localised Ranking.,3,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9598,https://dblp.org/rec/conf/aaai/DhanjalGC15
137,2015,Amit Dhurandhar,,,Markus Ettl,,,AAAI,Robust System for Identifying Procurement Fraud.,5,http://www.aaai.org/ocs/index.php/IAAI/IAAI15/paper/view/9271,https://dblp.org/rec/conf/aaai/DhurandharRGME15
138,2015,John P. Dickerson,,,Tuomas Sandholm,,,AAAI,FutureMatch - Combining Human Value Judgments and Machine Learning to Match in Dynamic Environments.,2,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9497,https://dblp.org/rec/conf/aaai/DickersonS15
139,2015,Jiwei Ding,,,Yuzhong Qu,,,AAAI,An EBMC-Based Approach to Selecting Types for Entity Filtering.,4,http://www.aaai.org/ocs/index.php/AAAI/AAAI15/paper/view/9808,https://dblp.org/rec/conf/aaai/DingDHQ15
