,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,title
392,Adam Roberts,Male,Google Brain,Douglas Eck,Male,Google Brain,A Hierarchical Latent Vector Model for Learning Long-Term Structure in Music
393,SHIYU LIANG,Male,UIUC,R Srikant,Male,UIUC,Understanding the Loss Surface of Neural Networks for Binary Classification
394,Minmin Chen,Male,Google research,Samuel Schoenholz,Male,Google Brain,Dynamical Isometry and a Mean Field Theory of RNNs: Gating Enables Signal Propagation in Recurrent Neural Networks
395,Renjie Liao,Male,University of Toronto,Richard Zemel,Male,Vector Institute,Reviving and Improving Recurrent Back-Propagation
396,Hiroyuki Kasai,Male,The University of Electro-Communications,Bamdev Mishra,Male,Microsoft,Riemannian Stochastic Recursive Gradient Algorithm with Retraction and Vector Transport and Its Convergence Analysis
397,Samet Oymak,Male,"University of California, Riverside",Samet Oymak,Male,"University of California, Riverside",Learning Compact Neural Networks with Regularization
398,Rachit Dubey,Male,"University of California, Berkeley",Alexei Efros,Male,UC Berkeley,Investigating Human Priors for Playing Video Games
399,Philip Thomas,Male,University of Massachusetts Amherst,Emma Brunskill,Female,Stanford University,Decoupling Gradient-Like Learning Rules from Representations
400,Russell Tsuchida,Male,The University of Queensland,Marcus Gallagher,Male,University of Queensland,Invariance of Weight Distributions in Rectified MLPs
401,Sanjeev Arora,Male, Princeton University and Institute for Advanced Study,Yi Zhang,Male,Princeton University,Stronger Generalization Bounds for Deep Nets via a Compression Approach
402,Zengfeng Huang,Male,Fudan University,Zengfeng Huang,Male,Fudan University,Near Optimal Frequent Directions for Sketching Dense and Sparse Matrices
403,Ian Yen,Male,Carnegie Mellon University,Pradeep Ravikumar,Male,Carnegie Mellon University,Loss Decomposition for Fast Learning in Large Output Spaces
404,Michael Natole Jr,Male,University at Albany,Siwei Lyu,Male,"University at Albany, State University of New York",Stochastic Proximal Algorithms for AUC Maximization
405,Arpit Agarwal,Male,University of Pennsylvania,Shivani Agarwal,Male,University of Pennsylvania,Accelerated Spectral Ranking
406,Stefan Depeweg,Male,TU Munich,Steffen Udluft,Male,Siemens AG,Decomposition of Uncertainty in Bayesian Deep Learning for Efficient and Risk-sensitive Learning
407,Emti Khan,Male,RIKEN,Akash Srivastava,Male,"MIT, IBM",Fast and Scalable Bayesian Deep Learning by Weight-Perturbation in Adam
408,Surbhi Goel,Male,University of Texas at Austin,Raghu Meka,Male,UCLA,Learning One Convolutional Layer with Overlapping Patches
409,Randall Balestriero,Male,Rice University,Richard Baraniuk,Male,OpenStax / Rice University,A Spline Theory of Deep Learning
410,Soumya Ghosh,Male,IBM Research,Finale Doshi-Velez,Female,Harvard University,Structured Variational Learning of Bayesian Neural Networks with Horseshoe Priors
411,Jiri Hron,Male,University of Cambridge,Zoubin Ghahramani,Male,University of Cambridge & Uber,Variational Bayesian dropout: pitfalls and fixes
412,Jiezhang Cao,,South China University of Technology,Mingkui Tan,Male,South China University of Technology,Adversarial Learning with Local Coordinate Coding
413,Panos Achlioptas,Male,Stanford,Leonidas Guibas,Male,Stanford University,Learning Representations and Generative Models for 3D Point Clouds
414,Mattias Teye,Male,KTH / EA SEED,Kevin Smith,Male,KTH Royal Institute of Technology,Bayesian Uncertainty Estimation for Batch Normalized Deep Networks
415,Guodong Zhang,Male,University of Toronto,Roger Grosse,Male,University of Toronto and Vector Institute,Noisy Natural Gradient as Variational Inference
416,Maximilian Igl,Male,University of Oxford,Shimon Whiteson,Male,University of Oxford,Deep Variational Reinforcement Learning for POMDPs
417,Ahmed Hefny,Male,Carnegie Mellon University,Geoff Gordon,Male,Carnegie Mellon University,Recurrent Predictive State Policy Networks
418,David Balduzzi,Male,DeepMind,Thore Graepel,Male,DeepMind,The Mechanics of n-Player Differentiable Games
419,Duhyeon Bang,Male,Yonsei univ.,Hyunjung Shim,Female,Yonsei University,Improved Training of Generative Adversarial Networks Using Representative Features
420,Jonatas Wehrmann,Male,Pontifícia Universidade Catolica do Rio Grande do Sul - PUCRS,Rodrigo Barros,Male,PUCRS,Hierarchical Multi-Label Classification Networks
421,Suraj Srinivas,Male,Idiap,Francois Fleuret,Male,Idiap research institute,Knowledge Transfer with Jacobian Matching
422,Weiyang Liu,Male,Georgia Tech,Le Song,Male,Georgia Institute of Technology,Towards Black-box Iterative Machine Teaching
423,Borja de Balle Pigem,Male,Amazon Research,Yu-Xiang Wang,Male,UC Santa Barbara,Improving the Gaussian Mechanism for Differential Privacy: Analytical Calibration and Optimal Denoising
424,Andrea Tirinzoni,Male,Politecnico di Milano,Marcello Restelli,Male,Politecnico di Milano,Importance Weighted Transfer of Samples in Reinforcement Learning
425,Yonathan Efroni,Male,Technion,Shie Mannor,Male,Technion,Beyond the One-Step Greedy Approach in Reinforcement Learning
426,Mark McLeod,Male,University of Oxford,Michael A Osborne,Male,U Oxford,"Optimization, fast and slow: optimally switching between local and Bayesian optimization"
427,Wenlong Lyu,Male,Fudan University,Xuan Zeng,Female,Fudan University,Batch Bayesian Optimization via Multi-objective Acquisition Ensemble for Automated Analog Circuit Design
428,Qiang Sun,Male,University of Toronto,Tong Zhang,Male,Tecent AI Lab,Graphical Nonconvex Optimization via an Adaptive Convex Relaxation
429,Junjie Ma,Male,Columbia University,Arian Maleki,Male,Columbia,Approximate message passing for amplitude based optimization
430,Lydia T. Liu,Female,University of California Berkeley,University of California Moritz Hardt,Male,"University of California, Berkeley",Delayed Impact of Fair Machine Learning
431,Mehdi S. M. Sajjadi,Male,Max Planck Institute for Intelligent Systems,Bernhard Schölkopf,Male,"MPI for Intelligent Systems Tübingen, Germany",Tempered Adversarial Networks
432,Robin Ru,Male,University of Oxford,Diego Granziol,Male,Oxford,Fast Information-theoretic Bayesian Optimisation
433,Jonathan Scarlett,Male,National University of Singapore,Jonathan Scarlett,Male,National University of Singapore,Tight Regret Bounds for Bayesian Optimization in One Dimension
434,Niki Parmar,Female,Google,Dustin Tran,Male,Google,Image Transformer
435,Lorenz Müller,Male,ETH Zurich and University of Zurich,Giacomo Indiveri,Male,University of Zurich,Kernelized Synaptic Weight Matrices
436,Celestine Mendler-Dünner,Female,IBM Research,Martin Jaggi,Male,EPFL,A Distributed Second-Order Algorithm You Can Trust
437,Michael Cohen,Male,,Orecchia Lorenzo,Male,Boston,On Acceleration with Noise-Corrupted Gradients
438,Netanel Raviv,Male,California Institute of Technology,Itzhak Tamo,Male,Tel-Aviv University,Gradient Coding from Cyclic MDS Codes and Expander Graphs
439,Haihao Lu,Male,MIT,Vahab Mirrokni,Male,Google Research,Accelerating Greedy Coordinate Descent Methods
440,Boris Sharchilev,Male,Yandex,Maarten de Rijke,Male,University of Amsterdam,Finding Influential Training Samples for Gradient Boosted Decision Trees
441,Ehsan Imani,Male,University of Alberta,Martha White,Female,University of Alberta,Improving Regression Performance with Distributional Losses
442,Tabish Rashid,Male,University of Oxford,Shimon Whiteson,Male,University of Oxford,QMIX: Monotonic Value Function Factorisation for Deep Multi-Agent Reinforcement Learning
443,Jilles Dibangoye,Male,INRIA,Olivier Buffet,Male,INRIA,Learning to Act in Decentralized Partially Observable MDPs
444,Clarice Poon,Female,University of Cambridge,Carola-Bibiane Schönlieb,Female,University of Cambridge,Local Convergence Properties of SAGA/Prox-SVRG and Acceleration
445,Wilson Ye Chen,Male,University of Technology Sydney,Chris J Oates,Male,Newcastle University,Stein Points
446,Ti John,Male,PROWLER.io,James Hensman,Male,PROWLER.io,Large-Scale Cox Process Inference using Variational Fourier Features
447,Zaiyi Chen,Male,University of Science and Technology of China,Tianbao Yang,Male,The University of Iowa,SADAGRAD: Strongly Adaptive Stochastic Gradient Methods
448,Mingyi Hong,Male,University of Minnesota,Jason Lee,Male,University of Southern California,Gradient Primal-Dual Algorithm Converges to Second-Order Stationary Solution for  Nonconvex Distributed Optimization Over Networks
449,Raghu Bollapragada,Male,Northwestern University,Ping Tak Tang,Male,Intel Corporation,A Progressive Batching L-BFGS Method for Machine Learning
450,Xiaojie Jin,Male,National University of Singapore,Shuicheng Yan,Male,Qihoo/360,WSNet: Compact and Efficient Networks Through Weight Sampling
451,Gintare Karolina Dziugaite,Male,University of Cambridge,Daniel Roy,Male,Univ of Toronto | Toronto,Entropy-SGD optimizes the prior of a PAC-Bayes bound: Generalization properties of Entropy-SGD and data-dependent priors
452,Tim Pearce,Male,University of Cambridge / The Alan Turing Institute,Andy Neely,Male,,"High-Quality Prediction Intervals for Deep Learning: A Distribution-Free, Ensembled Approach"
453,Thodoris Lykouris,Male,Cornell University,Sergei Vassilvitskii,Male,Google,Competitive Caching with Machine Learned Advice
454,Matthew Streeter,Male,Google,Matthew Streeter,Male,Google,Approximation Algorithms for Cascading Prediction Models
455,Ilias Zadik,Male,MIT,Vasilis Syrgkanis,Male,Microsoft Research,Orthogonal Machine Learning: Power and Limitations
456,Akihiro Yabe,Male,NEC Corporation,Ken-ichi Kawarabayashi,Male,National Institute of Informatics,Causal Bandits with Propagating Inference
457,Wojciech Czarnecki,Male,DeepMind,Razvan Pascanu,Male,DeepMind,Mix & Match - Agent Curricula for Reinforcement Learning
458,Brendan O'Donoghue,Male,DeepMind,Vlad Mnih,Male,Google Deepmind,The Uncertainty Bellman Equation and Exploration
459,Hoang Le,Male,Caltech,Hal Daume,Male,Microsoft Research,Hierarchical Imitation and Reinforcement Learning
460,Bingyi Kang,Male,National University of Singapore,Jiashi Feng,Male,National University of Singapore,Policy Optimization with Demonstrations
461,Arman Sharifi Kolarijani,Male,Delft University of Technology,Tamas Keviczky,Male,Delft University of Technology,Fast Gradient-Based Methods with Exponential Rate: A Hybrid Control Framework
462,Qihang Lin,Male,Univ Iowa,Tianbao Yang,Male,The University of Iowa,Level-Set Methods for Finite-Sum Constrained Convex Optimization
463,Weili Nie,Male,Rice University,Ankit Patel,Male,"Rice University, Baylor College of Medicine",A Theoretical Explanation for Perplexing Behaviors of Backpropagation-based Visualizations
464,Ondrej Bajgar,Male,IBM Watson,Jan Kleindienst,Male,IBM Watson,A Boo(n) for Evaluating Architecture Performance
465,Eric Liang,Male,"University of California, Berkeley",Ion Stoica,Male,UC Berkeley,RLlib: Abstractions for Distributed Reinforcement Learning
466,Maryam Fazel,Female,University of Washington,Mehran Mesbahi,Male,,Global Convergence of Policy Gradient Methods for the Linear Quadratic Regulator
467,Hao Lu,Male,Princeton University,Zhaoran Wang,Male,Northwestern U,The Edge Density Barrier: Computational-Statistical Tradeoffs in Combinatorial Inference
468,Steven Holtzen,Male,"University of California, Los Angeles",Todd Millstein,Male,"University of California, Los Angeles",Sound Abstraction and Decomposition of Probabilistic Programs
469,Aäron van den Oord,Male,Google Deepmind,Demis Hassabis,Male,Deepmind,Parallel WaveNet: Fast High-Fidelity Speech Synthesis
470,Manik Dhar,Male,Stanford University,Stefano Ermon,Male,Stanford University,Modeling Sparse Deviations for Compressed Sensing using Generative Models
471,Andrey Zhitnikov,Male,Technion,Tomer Michaeli,Male,Technion,Revealing Common Statistical Behaviors in Heterogeneous Populations
472,Omid Keivani,Male,Wichita State University,Kaushik Sinha,Male,Wichita State University,Improved nearest neighbor search using auxiliary information and priority functions
473,Aviral Kumar,Male,IIT Bombay,Ujjwal Jain,Male,IIT Bombay,Trainable Calibration Measures for Neural Networks from Kernel Mean Embeddings
474,Giacomo Boracchi,Male,Politecnico di Milano,Danilo Macciò,Male,,QuantTree: Histograms for Change Detection in Multivariate Data Streams
475,Agniva Chowdhury,Male,Purdue University,Petros Drineas,Male,Purdue University,"An Iterative, Sketching-based Framework for Ridge Regression"
476,Bing Su,Male,"Institute of Software, Chinese Academy of Sciences",Ying Wu,Male,Northwestern University,Learning Low-Dimensional Temporal Representations
477,Tsendsuren Munkhdalai,Male,Microsoft Research,Adam Trischler,Male,Microsoft Research,Rapid Adaptation with Conditionally Shifted Neurons
478,Zichao Long,Male,Peking University,Bin Dong,Male,Peking University,PDE-Net: Learning PDEs from Data
479,Manolis Tsakiris,Male,Johns Hopkins University,Rene Vidal,Male,Johns Hopkins University,Theoretical Analysis of Sparse Subspace Clustering with Missing Entries
480,Steve Huntsman,Male,BAE Systems FAST Labs,Steve Huntsman,Male,BAE Systems FAST Labs,Topological mixture estimation
481,Francesco Locatello,Male,MPI - ETH,Martin Jaggi,Male,EPFL,On Matching Pursuit and Coordinate Descent
482,Thomas Kerdreux,Male,INRIA,Alex d'Aspremont,Male,"CNRS, Ecole Normale Superieure",Frank-Wolfe with Subsampling Oracle
483,Yangchen Pan,Male,University of Alberta,Daniel Nikovski,Male,Mitsubishi Electric Research Labs,Reinforcement Learning with Function-Valued Action Spaces for Partial Differential Equation Control
484,Matthew Fellows,Male,University of Oxford,Shimon Whiteson,Male,University of Oxford,Fourier Policy Gradients
485,Fabian Pedregosa,Male,UC Berkeley,Gauthier Gidel,Male,MILA,Adaptive Three Operator Splitting
486,Alp Yurtsever,Male,EPFL,Volkan Cevher,Male,EPFL,A Conditional Gradient Framework for Composite Convex Minimization with Applications to Semidefinite Programming
487,Shaoan Xie,Male,Sun Yat-sen University,Chuan Chen,Male,Sun Yat-sen University,Learning Semantic Representations for Unsupervised Domain Adaptation
488,David Madras,Male,University of Toronto,Richard Zemel,Male,Vector Institute,Learning Adversarially Fair and Transferable Representations
489,Itay Safran,Male,Weizmann Institute of Science,Ohad Shamir,Male,Weizmann Institute of Science,Spurious Local Minima are Common in Two-Layer ReLU Neural Networks
490,Yeonwoo Jeong,Male,Seoul National University,Hyun Oh Song,Male,Seoul National University,Efficient end-to-end learning for quantizable representations
491,Charu Sharma,Male,Indian Institute of Technology Hyderabad,Manu Kaul,Male,IIT Hyderabad,Solving Partial Assignment Problems using Random Clique Complexes
492,Siyuan Qi,Male,UCLA,Song-Chun Zhu,Male,UCLA,Generalized Earley Parser: Bridging Symbolic Grammars and Sequence Data for Future Prediction
493,Koulik Khamaru,Male,University Of California Berkeley,Martin Wainwright,Male,University of California at Berkeley,Convergence guarantees for a class of non-convex and   non-smooth optimization problems
494,XUDONG LI,Male,Princeton Univerisity,Anru Zhang,Male,University of Wisconsin-Madison,Estimation of Markov Chain via Rank-constrained Likelihood
495,Dmitrii Ostrovskii,Male,INRIA,Zaid Harchaoui,Male,University of Washington,Efficient First-Order Algorithms for Adaptive Signal Denoising
496,Pan Xu,Male,"University of California, Los Angeles",Quanquan Gu,Male,UCLA,Continuous and Discrete-time Accelerated Stochastic Mirror Descent for Strongly Convex Functions
497,Adji Bousso Dieng,Male,Columbia University,David Blei,Male,Columbia University,Noisin: Unbiased Regularization for Recurrent Neural Networks
498,Zhengping Che,Male,University of Southern California,Yan Liu,Male,University of Southern California,Hierarchical Deep Generative Models for Multi-Rate Multivariate Time Series
499,Yingzhen Li,Female,Microsoft Research Cambridge,Stephan Mandt,Male,UC Irvine,Disentangled Sequential Autoencoder
500,Emily Denton,Female,New York University,Rob Fergus,Male,Facebook / NYU,Stochastic Video Generation with a Learned Prior
501,Mohamed Ishmael Belghazi,Male,MILA,Aaron Courville,Male,University of Montreal,Mutual Information Neural Estimation
502,Jake Zhao,Male,NYU / Facebook AI Research,Yann LeCun,Male,New York University,Adversarially Regularized Autoencoders
503,RUIYI (ROY) ZHANG,Male,Duke University,Lawrence Carin,Male,Duke,Policy Optimization as Wasserstein Gradient Flows
504,Junhyuk Oh,Male,University of Michigan,Honglak Lee,Male,Google / U. Michigan,Self-Imitation Learning
505,Andreas Loukas,Male,EPFL,Pierre Vandergheynst,Male,École polytechnique fédérale de Lausanne,Spectrally Approximating Large Graphs with Smaller Graphs
506,Zhenyu Liao,Male,"L2S, CentraleSupelec",Romain Couillet,Male,CentralSupélec,On the Spectrum of Random Features Maps of High Dimensional Data
507,Hongteng Xu,Male,"InfiniaML, Inc.",Hongyuan Zha,Male,Georgia Institute of Technology,Learning Registered Point Processes from Idiosyncratic Observations
508,Aonan Zhang,Male,Columbia University,John Paisley,Male,Columbia University,Deep Bayesian Nonparametric Tracking
509,Sat Chatterjee,Male,Two Sigma Investments,Sat Chatterjee,Male,Two Sigma Investments,Learning and Memorization
510,Maximilian Ilse,Male,University of Amsterdam,Max Welling,Male,University of Amsterdam,Attention-based Deep Multiple Instance Learning
511,Han Bao,Male,The University of Tokyo / RIKEN,Masashi Sugiyama,Male,RIKEN / The University of Tokyo,Classification from Pairwise Similarity and Unlabeled Data
512,Yizhen Wang,Male,UCSD,Kamalika Chaudhuri,Female,University of California at San Diego,Analyzing the Robustness of Nearest Neighbors to Adversarial Examples
513,Poorya Mianjy,Male,Johns Hopkins University,Rene Vidal,Male,Johns Hopkins University,On the Implicit Bias of Dropout
514,Qingyun Sun,Male,Stanford University,stephen boyd,Male,stanford university,Convolutional Imputation of Matrix Networks
515,Zachary Lipton,Male,Carnegie Mellon University,Alexander Smola,Male,Amazon,Detecting and Correcting for Label Shift with Black Box Predictors
516,Pengtao Xie,Male,Carnegie Mellon University,Eric Xing,Male,Petuum Inc. and CMU,Orthogonality-Promoting Distance Metric Learning: Convex Relaxation and Theoretical Analysis
517,Siavash Haghiri,Male,University of Tübingen,Ulrike von Luxburg,Male,University of Tübingen,Comparison-Based Random Forests
518,Robin Vogel,Male,Télécom ParisTech,Stéphan Clémençon,Male,Télécom ParisTech,A Probabilistic Theory of Supervised Similarity Learning for Pointwise ROC Curve Optimization
519,Jing Wang,Female,Cornell University,Ping Li,Male,Rugters University,Provable Variable Selection for Streaming Features
520,Keith Levin,Male,University of Michigan,Carey Priebe,Male,Johns Hopkins University,Out-of-sample extension of graph adjacency spectral embedding
521,Yao Ma,Male,Boston University,Venkatesh Saligrama,Male,Boston University,Gradient Descent for Sparse Rank-One Matrix Completion for Crowd-Sourced Aggregation of Sparsely Interacting Workers
522,Xiao Zhang,Male,University of Virginia,Quanquan Gu,Male,UCLA,Fast and Sample Efficient Inductive Matrix Completion via Multi-Phase Procrustes Flow
523,Qiang Qiu,Male,Duke University,Guillermo Sapiro,Male,Duke University,DCFNet: Deep Neural Network with Decomposed Convolutional Filters
524,Quynh Nguyen,Female,Saarland University,Matthias Hein,Male,University of Tuebingen,Optimization Landscape and Expressivity of Deep CNNs
525,Trefor Evans,Male,University of Toronto,Prasanth B Nair,Male,University of Toronto,Scalable Gaussian Processes with Grid-Structured Eigenfunctions (GP-GRIEF)
526,Daniel Sheldon,Male,University of Massachusetts Amherst,Debora Sujono,Female,University of Massachusetts Amherst,Learning in Integer Latent Variable Models with Nested Automatic Differentiation
527,Judy Hoffman,Male,UC Berkeley and Georgia Tech,Prof. Darrell,Male,University of California at Berkeley,CyCADA: Cycle-Consistent Adversarial Domain Adaptation
528,Han-Jia Ye,Male,Nanjing University,Zhi-Hua Zhou,Male,Nanjing University,Rectify Heterogeneous Models with Semantic Mapping
529,Arash Vahdat,Male,"Quadrant.ai, D-Wave",Evgeny Andriyash,Male,D-Wave,DVAE++: Discrete Variational Autoencoders with Overlapping Transformations
530,Joe Marino,Male,Caltech,Stephan Mandt,Male,UC Irvine,Iterative Amortized Inference
531,Niki Kilbertus,Male,MPI Tübingen & Cambridge,Adrian Weller,Male,"University of Cambridge, Alan Turing Institute",Blind Justice: Fairness with Encrypted Sensitive Attributes
532,Songbai Yan,Male,University of California San Diego,Tara Javidi,Female,University of California San Diego,Active Learning with Logged Data
533,Alekh Agarwal,Male,Microsoft Research,Hanna Wallach,Female,Microsoft Research,A Reductions Approach to Fair Classification
534,Michael Kearns,Male,University of Pennsylvania,Steven Wu,Male,Microsoft Research,Preventing Fairness Gerrymandering: Auditing and Learning for Subgroup Fairness
535,othmane mazhar,Male,KTH Royal Institute of Technology,Mohammad Reza Hesamzadeh,Male,KTH Royal Institute of Technology,Bayesian Model Selection for Change Point Detection and Clustering
536,Pratik Kumar Jawanpuria,Male,Microsoft,Bamdev Mishra,Male,Microsoft,A Unified Framework for Structured Low-rank Matrix Learning
537,Lalit Jain,Male,University of Washington,Kevin Jamieson,Male,University of Washington,Firing Bandits: Optimizing Crowdfunding
538,Rajat Sen,Male,University of Texas at Austin,Sanjay Shakkottai,Male,University of Texas at Austin,Multi-Fidelity Black-Box Optimization with Hierarchical Partitions
539,Frederic Koriche,Male,"CRIL UMR CNRS 8188, Univ. Artois",Frederic Koriche,Male,"CRIL UMR CNRS 8188, Univ. Artois",Compiling Combinatorial Prediction Games
540,Jiaming Xu,Male,Duke University,Jiaming Xu,Male,Duke University,Rates of Convergence of Spectral Methods for Graphon Estimation
541,Karren Yang,Female,Massachusetts Institute of Technology,Caroline Uhler,Female,Massachusetts Institute of Technology,Characterizing and Learning Equivalence Classes of Causal DAGs under Interventions
542,Raj Agrawal,Male,MIT,Tamara Broderick,Female,MIT,Minimal I-MAP MCMC for Scalable Structure Discovery in Causal DAG Models
543,Michael Tschannen,Male,ETH Zurich,Animashree Anandkumar,Male,Caltech,StrassenNets: Deep Learning with a Multiplication Budget
544,Yoonho Lee,Male,Pohang University of Science and Techonology,Seungjin Choi,Male,POSTECH,Gradient-Based Meta-Learning with Learned Layerwise Metric and Subspace
545,Lei Han,Male,Tencent AI Lab,Tong Zhang,NOISEemale,Tecent AI Lab,Candidates vs. Noises Estimation for Large Multi-Class Classification Problem
546,Wissam Siblini,Male,Orange Labs,Pascale Kuntz,Male,LS2N,"CRAFTML, an Efficient Clustering-based Random Forest for Extreme Multi-label Learning"
547,Joan Serrà,Male,"Telefónica Research, Barcelona",Alexandros Karatzoglou,Male,Telefonica,Overcoming Catastrophic Forgetting with Hard Attention to the Task
548,Junru Wu,Male,Texas A&M University,Yingyan Lin,Male,Rice University,Deep k-Means: Re-Training and Parameter Sharing with Harder Cluster Assignments for Compressing Deep Convolutions
549,Nal Kalchbrenner,Male,Google Brain Amsterdam,koray kavukcuoglu,Male,DeepMind,Efficient Neural Audio Synthesis
550,Tommaso Furlanello,Male,University of Southern California,Anima Anandkumar,Male,Amazon,Born Again Neural Networks
551,Guy Blanc,Male,Stanford University,Steffen Rendle,Male,Google,Adaptive Sampled Softmax with Kernel Based Sampling
552,Yunchen Pu,Male,Duke,Lawrence Carin,DIemale,Duke,JointGAN: Multi-Domain Joint Distribution Learning with Generative Adversarial Nets
553,Georg Ostrovski,Male,DeepMind,Remi Munos,Male,DeepMind,Autoregressive Quantile Networks for Generative Modeling
554,Simon Du,Male,Carnegie Mellon University,Jason Lee,OVERemale,University of Southern California,On the Power of Over-parametrization in Neural Networks with Quadratic Activation
555,Jerry Li,Male,MIT,Ludwig Schmidt,LIMITATIONS Oemale,UC Berkeley,On the Limitations of First-Order Approximation in GAN Dynamics
556,Tianbing Xu,Male,"Baidu Research, USA",Jian Peng,TO EXPLORE emale,UIUC,Learning to Explore via Meta-Policy Gradient
557,Yaodong Yang,Male,University College London,Jun Wang,IELD MULTI-AGEemale,UCL,Mean Field Multi-Agent Reinforcement Learning
558,Alon Cohen,Male,Google Inc.,Kunal Talwar,Male,Google,Online Linear Quadratic Control
559,Corinna Cortes,Female,Google Research,Scott Yang,Male,D. E. Shaw & Co.,Online Learning with Abstention
560,Mathurin MASSIAS,Male,INRIA,Alexandre Gramfort,Male,Inria,Celer: a Fast Solver for the Lasso with Dual Extrapolation
561,Hugo Raguet,Male,LIVE (CNRS),loic landrieu,Male,IGN,Cut-Pursuit Algorithm for Regularizing Nonsmooth Functionals with Graph Total Variation
562,Amjad Almahairi,Male,Element AI,Aaron Courville,Male,University of Montreal,Augmented CycleGAN: Learning Many-to-Many Mappings from Unpaired Data
563,Thomas LUCAS,Male,Inria,Jakob Verbeek,Male,INRIA,Mixed batches and symmetric discriminators for GAN training
564,Li Shen,Male,Tencent AI Lab,Tong Zhang,Male,Tecent AI Lab,An Algorithmic Framework of Variable Metric Over-Relaxed Hybrid Proximal Extra-Gradient Method
565,Kejun Huang,Male,University of Minnesota,Nicholas Sidiropoulos,Male,University of Virginia,Learning Hidden Markov Models from Pairwise Co-occurrences with Application to Topic Modeling
566,Lingjiao Chen,Male,University of Wisconsin-Madison,Dimitris Papailiopoulos,Male,ECE at University of Wisconsin-Madison,DRACO: Byzantine-resilient Distributed Training via Redundant Gradients
567,Min Ye,Male,Princeton University,Emmanuel Abbe,Male,,Communication-Computation Efficient Gradient Coding
568,Pan Li,Male,University of Illinois Urbana-Champaign,Olgica Milenkovic,Female,University of Illinois UC,"Submodular Hypergraphs: p-Laplacians, Cheeger Inequalities and Spectral Clustering"
569,cbajaj bajaj,Male,University of Texas at Austin,Zhenxiao Liang,Male,Tsinghua University,SMAC: Simultaneous Mapping and Clustering Using Spectral Decompositions
570,Tom Rainforth,Male,University of Oxford,Frank Wood,Male,University of Oxford,On Nesting Monte Carlo Estimators
571,Jun Han,Male,Dartmouth College,Qiang Liu,Male,UT Austin,Stein Variational Gradient Descent Without Gradient
572,Dominik Janzing,Male,Amazon Research Tübingen,Bernhard Schölkopf,Male,"MPI for Intelligent Systems Tübingen, Germany",Detecting non-causal artifacts in multivariate linear regression models
573,Vincent Moens,Male,Université catholique de Louvain,Vincent Moens,Male,Université catholique de Louvain,The Hierarchical Adaptive Forgetting Variational Filter
574,Wengong Jin,Male,MIT Computer Science and Artificial Intelligence Laboratory,Tommi Jaakkola,Male,MIT,Junction Tree Variational Autoencoder for Molecular Graph Generation
575,Yoon Kim,Male,Harvard University,Alexander Rush,Male,Harvard University,Semi-Amortized Variational Autoencoders
576,Huasen Wu,Male,Twitter,Xin Liu,Male,"University of California, Davis",Adaptive Exploration-Exploitation Tradeoff for Opportunistic Bandits
577,Akshay Krishnamurthy,Male,Microsoft Research,Vasilis Syrgkanis,Male,Microsoft Research,Semiparametric Contextual Bandits
578,Been Kim,Male,Google,Rory sayres,Male,Google,Interpretability Beyond Feature Attribution: Quantitative Testing with Concept Activation Vectors (TCAV)
579,Brandon Reagen,Male,Harvard University,David Brooks,Male,Harvard University,Weightless: Lossy weight encoding for deep neural network compression
580,Tian Gao,Male,IBM Research,Dennis Wei,Male,IBM Research,Parallel Bayesian Network Structure Learning
581,Sinong Geng,Male,UW-Madison; Princeton University,University of Wisconsin David Page,Male,"University of Wisconsin, Madison",Temporal Poisson Square Root Graphical Models
582,xue wang,Male,THE PENNSYLVANIA STATE UNIVERSITY,Tao Yao,Male,penn state university,Minimax Concave Penalized Multi-Armed Bandit Model with High-Dimensional Covariates
583,Lijun Zhang,Male,Nanjing University,Zhi-Hua Zhou,Male,Nanjing University,Dynamic Regret of Strongly Adaptive Methods
584,Aditya Bhaskara,Male,University of Utah,Maheshakya Wijewardena,Male,University of Utah,Distributed Clustering via LSH Based Data Partitioning
585,Nina Balcan,Female,Carnegie Mellon University,Ellen Vitercik,Female,Carnegie Mellon University,Learning to Branch
586,Christopher De Sa,Male,Cornell, Wong,Male,Stanford university,Minibatch Gibbs Sampling on Large Graphical Models
587,Niladri S Chatterji,Male,UC Berkeley,Michael Jordan,Male,UC Berkeley,On the Theory of Variance Reduction for Stochastic Gradient Monte Carlo
588,Rodrigo A Toro Icarte,Male,University of Toronto,Sheila McIlraith,Female,University of Toronto,Using Reward Machines for High-Level Task Specification and Decomposition in Reinforcement Learning
589,Brenden Lake,Male,New York University,Marco Baroni,Male,Facebook Artificial Intelligence Research,Generalization without Systematicity: On the Compositional Skills of Sequence-to-Sequence Recurrent Networks
590,Martin Jankowiak,Male,Uber AI Labs,Fritz Obermeyer,Male,Uber AI Labs,Pathwise Derivatives Beyond the Reparameterization Trick
591,Jingwei Zhuo,Male,Tsinghua University,Bo Zhang,Male,Tsinghua University,Message Passing Stein Variational Gradient Descent
592,Hannes Nickisch,Male,Philips Research,Alexander Grigorevskiy,Male,Aalto University,State Space Gaussian Processes with Non-Gaussian Likelihood
593,Geoff Pleiss,Male,Cornell University,Andrew Wilson,Male,Cornell University,Constant-Time Predictive Distributions for Gaussian Processes
