,first-author,first-author-affiliation,last-author,last-author-affiliation,title
224,Pari Ram,IBM Research,Alexander Gray,Skytree Inc. and Georgia Tech,Which Space Partitioning Tree to Use for Search?
225,Nils E Napp,Harvard University,Ryan Adams,Princeton University,Message Passing Inference with Chemical Reaction Networks
226,Francis Bach,INRIA - Ecole Normale Superieure,Eric Moulines,Telecom ParisTech,Non-strongly-convex smooth stochastic approximation with convergence rate O(1/n)
227,Jiashi Feng,UC Berkeley,Shuicheng Yan,National University of Singapore,Online PCA for Contaminated Data
228,Daniel Russo,Columbia University,Benjamin Van Roy,Stanford University,Eluder Dimension and the Sample Complexity of Optimistic Exploration
229,Jacob D Abernethy,University of Michigan,Andre Wibisono,Georgia Tech,How to Hedge an Option Against an Adversary: Black-Scholes Pricing is Minimax Optimal
230,Franz J Kiraly,TU Berlin,Louis Theran,Freie Universität Berlin,Error-Minimizing Estimates and Universal Entry-Wise Error Bounds for Low-Rank Matrix Completion
231,Haim Avron,Tel Aviv University,David Woodruff,IBM Research,Sketching Structured Matrices for Faster Nonlinear Regression
232,George H Chen,Massachusetts Institute of Technology,Devavrat Shah,Massachusetts Institute of Technology,A Latent Source Model for Nonparametric Time Series Classification
233,Dino Sejdinovic,University of Oxford,Wicher Bergsma,LSE,A Kernel Test for Three-Variable Interactions
234,Po-Ling Loh,University of Wisconsin - Madison,Martin J Wainwright,UC Berkeley,Regularized M-estimators with nonconvexity: Statistical and algorithmic theory for local optima
235,Maria-Florina F Balcan,Georgia Tech,Vitaly Feldman,Apple,Statistical Active Learning Algorithms
236,Yuchen Zhang,UC Berkeley,Martin J Wainwright,UC Berkeley,Information-theoretic lower bounds for distributed statistical estimation with communication constraints
237,Julien Mairal,Inria,Julien Mairal,Inria,Stochastic Majorization-Minimization Algorithms for Large-Scale Optimization
238,Jie Wang,Arizona State University,Jieping Ye,Arizona State University,Lasso Screening Rules via Dual Polytope Projection
239,Le Song,Georgia Institute of Technology,Bo Dai,Google Brain,Robust Low Rank Kernel Embeddings of Multivariate Distributions
240,Akshay Balsubramani,Ucsd,Yoav Freund,UC San Diego,The Fast Convergence of Incremental PCA
241,Roger Frigola,University of Cambridge,Carl Edward Rasmussen,University of Cambridge,Bayesian Inference and Learning in Gaussian Process State-Space Models with Particle MCMC
242,Tai Qin,UW-Madison,Karl Rohe,UW-Madison,Regularized Spectral Clustering under the Degree-Corrected Stochastic Blockmodel
243,Samory Kpotufe,Princeton University,Vikas K Garg,TTI Chicago,Adaptivity to Local Smoothness and Dimension in Kernel Regression
244,Matus J Telgarsky,University of Michigan,Sanjoy Dasgupta,UC San Diego,Moment-based Uniform Deviation Bounds for $k$-means and Friends
245,Harikrishna Narasimhan,Google AI,Shivani Agarwal,University of Pennsylvania,"On the Relationship Between Binary Classification, Bipartite Ranking, and Binary Class Probability Estimation"
246,Robert Lindsey,Imagen Technologies,Harold Pashler,UC San Diego,Optimizing Instructional Policies
247,Corinna Cortes,Google Research,Mehryar Mohri,Google Research & Courant Institute of Mathematical Sciences,Learning Kernels Using Local Rademacher Complexity
248,James R Voss,,Mikhail Belkin,Ohio State University,Fast Algorithms for Gaussian Noise Invariant Independent Component Analysis
249,Rishabh K Iyer,"University of Washington, Seattle",Jeff A Bilmes,"University of Washington, Seattle",Submodular Optimization with Submodular Cover and Submodular Knapsack Constraints
250,Thomas Bonald,Telecom ParisTech,Alexandre Proutiere,KTH,Two-Target Algorithms  for Infinite-Armed   Bandits with Bernoulli Rewards
251,Karin C Knudson,UT Austin,Jonathan W Pillow,UT Austin,Spike train entropy-rate estimation using hierarchical Dirichlet process priors
252,Moustapha M Cisse,KAUST,Patrick Gallinari,"Sorbonne University & Criteo AI Lab, Paris",Robust Bloom Filters for Large MultiLabel Classification Tasks
253,Rohit Babbar,"Université Joseph Fourier, Grenoble",Massih R. Amini,University Grenoble Alps,On Flat versus Hierarchical Classification in Large-Scale Taxonomies
254,José Miguel Hernández-Lobato,University of Cambridge,Daniel Hernández-lobato,Universidad Autonoma de Madrid,Gaussian Process Conditional Copulas with Applications to Financial Time Series
255,Daniele Durante,University of Padua,David B Dunson,Duke University,Locally Adaptive Bayesian Multivariate Time Series
256,Tetsuro Morimura,IBM,Tsuyoshi Ide,IBM Research,Solving inverse problem of Markov chain with partial observations
257,Raja Hafiz Affandi,University of Pennsylvania,Ben Taskar,University of Washington,Approximate Inference in Continuous Determinantal Processes
258,Xavier Bresson,City University of Hong Kong,James von Brecht,UCLA,Multiclass Total Variation Clustering
259,Ben Shababo,Columbia University,Liam Paninski,Columbia University,Bayesian Inference and Online Experimental Design for Mapping Neural Microcircuits
260,Hu Ding,SUNY at Buffalo,Jinhui Xu,SUNY at Buffalo,k-Prototype Learning for 3D Rigid Structures
261,Nathaniel Korda,INRIA,Remi Munos,Google DeepMind,Thompson Sampling for 1-Dimensional Exponential Family Bandits
262,Barbara Rakitsch,MPI Tübingen,Oliver Stegle,German Cancer Research Center,It is all in the noise: Efficient multi-task Gaussian process inference with structured residuals
263,Lee H Dicker,Rutgers University/Amazon,Dean P Foster,University of Pennsylvania,One-shot learning and big data with n=2
264,Isik B Fidaner,Boğaziçi University,A. Taylan Cemgil,Boğaziçi University,Summary Statistics for Partitionings and Feature Allocations
265,Cosma Shalizi,CMU,Aryeh Kontorovich,Ben Gurion University,Predictive PAC Learning and Process Decompositions
266,Aijun Bai,University of Science and Technology of China (USTC),Xiaoping Chen,University of Science and Technology of China (USTC),Bayesian Mixture Modelling and Inference based Thompson Sampling in Monte-Carlo Tree Search
267,Samory Kpotufe,Princeton University,Francesco Orabona,Boston University,Regression-tree Tuning in a Streaming Setting
268,Qiang Liu,UC Irvine,Mark Steyvers,UC Irvine,Scoring Workers in Crowdsourcing: How Many Control Questions are Enough?
269,Amit Daniely,Hebrew University and Google Research,Shai Shalev-Shwartz,Mobileye & HUJI,More data speeds up training time in learning halfspaces over sparse vectors
270,Andriy Mnih,DeepMind,koray kavukcuoglu,Google Deepmind,Learning word embeddings efficiently with noise-contrastive estimation
271,Daniel Hernández-lobato,Universidad Autonoma de Madrid,José Miguel Hernández-Lobato,University of Cambridge,Learning Feature Selection Dependencies in Multi-task Learning
272,Tuo Zhao,Johns Hopkins University       Princeton University,Han Liu,Tencent AI Lab,Sparse Inverse Covariance Estimation with Calibration
273,Naiyan Wang,Hong Kong University of Science and Technology,Dit-Yan Yeung,Hong Kong University of Science and Technology,Learning a Deep Compact Image Representation for Visual Tracking
274,Eunho Yang,IBM Research,Zhandong Liu,Baylor College of Medicine,Conditional Random Fields via Univariate Exponential Families
275,Cho-Jui Hsieh,UCLA,Russell Poldrack,University of Texas,BIG & QUIC: Sparse Inverse Covariance Estimation for a Million Variables
276,Shaodan Zhai,Wright State University,Shaojun Wang,Wright State University,Direct 0-1 Loss Minimization and Margin Maximization with Boosting
277,Wouter M Koolen,Centrum Wiskunde & Informatica,Wouter M Koolen,Centrum Wiskunde & Informatica,The Pareto Regret Frontier
278,Eshcar Hillel,Yahoo! Labs,Oren Somekh,Yahoo! Labs,Distributed Exploration in Multi-Armed Bandits
279,Marco Cuturi,Google Brain  &  CREST - ENSAE,Marco Cuturi,Google Brain  &  CREST - ENSAE,Sinkhorn Distances: Lightspeed Computation of Optimal Transport
280,Paul Valiant,IAS; Purdue University,Gregory Valiant,Stanford University,Estimating the Unseen: Improved Estimators for Entropy and other Properties
281,Min Xu,CMU,Tie-Yan Liu,Microsoft Research,Estimation Bias in Multi-Armed Bandit Algorithms for Search Advertising
282,Shunan Zhang,UC San Diego,Angela Yu,UC San Diego,Forgetful Bayes and myopic planning: Human learning and decision-making in a bandit setting
283,Josip Djolonga,"Google Research, Brain Team",Volkan Cevher,EPFL,High-Dimensional Gaussian Process Bandits
284,Xiaoxiao Guo,"University of Michigan, Ann Arbor",Richard L Lewis,University of Michigan,Reward Mapping for Transfer in Long-Lived Agents
285,Yuening Hu,University of Maryland,Z. Irene Ying,US Department of Agriculture,Binary to Bushy: Bayesian Hierarchical Clustering with the Beta Coalescent
286,Jason Chang,Google,John Fisher III,MIT,Parallel Sampling of DP Mixture Models using Sub-Cluster Splits
287,Zhenwen Dai,University of Sheffield,Jörg Lücke,TU Berlin,What Are the Invariant Occlusive Components of Image Patches? A Probabilistic Generative Approach
288,Nicolò Cesa-Bianchi,"Università degli Studi di Milano, Italy",Ohad Shamir,Weizmann Institute of Science,Online Learning with Switching Costs and Other Adaptive Adversaries
289,Shane Griffith,Georgia Tech,Andrea L Thomaz,Georgia Tech,Policy Shaping: Integrating Human Feedback with Reinforcement Learning
290,Navid Zolghadr,University of Alberta,Csaba Szepesvari,DeepMind / University of Alberta,Online Learning with Costly Features and Labels
291,Chen-Ping Yu,Stony Brook University,Greg Zelinsky,Stony Brook University,Modeling Clutter Perception using Parametric Proto-object Partitioning
292,Ying Liu,Google Inc.,Alan S Willsky,Massachusetts Institute of Technology,Learning Gaussian Graphical Models with Observed or Latent FVSs
293,Gilles Louppe,University of Liège,Pierre Geurts,Université de Liège,Understanding variable importances in forests of randomized trees
294,Yu Zhang,Hong Kong Baptist University,Yu Zhang,Hong Kong Baptist University,Heterogeneous-Neighborhood-based Multi-Task Local Learning Algorithms
295,Alexandros Paraschos,TU Darmstadt,Gerhard Neumann,TU Darmstadt,Probabilistic Movement Primitives
296,Jason D Lee,Stanford,Jonathan E Taylor,Stanford University,On model selection consistency of penalized M-estimators: a geometric theory
297,Yangqing Jia,Alibaba Group,Trevor Darrell,UC Berkeley,Visual Concept Learning: Combining Machine Vision and Bayesian Generalization on Concept Hierarchies
298,Francesco Orabona,Boston University,Francesco Orabona,Boston University,Dimension-Free Exponentiated Gradient
299,Brendan McMahan,Google,Jacob D Abernethy,University of Michigan,Minimax Optimal Algorithms for Unconstrained Linear Optimization
300,Eunho Yang,IBM Research,Zhandong Liu,Baylor College of Medicine,On Poisson Graphical Models
301,Yannick Schwartz,INRIA,Gael Varoquaux,"Parietal Team, INRIA",Mapping paradigm ontologies to and from the brain
302,Min Xiao,Temple University,Yuhong Guo,Carleton University,A Novel Two-Step Method for Cross Language Representation Learning
303,Erich Kummerfeld,CMU,David Danks,Carnegie Mellon University,Tracking Time-varying Graphical Structure
304,Viet-An Nguyen,Facebook,Philip Resnik,University of Maryland,Lexical and Hierarchical Topic Regression
305,Ian Osband,DeepMind,Benjamin Van Roy,Stanford University,(More) Efficient Reinforcement Learning via Posterior Sampling
306,Sasha Rakhlin,University of Pennsylvania,Karthik Sridharan,University of Pennsylvania,"Optimization, Learning, and Games with Predictable Sequences"
307,Anshumali Shrivastava,Rice University,Ping Li,Baidu Research USA,Beyond Pairwise: Provably Fast Algorithms for Approximate $k$-Way  Similarity Search
308,Xiao-Ming Wu,Columbia University,Shih-Fu Chang,Columbia University,Analyzing the Harmonic Structure in Graph-Based Learning
309,Lei Shi,Baidu,Lei Shi,Baidu,Sparse Additive Text Models with Low Rank Background
310,Marcus Rohrbach,Facebook AI Research,Bernt Schiele,Max Planck Institute for Informatics,Transfer Learning in a Transductive Setting
311,Suvrit Sra,MIT,Reshad Hosseini,MPI Tübingen,Geometric optimisation on positive definite matrices for elliptically contoured distributions
312,Ichiro Takeuchi,Nagoya Institute of Technology,Shinichi Nakajima,Technische Universität Berlin,Parametric Task Learning
313,Bogdan Savchynskyy,University of Heidelberg,Christoph Schnörr,University of Heidelberg,Global MAP-Optimality by Shrinking the Combinatorial Search Area with Convex Relaxation
314,Matthew Lawlor,Yale University,Steven W Zucker,Yale University,"Third-Order Edge Statistics: Contour Continuation, Curvature, and Cortical Connections"
315,Carl Doersch,CMU,Alexei A Efros,UC Berkeley,Mid-level Visual Element Discovery as Discriminative Mode Seeking
316,Josh S Merel,Columbia University,Liam Paninski,Columbia University,A multi-agent control framework for co-adaptation in brain-computer interfaces
317,Matjaz Jogan,University of Pennsylvania,Alan A Stocker,University of Pennsylvania,Optimal integration of visual speed across different spatiotemporal frequency channels
318,David J Weiss,University of Pennsylvania,Ben Taskar,University of Washington,Learning Adaptive Value of Information for Structured Prediction
319,James L Sharpnack,CMU,Aarti Singh,CMU,Near-optimal Anomaly Detection in Graphs using Lovasz Extended Scan Statistic
320,Kohei Hayashi,Preferred Networks,Ryohei Fujimaki,NEC Data Science Research Laboratories,Factorized Asymptotic Bayesian Inference for Latent Feature Models
321,Aasa Feragen,MPI Tübingen & University of Copenhagen,Karsten Borgwardt,ETH Zurich,Scalable kernels for graphs with continuous attributes
322,Chris Hinrichs,UW-Madison,Vikas Singh,UW-Madison,Speeding up Permutation Testing in Neuroimaging
323,Paul Wagner,Aalto University,Paul Wagner,Aalto University,Optimistic policy iteration and natural actor-critic: A unifying view and a non-optimality result
324,Victor Gabillon,INRIA,Bruno Scherrer,INRIA,Approximate Dynamic Programming Finally Performs Well in the Game of Tetris
325,Andrea Frome,Google Research,Tomas Mikolov,Google Research,DeViSE: A Deep Visual-Semantic Embedding Model
326,Viliam Lisy,CTU in Prague,Branislav Bosansky,CTU in Prague,Convergence of Monte Carlo Tree Search in Simultaneous Move Games
327,Marius Pachitariu,"Gatsby Unit, UCL",Maneesh Sahani,"Gatsby Unit, UCL",Extracting regions of interest from biological images with convolutional sparse block coding
328,Alessandro Perina,Microsoft Research,Andrzej Truski,Microsoft Research,Documents as multiple overlapping windows into grids of counts
329,Boqing Gong,University of Southern California (USC),Fei Sha,University of Southern California (USC),Reshaping Visual Datasets for Domain Adaptation
330,Matteo Pirotta,Politecnico di Milano,Luca Bascetta,Politecnico di Milano,Adaptive Step-Size for Policy Gradient Methods
331,Sheeraz Ahmad,UC San Diego,Angela Yu,UC San Diego,Context-sensitive active sensing in humans
332,Mahdi Milani Fard,McGill University,Doina Precup,McGill University / Mila / DeepMind Montreal,Bellman Error Based Feature Generation using Random Projections on Sparse Spaces
333,Mohammad Amin Sadeghi,University of Illinois at Urbana-Champaign,David Forsyth,University of Illinois at Urbana-Champaign,Fast Template Evaluation with Vector Quantization
334,Stefan Mathe,University of Toronto,Cristian Sminchisescu,Google Research,Action from Still Image Dataset and Inverse Optimal Control to Learn Task Specific Visual Scanpaths
335,Liam MacDermed,Google,Charles Isbell,Georgia Tech,Point Based Value Iteration with Optimal Belief Compression for Dec-POMDPs
336,Karen Simonyan,Google DeepMind,Andrew Zisserman,DeepMind & University of Oxford,Deep Fisher Networks for Large-Scale Image Classification
337,Marcelo Fiori,"Universidad de la República, Uruguay",Guillermo Sapiro,Duke University,Robust Multimodal Graph Matching: Sparse Coding Meets Graph Matching
338,Sergey Levine,UC Berkeley,Vladlen Koltun,Adobe Research,Variational Policy Search via Trajectory Optimization
339,Michiel Hermans,Ghent University,Benjamin Schrauwen,Ghent University,Training and Analysing Deep Recurrent Neural Networks
340,Prashanth L.A.,INRIA,Mohammad Ghavamzadeh,Facebook AI Research,Actor-Critic Algorithms for Risk-Sensitive MDPs
341,Jamie Shotton,Microsoft Research,Antonio Criminisi,Microsoft Research,Decision Jungles: Compact and Rich Models for Classification
342,Nima Taghipour,KU Leuven,Hendrik Blockeel,KU Leuven,First-order Decomposition Trees
343,Beomjoon Kim,McGill University,Doina Precup,McGill University / Mila / DeepMind Montreal,Learning from Limited Demonstrations
344,Adhiraj Somani,NUS,Wee Sun Lee,National University of Singapore,DESPOT: Online POMDP Planning with Regularization
345,Leonidas Lefakis,EPFL/Idiap,François Fleuret,University of Geneva,Reservoir Boosting : Between Online and Offline Ensemble Learning
346,Wojciech Samek,TU Berlin,Motoaki Kawanabe,ATR,Robust Spatial Filtering with Beta Divergence
347,Christian Szegedy,Google,Dumitru Erhan,Google,Deep Neural Networks for Object Detection
348,Qianli Liao,Massachusetts Institute of Technology,Tomaso Poggio,Massachusetts Institute of Technology,Learning invariant representations and applications to face verification
349,Carlos J Becker,EPFL,Pascal Fua,"EPFL, Switzerland",Non-Linear Domain Adaptation with Boosting
350,Ashesh Jain,Lyft,Ashutosh Saxena,Cornell University,Learning Trajectory Preferences for  Manipulators via Iterative Improvement
351,Vibhav Vineet,Oxford Brookes University,Philip Torr,University of Oxford,"Higher Order Priors for Joint Intrinsic Image, Objects, and Attributes Estimation"
352,Aswin Raghavan,Oregon State University,Prasad Tadepalli,Oregon State University,Symbolic Opportunistic Policy Iteration for Factored-Action MDPs
353,Siwei Lyu,SUNY at Albany,Xin Wang,SUNY at Albany,On Algorithms for Sparse Multi-factor NMF
354,Jing Xiang,CMU,Seyoung Kim,CMU,A* Lasso for Learning a Sparse Bayesian Network Structure for Continuous Variables
355,Nataliya Shapovalova,Simon Fraser University,Greg Mori,Borealis AI,Action is in the Eye of the Beholder: Eye-gaze Driven Model for Spatio-Temporal Action Localization
356,Daniel Bartz,TU Berlin,Klaus-Robert Müller,TU Berlin,Generalizing Analytic Shrinkage for Arbitrary Covariance Structures
357,Dan Rosenbaum,The Hebrew University,Yair Weiss,Hebrew University,Learning the Local Statistics of Optical Flow
358,Shiau-Hong Lim,National University of Singapore,Shie Mannor,Technion,Reinforcement Learning in Robust Markov Decision Processes
359,Philip Thomas,University of Massachusetts Amherst,Sridhar Mahadevan,UMass Amherst,Projected Natural Actor-Critic
