,first-author,first-author-affiliation,last-author,last-author-affiliation,title
221,Mehryar Mohri,Google Research & Courant Institute of Mathematical Sciences,Andres Munoz,Google,Optimal Regret Minimization in Posted-Price Auctions with Strategic Buyers
222,Yuya Yoshikawa,Chiba Institute of Technology,Hiroshi Sawada,NTT Service Evolution Labs.,Latent Support Measure Machines for Bag-of-Words Data Classification
223,Arthur Guez,DeepMind,Peter Dayan,"Gatsby Unit, UCL",Bayes-Adaptive Simulation-based Search with Value Function Approximation
224,Michal Derezinski,UC Berkeley,Manfred K. Warmuth,Google Brain,The limits of squared Euclidean distance regularization
225,Nishant Mehta,University of Victoria,Robert Williamson,Australian National University & Data61,From Stochastic Mixability to Fast Rates
226,Haipeng Luo,Microsoft Research,Robert E Schapire,MIcrosoft Research,A Drifting-Games Analysis for Online Learning and Applications to Boosting
227,Ankit Garg,Princeton,Huy Nguyen,Northeastern University,On Communication Cost of Distributed Statistical Estimation and Dimensionality
228,Charles Y Zheng,Stanford University,Ariel Rokem,Stanford,"Deconvolution of High Dimensional Mixtures via Boosting, with Application to Diffusion-Weighted MRI of Human Brain"
229,Ehsan Saberian,Netflix,Nuno Vasconcelos,UC San Diego,Multi-Resolution Cascades for Multiclass Object Detection
230,Cédric Févotte,CNRS,Matthieu Kowalski,Univ Paris-Sud,Low-Rank Time-Frequency Synthesis
231,Michael Riis Andersen,Aalto University,Lars K Hansen,Technical University of Denmark,Bayesian Inference for Structured Spike and Slab Priors
232,Hemant Tyagi,ETH Zurich,Andreas Krause,ETH Zurich,Efficient Sampling for Learning Sparse Additive Models in High Dimensions
233,Alaa Saade,ENS,Lenka Zdeborová,EPFL,Spectral Clustering of graphs with the Bethe Hessian
234,Philip Bachman,Microsoft Research,Doina Precup,McGill University / Mila / DeepMind Montreal,Learning with Pseudo-Ensembles
235,Christof Seiler,Stanford University,Susan Holmes,Stanford University,Positive Curvature and Hamiltonian Monte Carlo
236,Jimmy Ba,University of Toronto,Rich Caruana,Microsoft,Do Deep Nets Really Need to be Deep?
237,Arindam Banerjee,"University of Minnesota, Twin Cities",Vidyashankar Sivakumar,"UNIVERSITY OF MINNESOTA, TC",Estimation with Norm Regularization
238,Francesco Orabona,Boston University,Francesco Orabona,Boston University,Simultaneous Model Selection and Optimization through Parameter-free Stochastic Learning
239,Kacper P Chwialkowski,University College London,Arthur Gretton,"Gatsby Unit, UCL",A Wild Bootstrap for Degenerate Kernel Tests
240,Tofigh Naghibi Mohamadpoor,Zalando,Beat Pfister,ETH Zurich,A Boosting Framework on Grounds of Online Learning
241,De Wen Soh,Yale University,Sekhar C Tatikonda,Yale University,Testing Unfaithful Gaussian Graphical Models
242,Xiaojian Wu,University of Massachusetts Amherst,Shlomo Zilberstein,Univ of Mass,Stochastic Network Design in Bidirected Trees
243,Yining Wang,Carnegie Mellon University,Jun Zhu,Tsinghua University,Spectral Methods for Supervised Topic Models
244,Hsiao-Yu Tung,Carnegie Mellon University,Alex Smola,Amazon - We are hiring!,Spectral Methods for Indian Buffet Process Inference
245,Mingjun Zhong,University of Edinburgh,Charles Sutton,Google,"Signal Aggregate Constraints in Additive Factorial HMMs, with Application to Energy Disaggregation"
246,Li Xu,Lenovo IVCL,Jiaya Jia,CUHK,Deep Convolutional Neural Network for Image Deconvolution
247,Jiashi Feng,UC Berkeley,Shuicheng Yan,National University of Singapore,Robust Logistic Regression and Classification
248,Marthinus C du Plessis,Tokyo Institute of Technology,Masashi Sugiyama,RIKEN / University of Tokyo,Analysis of Learning from Positive and Unlabeled Data
249,Vitaly Kuznetsov,HRT,Umar Syed,Google Research,Multi-Class Deep Boosting
250,Mohammad Taha Bahadori,U of Southern California,Yan Liu,University of Southern California,Fast Multivariate Spatio-temporal Analysis via Low Rank Tensor Learning
251,Prateek Jain,Microsoft Research,Sewoong Oh,UIUC,Provable Tensor Factorization with Missing Data
252,Deepti Pachauri,3M,Vikas Singh,UW-Madison,Permutation Diffusion Maps (PDM) with Application to the Image Association Problem in Computer Vision
253,Xinghao Pan,UC Berkeley,Michael Jordan,UC Berkeley,Parallel Double Greedy Submodular Maximization
254,David Woodruff,IBM Research,David Woodruff,IBM Research,Low Rank Approximation Lower Bounds in Row-Update Streams
255,Thang Bui,University of Sydney,Richard Turner,University of Cambridge,Tree-structured Gaussian Process Approximations
256,Yann N Dauphin,Facebook AI Research,Yoshua Bengio,University of Montreal,Identifying and attacking the saddle point problem in high-dimensional non-convex optimization
257,Adams Wei Yu,Carnegie Mellon University,Suvrit Sra,MIT,Efficient Structured Matrix Rank Minimization
258,Josip Djolonga,"Google Research, Brain Team",Andreas Krause,ETH Zurich,From MAP to Marginals: Variational Inference in Bayesian Submodular Models
259,William E Bishop,Carnegie Mellon,Byron M Yu,Carnegie Mellon University,Deterministic Symmetric Positive Semidefinite Matrix Completion
260,David Adametz,University of Basel,Volker Roth,University of Basel,Distance-Based Network Recovery under Feature Correlation
261,Chris Maddison,University of Oxford / DeepMind,Tom Minka,MSR,A* Sampling
262,Shouyuan Chen,CUHK,Wei Chen,Microsoft Research,Combinatorial Pure Exploration of Multi-Armed Bandits
263,Daniel Russo,Columbia University,Benjamin Van Roy,Stanford University,Learning to Optimize via Information-Directed Sampling
264,Quoc Tran-Dinh,"LIONS, EPFL, Switzerland",Volkan Cevher,EPFL,Constrained convex minimization via model-based excessive gap
265,Jasper De Bock,Ghent University,Alessandro Antonucci,IDSIA,Global Sensitivity Analysis for MAP Inference in Graphical Models
266,Jason Yosinski,Cornell University,Hod Lipson,Cornell University,How transferable are features in deep neural networks?
267,Tomáš Kocák,Inria Lille - Nord Europe,Remi Munos,Google DeepMind,Efficient learning by implicit exploration in bandit problems with side observations
268,Murat Kocaoglu,"MIT-IBM Watson AI Lab, IBM Research",Adam Klivans,UT Austin,Sparse Polynomial Learning and Graph Sketching
269,Bo Li,University of Michigan,Yevgeniy Vorobeychik,Vanderbilt University,Feature Cross-Substitution in Adversarial Classification
270,Bilal Piot,CNRS,Olivier Pietquin,Université de Lille 1,Difference of Convex Functions Programming for Reinforcement Learning
271,Maximilian Nickel,Facebook AI Research,Volker Tresp,Siemens AG,Reducing the Rank in Relational Factorization Models by Including Observable Patterns
272,Angie Liu,Caltech,Brian Ziebart,University of Illinois at Chicago,Robust Classification Under Sample Selection Bias
273,Yuchen Zhang,UC Berkeley,Michael Jordan,UC Berkeley,Spectral Methods meet EM: A Provably Optimal Algorithm for Crowdsourcing
274,Ian Osband,Stanford,Benjamin Van Roy,Stanford University,Near-optimal Reinforcement Learning in Factored MDPs
275,Praneeth Netrapalli,Microsoft Research,Prateek Jain,Microsoft Research,Non-convex Robust PCA
276,Bahadir Ozdemir,University of Maryland,Larry Davis,University of Maryland,A Probabilistic Framework for Multimodal Retrieval using Integrative Indian Buffet Process
277,Ofer Dekel,Microsoft Research,Tomer Koren,Technion,The Blinded Bandit: Learning with Adaptive Feedback
278,Eran Treister,University Of British Columbia,Javier S Turek,Intel Labs,A Block-Coordinate Descent Approach for Large-scale Sparse Inverse Covariance Estimation
279,Amir Sani,"Centre d'Economie de la Sorbonne, CNRS",Alessandro Lazaric,Facebook Artificial Intelligence Research,Exploiting easy data in online optimization
280,Taylor Berg-Kirkpatrick,UC Berkeley,Dan Klein,UC Berkeley,Unsupervised Transcription of Piano Music
281,Cem Subakan,MILA,Paris Smaragdis,University of Illinois Urbana-Champaign,Spectral Learning of Mixture of Hidden Markov Models
282,Jing Qian,Boston University,Venkatesh Saligrama,Boston University,Efficient Minimax Signal Detection on Graphs
283,Yuri Grinberg,McGill University,Michel Gendreau,CIRRELT,Optimizing Energy Production Using Policy Search and Predictive State Representations
284,Brooks Paige,Alan Turing Institute / University of Cambridge,Yee Whye Teh,"University of Oxford, DeepMind",Asynchronous Anytime Sequential Monte Carlo
285,Michael Schober,MPI for Intelligent Systems,Philipp Hennig,University of Tübingen and MPI Tübingen,Probabilistic ODE Solvers with Runge-Kutta Means
286,Chicheng Zhang,Microsoft Research,Kamalika Chaudhuri,UCSD,Beyond Disagreement-Based Agnostic Active Learning
287,Sanmi Koyejo,Illinois / Google,Inderjit Dhillon,UT Austin & Amazon,Consistent Binary Classification with Generalized Performance Metrics
288,Marek Petrik,University of New Hampshire,Shankar Subramanian,IBM Research,RAAM: The Benefits of Robustness in Approximating Aggregated MDPs in Reinforcement Learning
289,Kamalika Chaudhuri,UCSD,Sanjoy Dasgupta,UC San Diego,Rates of Convergence for Nearest Neighbor Classification
290,Miles Lopes,UC Davis,Miles Lopes,UC Davis,A Residual Bootstrap for High-Dimensional Regression with Near Low-Rank Designs
291,Sergey Levine,UC Berkeley,Pieter Abbeel,UC Berkeley & Covariant,Learning Neural Network Policies with Guided Policy Search under Unknown Dynamics
292,Shashank Singh,Carnegie Mellon University/Google,Barnabas Poczos,Carnegie Mellon University,Exponential Concentration of a Density Functional Estimator
293,Cho-Jui Hsieh,UCLA,Inderjit Dhillon,UT Austin & Amazon,Fast Prediction for Large-Scale Kernel Machines
294,Alex Kantchelian,UC Berkeley,J. D. Tygar,None,Large-Margin Convex Polytope Machine
295,He He,Stanford,Jason Eisner,Johns Hopkins + Microsoft,Learning to Search in Branch and Bound Algorithms
296,Si Si,University of Texas at Austin,Beresford N Parlett,"University of California, Berkeley",Multi-Scale Spectral Decomposition of Massive Graphs
297,Firdaus Janoos,Squarepoint Capital,Niranjan Subrahmanya,ExxonMobil Research,Multi-scale Graphical Models for Spatio-Temporal Processes
298,Tom Gunter,Apple,Stephen J Roberts,University of Oxford,Sampling for Inference in Probabilistic Models with Fast Bayesian Quadrature
299,Deepak Venugopal,The University of Texas at Dallas (UT Dallas),Vibhav Gogate,UT Dallas,Scaling-up Importance Sampling for Markov Logic Networks
300,Ian En-Hsu Yen,University of Texas at Austin,Inderjit Dhillon,UT Austin & Amazon,Sparse Random Feature Algorithm as Coordinate Descent in Hilbert Space
301,Özlem Aslan,University of Alberta,Dale Schuurmans,Google Brain & University of Alberta,Convex Deep Learning via Normalized Kernels
302,Minh Ha Quang,Istituto Italiano di Tecnologia,Vittorio Murino,Istituto Italiano di Tecnologia,Log-Hilbert-Schmidt metric between positive definite operators on Hilbert spaces
303,Sahar Akram,University of Maryland,Behtash Babadi,University of Maryland,A State-Space Model for Decoding Auditory Attentional Modulation from MEG in a Competing-Speaker Environment
304,Shameem Puthiya Parambath,Université de Technologie de Compiègne,Yves Grandvalet,Université de Technologie de Compiégne,Optimizing F-Measures by Cost-Sensitive Classification
305,Ricardo Henao,Duke University,Lawrence Carin,Duke University,Bayesian Nonlinear Support Vector Machines and Discriminative Factor Modeling
306,Marta Soare,INRIA Lille - Nord Europe,Remi Munos,Google DeepMind,Best-Arm Identification in Linear Bandits
307,Quanquan Gu,University of Virginia,Han Liu,Tencent AI Lab,Sparse PCA with Oracle Property
308,Ricardo Silva,University College London,Robin Evans,University of Oxford,Causal Inference through a Witness Protection Program
309,Mohammad T Irfan,Bowdoin College,Luis E Ortiz,University of Michigan - Dearborn,Causal Strategic Inference in Networked Microfinance Economies
310,Kaustubh R Patil,Affective Brain Lab,Bradley C Love,University College London,Optimal Teaching for Limited-Capacity Human Learners
311,Florian Stimberg,TU Berlin,Manfred Opper,TU Berlin,Poisson Process Jumping between an Unknown Number of Rates: Application to Neural Spike Data
312,Volodymyr Mnih,DeepMind,koray kavukcuoglu,DeepMind,Recurrent Models of Visual Attention
313,Pietro Vertechi,Champalimaud Center for the Unknown,Christian Machens,Fundacao Champalimaud PT507131827,Unsupervised learning of an efficient short-term memory network
314,Neil Houlsby,Cambridge,David Blei,Columbia University,A Filtering Approach to Stochastic Variational Inference
315,Ryan D Turner,Northrop Grumman,Bhargav Avasarala,Northrop Grumman Corp,A Complete Variational Tracker
316,Nan Ding,Google,Hartmut Neven,Google,Bayesian Sampling Using Stochastic Gradient Thermostats
317,Cong Han Lim,University of Wisconsin - Madison,Stephen Wright,UW-Madison,Beyond the Birkhoff Polytope: Convex Relaxations for Vector Permutation Problems
318,Mu Li,CMU,Kai Yu,Baidu,Communication Efficient Distributed Machine Learning with the Parameter Server
319,Po-Ling Loh,University of Wisconsin - Madison,Andre Wibisono,Georgia Tech,Concavity of reweighted Kikuchi approximation
320,Guy Rosman,Massachusetts Institute of Technology,Daniela Rus,Massachusetts Institute of Technology,Coresets for k-Segmentation of Streaming Data
321,Baotian Hu,Harbin Institute of Technology Shenzhen Graduate School(HITSZ),Qingcai Chen,Harbin Institute of Technology Shenzhen Graduate School,Convolutional Neural Network Architectures for Matching Natural Language Sentences
322,Emtiyaz Khan,RIKEN,Emtiyaz Khan,RIKEN,Decoupled Variational Gaussian Inference
323,Ozan Irsoy,Cornell University,Claire Cardie,Cornell University,Deep Recursive Neural Networks for Compositionality in Language
324,Greg Ver Steeg,USC Information Sciences Institute,Aram Galstyan,USC Information Sciences Institute,Discovering Structure in High-Dimensional Data Through Correlation Explanation
325,Minjie Xu,Bloomberg LP,Bo Zhang,Tsinghua University,Distributed Bayesian Posterior Sampling via Moment Sharing
326,Jennifer A Gillenwater,University of Pennsylvania,Ben Taskar,University of Washington,Expectation-Maximization for Learning Determinantal Point Processes
327,Joao Semedo,Carnegie Mellon University,Byron M Yu,Carnegie Mellon University,Extracting Latent Structure From Multiple Interacting Neural Populations
328,Tianbao Yang,University of Iowa,Rong Jin,Michigan State University (MSU),Extracting Certainty from Uncertainty: Transductive Pairwise Classification from Pairwise Similarities
329,Margareta Ackerman,Florida State University,Sanjoy Dasgupta,UC San Diego,Incremental Clustering: The Case for Extra Clusters
330,Vincent Michalski,Goethe University Frankfurt,Kishore Konda,Goethe University Frankfurt,"Modeling Deep Temporal Dependencies with Recurrent ""Grammar Cells"""
331,Han Liu,Tencent AI Lab,Tuo Zhao,Johns Hopkins University       Princeton University,Multivariate Regression with Calibration
332,Sanmi Koyejo,Illinois / Google,Russell Poldrack,University of Texas,On Prior Distributions and Approximate Inference for Structured Variables
333,Sang-Yun Oh,Lawrence Berkeley Lab,Bala Rajaratnam,Stanford University,Optimization Methods for Sparse Pseudo-Likelihood Graphical Model Selection
334,Christopher Meek,Microsoft Research,Marina Meila,University of Washington,Recursive Inversion Models for Permutations
335,Stephan Mandt,"University of California, Irvine",David Blei,Columbia University,Smoothed Gradients for Stochastic Variational Inference
336,Nick Foti,Apple & University of Washington,Emily Fox,"University of Washington, Apple",Stochastic variational inference for hidden Markov models
337,Alexey Dosovitskiy,University of Freiburg,Thomas Brox,University of Freiburg,Discriminative Unsupervised Feature Learning with Convolutional Neural Networks
338,Assaf Glazer,Technion,Shaul Markovitch,Technion,Approximating Hierarchical MV-sets for Hierarchical Clustering
339,Falk Lieder,UC Berkeley,Tom Griffiths,Princeton,Algorithm selection by rational metareasoning as a model of human strategy selection
340,George Mohler,Santa Clara University,George Mohler,Santa Clara University,Learning convolution filters for inverse covariance estimation of neural network connectivity
341,Jan Feyereisl,"POSTECH, Jumpgate Technologies",Bohyung Han,Seoul National University,Object Localization based on Structural SVM using Privileged Information
342,Xu Chen,Princeton University,Stephane Mallat,Ecole Polytechnique Paris,Unsupervised Deep Haar Scattering on Graphs
343,Hidekazu Oiwa,The University of Tokyo,Ryohei Fujimaki,NEC Data Science Research Laboratories,Partition-wise Linear Models
344,Jan Drugowitsch,Harvard Medical School,Alexandre Pouget,University of Geneva,Optimal decision-making with time-varying evidence reliability
345,Daniel Zoran,DeepMind,Bill Freeman,MIT/Google,Shape and Illumination from Shading using the Generic Viewpoint Assumption
346,David Eigen,Clarifai,Rob Fergus,DeepMind / NYU,Depth Map Prediction from a Single Image using a Multi-Scale Deep Network
347,Emily Denton,New York University,Rob Fergus,DeepMind / NYU,Exploiting Linear Structure Within Convolutional Networks for Efficient Evaluation
348,Deguang Kong,Yahoo Research,Chris Ding,University of Texas at Arlington,"Exclusive Feature Learning on Arbitrary Structures via $\ell_{1,2}$-norm"
349,Atsushi Nitanda,NTT DATA Mathematical Systems Inc.,Atsushi Nitanda,NTT DATA Mathematical Systems Inc.,Stochastic Proximal Gradient Descent with Acceleration Techniques
350,Martin Jaggi,ETH Zurich,Michael Jordan,UC Berkeley,Communication-Efficient Distributed Dual Coordinate Ascent
351,Siqi Nie,Facebook,Qiang Ji,Rensselaer Polytechnic Institute,Advances in Learning Bayesian Networks of Bounded Treewidth
352,Nicholas Ruozzi,Columbia University,Tony Jebara,Spotify,Making Pairwise Binary Graphical Models Attractive
353,Chao Chen,Stony Brook University,Tianqi Zhao,Princeton University,Mode Estimation for High Dimensional Discrete Tree Graphical Models
354,Elias Bareinboim,Purdue University ,Judea Pearl,UCLA,Transportability from Multiple Environments with Limited Experiments: Completeness Results
355,Emile Richard,Amazon,Andrea Montanari,Stanford,A statistical model for tensor PCA
356,Zhenyao Zhu,the Chinese University of Hong Kong,Xiaoou Tang,Chinese University of Hong Kong,Multi-View Perceptron: a Deep Model for Learning Face Identity and View Representations
357,Guy Bresler,Massachusetts Institute of Technology,Devavrat Shah,Massachusetts Institute of Technology,Hardness of parameter estimation in graphical models
358,Seunghak Lee,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,On Model Parallelization and Scheduling Strategies for Distributed Machine Learning
359,Hossein Azari Soufiani,Harvard University,Lirong Xia,RPI,A Statistical Decision-Theoretic Framework for Social Choice
360,Adrian Weller,"Cambridge, Alan Turing Institute",Tony Jebara,Spotify,Clamping Variables and Approximate Inference
361,Huining Hu,McGill University,Adrian R Vetta,McGill University,Randomized Experimental Design for Causal Graph Discovery
362,Xu Sun,Peking University,Xu Sun,Peking University,Structure Regularization for Structured Prediction
363,Tuo Zhao,Johns Hopkins University       Princeton University,Han Liu,Tencent AI Lab,Accelerated Mini-batch Randomized Block Coordinate Descent Method
364,Shinichi Nakajima,Technische Universität Berlin,Hiroko Kobayashi,Nikon Corporation,Analysis of Variational Bayesian Latent Dirichlet Allocation: Weaker Sparsity Than MAP
365,Kyle R Ulrich,Duke,Lawrence Carin,Duke University,Analysis of Brain States from Multi-Region LFP Time-Series
366,Siamak Ravanbakhsh,Carnegie Mellon University,Russell Greiner,University of Alberta,Augmentative Message Passing for Traveling Salesman Problem and Graph Partitioning
367,Robert Lindsey,Imagen Technologies,Mike Mozer,Google Research and U. Colorado Boulder,Automatic Discovery of Cognitive Skills to Improve the Prediction of Student Learning
368,Luke O'Connor,Harvard University,Soheil Feizi,Massachusetts Institute of Technology,Biclustering Using Message Passing
369,Hau Chan,Stony Brook University,Luis E Ortiz,University of Michigan - Dearborn,Computing Nash Equilibria in Generalized Interdependent Security Games
370,Yash Deshpande,Massachusetts Institute of Technology,Emile Richard,Amazon,Cone-Constrained Principal Component Analysis
371,Yarin Gal,University of Oxford,Carl Edward Rasmussen,University of Cambridge,Distributed Variational Inference in Sparse Gaussian Process Regression and Latent Variable Models
372,Tianyi Zhou,"University of Washington, Seattle",Carlos Guestrin,University of Washington,Divide-and-Conquer Learning by Anchoring a Conical Hull
373,Albert Jiang,USC,Milind Tambe,USC,Diverse Randomized Agents Vote to Win
374,Shenlong Wang,University of Toronto,Raquel Urtasun,University of Toronto,Efficient Inference of Continuous Markov Random Fields with Polynomial Potentials
375,Chongjie Zhang,Massachusetts Institute of Technology,Julie A Shah,MIT,Fairness in Multi-Agent Sequential Decision-Making
376,Xuezhi Wang,Google AI,Jeff Schneider,CMU,Flexible Transfer Learning under Support and Model Shift
377,Zhen Cui,Vi­sion and Ma­chine Learn­ing Lab,Xilin Chen,"Institute of Computing Technology, Chinese Academy of Sciences",Generalized Unsupervised Manifold Alignment
378,Karthika Mohan,UC Berkeley,Judea Pearl,UCLA,Graphical Models for Recovering Probabilistic and Causal Queries from Missing Data
379,Haim Cohen,Technion,Yacov Crammer,Technion,Learning Multiple Tasks in Parallel with a Shared Annotator
380,Yingyu Liang,Princeton University,David Woodruff,IBM Research,Improved Distributed Principal Component Analysis
381,Franziska Meier,USC,Stefan Schaal,MPI-IS and USC,Incremental Local Gaussian Regression
382,Xiaolong Wang,UC San Diego,Wangmeng Zuo,Harbin Institute of Technology,Deep Joint Task Learning for Generic Object Extraction
383,Jonathan J Tompson,New York University,Christoph Bregler,New York University,Joint Training of a Convolutional Network and a Graphical Model for Human Pose Estimation
384,Ali Eslami,Microsoft Research,John Winn,Microsoft Research,Just-In-Time Learning for Fast and Flexible Inference
385,Kustaa Kangas,University of Helsinki,Teppo Niinimäki,Aalto University,Learning Chordal Markov Networks by Dynamic Programming
386,Dongqu Chen,Yale University,Dongqu Chen,Yale University,Learning Shuffle Ideals Under Restricted Distributions
387,Avrim Blum,CMU,Ariel Procaccia,Carnegie Mellon University,Learning Optimal Commitment to Overcome Insecurity
388,Jian Zhang,ETH Zurich,Raquel Urtasun,University of Toronto,Message Passing Inference for Large Scale Graphical Models with High Order Potentials
389,Hanie Sedghi,Google Brain,Edmond A Jonckheere,University of Southern California,Multi-Step Stochastic ADMM in High Dimensions: Applications to Sparse Optimization and Matrix Decomposition
390,Kishan Wimalawarne,Tokyo Institute of Technology,Ryota Tomioka,Microsoft Research Cambridge,Multitask learning meets tensor factorization: task imputation via convex optimization
391,Xin Wang,University of Connecticut,Jiangwen Sun,University of Connecticut,On Multiplicative Multitask Feature Learning
392,James Ridgway,Crest-Ensae and Dauphine,Feng Liang,Univ. of Illinois Urbana-Champaign,PAC-Bayesian AUC classification and scoring
393,Meisam Razaviyayn,University of Minnesota,Jong-Shi Pang,None,Parallel Successive Convex Approximation for Nonsmooth Nonconvex Optimization
394,Shuhang Gu,The Hong Kong Polytechnic University,Xiangchu Feng,Xidian University,Projective dictionary pair learning for pattern classification
395,Cho-Jui Hsieh,UCLA,Peder A Olsen,IBM,QUIC & DIRTY: A Quadratic Approximation Approach for Dirty Statistical Models
396,Shreya Saxena,Massachusetts Institute of Technology,Munther Dahleh,Massachusetts Institute of Tehcnology,Real-Time Decoding of an Integrate and Fire Encoder
397,Kareem Amin,University of Pennsylvania,Umar Syed,Google Research,Repeated Contextual Auctions with Strategic Buyers
398,Haichao Zhang,Horizon Robotics,Jianchao Yang,Adobe Research,Scale Adaptive Blind Deblurring
399,Lu Jiang,Carnegie Mellon University,Alexander Hauptmann,Carnegie Mellon University,Self-Paced Learning with Diversity
400,Yichuan Zhang,University of Edinburgh,Charles Sutton,Google,Semi-Separable Hamiltonian Monte Carlo for Inference in Bayesian Hierarchical Models
401,Christian Andersson Naesseth,Linköping University,Thomas Schön,Uppsala University,Sequential Monte Carlo for Graphical Models
402,Yuanyuan Mi,Weizmann Institute of Science,Si Wu,Beijing Normal University,Spike Frequency Adaptation Implements Anticipative Tracking in Continuous Attractor Neural Networks
403,Se-Young Yun,Los Alamos National Lab,Alexandre Proutiere,KTH,"Streaming, Memory Limited Algorithms for Community Detection"
404,Jingjing Zheng,University of Maryland,Jonathon P Phillips,National Institute of Standards and  Technology,Submodular Attribute Selection for Action Recognition in Video
405,hengshuai yao,University of Alberta,Shalabh Bhatnagar,Indian Institute of Science,Universal Option Models
406,Yichao Lu,University of Pennsylvania,Dean P Foster,University of Pennsylvania,large scale canonical correlation analysis with iterative least squares
407,Luigi Acerbi,University of Helsinki,Sethu Vijayakumar,University of Edinburgh,A Framework for Testing Identifiability of Bayesian Models of Perception
408,Jean-Baptiste Tristan,Oracle Labs,Guy L Steele,Oracle Labs,Augur: Data-Parallel Probabilistic Modeling
409,Syama Sundar Rangapuram,Saarland University,Matthias Hein,University of Tübingen,Tight Continuous Relaxation of the Balanced k-Cut Problem
410,Huahua Wang,"University of Minnesota, Twin Cites",Arindam Banerjee,"University of Minnesota, Twin Cities",Bregman Alternating Direction Method of Multipliers
