,first-author,first-author-affiliation,last-author,last-author-affiliation,title
214,Ping Li,Baidu Research USA,Cun-Hui Zhang,Rutgers,Re-randomized Densification for One Permutation Hashing and Bin-wise Consistent Weighted Sampling
215,Amirhossein Reisizadeh,UC Santa Barbara,Ramtin Pedarsani,UC Santa Barbara,Robust and Communication-Efficient Collaborative Learning
216,Tharun Medini,Rice University,ANSHUMALI Shrivastava,Rice University,Extreme Classification in Log Memory using Count-Min Sketch: A Case Study of Amazon Search with 50M Products
217,Titouan Vayer,IRISA,Laetitia Chapel,IRISA,Sliced Gromov-Wasserstein
218,Nikolas Ioannou,IBM Research,Thomas Parnell,IBM Research,SySCD: A System-Aware Parallel Coordinate Descent Algorithm
219,Yanping Huang,Google Brain,ZF Chen,Google Brain,GPipe: Efficient Training of Giant Neural Networks using Pipeline Parallelism
220,Misha Khodak,CMU,Ameet Talwalkar,CMU,Adaptive Gradient-Based Meta-Learning Methods
221,Russell Mendonca,UC Berkeley,Chelsea Finn,Stanford University,Guided Meta-Policy Search
222,LU LIU,University of Technology Sydney,Chengqi Zhang,University of Technology Sydney,Learning to Propagate for Graph Meta-Learning
223,Eunbyung Park,UNC Chapel Hill / Nuro,Junier Oliva,UNC - Chapel Hill,Meta-Curvature
224,Jun Shu,Xi'an Jiaotong University,Deyu Meng,Xi'an Jiaotong University,Meta-Weight-Net: Learning an Explicit Mapping For Sample Weighting
225,Shikun Liu,Imperial College London,Edward Johns,Imperial College London,Self-Supervised Generalisation with Meta Auxiliary Learning
226,Maria Jahja,Carnegie Mellon University,Ryan Tibshirani,Carnegie Mellon University,"Kalman Filter, Sensor Fusion, and Constrained Regression: Equivalences and Insights"
227,Jose Blanchet,Stanford University,Zhengqing Zhou,Stanford University,Multivariate Distributionally Robust Convex Regression under Absolute Error Loss
228,Huaian Diao,Northeast Normal University,David Woodruff,Carnegie Mellon University,Optimal Sketching for Kronecker Product Regression and Low Rank Approximation
229,Yan Zhang,University of Southampton,Adam Prugel-Bennett,apb@ecs.soton.ac.uk,Deep Set Prediction Networks
230,Yingxiang Yang,University of Illinois at Urbana-Champaign,Niao He,UIUC,Learning Positive Functions with Pseudo Mirror Descent
231,Carlo Ciliberto,Imperial College London,Alessandro Rudi,"INRIA, Ecole Normale Superieure",Localized Structured Prediction
232,Vikas Garg,MIT,Tamar Pichkhadze,MIT,Online Markov Decoding: Lower Bounds and Near-Optimal Approximation Algorithms
233,Hanjun Dai,Georgia Tech,Le Song,Georgia Institute of Technology,Retrosynthesis Prediction with Conditional Graph Logic Network
234,Tam Nguyen,Freiburg Computer Vision Lab,Thomas Brox,University of Freiburg,DeepUSPS: Deep Robust Unsupervised Saliency Prediction via Self-supervision
235,Adam Bielski,University of Bern,Paolo Favaro,"Bern University, Switzerland",Emergence of Object Segmentation in Perturbed Generative Models
236,Christopher Beckham,Mila,Chris Pal,"MILA, Polytechnique Montréal, Element AI",On Adversarial Mixup Resynthesis
237,Iordanis Kerenidis,Université Paris Diderot,Anupam Prakash,Université Paris Diderot,q-means: A quantum algorithm for unsupervised machine learning
238,Hugo Caselles-Dupré,Flowers Laboratory (ENSTA ParisTech & INRIA) & Softbank Robotics Europe,David Filliat,ENSTA,Symmetry-Based Disentangled Representation Learning requires Interaction with Environments
239,Chaoyou Fu,"Institute of Automation, Chinese Academy of Sciences",Ran He,"NLPR, CASIA",Dual Variational Generation for Low Shot Heterogeneous Face Recognition
240,Gedas Bertasius,Facebook Research,Lorenzo Torresani,Facebook AI,Learning Temporal Pose Estimation from Sparsely-Labeled Videos
241,Xuesong Niu,"Institute of Computing Technology, CAS",Xilin Chen,"Institute of Computing Technology, Chinese Academy of Sciences",Multi-label Co-regularization for Semi-supervised Facial Action Unit Recognition
242,Thomas Lucas,Inria,Jakob Verbeek,Facebook,Adaptive Density Estimation for Generative Models
243,Shuangfei Zhai,Apple,Joshua Susskind,Apple Inc.,Adversarial Fisher Vectors for Unsupervised Representation Learning
244,Tiantian Fang,University of Illinois Urbana-Champaign,Alex Schwing,University of Illinois at Urbana-Champaign,Co-Generation with GANs using AIS based HMC
245,Yang Song,Stanford University,Stefano Ermon,Stanford,Generative Modeling by Estimating Gradients of the Data Distribution
246,Sharon Zhou,Stanford University,Michael Bernstein,Stanford University,HYPE: A Benchmark for Human eYe Perceptual Evaluation of Generative Models
247,Yilun Du,MIT,Igor Mordatch,OpenAI,Implicit Generation and Modeling with Energy Based Models
248,Mahdi Karami,University of Alberta,Daniel Duckworth,Google Brain,Invertible Convolutional Flow
249,Yulia Rubanova,University of Toronto,David Duvenaud,University of Toronto,Latent Ordinary Differential Equations for Irregularly-Sampled Time Series
250,Xuezhe Ma,Carnegie Mellon University,Eduard Hovy,Carnegie Mellon University,MaCow: Masked Convolutional Generative Flow
251,Sangwoo Mo,KAIST,Jinwoo Shin,KAIST; AITRICS,Mining GOLD Samples for Conditional GANs
252,Erik Nijkamp,UCLA,Ying Nian Wu,"University of California, Los Angeles",Learning Non-Convergent Non-Persistent Short-Run MCMC Toward Energy-Based Model
253,Ricky T. Q. Chen,U of Toronto,Joern-Henrik Jacobsen,Vector Institute,Residual Flows for Invertible Generative Modeling
254,Jinsung Yoon,"University of California, Los Angeles",Mihaela van der Schaar,"University of California, Los Angeles",Time-series Generative Adversarial Networks
255,Mingming Gong,University of Melbourne,Kayhan Batmanghelich,University of Pittsburgh,Twin Auxilary Classifiers GAN
256,Florian Scheidegger,IBM Research -- Zurich,A. Cristiano I. Malossi,IBM Research - Zurich,Constrained deep neural network architecture search for IoT devices accounting for hardware calibration
257,Gauthier Gidel,Mila,Simon Lacoste-Julien,"Mila, Université de Montréal & SAIL Montreal",Implicit Regularization of Discrete Gradient Dynamics in Linear Neural Networks
258,Hui Guan,North Carolina State University,Seung-Hwan Lim,Oak Ridge National Laboratory,In-Place Zero-Space Memory Protection for CNN
259,Stanislav Fort,Stanford University / Google Research,Stanislaw Jastrzebski,New York University,Large Scale Structure of Neural Network Loss Landscapes
260,Zeyuan Allen-Zhu,Microsoft Research,Yingyu Liang,University of Wisconsin Madison,"Learning and Generalization in Overparameterized Neural Networks, Going Beyond Two Layers"
261,Frederik Kunstner,EPFL,Lukas Balles,University of Tuebingen,Limitations of the empirical Fisher approximation for natural gradient descent
262,Yuan Cao,UCLA,Quanquan Gu,UCLA,Tight Sample Complexity of Learning One-hidden-layer Convolutional Neural Networks
263,Jingjing Xu,Peking University,Junyang Lin,Alibaba Group,Understanding and Improving Layer Normalization
264,Janice Lan,Uber AI,Jason Yosinski,Uber AI; Recursion,LCA: Loss Change Allocation for Neural Network Training
265,Hao Yu,Alibaba Group (US) Inc ,Hao Yu,Alibaba Group (US) Inc ,A Communication Efficient Stochastic Multi-Block Alternating Direction Method of Multipliers
266,Hadrien Hendrikx,INRIA - PSL,Laurent Massoulié,Inria,An Accelerated Decentralized Stochastic Proximal Algorithm for Finite Sums
267,Kimon Antonakopoulos,Inria,Panayotis Mertikopoulos,CNRS (French National Center for Scientific Research),An adaptive Mirror-Prox method for variational inequalities with singular operators
268,Cyrille Combettes,Georgia Institute of Technology,Sebastian Pokutta,Zuse Institute Berlin,Blended Matching Pursuit
269,Jun Sun,Zhejiang University,Zaiyue  Yang,Southern University of Science and Technology,Communication-Efficient Distributed Learning via Lazily Aggregated Quantized Gradients
270,Sebastien Bubeck,Microsoft Research,Aaron Sidford,Stanford,Complexity of Highly Parallel Non-Smooth Convex Optimization
271,Zhao Song,University of Washington,Peilin Zhong,Columbia University,Efficient Symmetric Norm Regression via Linear Sketching
272,Tao Sun,National university of defense technology,Qing Liao,Harbin Institute of Technology (Shenzhen),General Proximal Incremental Aggregated Gradient Algorithms: Better and Novel Results under General Scheme
273,DongDong Ge,Shanghai University of Finance and Economics,Yinyu  Ye,Standord,Interior-Point Methods Strike Back: Solving the Wasserstein Barycenter Problem
274,Daniel Levy,Stanford University,John Duchi,Stanford,Necessary and Sufficient Geometries for Gradient Methods
275,Aaron Defazio,Facebook AI Research,Aaron Defazio,Facebook AI Research,On the Curved Geometry of Accelerated Optimization
276,Giulia Luise,University College London,Carlo Ciliberto,Imperial College London,Sinkhorn Barycenters with Free Support via Frank-Wolfe Algorithm
277,Ha Nguyen,University of Connecticut (UCONN),Marten van Dijk,University of Connecticut,Tight Dimension Independent Lower Bound on the Expected Convergence Rate for Diminishing Step Sizes in SGD
278,Clarice Poon,University of Bath,Jingwei Liang,University of Cambridge,Trajectory of Alternating Direction Method of Multipliers and Adaptive Acceleration
279,Haowei He,Tsinghua University,Yang Yuan,Cornell University,Asymmetric Valleys: Beyond Sharp and Flat Local Minima
280,Mahesh Chandra Mukkamala,Saarland University,Peter Ochs,Saarland University,Beyond Alternating Updates for Matrix Factorization with Inertial Bregman Proximal Gradient Algorithms
281,Chris Criscitiello,"None, formerly Princeton University",Nicolas Boumal,Princeton University,Efficiently escaping saddle points on manifolds
282,Wei Qian,Cornell Univeristy,Yudong Chen,Cornell University,Global Convergence of Least Squares EM for Demixing Two Log-Concave Densities
283,Alhussein Fawzi,DeepMind,Omar Fawzi,ENS Lyon,Learning dynamic polynomial proofs
284,Yi Xu,University of Iowa,Tianbao Yang,The University of Iowa,Non-asymptotic Analysis of Stochastic Methods for Non-Smooth Non-Convex Regularized Problems
285,Changxiao Cai,Princeton University,Yuxin Chen,Princeton University,Nonconvex Low-Rank Symmetric Tensor Completion from Noisy Data
286,Sharan Vaswani,"Mila, Université de Montréal",Simon Lacoste-Julien,"Mila, Université de Montréal & SAIL Montreal","Painless Stochastic Gradient: Interpolation, Line-Search, and Convergence Rates"
287,Zhe Wang,Ohio State University,Vahid Tarokh,Duke University,SpiderBoost and Momentum: Faster Variance Reduction Algorithms
288,Zhize Li,"Tsinghua University, and KAUST",Zhize Li,"Tsinghua University, and KAUST",SSRGD: Simple Stochastic Recursive Gradient Descent for Escaping Saddle Points
289,Stefano Sarao Mannelli,Institut de Physique Théorique,Lenka Zdeborová,CEA Saclay,Who is Afraid of Big Bad Minima? Analysis of gradient-flow in spiked matrix-tensor models
290,Yue Yu,Tsinghua University,Longbo Huang,"IIIS, Tsinghua Univeristy",Double Quantization for Communication-Efficient Distributed Optimization
291,Su Jia,CMU,R Ravi,CMU,Optimal Decision Tree with Noisy Outcomes
292,Dominic Richards,University of Oxford,Patrick Rebeschini,University of Oxford,Optimal Statistical Rates for Decentralised Non-Parametric Regression with Linear Speed-Up
293,Robert Gower,"Institut Polytechnique de Paris, Telecom Paris",Peter Richtarik,KAUST,RSN: Randomized Subspace Newton
294,Othmane Sebbouh,Télécom ParisTech,Robert Gower,"Institut Polytechnique de Paris, Telecom Paris",Towards closing the gap between the theory and practice of SVRG
295,Santtu Tikka,University of Jyväskylä,Juha Karvanen,University of Jyvaskyla,Identifying Causal Effects via Context-specific Independence Relations
296,Robert Ness,Gamalon,Olga Vitek,Northeastern University,Integrating Markov processes with structural causal modeling enables counterfactual inference in complex systems
297,Justin Zhang,Columbia University,Elias Bareinboim,Columbia University,Near-Optimal Reinforcement Learning in Dynamic Treatment Regimes
298,Andrew Bennett,Cornell University,Nathan Kallus,Cornell University,Policy Evaluation with Latent Confounders via Optimal Balance
299,Kristjan Greenewald,IBM Research,Guy Bresler,MIT,Sample Efficient Active Learning of Causal Trees
300,Atalanti Mastakouri,Max Planck Institute for Intelligent Systems,Dominik Janzing,Amazon,Selecting causal brain features with a single conditional independence test per feature
301,Amanda Gentzel,UMass Amherst,David Jensen,Univ. of Massachusetts,The Case for Evaluating Causal Models Using Interventional Measures and Empirical Data
302,Victor Veitch,Columbia University,David Blei,Columbia University,Using Embeddings to Correct for Unobserved Confounding in Networks
303,Alexander Peysakhovich,Facebook,Adam Lerer,Facebook AI Research,Robust Multi-agent Counterfactual Prediction
304,Mikhail Yurochkin,"IBM Research, MIT-IBM Watson AI Lab",Nghia Hoang,IBM Research,Statistical Model Aggregation via Parameter Matching
305,Haibin YU,National University of Singapore,Zhongxiang Dai,National University of Singapore,Implicit Posterior Variational Inference for Deep Gaussian Processes
306,Rui Li,Rochester Institute of Technology,Rui Li,Rochester Institute of Technology,Multivariate Sparse Coding of Nonstationary Covariances with Gaussian Processes
307,Siqi Liu,University of Pittsburgh,Milos Hauskrecht,University of Pittsburgh,Nonparametric Regressive Point Processes Based on Conditional Gaussian Processes
308,Ian Char,Carnegie Mellon University,Jeff Schneider,Carnegie Mellon University,Offline Contextual Bayesian Optimization
309,Creighton Heaukulani,"Ministry of Health, Singapore",Mark van der Wilk,PROWLER.io,Scalable Bayesian dynamic covariance modeling with variational Wishart and inverse Wishart processes
310,Yusuke Tanaka,NTT,Hiroyuki Toda,"NTT Service Evolution Laboratories, NTT Corporation, Japan",Spatially Aggregated Gaussian Processes with Multivariate Areal Outputs
311,Alexej Klushyn,"ML Research Lab, Volkswagen Group",Patrick van der Smagt,Volkswagen Group,Learning Hierarchical Priors in VAEs
312,Atilim Gunes Baydin,University of Oxford,Frank Wood,University of British Columbia,Efficient Probabilistic Inference in the Quest for Physics Beyond the Standard Model
313,Anna Wigren,Uppsala University,Fredrik Lindsten,Linköping University,Parameter elimination in particle Gibbs sampling
314,Ruqi Zhang,Cornell University,Christopher De Sa,Cornell,Poisson-Minibatching for Gibbs Sampling with Convergence Rate Guarantees
315,Chris Nemeth,Lancaster University,James Hensman,PROWLER.io,Pseudo-Extended Markov chain Monte Carlo
316,Difan Zou,"University of California, Los Angeles",Quanquan Gu,UCLA,Stochastic Gradient Hamiltonian Monte Carlo Methods with Recursive Variance Reduction
317,Adil Salim,KAUST,Peter Richtarik,KAUST,Stochastic Proximal Langevin Algorithm: Potential Splitting and Nonasymptotic Rates
318,Chen Li,"UToronto, Google",Murat Erdogdu,University of Toronto,Stochastic Runge-Kutta Accelerates Langevin Monte Carlo and Beyond
319,Ruoqi Shen,University of Washington,Yin Tat Lee,UW,The Randomized Midpoint Method for Log-Concave Sampling
320,Marcel Hirt,University College London,Alain Durmus,ENS Paris Saclay,Copula-like Variational Inference
321,Kazuki Osawa,Tokyo Institute of Technology,Rio Yokota,"Tokyo Institute of Technology, AIST- Tokyo Tech Real World Big-Data Computation Open Innovation Laboratory (RWBC- OIL), National Institute of Advanced Industrial Science and Technology (AIST)",Practical Deep Learning with Bayesian Principles
322,Dominik Linzner,Technische Universität Darmstadt,Heinz Koeppl,Technische Universität Darmstadt,Scalable Structure Learning of Continuous-Time Bayesian Networks from Incomplete Data
323,Trevor Campbell,UBC,Xinglong Li,The University of British Columbia,Universal Boosting Variational Inference
324,Yixin Wang,Columbia University,David Blei,Columbia University,Variational Bayes under Model Misspecification
325,Tomasz Kuśmierczyk,University of Helsinki,Arto Klami,University of Helsinki,Variational Bayesian Decision-making for Continuous Utilities
326,Hengyuan Hu,Facebook,Mike Lewis,Facebook AI Research,Hierarchical Decision Making by Generating and Following Natural Language Instructions
327,Xiangyuan Zhang,University of Illinois at Urbana-Champaign,Tamer Basar,University of Illinois at Urbana-Champaign,Non-Cooperative Inverse Reinforcement Learning
328,Jack Umenberger,Uppsala University,Håkan Hjalmarsson,KTH,Robust exploration in linear quadratic reinforcement learning 
329,Andrea Zanette,Stanford University,Emma Brunskill,Stanford University,Almost Horizon-Free Structure-Aware Best Policy Identification with a Generative Model
330,Kamil Ciosek,Microsoft,Katja Hofmann,Microsoft Research,Better Exploration with Optimistic Actor Critic
331,Simon Du,Institute for Advanced Study,Hanrui Zhang,Duke University,Provably Efficient Q-learning with Function Approximation via Distribution Shift Error Checking Oracle
332,Liangpeng Zhang,University of Birmingham,Xin Yao,Southern University of Science and Technology,Explicit Planning for Efficient Exploration in Reinforcement Learning
333,Jian QIAN,INRIA Lille - Sequel Team,Alessandro Lazaric,Facebook Artificial Intelligence Research,Exploration Bonus for Regret Minimization in Discrete and Continuous Average Reward MDPs
334,Daniel Russo,Columbia University,Daniel Russo,Columbia University,Worst-Case Regret Bounds for Exploration via Randomized Value Functions
335,Marek Petrik,University of New Hampshire,Reaz Russel,University of New Hampshire,Beyond Confidence Regions: Tight Bayesian Ambiguity Sets for Robust MDPs
336,Bastian Alt,Technische Universität Darmstadt,Heinz Koeppl,Technische Universität Darmstadt,Correlation Priors for Reinforcement Learning
337,Mikael Henaff,Microsoft Research,Mikael Henaff,Microsoft Research,Explicit Explore-Exploit Algorithms in Continuous State Spaces
338,Daniel Freeman,Google Brain,Luke Metz,Google Brain,Learning to Predict Without Looking Ahead: World Models Without Forward Prediction
339,Zhiao Huang,University of California San Diego,Hao Su,University of California San Diego,Mapping State Space using Landmarks for Universal Goal Reaching
340,Hado van Hasselt,DeepMind,jaslanides Aslanides,DeepMind,When to use parametric models in reinforcement learning?
341,Nicolas Carion,Facebook AI Research Paris,Alessandro Lazaric,Facebook Artificial Intelligence Research,A Structured Prediction Approach for Generalization in Cooperative Multi-Agent Reinforcement Learning
342,Sai Qian Zhang,Harvard University,Jieyu Lin,University of Toronto,Efficient Communication in Multi-Agent Reinforcement Learning via Variance Based Control
343,Xin Guo,"University of California, Berkeley",Junzi Zhang,Stanford University,Learning Mean-Field Games
344,Deepak Pathak,"UC Berkeley, FAIR, CMU",Alexei Efros,UC Berkeley,Learning to Control Self-Assembling Morphologies: A Study of Generalization via Modularity
345,Yali Du,University College London,Dacheng Tao,University of Sydney,LIIR: Learning Individual Intrinsic Reward in Multi-Agent Reinforcement Learning
346,Micah Carroll,UC Berkeley,Anca Dragan,UC Berkeley,On the Utility of Learning about Humans for Human-AI Coordination
347,Chao Qu,Ant Financial Services Group,Junwu Xiong,Ant Financial Services Group, Value Propagation for Decentralized Networked Deep Multi-agent  Reinforcement Learning
348,Ming Yu,"The University of Chicago, Booth School of Business",Zhaoran Wang,Northwestern University,Convergent Policy Optimization for Safe Reinforcement Learning
349,David Rolnick,UPenn,Greg Wayne,Google DeepMind,Experience Replay for Continual Learning
350,Zhizhou Ren,Tsinghua University,Jian Peng,University of Illinois at Urbana-Champaign,Exploration via Hindsight Goal Generation
351,Anna Harutyunyan,DeepMind,Remi Munos,DeepMind,Hindsight Credit Assignment
352,Chao Yang,Tsinghua University,Chuang Gan,MIT-IBM Watson AI Lab,Imitation Learning from Observations by Minimizing Inverse Dynamics Disagreement
353,Thomas PIERROT,InstaDeep,Nando de Freitas,DeepMind,Learning Compositional Neural Programs with Recursive Tree Search and Planning
354,Minne Li,University College London,Haitham Bou Ammar,UCL,Multi-View Reinforcement Learning
355,Brett Daley,Northeastern University,Christopher Amato,Northeastern University,Reconciling λ-Returns with Experience Replay
356,Zihan Zhang,Tsinghua University,Xiangyang Ji,Tsinghua University,Regret Minimization for Reinforcement Learning by Evaluating the Optimal Bias Function
357,Suyoung Lee,KAIST,Sae-Young Chung,KAIST,Sample-Efficient Deep Reinforcement Learning via Episodic Backward Update
358,Yuhui Wang,Nanjing University of Aeronautics and Astronautics,Yaozhong Gan,"Nanjing University of Aeronautics and Astronautics, China",Trust Region-Guided Proximal Policy Optimization
359,Harm Van Seijen,Microsoft Research,Arash Tavakoli,Imperial College London,Using a Logarithmic Mapping to Enable Lower Discount Factors in Reinforcement Learning
360,Horia Mania,UC Berkeley,Benjamin Recht,UC Berkeley,Certainty Equivalence is Efficient for Linear Quadratic Control
361,Brian Axelrod,Stanford,Gregory Valiant,Stanford University,A Polynomial Time Algorithm for Log-Concave Maximum Likelihood via Locally Exponential Families
362,Karl Krauth,UC berkeley,Benjamin Recht,UC Berkeley,Finite-time Analysis of Approximate Policy Iteration for the Linear Quadratic Regulator
363,Dylan Foster,MIT,Karthik Sridharan,Cornell University,Hypothesis Set Stability and Generalization
364,Sauptik Dhar,LG Electronics,Mohak Shah,LG Electronics,Multiclass Learning from Contradictions
365,Abi Komanduru,Purdue University,Jean Honorio,Purdue University,On the Correctness and Sample Complexity of Inverse Reinforcement Learning
366,Gilad Yehudai,Weizmann Institute of Science,Ohad Shamir,Weizmann Institute of Science,On the Power and Limitations of Random Features for Understanding Neural Networks
367,Amir Najafi,Sharif University of Technology,Takeru Miyato,"Preferred Networks, Inc.",Robustness to Adversarial Perturbations in Learning from Incomplete Data
368,Fernando Gama,University of Pennsylvania,Joan Bruna,NYU,Stability of Graph Scattering Transforms
369,Yaqi Duan,Princeton University,Mengdi Wang,Princeton University,State Aggregation Learning from Markov Transition Data
370,Nika Haghtalab,Cornell University,Bo Waggoner,"U. Colorado, Boulder",Toward a Characterization of Loss Functions for Distribution Learning
371,Becca Roelofs,UC Berkeley,Ludwig Schmidt,UC Berkeley,A Meta-Analysis of Overfitting in Machine Learning
372,Moshe Shenfeld,Hebrew University of Jerusalem,Katrina Ligett,Hebrew University,A Necessary and Sufficient Stability Notion for Adaptive Generalization
373,Horia Mania,UC Berkeley,Benjamin Recht,UC Berkeley,Model Similarity Mitigates Test Set Overuse
374,Se-Young Yun,KAIST,Alexandre Proutiere,KTH,Optimal Sampling and Clustering in the Stochastic Block Model
375,Xiao Li,"University of California, Berkeley",Bin Yu,UC Berkeley,A Debiased MDI Feature Importance Measure for Random Forests
376,Allan Grønlund,"Aarhus University, MADALGO",Jelani Nelson,UC Berkeley,Margin-Based Generalization Lower Bounds for Boosted Classifiers
377,Bulat Ibragimov,Yandex Research,Glebaster Gusev,Sberbank,Minimal Variance Sampling in Stochastic Gradient Boosting
378,Igor Kuralenok,Yandex,Igor Labutin,Yandex,MonoForest framework for tree ensemble analysis
379,Peilin Zhong,Columbia University,Changxi Zheng,Columbia University,Rethinking Generative Mode Coverage: A Pointwise Guaranteed Approach
380,Wei Deng,Purdue University,Guang Lin,Purdue University,An Adaptive Empirical  Bayesian Method for Sparse Deep Learning
381,XIA XIAO,University of Connecticut,Sanguthevar Rajasekaran,University of Connecticut,AutoPrune: Automatic Network Pruning by Regularizing Auxiliary Parameters
382,Honghao Li,Institut Curie,Herve Isambert,Institut Curie,Constraint-based Causal Structure Learning with Consistent Separating Sets
383,Zhiyong Yang,"SKLOIS, Institute of Information Engineering, Chinese Academy of Sciences; SCS, University of Chinese Academy of Sciences",Qingming Huang,University of Chinese Academy of Sciences,Generalized Block-Diagonal Structure Pursuit: Learning Soft Latent Task Assignment against Negative Transfer
384,Zihan Li,National University of Singapore,Jonathan Scarlett,National University of Singapore,Learning Erdos-Renyi Random Graphs via Edge Detecting Queries
385,Chris Russell,The Alan Turing Institute/ The University of Surrey,Neill Campbell,University of Bath,Fixing Implicit Derivatives: Trust-Region Based Learning of Continuous Energy Functions
386,Ibrahim Jubran,The University of Haifa,Dan Feldman,University of Haifa,Fast and Accurate Least-Mean-Squares Solvers
387,Xiangyu Zheng,Peking University,Song Xi Chen,Peking University,Partitioning Structure Learning for Segmented Linear Regression Trees
388,David Gamarnik,Massachusetts Institute of Technology,Julia Gaudio,Massachusetts Institute of Technology,Sparse High-Dimensional Isotonic Regression
389,Huaian Diao,Northeast Normal University,Xin Yang,University of Washington,Total Least Squares Regression in Input Sparsity Time
390,Xuanqing Liu,"University of California, Los Angeles",Cho-Jui Hsieh,UCLA,A Unified Framework for Data Poisoning Attack to Graph-based Semi-supervised Learning
391,Pedro Mercado,University of Tübingen,Matthias Hein,University of Tübingen,Generalized Matrix Means for Semi-Supervised Learning with Multilayer Graphs
392,Otilia Stretcu,Carnegie Mellon University,Andrew Tomkins,Google,Graph Agreement Models for Semi-Supervised Learning
393,Fan Zhou,Shanghai University of Finance and Economics,Ye Jieping,DiDi Chuxing,Graph-Based Semi-Supervised Learning with Non-ignorable Non-response
394,Naganand Yadati,Indian Institute of Science,Partha Talukdar,"Indian Institute of Science, Bangalore",HyperGCN: A New Method For Training Graph Convolutional Networks on Hypergraphs
395,David Berthelot,Google Brain,Colin A Raffel,Google Brain,MixMatch: A Holistic Approach to Semi-Supervised Learning
396,Yair Carmon,Stanford University,Percy Liang,Stanford University,Unlabeled Data Improves Adversarial Robustness
397,Vickram Rajendran,The Johns Hopkins University Applied Physics Lab,William LeVine,The Johns Hopkins University Applied Physics Lab,Accurate Layerwise Interpretable Competence Estimation
398,Jeremiah Liu,Google Research / Harvard,Brent Coull,Harvard University,Accurate Uncertainty Estimation and Decomposition in Ensemble Learning
399,Charles Corbière,Valeo.ai / CNAM,Patrick Pérez,Valeo.ai,Addressing Failure Prediction by Learning Model Confidence
400,Meelis Kull,University of Tartu,Peter Flach,University of Bristol,Beyond temperature scaling: Obtaining well-calibrated multi-class probabilities with Dirichlet calibration
401,David Widmann,Uppsala University,Dave Zachariah,Uppsala University,Calibration tests in multi-class classification: A unifying framework
402,Liu Ziyin,University of Tokyo,Masahito Ueda,University of Tokyo,Deep Gamblers: Learning to Abstain with Portfolio Theory
403,Raanan Yehezkel Rohekar,Intel AI Lab,Gal Novik,Intel AI Lab,Modeling Uncertainty by Learning a Hierarchy of Deep Neural Connections
404,Axel Brando,BBVA DATA & ANALYTICS SL UNIVERSITAT DE BARCELONA,Alberto Rubio Muñoz,BBVA Data & Analytics,Modelling heterogeneous distributions with an Uncountable Mixture of Asymmetric Laplacians
405,Sunil Thulasidasan,Los Alamos National Laboratory & University of Washington,Sarah Michalak,Los Alamos National Laboratory,On Mixup Training: Improved Calibration and Predictive Uncertainty for Deep Neural Networks
406,Muhammad Osama,Uppsala University,Peter Stoica,Uppsala University,Prediction of Spatial Point Processes: Regularized Method with Out-of-Sample Guarantees
407,Nicki Skafte,Technical University of Denmark,Søren Hauberg,Technical University of Denmark,Reliable training and estimation of variance networks
408,Andrey Malinin,Yandex,Mark Gales,University of Cambridge,Reverse KL-Divergence Training of Prior Networks: Improved Uncertainty and Adversarial Robustness
409,Marin Biloš,Technical University of Munich,Stephan Günnemann,Technical University of Munich,Uncertainty on Asynchronous Time Event Prediction
410,Ananya Kumar,Stanford University,Tengyu Ma,Stanford University,Verified Uncertainty Calibration
411,Sebastian Mair,Leuphana University,Ulf Brefeld,Leuphana,Coresets for Archetypal Analysis
412,Jingjing Wang,University of Waterloo,Yaoliang Yu,University of Waterloo,Multivariate Triangular Quantile Maps for Novelty Detection
413,Siqi Wang,National University of Defense Technology,Marius Kloft,TU Kaiserslautern,Effective End-to-end Unsupervised Outlier Detection via Inlier Priority of Discriminative Network
414,Samuli Laine,NVIDIA,Timo Aila,NVIDIA,High-Quality Self-Supervised Deep Image Denoising
415,Enrique Sanchez,Samsung AI Centre,Yorgos Tzimiropoulos,Samsung AI Centre | University of Nottingham,Object landmark discovery through unsupervised adaptation
416,Parikshit Gopalan,VMware Research,Udi Wieder,VMware Research,PIDForest: Anomaly Detection via Partial Identification
417,Rui Zhang,Arizona State University,Hanghang Tong,University of Illinois at Urbana-Champaign,Robust Principal Component Analysis with Adaptive Neighbors
418,Qiangeng (Charlie) Xu,USC,Ulrich Neumann,USC,DISN: Deep Implicit Surface Network for High-quality Single-view 3D Reconstruction
419,Yangbangyan Jiang,"Institute of Information Engineering, Chinese Academy of Sciences",Qingming Huang,University of Chinese Academy of Sciences,DM2C: Deep Mixed-Modal Clustering
420,Chunjin Song,Shenzhen University,Hui Huang,Shenzhen University,ETNet: Error Transition Network for Arbitrary Style Transfer
421,Xueting Li,"University of California, Merced",Ming-Hsuan Yang,Google / UC Merced,Joint-task Self-supervised Learning for Temporal Correspondence
422,Adrian Dalca,"MIT, HMS",Mert Sabuncu,Cornell,Learning Conditional Deformable Templates with Convolutional Networks
423,Bo Yang,University of Oxford,Niki Trigoni,University of Oxford,Learning Object Bounding Boxes for 3D Instance Segmentation on Point Clouds
424,Xihui Liu,The Chinese University of Hong Kong,hongsheng Li,cuhk,Learning to Predict Layout-to-image Conditional Convolutions for Semantic Image Synthesis
425,Yichao Zhou,UC Berkeley,Yi Ma,UC Berkeley,NeurVPS: Neural Vanishing Point Scanning via Conic Convolution
426,Gamaleldin Elsayed,"Google Research, Brain Team",Quoc V Le,Google,Saccader: Improving Accuracy of Hard Attention Models for Vision
