,first-author,first-author-affiliation,last-author,last-author-affiliation,title
218,Jeremias Knoblauch,Warwick University,Theo Damoulas,University of Warwick        The Alan Turing Institute,Doubly Robust Bayesian Inference for Non-Stationary Streaming Data with $\beta$-Divergences
219,Ira Shavitt,Weizmann Institute of Science,Eran Segal,Weizmann Institute of Science,Regularization Learning Networks: Deep Learning for Tabular Datasets
220,Namrata Anand,Stanford University,Possu Huang,Stanford University,Generative modeling for protein structures
221,Ofir Lindenbaum,Yale,Smita Krishnaswamy,Yale University,Geometry Based Data Generation
222,John Halloran,"University of California, Davis",David M Rocke,"University of California, Davis",Learning Concave Conditional Likelihood Models for Improved Analysis of Tandem Mass Spectra
223,Cheng Zhang,Fred Hutchinson Cancer Research Center,Erick Matsen IV,Fred Hutchinson Cancer Research Center,Generalizing Tree Probability Estimation via Bayesian Networks
224,Shuang Li,Georgia Institute of Technology,Le Song,Ant Financial & Georgia Institute of Technology,Learning Temporal Point Processes via Reinforcement Learning
225,Qing Wang,Tencent AI Lab,Tong Zhang,Tencent AI Lab,Exponentially Weighted Imitation Learning for Batched Historical Data
226,Murat Sensoy,Ozyegin University,Melih Kandemir,Bosch Center for Artificial Intelligence (BCAI),Evidential Deep Learning to Quantify Classification Uncertainty
227,Amit Dhurandhar,IBM Research,Payel Das,IBM Research,Explanations based on the Missing: Towards Contrastive Explanations with Pertinent Negatives
228,Gregory Plumb,CMU,Ameet Talwalkar,CMU,Model Agnostic Supervised Local Explanations
229,Heinrich Jiang,Google Research,Maya Gupta,Google,To Trust Or Not To Trust A Classifier
230,Samuel Yeom,Carnegie Mellon University,Matt Fredrikson,CMU,Hunting for Discriminatory Proxies in Linear Regression Models
231,Michele Donini,Istituto Italiano di Tecnologia ,Massimiliano Pontil,IIT,Empirical Risk Minimization Under Fairness Constraints
232,David Harris,University of Maryland,Thomas Pensyl,,Approximation algorithms for stochastic clustering
233,David Balduzzi,DeepMind,Thore Graepel,DeepMind,Re-evaluating evaluation
234,Zachary Lipton,Carnegie Mellon University,Alexandra Chouldechova,CMU,Does mitigating ML's impact disparity require treatment disparity?
235,Isabel Valera,Max Planck Institute for Intelligent Systems,Manuel Gomez Rodriguez,Max Planck Institute for Software Systems,Enhancing the Accuracy and Fairness of Human Decision Making
236,Samira Samadi,Georgia Tech,Santosh Vempala,Georgia Tech,The Price of Fair PCA: One Extra dimension
237,Ankush Mandal,Georgia Institute of Technology,Vivek Sarkar,Georgia Institute of Technology,Topkapi: Parallel and Fast Sketches for Finding Top-K Frequent Elements
238,Xiaojie Wang,The University of Melbourne,Jianzhong Qi,The University of Melbourne,KDGAN: Knowledge Distillation with Generative Adversarial Networks
239,Menghan Wang,Zhejiang University,Kun Zhang,CMU,Modeling Dynamic Missingness of Implicit Feedback for Recommendation
240,Trong Dinh Thac Do,University of Technology Sydney,Longbing Cao,University of Technology Sydney,Gamma-Poisson Dynamic Matrix Factorization Embedded with Metadata Influence
241,Stanislav Morozov,Yandex,Artem Babenko,MIPT/Yandex,Non-metric Similarity Graphs for Maximum Inner Product Search
242,Xiao Yan,The Chinese University of Hong Kong,James Cheng,The Chinese University of Hong Kong,Norm-Ranging LSH for Maximum Inner Product Search
243,Madhav Nimishakavi,Indian Institute of Science,Bamdev Mishra,Microsoft,A Dual Framework for Low-rank Tensor Completion
244,Osman Malik,University of Colorado Boulder,Stephen Becker,University of Colorado,Low-Rank Tucker Decomposition of Large Tensors Using TensorSketch
245,Zhihui Zhu,Johns Hopkins University,Qiuwei Li,Colorado School of Mines,Dropping Symmetry for Fast Symmetric Nonnegative Matrix Factorization
246,Borja Balle,Amazon Research Cambridge,Marco Gaboardi,Univeristy at Buffalo,Privacy Amplification by Subsampling: Tight Analyses via Couplings and Divergences
247,Jayadev Acharya,Cornell University,Huanyu Zhang,Cornell University,Differentially Private Testing of Identity and Closeness of Discrete Distributions
248,Uri Stemmer,Ben-Gurion University,Haim Kaplan,,Differentially Private k-Means with Constant Multiplicative Error
249,Matthew  Joseph,University of Pennsylvania,Bo Waggoner,Microsoft,Local Differential Privacy for Evolving Data
250,Bargav Jayaraman,University of Virginia,Quanquan Gu,UCLA,Distributed Learning without Distress: Privacy-Preserving Empirical Risk Minimization
251,Shivam Garg,Stanford University,Gregory Valiant,Stanford University,A Spectral View of Adversarially Robust Features
252,Shiqi Wang,Columbia University,Suman Jana,Columbia University,Efficient Formal Safety Analysis of Neural Networks
253,Jamie Hayes,University College London,Olga Ohrimenko,Microsoft Research,Contamination Attacks and Mitigation in Multi-Party Machine Learning
254,Wenbo Guo,Pennsylvania State University,Lin Lin,The Pennsylvania State University,Explaining Deep Learning Models -- A Bayesian Non-parametric Approach
255,Maria-Florina Balcan,Carnegie Mellon University,Colin White,Carnegie Mellon University,Data-Driven Clustering via Parameterized Lloyd's Families
256,Sagie Benaim,Tel Aviv University,Lior Wolf,Facebook AI Research,One-Shot Unsupervised Cross Domain Translation
257,Nathan Kallus,Cornell University,Nathan Kallus,Cornell University,Balanced Policy Evaluation and Learning
258,Zelda Mariet,MIT,Stefanie Jegelka,MIT,Exponentiated Strongly Rayleigh Distributions
259,Qiang Liu,UT Austin,Dilin Wang,UT Austin,Stein Variational Gradient Descent as Moment Matching
260,Anthony L Caterini,University of Oxford,Dino Sejdinovic,University of Oxford,Hamiltonian Variational Auto-Encoder
261,Yingxiang Yang,University of Illinois at Urbana Champaign,Niao He,UIUC,Predictive Approximate Bayesian Computation via Saddle Points
262,Sebastian Stich,EPFL,Martin Jaggi,EPFL,Sparsified SGD with Memory
263,Filip Hanzely,KAUST,Peter Richtarik,KAUST,SEGA: Variance Reduction via Gradient Sketching
264,Eric Balkanski,Harvard University,Yaron Singer,Harvard University,Non-monotone Submodular Maximization in Exponentially Fewer Iterations
265,Conghui Tan,The Chinese University of Hong Kong,Prof. Ji Liu Liu,"University of Rochester, Tencent AI lab",Stochastic Primal-Dual Method for Empirical Risk Minimization with O(1) Per-Iteration Complexity
266,Hiroyuki Kasai,The University of Electro-Communications,Bamdev Mishra,Microsoft,Inexact trust-region algorithms on Riemannian manifolds
267,Tao Sun,National university of defense technology,Wotao Yin,"University of California, Los Angeles",On Markov Chain Gradient Descent
268,Zhiqiang Xu,Baidu Inc.,Zhiqiang Xu,Baidu Inc.,Gradient Descent Meets Shift-and-Invert Preconditioning for Eigenvector Computation
269,Murat Erdogdu,University of Toronto,Ohad Shamir,Weizmann Institute of Science,Global Non-convex Optimization with Discretized Diffusions
270,Cedric Josz,UC Berkeley,Somayeh Sojoudi,"University of California, Berkeley",A theory on the absence of spurious solutions for nonconvex and nonsmooth optimization
271,Constantinos Daskalakis,MIT,Ioannis Panageas,Singapore University of Technology and Design,The Limit Points of (Optimistic) Gradient Descent in Min-Max Optimization
272,Soheil Feizi,"University of Maryland, College Park",David Tse,Stanford University,Porcupine Neural Networks: Approximating Neural Network Landscapes
273,SHIYU LIANG,UIUC,R. Srikant,University of Illinois at Urbana-Champaign,Adding One Neuron Can Eliminate All Bad Local Minima
274,Eli Schwartz,IBM-Research,Alex Bronstein,Technion,Delta-encoder: an effective sample synthesis method for few-shot object recognition
275,Joseph Antognini,Whisper AI,Jascha Sohl-Dickstein,Google Brain,PCA of high dimensional random walks with comparison to neural network training
276,Alhussein Fawzi,DeepMind,Omar Fawzi,ENS Lyon,Adversarial vulnerability for any classifier
277,Julius Adebayo,MIT,Been Kim,Google,Sanity Checks for Saliency Maps
278,Ruixiang ZHANG,MILA,Yangqiu Song,Hong Kong University of Science and Technology,MetaGAN: An Adversarial Approach to Few-Shot Learning
279,Yan Wu,DeepMind,Timothy Lillicrap,Google DeepMind,Learning Attractor Dynamics for Generative Memory
280,Mitchell Stern,UC Berkeley,Jakob Uszkoreit,Google,Blockwise Parallel Decoding for Deep Autoregressive Models
281,Amit Zohar,Tel Aviv Universtiy,Lior Wolf,Facebook AI Research,Automatic Program Synthesis of Long Programs with a Learned Garbage Collector
282,Zi Yin,Stanford University,Balaji Prabhakar,Stanford Univeristy,The Global Anchor Method for Quantifying Linguistic Shifts and Domain Adaptation
283,Andrew Trask,DeepMind,Phil Blunsom,DeepMind and Oxford University,Neural Arithmetic Logic Units
284,Ju Xu,Peking University,Zhanxing Zhu,Peking University,Reinforced Continual Learning
285,Ali Shafahi,University of Maryland,Tom Goldstein,University of Maryland,Poison Frogs! Targeted Clean-Label Poisoning Attacks on Neural Networks
286,Riccardo Volpi,Istituto Italiano di Tecnologia,Silvio Savarese,Stanford University,Generalizing to Unseen Domains via Adversarial Data Augmentation
287,Bart van Merriënboer,"MILA, Google",Alexander Wiltschko,Google Brain,Tangent: Automatic differentiation using source-code transformation for dynamically typed array programming
288,Michael J Morais,Princeton University,Jonathan Pillow,Princeton University,Power-law efficient neural codes provide general link between perceptual bias and discriminability
289,Golnaz Ghiasi,Google,Quoc V Le,Google,DropBlock: A regularization method for convolutional networks
290,Enzo Tartaglione,Politecnico di Torino,Gianluca Francini,Telecom Italia,Learning sparse neural networks via sensitivity-driven regularization
291,Arnu Pretorius,Stellenbosch University,Herman Kamper,Stellenbosch University,Critical initialisation for deep signal propagation in noisy rectifier neural networks
292,Volker Fischer,"Robert Bosch GmbH, Bosch Center for Artificial Intelligence",Thomas Pfeil,Robert Bosch GmbH,The streaming rollout of deep networks - towards fully model-parallel execution
293,Jeffrey Pennington,Google Brain,Pratik Worah,Google,The Spectrum of the Fisher Information Matrix of a Single-Hidden-Layer Neural Network
294,Jinyan Liu,The University of Hong Kong,Xiangning Wang,The University of Hong Kong,Learning Optimal Reserve Price against Non-myopic Bidders
295,Holden Lee,Princeton,Rong Ge,Duke University,Beyond Log-concavity: Provable Guarantees for Sampling Multi-modal Distributions using Simulated Tempering Langevin Monte Carlo
296,Hamid Jalalzai,Télécom ParisTech,Anne Sabourin,"LTCI,  Telecom ParisTech, Université Paris-Saclay",On Binary Classification in Extreme Regions
297,Huy Nguyen,Princeton,Lydia Zakynthinou,Northeastern University,Improved Algorithms for Collaborative PAC Learning
298,Yi Hao,"University of California, San Diego",Yihong Wu,Yale University,Data Amplification: A Unified and Competitive Approach to Property Estimation
299,Tatsuro Kawamoto,National Institute of Advanced Industrial Science and Technology,Tomoyuki Obuchi,Tokyo Institute of Technology,Mean-field theory of graph neural networks in graph partitioning
300,Jonathan Kadmon,Stanford University,Surya Ganguli,Stanford,Statistical mechanics of low-rank tensor decomposition
301,Alyson Fletcher,UCLA,Phil Schniter,The Ohio State University,Plug-in Estimation in High-Dimensional Linear Inverse Problems: A Rigorous Analysis
302,Léonard Blier,Ecole Normale Supérieure,Yann Ollivier,Facebook Artificial Intelligence Research,The Description Length of Deep Learning models
303,Hyeji Kim,Samsung AI Center Cambridge,Pramod Viswanath,UIUC,Deepcode: Feedback Codes via Deep Learning
304,Kwangjun Ahn,Korean Augmentation To the United States Army (KATUSA),Changho Suh,KAIST,Binary Rating Estimation with Graph Side Information
305,Grant Rotskoff,New York University,Eric Vanden-Eijnden,New York University,Parameters as interacting particles: long time convergence and asymptotic error scaling of neural networks
306,Tianyi Liu,Georgia Institute of Technolodgy,Tuo Zhao,Georgia Tech,Towards Understanding Acceleration Tradeoff between Momentum and Asynchrony in Nonconvex Stochastic Optimization
307,François Portier,Télécom ParisTech,Bernard Delyon,University of Rennes 1,Asymptotic optimality of adaptive importance sampling
308,Zehong Hu,Alibaba Group,Yang Liu,Harvard University,Inference Aided Reinforcement Learning for Incentive Mechanism Design in Crowdsourcing
309,Malik Magdon-Ismail,Rensselaer,Lirong Xia,RPI,A Mathematical Model For Optimal Decisions In A Representative Democracy 
310,Simina Branzei,Purdue University,Noam Nisan,Hebrew University of Jerusalem and Microsoft Research,Universal Growth in Production Economies
311,Jessie Finocchiaro,University of Colorado Boulder,Rafael Frongillo,CU Boulder,Convex Elicitation of Continuous Properties
312,Jieming Mao,Princeton University,Jon Schneider,Google,Contextual Pricing for Lipschitz Buyers
313,Zhengyuan Zhou,Stanford University,Yinyu Ye,,Learning in Games with Lossy Feedback
314,Yun Kuen Cheung,Singapore University of Technology and Design,Yun Kuen Cheung,Singapore University of Technology and Design,Multiplicative Weights Updates with Constant Step-Size in Graphical Constant-Sum Games
315,Christian Kroer,"Faceook, Core Data Science",Tuomas Sandholm,Carnegie Mellon University,Solving Large Sequential Games with the Excessive Gap Technique
316,Gabriele Farina,Carnegie Mellon University,Tuomas Sandholm,Carnegie Mellon University,Practical exact algorithm for trembling-hand equilibrium refinements in games
317,Manish Purohit,Google,Ravi Kumar,Google,Improving Online Algorithms via ML Predictions
318,Ellango Jothimurugesan,CMU,Srikanta Tirthapura,Iowa State University,Variance-Reduced Stochastic Gradient Descent on Streaming Data
319,Sarah Dean,UC Berkeley,Stephen Tu,UC Berkeley,Regret Bounds for Robust Adaptive Control of the Linear Quadratic Regulator
320,Daniel Cullina,Princeton University,Prateek Mittal,Princeton University,PAC-learning in the presence of adversaries
321,Jiecao Chen,Indiana University Bloomington,Yuan Zhou,Indiana University Bloomington,Tight Bounds for Collaborative PAC Learning via Multiplicative Weights
322,Yixi Xu,Purdue University,Xiao Wang,Purdue University,Understanding Weight Normalized Deep Neural Networks with Rectified Linear Units
323,Vitaly Feldman,Google Brain,Jan Vondrak,Stanford University,Generalization Bounds for Uniformly Stable Algorithms
324,Jordan Awan,Penn State University,Aleksandra Slavković,Pennsylvania State University,Differentially Private Uniformly Most Powerful Tests for Binomial Data
325,Will Wei Sun,University of Miami Business School,Han Liu,Northwestern,Sketching Method for Large Scale Combinatorial Inference
326,Sheng Chen,University of Minnesota,Arindam Banerjee,Voleon,An Improved Analysis of Alternating Minimization for Structured Multi-Response Regression
327,Ian En-Hsu Yen,Carnegie Mellon University,Shou-De Lin,National Taiwan University,MixLasso: Generalized Mixed Regression via Convex Atomic-Norm Regularization
328,Hendrik Fichtenberger,TU Dortmund,Dennis Rohde,TU Dortmund,A Theory-Based Evaluation of Nearest Neighbor Models Put Into Practice
329,Ilias Diakonikolas,University of Southern California,Alistair Stewart,University of Southern California,Sharp Bounds for Generalized Uniformity Testing
330,Alistair Stewart,University of Southern California,Clément L Canonne,Stanford University,Testing for Families of Distributions via the Fourier Transform
331,Ilias Zadik,MIT,David Gamarnik,Massachusetts Institute of Technology,High Dimensional Linear Regression using Lattice Basis Reduction
332,Yunwen Lei,Southern University of Science and Technology,Ke Tang,Southern University of Science and Technology,Stochastic Composite Mirror Descent: Optimal Bounds with High Probabilities
333,Dylan Foster,Cornell University,Karthik Sridharan,Cornell University,Uniform Convergence of Gradients for Non-Convex Learning and Optimization
334,Mingrui Liu,The University of Iowa,Tianbao Yang,The University of Iowa,Fast Rates of ERM and Stochastic Approximation: Adaptive to Error Bound Conditions
335,Hassan Ashtiani,McMaster University,Yaniv Plan,University of British Columbia,Nearly tight sample complexity bounds for learning mixtures of Gaussians via sample compression schemes
336,Meimei Liu,Duke University,Guang Cheng,Purdue University,Early Stopping for Nonparametric Testing 
337,Yik Chau (Kry) Lui,BorealisAI,Robert McCann,University of Toronto,Dimensionality Reduction has Quantifiable Imperfections: Two Geometric Bounds
338,Kaiyi Ji,The Ohio State University,Yingbin Liang,The Ohio State University,Minimax Estimation of Neural Net Distance
339,Victor-Emmanuel Brunel,ENSAE,Victor-Emmanuel Brunel,ENSAE,Learning Signed Determinantal Point Processes through the Principal Minor Assignment Problem
340,Kevin Bello,Purdue University,Jean Honorio,Purdue University,Computationally and statistically efficient learning of causal Bayes nets using path queries
341,Christoph Dann,Carnegie Mellon University,Robert Schapire,MIcrosoft Research,On Oracle-Efficient PAC RL with Rich Observations
342,Dimitrios Diochnos,University of Virginia,Mohammad Mahmoody,University of Virginia,Adversarial Risk and Robustness: General Definitions and Implications for the Uniform Distribution
343,Sanjoy Dasgupta,UC San Diego,Akansha Dey,UCSD,Learning from discriminative feature feedback
344,Boris Hanin,Texas A&M,David Rolnick,University of Pennsylvania,How to Start Training: The Effect of Initialization and Architecture
345,Jie Xu,Xidian University,Heng Huang,University of Pittsburgh,Bilevel Distance Metric Learning for Robust Image Recognition
346,Wenqi Ren,Chinese Academy of Sciences,Ming-Hsuan Yang,UC Merced / Google,Deep Non-Blind Deconvolution via Generalized Low-Rank Approximation
347,Joel Ruben Antony Moniz,Carnegie Mellon University,Chris Pal,"MILA, Polytechnique Montréal, Element AI","Unsupervised Depth Estimation, 3D Face Rotation and Replacement"
348,Seungryong Kim,Yonsei University,Kwanghoon Sohn,Yonsei Univ.,Recurrent Transformer Networks for Semantic Correspondence
349,Andrei Zanfir,Institute of Mathematics of the Romanian Academy,Cristian Sminchisescu,LTH,Deep Network for the Integrated 3D Sensing of Multiple People in Natural Images
350,Bo Dai,The Chinese University of Hong Kong,Dahua Lin,The Chinese University of Hong Kong,A Neural Compositional Paradigm for Image Captioning
351,Ashish Kumar,UC Berkeley,Jitendra Malik,University of California at Berkley,Visual Memory for Robust Path Following
352,Yilun Du,MIT,Jiajun Wu,MIT,Learning to Exploit Stability for 3D Scene Parsing
353,Jun-Ting Hsieh,Stanford University,Juan Carlos Niebles,Stanford University,Learning to Decompose and Disentangle Representations for Video Prediction
354,Seonghyeon Nam,Yonsei University,Seon Joo Kim,Yonsei University,Text-Adaptive Generative Adversarial Networks: Manipulating Images with Natural Language
355,Simon Kohl,German Cancer Research Center (DKFZ),Olaf Ronneberger,DeepMind,A Probabilistic U-Net for Segmentation of Ambiguous Images
356,Gabriel Synnaeve,Facebook,Nicolas Usunier,Facebook AI Research,Forward Modeling for Partial Observation Strategy Games - A StarCraft Defogger
357,Binghui Chen,Beijing University of Posts and Telecommunications,Haifeng Shen,"AI Labs, Didi Chuxing",Virtual Class Enhanced Discriminative Embedding Learning
358,Youjie Li,UIUC,Alex Schwing,University of Illinois at Urbana-Champaign,Pipe-SGD: A Decentralized Pipelined SGD Framework for Distributed Deep Net Training
359,Michael Kim,Stanford University,Guy Rothblum,Weizmann Institute of Science,Fairness Through Computationally-Bounded Awareness
360,Edward Hughes,DeepMind,Thore Graepel,DeepMind,Inequity aversion improves cooperation in intertemporal social dilemmas
361,Amo Tong,University of Delaware,Weili Wu,University of Texas at Dallas,On Misinformation Containment in Online Social Networks
362,Jeremy Hoskins,Yale University,Charalampos Tsourakakis,Boston University,Inferring Networks From Random Walk-Based Node Similarities
363,Laming Chen,Hulu LLC,Eric Zhou,Facebook,Fast Greedy MAP Inference for Determinantal Point Process to Improve Recommendation Diversity
364,Raman Arora,Johns Hopkins University,Jalaj Upadhyay,Johns Hopkins University,Differentially Private Robust Low-Rank Approximation
365,Rachel Cummings,Georgia Tech,Tao (Uthaipon) Tantipongpipat,Georgia Tech,Differential Privacy for Growing Databases
366,Huan Zhang,UCLA,Luca Daniel,MIT,Efficient Neural Network Robustness Certification with General Activation Functions
367,Brandon Tran,Massachusetts Institute of Technology,Aleksander Madry,MIT,Spectral Signatures in Backdoor Attacks
368,Yang Song,Stanford University,Stefano Ermon,Stanford,Constructing Unrestricted Adversarial Examples with Generative Models
369,Ainesh Bakshi,Carnegie Mellon University,David Woodruff,Carnegie Mellon University,Sublinear Time Low-Rank Approximation of Distance Matrices
370,Sofiane Dhouib,CREATIS UMR CNRS 5220,Ievgen Redko,Hubert Curien laboratory,"Revisiting $(\epsilon, \gamma, \tau)$-similarity learning for domain adaptation"
371,Giulia Luise,University College London,Carlo Ciliberto,Imperial College London,Differential Properties of Sinkhorn Approximation for Learning with Wasserstein Distance
372,Judy Hoffman,FAIR and Georgia Tech,Ningshan Zhang,NYU,Algorithms and Theory for Multiple-Source Adaptation
373,Jun-Kun Wang,Georgia Institute of Technology,Jacob Abernethy,Georgia Institute of Technolog,Acceleration through Optimistic No-Regret Dynamics
374,Haipeng Luo,University of Southern California,Kai Zheng,Peking University,Efficient Online Portfolio with Logarithmic Regret
375,Sampath Kannan,University of Pennsylvania,Zhiwei  Steven Wu,University of Minnesota,A Smoothed Analysis of the Greedy Algorithm for the Linear Contextual Bandit Problem
376,Jungseul Ok,UIUC,Damianos Tranos,KTH Royal Institute of Stockholm,Exploration in Structured Reinforcement Learning
377,Ronan Fruit,Inria Lille,Alessandro Lazaric,Facebook Artificial Intelligence Research,Near Optimal Exploration-Exploitation in Non-Communicating Markov Decision Processes
378,Tengyang Xie,University of Massachusetts Amherst,Daesub Yoon,ETRI,A Block Coordinate Ascent Algorithm for Mean-Variance Optimization
379,Jessie Huang,McGill University,Yang Cai,Yale University,Learning Safe Policies with Expert Guidance
380,Yelong Shen,"Microsoft Research, Redmond, WA",Jianfeng Gao,"Microsoft Research, Redmond, WA",M-Walk: Learning to Walk over Graphs using Monte Carlo Tree Search
381,Aaron Sidford,Stanford,Yinyu  Ye,Standord,Near-Optimal Time and Sample Complexities for Solving Markov Decision Processes with a Generative Model
382,Justin Zhang,Purdue University,Elias Bareinboim,Purdue,Equality of Opportunity in Classification: A Causal Approach
383,Nathan Kallus,Cornell University,Angela Zhou,Cornell University,Confounding-Robust Policy Improvement
384,Tal Friedman,UCLA,Guy Van den Broeck,UCLA,Approximate Knowledge Compilation by Online Collapsed Importance Sampling
385,Debarun Bhattacharjya,IBM Research,Tian Gao,IBM Research AI,Proximal Graphical Event Models
386,Constantinos Daskalakis,MIT,Siddhartha Jayanti,MIT,HOGWILD!-Gibbs can be PanAccurate
387,Soumendu Sundar Mukherjee,"University of California, Berkeley",Bowei Yan,Jump Trading,Mean Field for the Stochastic Blockmodel: Optimization Landscape and Convergence Issues
388,Bo Dai,Google Brain,Le Song,Ant Financial & Georgia Institute of Technology,Coupled Variational Bayes via Optimization Embedding
389,Shandian Zhe,University of Utah,Yishuai Du,University of Utah,Stochastic Nonparametric Event-Tensor Decomposition
390,Pablo Moreno-Muñoz,Universidad Carlos III de Madrid,Mauricio Álvarez,University of Sheffield,Heterogeneous Multi-output Gaussian Process Prediction
391,Nicolo Fusi,Microsoft Research,Melih Elibol,UC Berkeley,Probabilistic Matrix Factorization for Automated Machine Learning
392,Jianfei Chen,RealAI,Tong Zhang,,Stochastic Expectation Maximization with Variance Reduction
393,Harshil Shah,UCL,David Barber,University College London,Generative Neural Machine Translation
394,Mark van der Wilk,PROWLER.io,James Hensman,PROWLER.io,Learning Invariances using the Marginal Likelihood
395,Dimitrios Milios,EURECOM,Maurizio Filippone,EURECOM,Dirichlet-based Gaussian Processes for Large-scale Calibrated Classification
396,Rajan Udwani,MIT,Rajan Udwani,MIT,Multi-objective Maximization of Monotone Submodular Functions with Cardinality Constraint
397,Krishnakumar Balasubramanian,"University of California, Davis",Saeed Ghadimi,Princeton University,Zeroth-order (Non)-Convex Stochastic Optimization via Conditional Gradient and Gradient Updates
398,Soeren Laue,Universitaet Jena,Joachim Giesen,Friedrich-Schiller-Universitat Jena,Computing Higher Order Derivatives of Matrix and Tensor Expressions
399,Lei Wu,Peking University,Weinan E,Princeton University,How SGD Selects the Global Minima in Over-parameterized Learning: A Dynamical Stability Perspective
400,Lingjiao Chen,University of Wisconsin-Madison,Paraschos Koutris,University of Wisconsin-Madison,The Effect of Network Width on the Performance of  Large-batch Training
401,Lie He,EPFL,Martin Jaggi,EPFL,COLA: Decentralized Linear Learning
402,Ashok Cutkosky,Google,Róbert Busa-Fekete,Yahoo! Research,Distributed Stochastic Optimization via Adaptive SGD
403,Quoc Tran Dinh,"Department of Statistics and Operations Research, University of North Carolina at Chapel Hill, North Carolina",Quoc Tran Dinh,"Department of Statistics and Operations Research, University of North Carolina at Chapel Hill, North Carolina",Non-Ergodic Alternating Proximal  Augmented Lagrangian Algorithms with Optimal Rates
404,Robert Hannah,UCLA,Wotao Yin,"University of California, Los Angeles",Breaking the Span Assumption Yields Fast Finite-Sum Minimization
405,Yaron Singer,Harvard University,Avinatan Hassidim,Bar Ilan University,Optimization for Approximate Submodularity
406,Jennifer Gillenwater,Google,Zelda Mariet,MIT,Maximizing Induced Cardinality Under a Determinantal Point Process
407,Pan Li,University of Illinois Urbana-Champaign,Olgica Milenkovic,University of Illinois at Urbana-Champaign,Revisiting Decomposable Submodular Function Minimization with Incidence Relations
408,Farnood Salehi,EPFL,ecelis Celis,EPFL,Coordinate Descent with Bandit Sampling
409,Robert Gower,ParisTech,Sebastian Stich,EPFL,Accelerated Stochastic Matrix Inversion:  General Theory and  Speeding up BFGS Rules for Faster Second-Order Optimization
410,Dongruo Zhou,UCLA,Quanquan Gu,UCLA,Stochastic Nested Variance Reduced Gradient Descent for Nonconvex Optimization
411,Zeyuan Allen-Zhu,Microsoft Research,Yuanzhi Li,Princeton,NEON2: Finding Local Minima via First-Order Oracles
412,Richard Zhang,"University of California, Berkeley",Javad Lavaei,"University of California, Berkeley",How Much Restricted Isometry is Needed In Nonconvex Matrix Recovery?
413,Aryan Mokhtari,MIT,Ali Jadbabaie,MIT,Escaping Saddle Points in Constrained Optimization
414,Yair Carmon,Stanford,John Duchi,Stanford,Analysis of Krylov Subspace Solutions of  Regularized Non-Convex Quadratic Problems
415,Cong Fang,Peking University,Tong Zhang,Tencent AI Lab,SPIDER: Near-Optimal Non-Convex Optimization via Stochastic Path-Integrated Differential Estimator
416,Zeyuan Allen-Zhu,Microsoft Research,Zeyuan Allen-Zhu,Microsoft Research,Natasha 2: Faster Non-Convex Optimization Than SGD
417,Sijia Liu,"MIT-IBM Watson AI Lab, IBM Research AI",Lisa Amini,IBM Research,Zeroth-Order Stochastic Variance Reduction for Nonconvex Optimization
418,Yuqian Zhang,Cornell University,John Wright,Columbia University,Structured Local Minima in Sparse Blind Deconvolution
419,Simon Du,Carnegie Mellon University,Jason Lee,University of Southern California,Algorithmic Regularization in Learning Deep Homogeneous Models: Layers are Automatically Balanced
420,Ohad Shamir,Weizmann Institute of Science,Ohad Shamir,Weizmann Institute of Science,Are ResNets Provably Better than Linear Predictors?
421,Alex Alemi,Google,Ian Fischer,Google,GILBO: One Metric to Measure Them All
422,Ricky T. Q. Chen,University of Toronto,David Duvenaud,University of Toronto,Isolating Sources of Disentanglement in Variational Autoencoders
423,Jay Heo,KAIST,Sung Ju Hwang,"KAIST, AItrics",Uncertainty-Aware Attention for Reliable Interpretation and Prediction
424,Bryan Lim,University of Oxford,Mihaela van der Schaar,UCLA and Oxford University,Forecasting Treatment Responses Over Time Using Recurrent Marginal Structural Networks
425,Fei Wang,Purdue University,Tiark Rompf,Purdue University,Backpropagation with Callbacks: Foundations for Efficient and Expressive Differentiable Programming
426,Nick Haber,Stanford University,Daniel Yamins,Stanford University,"Learning to Play With Intrinsically-Motivated, Self-Aware Agents"
427,Boyla Mainsah,Duke University,Chandra  Throckmorton,Duke University,Information-based Adaptive Stimulus Selection to Optimize Communication Efficiency in Brain-Computer Interfaces
428,Mikio Aoi,Princeton University,Jonathan Pillow,Princeton University,Model-based targeted dimensionality reduction for neuronal population data
429,Yu Terada,RIKEN,Yoshiyuki Kabashima,Tokyo Institute of Technology,Objective and efficient inference for couplings in neuronal networks
430,Samuel Ocko,Stanford,Stephane Deny,Stanford,The emergence of multiple retinal cell types through efficient coding of natural movies
431,Ji Xu,Columbia University,Arian Maleki,Columbia University,Benefits of over-parameterization with EM
432,Alexander Munteanu,TU Dortmund,David Woodruff,Carnegie Mellon University,On Coresets for Logistic Regression
433,Yi Hao,"University of California, San Diego",Venkatadheeraj Pichapati,UC San Diego,On Learning Markov Chains
434,Yash Deshpande,Massachusetts Institute of Technology,Elchanan Mossel,MIT,Contextual Stochastic Block Models
435,Arman Rahimzamani,University of Washington,Sreeram Kannan,University of Washington,Estimators for Multivariate Information Measures in General Probability Spaces
436,Ali Ahmed,Information Technology University,Paul Hand,Northeastern University,Blind Deconvolutional Phase Retrieval via Convex Programming
437,Yanjun Han,Stanford University,Tiancheng Yu,Tsinghua University,Entropy Rate Estimation for Markov Chains with Large State Space
