MLHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,year,first-author,first-author-gender,first-author-affiliation,last-author,last-author-gender,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2016,Shalmali Joshi,Female,The University of Texas at Austin,Joydeep Ghosh,Male,The University of Texas at Austin,MLHC,Identifiable Phenotyping using Constrained Non-Negative Matrix Factorization.,4,http://proceedings.mlr.press/v56/Joshi16.html,https://dblp.org/rec/conf/mlhc/JoshiGSG16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2016,Zachary C. Lipton,Male,University of California,Randall C. Wetzel,Male,University of California,MLHC,Directly Modeling Missing Data in Sequences with RNNs - Improved Classification of Clinical Time Series.,3,http://proceedings.mlr.press/v56/Lipton16.html,https://dblp.org/rec/conf/mlhc/LiptonKW16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2016,Yun Liu 0013,Male,Massachussetts Institute of Technology,Huey-Jen Su,Female,National Cheng Kung University,MLHC,Transferring Knowledge from Text to Predict Disease Onset.,6,http://proceedings.mlr.press/v56/Liu16.html,https://dblp.org/rec/conf/mlhc/LiuSGCCLS16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2016,John A. Quinn,Male,Makerere University,Alfred Andama,Male,Makerere University,MLHC,Deep Convolutional Neural Networks for Microscopy-Based Point of Care Diagnostics.,6,http://proceedings.mlr.press/v56/Quinn16.html,https://dblp.org/rec/conf/mlhc/QuinnNMBLA16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2016,Rajesh Ranganath,Male,Princeton University,David M. Blei,Male,Columbia University,MLHC,Deep Survival Analysis.,4,http://proceedings.mlr.press/v56/Ranganath16.html,https://dblp.org/rec/conf/mlhc/RanganathPEB16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2016,Narges Razavian,Female,New York University,David A. Sontag,Male,New York University,MLHC,Multi-task Prediction of Disease Onsets from Longitudinal Laboratory Tests.,3,http://proceedings.mlr.press/v56/Razavian16.html,https://dblp.org/rec/conf/mlhc/RazavianMS16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2016,Rhiannon V. Rose,Undefined,Western University,Daniel J. Lizotte,Male,Western University,MLHC,gLOP - the global and Local Penalty for Capturing Predictive Heterogeneity.,2,http://proceedings.mlr.press/v56/Rose16.html,https://dblp.org/rec/conf/mlhc/RoseL16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2016,Peter J. SchГјffler,Male,Memorial Sloan Kettering Cancer Center,Thomas J. Fuchs,Male,Memorial Sloan Kettering Cancer Center,MLHC,Mitochondria-based Renal Cell Carcinoma Subtyping - Learning from Deep vs. Flat Feature Representations.,6,http://proceedings.mlr.press/v56/Schuffler16.html,https://dblp.org/rec/conf/mlhc/SchufflerSMRTF16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2016,Pierre Thodoroff,Male,McGill University,Andrew Lim 0002,Male,University of Toronto,MLHC,Learning Robust Features using Deep Learning for Automatic Seizure Detection.,3,http://proceedings.mlr.press/v56/Thodoroff16.html,https://dblp.org/rec/conf/mlhc/ThodoroffPL16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2016,Truyen Tran 0001,Male,Deakin University,Svetha Venkatesh,Female,Deakin University,MLHC,Preterm Birth Prediction - Stable Selection of Interpretable Rules from High Dimensional Data.,6,http://proceedings.mlr.press/v56/Tran16.html,https://dblp.org/rec/conf/mlhc/TranLPMRV16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,2016,Ilia Vovsha,Male,Columbia University,Ronald J. Wapner,Male,Columbia University Medical Center,MLHC,Using Kernel Methods and Model Selection for Prediction of Preterm Birth.,11,http://proceedings.mlr.press/v56/Vovsha16.html,https://dblp.org/rec/conf/mlhc/VovshaSRKRRRHDT16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2016,Yanbo Xu,Female,Johns Hopkins University,Suchi Saria,Female,Johns Hopkins University,MLHC,A Non-parametric Bayesian Approach for Estimating Treatment-Response Curves from Sparse Time Series.,3,http://proceedings.mlr.press/v56/Xu16.html,https://dblp.org/rec/conf/mlhc/XuXS16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2016,Cheng Zhang 0005,Female,KTH Royal Institute of Technology,Bo C. Bertilson,Male,Bo C. Bertilson,MLHC,Diagnostic Prediction Using Discomfort Drawings with IBTM.,4,http://proceedings.mlr.press/v56/Zhang16.html,https://dblp.org/rec/conf/mlhc/ZhangKEB16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2020,Yuan Luo 0004,Male,Northwestern University,Chengsheng Mao,Male,Northwestern University,MLHC,ScanMap - Supervised Confounding Aware Non-negative Matrix Factorization for Polygenic Risk Modeling.,2,http://proceedings.mlr.press/v126/luo20a.html,https://dblp.org/rec/conf/mlhc/0004M20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2020,George-Alexandru Adam,Male,University of Toronto,Anna Goldenberg,Female,University of Toronto,MLHC,Hidden Risks of Machine Learning Applied to Healthcare - Unintended Feedback Loops Between Models and Future Data Causing Model Degradation.,4,http://proceedings.mlr.press/v126/adam20a.html,https://dblp.org/rec/conf/mlhc/AdamCHG20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2020,Riddhiman Adib,Male,Marquette University,Mohammad Adibuzzaman,Male,Purdue University,MLHC,A Causally Formulated Hazard Ratio Estimation through Backdoor Adjustment on Structural Causal Model.,4,http://proceedings.mlr.press/v126/adib20a.html,https://dblp.org/rec/conf/mlhc/AdibGAA20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,2020,Monica Agrawal,Female,Massachusetts Institute of Technology,David Sontag,Male,Massachusetts Institute of Technology,MLHC,Robust Benchmarking for Machine Learning of Clinical Entity Extraction.,5,http://proceedings.mlr.press/v126/agrawal20a.html,https://dblp.org/rec/conf/mlhc/AgrawalOFLS20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2020,Srikesh Arunajadai,Male,Kantar Inc. (Health Division),Tom Haskell,Male,Kantar Inc. (Health Division),MLHC,Addressing Sample Size Challenges in Linked Data Through Data Fusion.,3,http://proceedings.mlr.press/v126/arunajadai20a.html,https://dblp.org/rec/conf/mlhc/ArunajadaiLH20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,2020,Hari Bandi,Male,Massachusetts Institute of Technology,Dimitris Bertsimas,Male,Massachusetts Institute of Technology,MLHC,Optimizing Influenza Vaccine Composition - From Predictions to Prescriptions.,2,http://proceedings.mlr.press/v126/bandi20a.html,https://dblp.org/rec/conf/mlhc/BandiB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,2020,Oswald Barral,Male,University of British Columbia,Thalia Shoshana Field,Female,University of British Columbia,MLHC,Non-Invasive Classification of Alzheimer's Disease Using Eye Tracking and Language.,8,http://proceedings.mlr.press/v126/barral20a.html,https://dblp.org/rec/conf/mlhc/BarralJNSSCCF20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,2020,Tom Beer,Male,Israel Institute of Technology,Uri Shalit,Male,Israel Institute of Technology,MLHC,Using deep networks for scientific discovery in physiological signals.,5,http://proceedings.mlr.press/v126/beer20a.html,https://dblp.org/rec/conf/mlhc/BeerEGES20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,2020,George H. Chen,Male,Carnegie Mellon University,George H. Chen,Male,Carnegie Mellon University,MLHC,Deep Kernel Survival Analysis and Subject-Specific Survival Time Prediction Intervals.,1,http://proceedings.mlr.press/v126/chen20a.html,https://dblp.org/rec/conf/mlhc/Chen20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2020,Matthew Engelhard,Male,Duke University,Ricardo Henao,Male,Duke University,MLHC,Neural Conditional Event Time Models.,4,http://proceedings.mlr.press/v126/engelhard20a.html,https://dblp.org/rec/conf/mlhc/EngelhardBDH20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,2020,Ian Fox,Male,University of Michigan,Jenna Wiens,Female,University of Michigan,MLHC,Deep Reinforcement Learning for Closed-Loop Blood Glucose Control.,4,http://proceedings.mlr.press/v126/fox20a.html,https://dblp.org/rec/conf/mlhc/FoxLPW20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,2020,Lovedeep Gondara,Male,Simon Fraser University,Ke Wang 0001,Male,Simon Fraser University,MLHC,Differentially Private Survival Function Estimation.,2,http://proceedings.mlr.press/v126/gondara20a.html,https://dblp.org/rec/conf/mlhc/Gondara020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2020,Divya Gopinath,Female,Massachusetts Institute of Technology,David A. Sontag,Male,Massachusetts Institute of Technology,MLHC,"Fast, Structured Clinical Documentation via Contextual Autocomplete.",6,http://proceedings.mlr.press/v126/gopinath20a.html,https://dblp.org/rec/conf/mlhc/GopinathAMHKS20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2020,Hadia Hameed,Female,Stevens Institute of Technology,Samantha Kleinberg,Female,Stevens Institute of Technology,MLHC,Comparing Machine Learning Techniques for Blood Glucose Forecasting Using Free-living and Patient Generated Data.,2,http://proceedings.mlr.press/v126/hameed20a.html,https://dblp.org/rec/conf/mlhc/HameedK20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2020,Stefan Hegselmann,Male,University of M _unster,Christian Ertmer,Male,University  Hospital  M _unster,MLHC,An Evaluation of the Doctor-Interpretability of Generalized Additive Models with Interactions.,6,http://proceedings.mlr.press/v126/hegselmann20a.html,https://dblp.org/rec/conf/mlhc/HegselmannVOGDE20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2020,Szu-Yeu Hu,Male,Massachusetts General Hospital,Anthony E. Samir,Male,Massachusetts General Hospital,MLHC,Self-Supervised Pretraining with DICOM metadata in Ultrasound Imaging.,9,http://proceedings.mlr.press/v126/hu20a.html,https://dblp.org/rec/conf/mlhc/HuWWWWOLKS20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2020,Dmitry Yu. Isaev,Male,Duke University,David Carlson,Male,Duke University,MLHC,Attention-Based Network for Weak Labels in Neonatal Seizure Detection.,8,http://proceedings.mlr.press/v126/isaev20a.html,https://dblp.org/rec/conf/mlhc/IsaevTCTMBSC20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2020,Sarah Jabbour,Female,University of Michigan,Jenna Wiens,Female,University of Michigan,MLHC,Deep Learning Applied to Chest X-Rays - Exploiting and Preventing Shortcuts.,5,http://proceedings.mlr.press/v126/jabbour20a.html,https://dblp.org/rec/conf/mlhc/JabbourFKSW20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2020,Aakash Kaku,Male,New York University,Carlos Fernandez-Granda,Male,New York University,MLHC,Towards data-driven stroke rehabilitation via wearable sensors and deep learning.,6,http://proceedings.mlr.press/v126/kaku20a.html,https://dblp.org/rec/conf/mlhc/KakuPVPSF20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2020,Mijung Kim,Female,Ghent University,Wesley De Neve,Male,Ghent University,MLHC,MRI-based Diagnosis of Rotator Cuff Tears using Deep Learning and Weighted Linear Combinations.,6,http://proceedings.mlr.press/v126/kim20a.html,https://dblp.org/rec/conf/mlhc/KimPKKHN20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,2020,Justin R. Lovelace,Male,Texas A&M University,Bobak J. Mortazavi,Male,Texas A&M University,MLHC,Dynamically Extracting Outcome-Specific Problem Lists from Clinical Notes with Guided Multi-Headed Attention.,4,http://proceedings.mlr.press/v126/lovelace20a.html,https://dblp.org/rec/conf/mlhc/LovelaceHHM20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
