,first-author,first-author-affiliation,last-author,last-author-affiliation,title
345,Guillermo Ortiz-Jimenez,EPFL,Pascal Frossard,EPFL,Hold me tight! Influence of discriminative features on deep network boundaries
346,Chongli Qin,DeepMind,Pushmeet Kohli,DeepMind,Training Generative Adversarial Networks by Solving Ordinary Differential Equations
347,Scott Emmons,UC Berkeley,Deepak Pathak,Carnegie Mellon University,Sparse Graphical Memory for Robust Planning
348,Mengdi Xu,Carnegie Mellon University,Ding Zhao,Carnegie Mellon University,Task-Agnostic Online Reinforcement Learning with an Infinite Mixture of Gaussian Processes
349,Daniel Brown,UC Berkeley,Marek Petrik,University of New Hampshire,Bayesian Robust Optimization for Imitation Learning
350,Amit Daniely,Hebrew University and Google Research,Eran Malach,Hebrew University Jerusalem Israel,Learning Parities with Neural Networks
351,Zakaria Mhammedi,The Australian National University and Data61,John Langford,Microsoft Research New York,Learning the Linear Quadratic Regulator from Nonlinear Observations
352,Alexander Wei,UC Berkeley,Fred Zhang,UC Berkeley,Optimal Robustness-Consistency Trade-offs for Learning-Augmented Online Algorithms
353,Yuval Emek,Technion - Israel Institute of Technology,Yangguang Shi,Technion - Israel Institute of Technology,Stateful Posted Pricing with Vanishing Regret via Dynamic Deterministic Markov Decision Processes
354,Nilesh Tripuraneni,UC Berkeley,Chi Jin,Princeton University,On the Theory of Transfer Learning: The Importance of Task Diversity
355,Nataly Brukhim,Princeton University,Shay Moran,Technion,Online Agnostic Boosting via Regret Minimization
356,Santiago Mazuelas,Basque Center for Applied Mathematics,Aritz Pérez,Basque Center for Applied Mathematics (BCAM),Minimax Classification with 0-1 Loss and Performance Guarantees
357,Zaiwei Chen,Georgia Institute of Technology,Karthikeyan Shanmugam,"IBM Research, NY",Finite-Sample Analysis of Contractive Stochastic Approximation Using Smooth Convex Envelopes
358,Ilias Diakonikolas,UW Madison,Nikos Zarifis,University of Wisconsin-Madison,Near-Optimal SQ Lower Bounds for Agnostically Learning Halfspaces and ReLUs under Gaussian Marginals
359,Surbhi Goel,Microsoft Research NYC,Adam Klivans,UT Austin,Statistical-Query Lower Bounds via Functional Gradients
360,Mahdi Haghifam,University of Toronto,Gintare Karolina Dziugaite,Element AI,"Sharpened Generalization Bounds based on Conditional Mutual Information and an Application to Noisy, Iterative Algorithms"
361,Roi Livni,Tel Aviv University,Shay Moran,Technion,A Limitation of the PAC-Bayes Framework
362,Hassan Hafez-Kolahi,Sharif University of Technology,Mahdieh Soleymani,Sharif University of Technology,Conditioning and Processing: Techniques to Improve Information-Theoretic Generalization Bounds
363,Andres Masegosa,University of Almeria,Yevgeny Seldin,University of Copenhagen,Second Order PAC-Bayesian Bounds for the Weighted Majority Vote
364,Long Zhao,Rutgers University,Dimitris Metaxas,Rutgers University,Maximum-Entropy Adversarial Data Augmentation for Improved Generalization and Robustness
365,David Mohlin,KTH,Gérald Bianchi,Tobii AB,Probabilistic Orientation Estimation with Matrix Fisher Distributions
366,KwanYong Park,KAIST,In So Kweon,KAIST,"Discover, Hallucinate, and Adapt: Open Compound Domain Adaptation for Semantic Segmentation"
367,Jianfeng Zhang,NUS,Jiashi Feng,National University of Singapore,Inference Stage Optimization for Cross-scenario 3D Human Pose Estimation
368,Kaihua Tang,Nanyang Technological University,hanwang Zhang,NTU,Long-Tailed Classification by Keeping the Good and Removing the Bad Momentum Causal Effect
369,Shweta Mahajan,TU Darmstadt,Stefan Roth,TU Darmstadt,Diverse Image Captioning with Context-Object Split Latent Spaces
370,Jake Levinson,University of Washington,Ameesh Makadia,Google Research,An Analysis of SVD for Deep Rotation Estimation
371,Michał Tyszkiewicz,EPFL,Eduard Trulls,Google,DISK: Learning local features with policy gradient
372,Div Garg,Cornell University,Wei-Lun (Harry) Chao,Ohio State University (OSU),Wasserstein Distances for Stereo Disparity Estimation
373,Prune Truong,ETH Zurich,Radu Timofte,ETH Zurich,GOCor: Bringing Globally Optimized Correspondence Volumes into Your Neural Network
374,Ze Wang,Purdue University,Qiang Qiu,Purdue University,A Dictionary Approach to Domain-Invariant Learning in Deep Networks
375,Jiawei Ren,SenseTime Research,hongsheng Li,cuhk,Balanced Meta-Softmax for Long-Tailed Visual Recognition
376,Masha Itkina,Stanford University,Marco Pavone,Stanford University,Evidential Sparsification of Multimodal Latent Spaces in Conditional Variational Autoencoders
377,Daniel DiPietro,Dartmouth College,Bo Zhu,Dartmouth College,Sparse Symplectically Integrated Neural Networks
378,Sudhanshu Chanpuriya,University of Massachusetts Amherst,Charalampos Tsourakakis,Boston University/ISI foundation,Node Embeddings and Exact Low-Rank Representations of Complex Networks
379,Quynh Nguyen,MPI-MIS,Marco Mondelli,IST Austria,Global Convergence of Deep Networks with One Wide Layer Followed by Pyramidal Topology
380,Minshuo Chen,Georgia Tech,Richard Socher,Salesforce,Towards Understanding Hierarchical Learning: Benefits of Neural Representations
381,Lingkai Kong,University of Science and Technology of China,Molei Tao,Georgia Institute of Technology,Stochasticity of Deterministic Gradient Descent: Large Learning Rate for Multiscale Objective Function
382,Hao Chen,University of Wisconsin-Madison,Garvesh Raskutti,University of Wisconsin-Madison,Stochastic Gradient Descent in Correlated Settings: A Study on Gaussian Processes
383,Avetik Karagulyan,CREST / IP Paris,Arnak Dalalyan,ENSAE ParisTech,Penalized Langevin dynamics with vanishing penalty  for smooth and log-concave targets
384,Guy Blanc,Stanford University,Li-Yang Tan,Stanford University,Universal guarantees for decision tree induction via a higher-order splitting criterion
385,Guy Bresler,MIT,Rares-Darius Buhai,ETH Zurich,Learning Restricted Boltzmann Machines with Sparse Latent Variables
386,Ron Kupfer,The Hebrew University of Jerusalem,Yaron Singer,Harvard University,The Adaptive Complexity of Maximizing a Gross Substitutes Valuation
387,Xi Chen,Columbia University,Binghui Peng,Columbia University,Hedging in games: Faster convergence of external and swap regrets
388,Jorio Cocola,Northeastern University,Vlad Voroninski,Helm.ai,Nonasymptotic Guarantees for Spiked Matrix Recovery with Generative Priors
389,Poorya Mianjy,Johns Hopkins University,Raman Arora,Johns Hopkins University,On Convergence and Generalization of Dropout Training
390,Francesca Mignacco,"IPhT, CEA Saclay",Lenka Zdeborová,EPFL,Dynamical mean-field theory for stochastic gradient descent in Gaussian mixture classification
391,Stefano Sarao Mannelli,university of Oxford,Lenka Zdeborová,EPFL,Complex Dynamics in Simple Neural Networks: Understanding Gradient Flow in Phase Retrieval
392,Riccardo Marin,University of Verona,Maks Ovsjanikov,Ecole polytechnique,Correspondence learning via linearly-invariant embedding
393,Xiaogang Wang,Beihang University,Hao Zhang,Simon Fraser University,PIE-NET: Parametric Inference of Point Cloud Edges
394,Aljaz Bozic,Technical University Munich,Matthias Niessner,Technical University of Munich,Neural Non-Rigid Tracking
395,Natalia Neverova,Facebook AI Research,Andrea Vedaldi,University of Oxford / Facebook AI Research,Continuous Surface Embeddings
396,Riccardo Spezialetti,University of Bologna,Luigi Di Stefano,University of Bologna,Learning to Orient Surfaces by Self-supervised Spherical CNNs
397,Chen-Hsuan Lin,Carnegie Mellon University,Simon Lucey,CMU,SDF-SRN: Learning Signed Distance 3D Object Reconstruction from Static Images
398,Julian Chibane,Max Planck Institute for Informatics,Gerard Pons-Moll,"MPII, Germany",Neural Unsigned Distance Fields for Implicit Function Learning
399,Yinyu Nie,Bournemouth University,Jian.J Zhang,Bournemouth University,Skeleton-bridged Point Completion: From Global Inference to Local Adjustment
400,SEOHYUN KIM,Seoul National University,Bohyung Han,Seoul National University,Rotation-Invariant Local-to-Global Representation Learning for 3D Point Cloud
401,Marvin Eisenberger,Technical University of Munich,Daniel Cremers,Technical University of Munich,Deep Shells: Unsupervised Shape Correspondence with Optimal Transport
402,Xiangru Huang,University of Texas at Austin,Qixing Huang,The University of Texas at Austin,Dense Correspondences between Human Bodies via Learning Transformation Synchronization on Graphs
403,Edward Smith,McGill University,Michal Drozdzal,FAIR,3D Shape Reconstruction from Vision and Touch
404,David Novotny,Facebook AI Research,Andrea Vedaldi,University of Oxford / Facebook AI Research,Canonical 3D Deformer Maps: Unifying parametric and non-parametric methods for dense weakly-supervised category reconstruction
405,Lior Yariv,Weizmann Institute of Science,Yaron Lipman,Weizmann Institute of Science,Multiview Neural Surface Reconstruction by Disentangling Geometry and Appearance
406,Lingjie Liu,Max Planck Institute for Informatics,Christian Theobalt,MPI Informatik,Neural Sparse Voxel Fields
407,Yihong Chen,Peking University,Han Hu,Microsoft Research Asia,RepPoints v2: Verification Meets Regression for Object Detection
408,Aditya Mate,Harvard University,Milind Tambe,Harvard University/Google Research India,Collapsing Bandits and Their Application to Public Health Intervention
409,Dmitry Sorokin,Russian Quantum Center,Alexander Lvovsky,Oxford University,Interferobot: aligning an optical interferometer by a reinforcement learning agent
410,Ziping Xu,University of Michigan,Ambuj Tewari,University of Michigan,Reinforcement Learning in Factored MDPs: Oracle-Efficient Algorithms and Tighter Regret Bounds for the Non-Episodic Setting
411,Christoph Dann,Google Research,Karthik Sridharan,Cornell University,Reinforcement Learning with Feedback Graphs
412,Andrea Zanette,Stanford University,Emma Brunskill,Stanford University,Provably Efficient Reward-Agnostic Navigation with Linear Value Iteration
413,Zheng Wen,DeepMind,Satinder Singh,DeepMind,On Efficiency in Hierarchical Reinforcement Learning
414,Adam Liu,University of Illinois at Urbana-Champaign,Alex Schwing,University of Illinois at Urbana-Champaign,High-Throughput Synchronous Deep RL
415,Afshin Oroojlooy,"SAS Institute, Inc",Jorge Silva,SAS,AttendLight: Universal Attention-Based Reinforcement Learning Model for Traffic Signal Control
416,Technische Monemizadeh,Technical University of Eindhoven,Technische Monemizadeh,Technical University of Eindhoven,Dynamic Submodular Maximization
417,Nesreen K. Ahmed,Intel Labs,Nick Duffield,Texas A&M University,Adaptive Shrinkage Estimation for Streaming Graphs
418,Amir Abboud,IBM research,Marvin Künnemann,Max-Planck-Institut für Informatik,Impossibility Results for Grammar-Compressed Linear Algebra
419,Arman Adibi,University of Pennsylvania,Hamed Hassani,UPenn,Submodular Meta-Learning
420,Marwa El Halabi,Samsung SAIT AI Lab Montreal,Jakub Tarnawski,Microsoft Research,Fairness in Streaming Submodular Maximization: Algorithms and Hardness
421,Georgios Amanatidis,University of Essex,Rebecca Reiffenhäuser,Sapienza University of Rome,Fast Adaptive Non-Monotone Submodular Maximization Subject to a Knapsack Constraint
422,Guy Lorberbom,Technion,Daniel Tarlow,"Google Research, Brain Team",Direct Policy Gradients: Direct Optimization of Policies in Discrete Action Spaces
423,Chicheng Zhang,University of Arizona,Pranjal Awasthi,Google/Rutgers University,Efficient active learning of sparse halfspaces with arbitrary bounded noise
424,Sitan Chen,MIT,Ankur Moitra,MIT,Learning Structured Distributions From Untrusted Batches: Faster and Simpler
425,Ilias Diakonikolas,UW Madison,Ankit Pensia,University of Wisconsin-Madison,Outlier Robust Mean Estimation with Subgaussian Rates via Stability
426,Sarah Perrin,Univ. Lille,Olivier Pietquin,Google Research    Brain Team,Fictitious Play for Mean Field Games: Continuous Time Analysis and Applications
427,Aranyak Mehta,Google Research,Aviad Rubinstein,Stanford,Hitting the High Notes: Subset Selection for Maximizing Expected Order Statistics
428,Zakaria Mhammedi,The Australian National University and Data61,Robert Williamson,ANU,PAC-Bayesian Bound for the Conditional Value at Risk
429,Rickard Brüel Gabrielsson,"Stanford University, MIT",Rickard Brüel Gabrielsson,"Stanford University, MIT",Universal Function Approximation on Graphs
430,Gavin Smith,University of Nottingham,James Goulding,University of Nottingham,Model Class Reliance for Random Forests
431,Michael Poli,KAIST,Jinkyoo Park,KAIST,Hypersolvers: Toward Fast Continuous-Depth Models
432,Nathan Lawrence,University of British Columbia,Bhushan Gopaluni,University of British Columbia,Almost Surely Stable Deep Dynamics
433,Yann Dubois,Facebook AI,Ramakrishna Vedantam,Facebook AI Research,Learning Optimal Representations with the Decodable Information Bottleneck
434,Sirisha Rambhatla,University of Southern California,Jarvis Haupt,University of Minnesota,Provable Online CP/PARAFAC Decomposition of a Structured Tensor via Dictionary Learning
435,ke Song,Shandong university,Yibin Li,Shandong University,Online Decision Based Visual Tracking via Reinforcement Learning
436,Tomer Galanti,Tel Aviv University,Lior Wolf,Facebook AI Research,On the Modularity of Hypernetworks
437,Bita Darvish Rouhani,Microsoft,Doug Burger,Microsoft Research,Pushing the Limits of Narrow Precision Inferencing at Cloud Scale with Microsoft Floating Point
438,Aishwarya Sivaraman,UCLA,Guy Van den Broeck,UCLA,Counterexample-Guided Learning of Monotonic Neural Networks
439,Andrea Celli,Politecnico di Milano,Nicola Gatti,Politecnico di Milano,No-Regret Learning Dynamics for Extensive-Form Correlated Equilibrium
440,Kolyan Ray,Imperial College London,Gabriel Clara,Vrije Universiteit Amsterdam,Spike and slab variational Bayes for high dimensional logistic regression
441,Gaojie Jin,University of Liverpool,Xiaowei Huang,Liverpool University,How does Weight Correlation Affect Generalisation Ability of Deep Neural Networks?
442,Doron Cohen,Ben-Gurion University of the Negev,Geoﬀrey Wolfer,Ben-Gurion University of the Negev,Learning discrete distributions with infinite support
443,Hong Namkoong,Stanford University,Emma Brunskill,Stanford University,Off-policy Policy Evaluation For Sequential Decisions Under Unobserved Confounding
444,Nevena Lazic,DeepMind,Dale Schuurmans,Google Brain & University of Alberta,A Maximum-Entropy Approach to Off-Policy Evaluation in Average-Reward MDPs
445,Martin Bertran,Duke University,Guillermo Sapiro,Duke University,Instance-based Generalization in Reinforcement Learning
446,Mikko Lauri,University of Hamburg,Frans Oliehoek,TU Delft,Multi-agent active perception with prediction rewards
447,Harm Van Seijen,Microsoft Research,Sarath Chandar,Mila / École Polytechnique de Montréal,The LoCA Regret: A Consistent Metric to Evaluate Model-Based Behavior in Reinforcement Learning
448,Aaron Sonabend,Harvard University,Peter Szolovits,MIT,Expert-Supervised Reinforcement Learning for Offline Policy Learning and Evaluation
449,Bogdan Mazoure,McGill University,R Devon Hjelm,Microsoft Research,Deep Reinforcement and InfoMax Learning
450,Shuhang Chen,University of Florida,Sean Meyn,University of Florida,Zap Q-Learning With Nonlinear Function Approximation
451,Chi Jin,Princeton University,Qinghua Liu,Princeton University,Sample-Efficient Reinforcement Learning of Undercomplete POMDPs
452,Mahdi Abavisani,"Rutgers, The State University of New Jersey",Vishal Patel,Johns Hopkins University,Deep Subspace Clustering with Data Augmentation
453,Shangtong Zhang,University of Oxford,Shimon Whiteson,University of Oxford,Learning Retrospective Knowledge with Reverse Reinforcement Learning
454,Sam Toyer,UC Berkeley,Stuart Russell,UC Berkeley,The MAGICAL Benchmark for Robust Imitation
455,Silviu Pitis,University of Toronto,Animesh Garg,"University of Toronto, Nvidia, Vector Institute",Counterfactual Data Augmentation using Locally Factored Dynamics
456,Bastian Alt,Technische Universität Darmstadt,Heinz Koeppl,Technische Universität Darmstadt,POMDPs in Continuous Time and Discrete Spaces
457,Veronica Chelu,McGill University,Hado van Hasselt,DeepMind,Forethought and Hindsight in Credit Assignment
458,Murtaza Rangwala,Virginia Tech,Ryan K Williams,Virginia Tech,Learning Multi-Agent Communication through Structured Attentive Reasoning
459,Saim Wani,Indian Institute of Technology Kanpur,Manolis Savva,Simon Fraser University,MultiON: Benchmarking Semantic Map Memory using Multi-Object Navigation
460,Jinke He,Delft University of Technology,Frans Oliehoek,TU Delft,Influence-Augmented Online Planning for Complex Environments
461,Hoi-To Wai,The Chinese University of Hong Kong,Mingyi Hong,University of Minnesota,Provably Efficient Neural GTD for Off-Policy Learning
462,Deheng Ye,Tencent,Wei Liu,Tencent AI Lab,Towards Playing Full MOBA Games with Deep Reinforcement Learning
463,Zhongxiang Dai,National University of Singapore,Patrick Jaillet,MIT,Federated Bayesian Optimization via Thompson Sampling
464,Yunqiu Xu,University of Technology Sydney,Chengqi Zhang,University of Technology Sydney,Deep Reinforcement Learning with Stacked Hierarchical Attention for Text-based Games
465,Misha Laskin,UC Berkeley,Aravind Srinivas,UC Berkeley,Reinforcement Learning with Augmented Data
466,Tianren Zhang,Tsinghua University,Feng Chen,Tsinghua University,Generating Adjacency-Constrained Subgoals in Hierarchical Reinforcement Learning
467,Zihan Zhang,Tsinghua University,Xiangyang Ji,Tsinghua University,Almost Optimal Model-Free Reinforcement Learningvia Reference-Advantage Decomposition
468,Tabish Rashid,University of Oxford,Shimon Whiteson,University of Oxford,Weighted QMIX: Expanding Monotonic Value Function Factorisation for Deep Multi-Agent Reinforcement Learning
469,Sai Qian Zhang,Harvard University,Jieyu Lin,University of Toronto,Succinct and Robust Multi-Agent Communication With Temporal Message Control
470,Guannan Qu,California Institute of Technology,Na Li,Harvard University,Scalable Multi-Agent Reinforcement Learning for Networked Systems with Average Reward
471,Ziluo Ding,Peking University,Zongqing Lu,Peking University,Learning Individually Inferred Communication for Multi-Agent Cooperation
472,Bowen Baker,OpenAI,Bowen Baker,OpenAI,Emergent Reciprocity and Team Formation from Randomized Uncertain Social Preferences
473,Zaheen Ahmad,University of Alberta,Michael Bowling,University of Alberta / DeepMind,Marginal Utility for Planning in Continuous or Large Discrete Action Spaces
474,Ling Pan,Tsinghua University,Longbo Huang,"IIIS, Tsinghua Univeristy",Softmax Deep Double Deterministic Policy Gradients
475,Fan Zhou,Shanghai University of Finance and Economics,Xingdong Feng,Shanghai University of Finance and Economics,Non-Crossing Quantile Regression for Distributional Reinforcement Learning
476,KAIXIN WANG,National University of Singapore,Jiashi Feng,National University of Singapore,Improving Generalization in Reinforcement Learning with Mixture Regularization
477,Arpit Agarwal,University of Pennsylvania,Shivani Agarwal,University of Pennsylvania,Choice Bandits
478,Craig Boutilier,Google,Manzil Zaheer,Google,Differentiable Meta-Learning of Bandit Policies
479,Joey Hong,Google Research,Craig Boutilier,Google,Latent Bandits Revisited
480,Vrettos Moulos,UC Berkeley,Vrettos Moulos,UC Berkeley,Finite-Time Analysis of Round-Robin Kullback-Leibler Upper Confidence Bounds for Optimal Adaptive Allocation with Multiple Plays and Markovian Rewards
481,Eren Sezener,DeepMind,Joel Veness,Deepmind,Online Learning in Contextual Bandits using Gated Linear Networks
482,Qing Feng ,Facebook,Eytan Bakshy,Facebook,High-Dimensional Contextual Policy Search with Unknown Context Rewards using Bayesian Optimization
483,Sreejith Balakrishnan,National University of Singapore,Harold Soh,National University Singapore,Efficient Exploration of Reward Functions in Inverse Reinforcement Learning via Bayesian Optimization
484,Tanmay Gangwani,"University of Illinois, Urbana-Champaign",Jian Peng,University of Illinois at Urbana-Champaign,Learning Guidance Rewards with Trajectory-space Smoothing
485,Hong Jun Jeon,Stanford University,Anca Dragan,UC Berkeley,Reward-rational (implicit) choice: A unifying formalism for reward learning
486,Ruosong Wang,Carnegie Mellon University,Lin Yang,UCLA,Planning with General Objective Functions: Going Beyond Total Rewards
487,Ruosong Wang,Carnegie Mellon University,Sham Kakade,University of Washington & Microsoft Research,Is Long Horizon RL More Difficult Than Short Horizon RL?
488,Wei Zhou,National University of Defense Technology,Timothy Hospedales,University of Edinburgh,Online Meta-Critic Learning for Off-Policy Actor-Critic Methods
489,Yeong-Dae Kwon,Samsung SDS,Seungjai Min,Samsung SDS,POMO: Policy Optimization with Multiple Optima for Reinforcement Learning
490,Tian Xu,Nanjing University,Yang Yu,Nanjing University,Error Bounds of Imitating Policies and Environments
491,Zichuan Lin,Tsinghua University,Tengyu Ma,Stanford University,Model-based Adversarial Meta-Reinforcement Learning
492,Shengyi Jiang,Nanjing University,Yang Yu,Nanjing University,Offline Imitation Learning with a Misspecified Simulator
493,Nived Rajaraman,"University of California, Berkeley",Kannan Ramchandran,UC Berkeley,Toward the Fundamental Limits of Imitation Learning
494,Yufeng Zhang,Northwestern University,Zhaoran Wang,Northwestern University,Can Temporal-Diﬀerence and Q-Learning Learn Representation? A Mean-Field Theory
495,Jiachen Li,"University of California, San Diego",Hao Su,UCSD,Multi-task Batch Reinforcement Learning with Metric Learning
496,Ruihan Yang,UC San Diego,Xiaolong Wang,UC San Diego,Multi-Task Reinforcement Learning with Soft Modularization
497,Cong Zhang,Nanyang Technological University,Xu Chi,"Singapore Institute of Manufacturing Technology, A-Star",Learning to Dispatch for Job Shop Scheduling via Deep Reinforcement Learning
498,Xinyue Chen,NYU Shanghai,Keith Ross,NYU Shanghai,BAIL: Best-Action Imitation Learning for Batch Deep Reinforcement Learning
499,Huang Bojun,Rakuten Institute of Technology,Huang Bojun,Rakuten Institute of Technology,Steady State Analysis of Episodic Reinforcement Learning
500,Douwe Kiela,Facebook AI Research,Davide Testuggine,Facebook,The Hateful Memes Challenge: Detecting Hate Speech in Multimodal Memes
501,Armand Comas,Northeastern University,Rose Yu,"University of California, San Diego",Learning Disentangled Representations of Videos with Missing Data
502,Quan Kong,"Lumada Data Science Lab. Hitachi, Ltd.",Tomokazu Murakami,"Hitachi,Ltd.",Cycle-Contrast for Self-Supervised Video Representation Learning
503,Yuehua Zhu,Xidian University,Wei Liu,Tencent AI Lab,Fewer is More: A Deep Graph Metric Learning Perspective Using Fewer Proxies
504,Chenyang Lei,HKUST,Qifeng Chen,HKUST,Blind Video Temporal Consistency via Deep Video Prior
505,Shir Gur,Tel Aviv University,Lior Wolf,Facebook AI Research,Hierarchical Patch VAE-GAN: Generating Diverse Videos from a Single Sample
506,Allan Jabri,UC Berkeley,Alexei Efros,UC Berkeley,Space-Time Correspondence as a Contrastive Random Walk
507,Hadi Salman,Microsoft Research,Aleksander Madry,MIT,Do Adversarially Robust ImageNet Models Transfer Better?
508,Yongqing Liang,Louisiana State University,Jim Chen,Northeastern University,Video Object Segmentation with Adaptive Feature Bank and Uncertain-Region Refinement
509,Zhu Zhang,Zhejiang University,Xiuqiang He,Huawei Noah's Ark Lab,Counterfactual Contrastive Learning for Weakly-Supervised Vision-Language Grounding
510,Juan Luis GonzalezBello,KAIST-VICLab,Munchurl Kim,Korea Advanced Institute of Science and Technology,Forget About the LiDAR: Self-Supervised Depth Estimators with MED Probability Volumes
511,Simon Ging,University of Freiburg,Thomas Brox,University of Freiburg,COOT: Cooperative Hierarchical Transformer for Video-Text Representation Learning
512,Zhi Kou,Tsinghua University,Jianmin Wang,Tsinghua University,Stochastic Normalization
513,Samarth Sinha,"University of Toronto, Vector Institute",Hugo Larochelle,Google Brain,Curriculum By Smoothing
514,Matteo Tiezzi,University of Siena,Marco Gori,University of Siena,Focus of Attention Improves Information Transfer in Visual Features
515,Matthew Chang,University of Illinois Urbana-Champaign,Saurabh Gupta,UIUC,Semantic Visual Navigation by Watching YouTube Videos
516,Sungyoon Lee,Seoul National University,Saerom Park,Sungshin Women's University,Lipschitz-Certifiable Training with a Tight Outer Bound
517,Kai Jia,MIT,Martin Rinard,MIT,Efficient Exact Verification of Binarized Neural Networks
518,Zifeng Wang,"Tsinghua-Berkeley Shenzhen Institute, Tsinghua University",Yefeng Zheng,Tencent,Information Theoretic Counterfactual Learning from Missing-Not-At-Random Feedback
519,Trent Kyono,UCLA,Mihaela van der Schaar,University of Cambridge,CASTLE: Regularization via Auxiliary Causal Graph Discovery
520,Dheeraj Baby,UC Santa Barbara,Yu-Xiang Wang,UC Santa Barbara,Adaptive Online Estimation of Piecewise Polynomial Trends
521,Kai Rawal,Harvard University,Himabindu Lakkaraju,Harvard,Beyond Individualized Recourse: Interpretable and Interactive Summaries of Actionable Recourses
522,Clément L Canonne,IBM Research,Thomas Steinke,Google Research,The Discrete Gaussian for Differential Privacy
523,Jinhyun So So,University of Southern California,Salman Avestimehr,University of Southern California,A Scalable Approach for Privacy-Preserving Collaborative Machine Learning
524,Borja Balle,DeepMind,Abhradeep Guha Thakurta,Google Research - Brain Team and UC Santa Cruz,Privacy Amplification via Random Check-Ins
525,Adam Smith,Boston University,Abhradeep Guha Thakurta,Google Research - Brain Team and UC Santa Cruz,The Flajolet-Martin Sketch Itself Preserves Differential Privacy: Private Counting with Minimal Space
526,Wei-Ning Chen,Stanford University,Ayfer Ozgur,Stanford University,Breaking the Communication-Privacy-Accuracy Trilemma
527,Lun Wang,"University of California, Berkeley",Dawn Song,UC Berkeley,Towards practical differentially private causal graph discovery
528,Dmitry Kovalev,KAUST,Peter Richtarik,KAUST,Optimal and Practical Algorithms for Smooth and Strongly Convex Decentralized Optimization
529,Zongyi Li,Caltech,Anima Anandkumar,NVIDIA / Caltech,Multipole Graph Neural Operator for Parametric Partial Differential Equations
530,Hanjun Dai,Google Brain,Dale Schuurmans,Google Brain & University of Alberta,Learning Discrete Energy-based Models via Auxiliary-variable Local Exploration
531,Joong-Ho (Johann) Won,Seoul National University,Joong-Ho (Johann) Won,Seoul National University,Proximity Operator of the Matrix Perspective Function and its Applications
532,Yuanhao Wang,Tsinghua University,Jian Li,Tsinghua University,Improved Algorithms for Convex-Concave Minimax Optimization
533,Haishan Ye,"The Chinese University of Hong Kong, Shenzen",Tong Zhang,The Hong Kong University of Science and Technology,Decentralized Accelerated Proximal Gradient Descent
534,Yan Yan,Washington State University,Tianbao Yang,The University of Iowa,Optimal Epoch Stochastic Gradient Descent Ascent Methods for Min-Max Optimization
535,Filip Hanzely,Toyota Technological Institute at Chicago,Peter Richtarik,KAUST,Lower Bounds and Optimal Algorithms for Personalized Federated Learning
536,Haoran Zhu,University of Wisconsin-Madison,Jayant Kalagnanam,IBM Research,A Scalable MIP-based Method for Learning Optimal Multivariate Decision Trees
537,Digvijay Boob,Southern Methodist University,Yilin Wang,Shanghai University of Finance and Economics,A Feasible Level Proximal Point Method for Nonconvex Sparse Constrained Optimization
538,Yueming LYU,University of Technology Sydney,Ivor Tsang,"University of Technology, Sydney",Subgroup-based Rank-1 Lattice Quasi-Monte Carlo
539,Shali Jiang,Facebook,Roman Garnett,Washington University in St. Louis,Efficient Nonmyopic Bayesian Optimization via One-Shot Multi-Step Trees
540,Wei Tang,Washington University in St.Louis,Yang Liu,UC Santa Cruz,Optimal Query Complexity of Secure Stochastic Convex Optimization
541,Will Stephenson,MIT,Tamara Broderick,MIT,Approximate Cross-Validation with Low-Rank Data in High Dimensions
542,Minh Hoang,Carnegie Mellon University,David Woodruff,Carnegie Mellon University,Revisiting the Sample Complexity of Sparse Spectrum Approximation of Gaussian Processes
543,Wei-An Lin,Adobe,Soheil Feizi,University of Maryland,Dual Manifold Adversarial Robustness: Defense against Lp and non-Lp Adversarial Attacks
544,Hadi Mohaghegh Dolatabadi,University of Melbourne,Christopher Leckie,University of Melbourne,AdvFlow: Inconspicuous Black-box Adversarial Attacks using Normalizing Flows
545,Haotao Wang,University of Texas at Austin,Zhangyang Wang,University of Texas at Austin,Once-for-All Adversarial Training: In-Situ Tradeoff between Robustness and Accuracy for Free
546,Yinpeng Dong,Tsinghua University,Hang Su,Tsinghua Univiersity,Adversarial Distributional Training for Robust Deep Learning
547,Cheng-Hsin Weng,National Tsing Hua University,Shan-Hung (Brandon) Wu,National Tsing Hua University,On the Trade-off between Adversarial and Backdoor Robustness
548,Chong Zhang,UCLA,Cho-Jui Hsieh,UCLA,An Efficient Adversarial Attack for Tree Ensembles
549,Minseon Kim,KAIST,Sung Ju Hwang,"KAIST, AITRICS",Adversarial Self-Supervised Contrastive Learning
550,Zhe Gan,Microsoft,Jingjing Liu,Microsoft,Large-Scale Adversarial Training for Vision-and-Language Representation Learning
551,Xiaoyi Dong,University of Science and Technology of China,Dong Chen,Microsoft Research Asia,GreedyFool: Distortion-Aware Sparse Adversarial Attack
552,Jongheon Jeong,KAIST,Jinwoo Shin,KAIST,Consistency Regularization for Certified Robustness of Smoothed Classifiers
553,Rohan Taori,Stanford University,Ludwig Schmidt,Toyota Research Institute,Measuring Robustness to Natural Distribution Shifts in Image Classification
554,Xingchao Liu,University of Texas at Austin,Qiang Liu,UT Austin,Certified Monotonic Neural Networks
555,Yiwen Guo,ByteDance AI Lab,Hao Chen,UC Davis,Backpropagating Linearly Improves Transferability of Adversarial Examples
556,Qizhang Li,ByteDance AI Lab,Hao Chen,UC Davis,Practical No-box Adversarial Attacks against DNNs
