,first-author,first-author-affiliation,last-author,last-author-affiliation,title
223,Arya Mazumdar,University of Massachusetts Amherst,Barna Saha,University of Massachusetts Amherst,Query Complexity of Clustering with Side Information
224,Lixin Fan,Nokia Technologies,Lixin Fan,Nokia Technologies,Revisit Fuzzy Neural Network: Demystifying Batch Normalization and ReLU with Generalized Hamming Network
225,Shipra Agrawal,Columbia University,Randy Jia,Columbia University,Optimistic posterior sampling for reinforcement learning: worst-case regret bounds
226,Fanny Yang,ETH Zurich,Martin Wainwright,UC Berkeley,A framework for Multi-A(rmed)/B(andit) Testing with Online FDR Control
227,Emilie Kaufmann,CNRS & CRIStAL (SequeL),Wouter Koolen,"Centrum Wiskunde & Informatica, Amsterdam",Monte-Carlo Tree Search by Best Arm Identification
228,Richard Combes,Centrale-Supelec,Alexandre Proutiere,KTH,Minimal Exploration in Structured Stochastic Bandits
229,Wataru Kumagai,RIKEN,Wataru Kumagai,RIKEN,Regret Analysis for Continuous Dueling Bandit
230,Zelda Mariet,MIT,Suvrit Sra,MIT,Elementary Symmetric Polynomials for Optimal Experimental Design
231,Elad Hazan,Princeton University,Cyril Zhang,Princeton University,Learning Linear Dynamical Systems via Spectral Filtering
232,Stefan Bauer,ETH Zürich,Joachim M Buhmann,ETH Zurich,Efficient and Flexible Inference for Stochastic Systems
233,Hong Chen,University of Pittsburgh,Heng Huang,University of Pittsburgh,Group Sparse Additive Machine
234,Zhan Shi,University of Illinois at Chicago,Yaoliang Yu,University of Waterloo,Bregman Divergence for Stochastic Variance Reduction: Saddle-Point and Adversarial Prediction
235,Young H Jung,Universith of Michigan,Ambuj Tewari,University of Michigan,Online multiclass boosting
236,Jaouad Mourtada,Ecole Polytechnique,Erwan Scornet,Ecole Polytechnique,Universal consistency and minimax rates for online Mondrian Forests
237,Antti Tarvainen,The Curious AI Company,Harri Valpola,The Curious AI Company,Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep learning results
238,Takashi Ishida,"The University of Tokyo, RIKEN, SMAM",Masashi Sugiyama,RIKEN / University of Tokyo,Learning from Complementary Labels
239,Ryuichi Kiryo,UTokyo/RIKEN,Masashi Sugiyama,RIKEN / University of Tokyo,Positive-Unlabeled Learning with Non-Negative Risk Estimator
240,Arya Mazumdar,University of Massachusetts Amherst,Soumyabrata Pal,University of Massachusetts Amherst,"Semisupervised Clustering, AND-Queries and Locally Encodable Source Coding"
241,Yuanbin Wu,East China Normal University,Xuanjing Huang,Fudan University,A Learning Error Analysis for Structured Prediction with Approximate Inference
242,Ahmad Beirami,Harvard University & MIT,Vahid Tarokh,Harvard University,On Optimal Generalizability in Parametric Learning
243,Guy Uziel,Technion - Israel Institute of Technology,Ran El-Yaniv,Technion,Multi-Objective Non-parametric Sequential Prediction
244,Joel A Tropp,Caltech,Volkan Cevher,EPFL,Fixed-Rank Approximation of a Positive-Semidefinite Matrix from Streaming Data
245,Dan Alistarh,IST Austria,Milan Vojnovic,London School of Economics (LSE),QSGD: Communication-Efficient SGD via Gradient Quantization and Encoding
246,Peva Blanchard,,Julien Stainer,,Machine Learning with Adversaries: Byzantine Tolerant Gradient Descent
247,Stéphan Clémençon,Telecom ParisTech,Mastane Achab,Télécom ParisTech,Ranking Data with Continuous Labels through Oriented Recursive Partitions
248,Piotr Indyk,MIT,Tal Wagner,MIT,Practical Data-Dependent Metric Compression with Provable Guarantees
249,Ping Li,Rugters University,Martin Slawski,,Simple strategies for recovering inner products from coarsely quantized random projections
250,Aravindan Vijayaraghavan,Northwestern University,Alex Wang,Northwestern University,Clustering Stable Instances of Euclidean k-means.
251,Mohammadhossein Bateni,Google research,Vahab Mirrokni,Google Research NYC,Affinity Clustering: Hierarchical Clustering at Scale
252,Weiwei Liu,The University of New South Wales,Ivor Tsang,"University of Technology, Sydney",Sparse Embedded $k$-Means Clustering
253,James Newling,Idiap Research Institute & EPFL,François Fleuret,Idiap Research Institute,K-Medoids For K-Means Seeding
254,Benjamin Moseley,Carnegie Mellon University,Joshua Wang,Google,"Approximation Bounds for Hierarchical Clustering: Average Linkage, Bisecting K-means, and Local Search"
255,Pan Li,University of Illinois Urbana-Champaign,Olgica Milenkovic,University of Illinois at Urbana-Champaign,Inhomogeneous Hypergraph Clustering with Applications
256,Amin Jalali,Technicolor Research,Rebecca Willett,University of Wisconsin,Subspace Clustering via Tangent Cones
257,Soheil Feizi,"University of Maryland, College Park",David Tse,Stanford University,Tensor Biclustering
258,Scott M Lundberg,University of Washington,Su-In Lee,University of Washington,A Unified Approach to Interpreting Model Predictions
259,Shinji Ito,"NEC Corporation,      University of Tokyo",Ken-Ichi Kawarabayashi,National Institute of Informatics,Efficient Sublinear-Regret Algorithms for Online Sparse Linear Regression with Limited Observation
260,Michal Derezinski,UC Santa Cruz,Manfred K. Warmuth,Univ. of Calif. at Santa Cruz,Unbiased estimates for linear regression via volume sampling
261,Adarsh Prasad,Carnegie Mellon University,Pradeep Ravikumar,Carnegie Mellon University,"On Separability of Loss Functions, and Revisiting Discriminative Vs Generative Models"
262,Jason Xu,NSF Postdoctoral Fellow UCLA,Kenneth Lange,UCLA,Generalized Linear Model Regression under Distance-to-set Penalties
263,Chao Pan,Purdue University,Michael Zhu,Purdue University,Group Additive Structure Identification for Kernel Nonparametric Regression
264,Vatsal Sharan,Stanford University,Gregory Valiant,Stanford University,Learning Overcomplete HMMs
265,Ashish Khetan,Amazon AI Labs,Sewoong Oh,UIUC,Matrix Norm Estimation from a Few Entries
266,Danny Barash,The Hebrew University Of Jerusalem,Matan Gavish,Hebrew University,Optimal Shrinkage of Singular Values Under Random Data Contamination
267,Guangcan Liu,Nanjing University of Information Science & Technology,Xiaotong Yuan,Nanjing University of Information Science & Technology,A New Theory for Matrix Completion
268,Blake Mason,University of Wisconsin - Madison,Robert Nowak,University of Wisconsion-Madison,Learning Low-Dimensional Metrics
269,Niladri Chatterji,UC Berkeley,Peter Bartlett,UC Berkeley,Alternating minimization for dictionary learning with random initialization
270,Kush Bhatia,UC Berkeley,Puru Kar,Indian Institute of Technology Kanpur,Consistent Robust Regression
271,Jie Shen,Stevens Institute of Technology,Ping Li,Rugters University,Partial Hard Thresholding: Towards A Principled Analysis of Support Recovery
272,Addison Hu,Yale University,Sahand Negahban,Yale University,Minimax Estimation of Bandable Precision Matrices
273,Chris Junchi Li,Tencent AI Lab,Tong Zhang,Tencent AI Lab,Diffusion Approximations for Online Principal Component Estimation and Global Convergence
274,Xiaohan Wei,University of Southern California,Stanislav Minsker,USC,Estimation of the covariance structure of heavy-tailed distributions
275,Naoya Takeishi,The University of Tokyo,Takehisa Yairi,The University of Tokyo,Learning Koopman Invariant Subspaces for Dynamic Mode Decomposition
276,Raman Arora,Johns Hopkins University,Nati Srebro,TTI-Chicago,Stochastic Approximation for Canonical Correlation Analysis
277,SIYUAN MA,The Ohio State University,Mikhail Belkin,Ohio State University,Diving into the shallows: a computational perspective on large-scale shallow learning
278,Krzysztof Choromanski,Google Brain Robotics,Adrian Weller,University of Cambridge,The Unreasonable Effectiveness of Structured Random Orthogonal Embeddings
279,Alessandro Rudi,"École Normale Supérieure, INRIA",Lorenzo Rosasco,University of Genova- MIT - IIT,Generalization Properties of Learning with Random Features
280,Tri Dao,Stanford University,Chris Ré,Stanford,Gaussian Quadrature for Kernel Features
281,Wittawat Jitkrittum,"Gatsby unit, University College London",Arthur Gretton,"Gatsby Unit, UCL",A Linear-Time Kernel Goodness-of-Fit Test
282,Linxi Liu,Columbia University,Wing Hung Wong,Stanford university,Convergence rates of a partition based Bayesian multivariate density estimation method
283,Moein Falahatgar,UCSD,Venkatadheeraj Pichapati,UCSD,The power of absolute discounting: all-dimensional distribution estimation
284,Kevin Tian,Stanford University,Gregory Valiant,Stanford University,Learning Populations of Parameters
285,Ilias Diakonikolas,USC,Ludwig Schmidt,MIT,Communication-Efficient Distributed Learning of Discrete Distributions
286,Lijun Zhang,Nanjing University (NJU),Zhi-Hua Zhou,Nanjing University,Improved Dynamic Regret for Non-degenerate Functions
287,Dylan J Foster,Cornell University,Karthik Sridharan,Cornell University,Parameter-Free Online Learning via Model Selection
288,Quentin Berthet,University of Cambridge,Vianney Perchet,ENS Paris-Saclay & Criteo Research,Fast Rates for Bandit Optimization with Upper-Confidence Frank-Wolfe
289,Scott Yang,D. E. Shaw & Co.,Mehryar Mohri,Courant Institute and Google,Online Learning with Transductive Regret
290,Tomer Koren,Google,Yishay Mansour,Tel Aviv University,Multi-Armed Bandits with Metric Movement Costs
291,Di Wang,State University of New York at Buffalo,Jinhui Xu,SUNY at Buffalo,Differentially Private Empirical Risk Minimization Revisited: Faster and More General
292,Jacob Steinhardt,Stanford University,Percy Liang,Stanford University,Certified Defenses for Data Poisoning Attacks
293,Greg Van Buskirk,UT Dallas,Nicholas Ruozzi,UTDallas,Sparse Approximate Conic Hulls
294,Masaaki Imaizumi,Institute of Statistical Mathematics / RIKEN,Kohei Hayashi,Preferred Networks,On Tensor Train Rank Minimization : Statistical Efficiency and Scalable Algorithm
295,Sven Peter,University Heidelberg,Fred Hamprecht,Heidelberg University,Sparse convolutional coding for neuronal assembly detection
296,Zhuoran Yang,Princeton University,Han Liu,Tencent AI Lab,Estimating High-dimensional Non-Gaussian Multiple Index Models via Stein’s Lemma
297,Michael Eickenberg,UC Berkeley,Stephane Mallat,Ecole normale superieure,Solid Harmonic Wavelet Scattering: Predicting Quantum Molecular Energy from Invariant Descriptors of 3D  Electronic Densities
298,Cyrus Rashtchian,University of Washington,Karin Strauss,Microsoft Research,Clustering Billions of Reads for DNA Data Storage
299,Seunghyun Park,NAVER Corp.,Sungroh Yoon,Seoul National University,Deep Recurrent Neural Network-Based Identification of Precursor microRNAs
300,Di He,Peking University,Tie-Yan Liu,Microsoft Research Asia,Decoding with Value Networks for Neural Machine Translation
301,Bryan McCann,Salesforce Research,Richard Socher,MetaMind,Learned in Translation: Contextualized Word Vectors
302,Andrew Gibiansky,Baidu Research,Yanqi Zhou,Baidu Research,Deep Voice 2: Multi-Speaker Neural Text-to-Speech
303,Harm de Vries,Université de Montréal,Aaron Courville,U. Montreal,Modulating early visual processing by language
304,Ilija Ilievski,National University of Singapore,Jiashi Feng,National University of Singapore,Multimodal Learning and Reasoning for Visual Question Answering
305,Yu-Xiong Wang,Carnegie Mellon University,Martial Hebert,cmu,Learning to Model the Tail
306,Raymond Yeh,University of Illinois at Urbana–Champaign,Alex Schwing,University of Illinois at Urbana-Champaign,Interpretable and Globally Optimal Prediction for Textual Grounding using Image Concepts
307,Xiang Wu,Google,Felix Yu,Google Research,Multiscale Quantization for Fast Similarity Search
308,Yuan-Ting Hu,University of Illinois Urbana-Champaign,Alex Schwing,University of Illinois at Urbana-Champaign,MaskRNN: Instance Level Video Object Segmentation
309,Yu-Chuan Su,UT Austin,Kristen Grauman,University of Texas at Austin,Learning Spherical Convolution for Fast Features from 360° Imagery
310,Siavash Arjomand Bigdeli,Universität Bern,Meiguang Jin,University of Bern,Deep Mean-Shift Priors for Image Restoration
311,Alejandro Newell,University of Michigan,Jia Deng,University of Michigan,Pixels to Graphs by Associative Embedding
312,Jiajun Wu,MIT,Josh Tenenbaum,MIT,MarrNet: 3D Shape Reconstruction via 2.5D Sketches
313,Prateep Bhattacharjee,Indian Institute of Technology Madras,S. Das,IIT Madras,Temporal Coherency based Criteria for Predicting Video Frames using Deep Multi-stage Generative Adversarial Networks
314,Michael Janner,MIT,Josh Tenenbaum,MIT,Self-Supervised Intrinsic Image Decomposition
315,James Thewlis,University of Oxford,Andrea Vedaldi,Facebook AI Research and University of Oxford,Unsupervised learning of object frames by dense equivariant image labelling
316,Sagie Benaim,Tel Aviv University,Lior Wolf,Facebook AI Research,One-Sided Unsupervised Domain Mapping
317,Bo Dai,The Chinese University of Hong Kong,Dahua Lin,The Chinese University of Hong Kong,Contrastive Learning for Image Captioning
318,Sara Sabour,Google,Geoffrey E Hinton,Google & University of Toronto,Dynamic Routing Between Capsules
319,Alex Kendall,University of Cambridge,Yarin Gal,University of Oxford,What Uncertainties Do We Need in Bayesian Deep Learning for Computer Vision?
320,Wenbing Huang,Tencent AI Lab,Junzhou Huang,University of Texas at Arlington / Tencent AI Lab,Efficient Optimization for Linear Dynamical Systems with Applications to Clustering and Sparse Coding
321,Wei Shen,Shanghai University,Alan Yuille,Johns Hopkins University,Label Distribution Learning Forests
322,Bo Jiang,Anhui University,Bin Luo,,Graph Matching via Multiplicative Update Algorithm
323,Hao Li,Amazon Web Services,Tom Goldstein,University of Maryland,Training Quantized Nets: A Deeper Understanding
324,Kai Fan,Duke University,Katherine Heller,Duke,An inner-loop free solution to inverse problems using deep neural networks
325,Xiaofan Lin,DJI,Wei Pan,DJI,Towards Accurate Binary Convolutional Neural Network
326,Ji Lin,Tsinghua University,Jie Zhou,Tsinghua University,Runtime Neural Pruning
327,Maja Rudolph,Columbia University,David Blei,Columbia University,Structured Embedding Models for Grouped Data
328,Maximillian Nickel,Facebook,Douwe Kiela,Facebook AI Research,Poincaré Embeddings for Learning Hierarchical Representations
329,Joseph Suarez,Stanford University,Joseph Suarez,Stanford University,Language Modeling with Recurrent Highway Hypernetworks
330,Sekitoshi Kanai,"NTT, Keio University",Sotetsu Iwamura,NTT Software Innovation center,Preventing Gradient Explosions in Gated Recurrent Units
331,Zhen He,University College London,David Barber,University College London,"Wider and Deeper, Cheaper and Faster: Tensorized LSTMs for Sequence Learning"
332,Asier Mujika,ETH Zürich,Angelika Steger,ETH Zurich,Fast-Slow Recurrent Neural Networks
333,Nan Ding,Google,Radu Soricut,Google,Cold-Start Reinforcement Learning with Softmax Policy Gradient
334,Xingjian Shi,HKUST,Wang-chun WOO,HKO,Deep Learning for Precipitation Nowcasting: A Benchmark and A New Model
335,Isabeau Prémont-Schwarz,Element AI,Harri Valpola,The Curious AI Company,Recurrent Ladder Networks
336,Arun Venkatraman,Carnegie Mellon University,J. Bagnell,Carnegie Mellon University,Predictive-State Decoders: Encoding the Future into Recurrent Networks
337,Peter Karkus,NUS,Wee Sun Lee,National University of Singapore,QMDP-Net: Deep Learning for Planning under Partial Observability
338,Chris Maddison,Oxford,Yee Teh,DeepMind,Filtering Variational Objectives
339,Wei-Ning Hsu,Massachusetts Institute of Technology,James Glass,MIT CSAIL,Unsupervised Learning of Disentangled and Interpretable Representations from Sequential Data
340,Aaron van den Oord,Google Deepmind,koray kavukcuoglu,Google DeepMind,Neural Discrete Representation Learning
341,Jörg Bornschein,DeepMind,Danilo Jimenez Rezende,Google DeepMind,Variational Memory Addressing in Generative Models
342,Rui Costa,University of Oxford,TIm Vogels,University of Oxford,Cortical microcircuits as gated-recurrent neural networks
343,Hanul Shin,Massachusetts Institute of Technology,Jiwon Kim,SK T-Brain,Continual Learning with Deep Generative Replay
344,Adam Kosiorek,University of Oxford,Ingmar Posner,Oxford University,Hierarchical Attentive Recurrent Tracking
345,Yuchen Pu,Duke University,Lawrence Carin,Duke University,VAE Learning via Stein Variational Gradient Descent
346,Mohammad Haris Baig,Dartmouth College,Lorenzo Torresani,Dartmouth/Facebook,Learning to Inpaint for Image Compression
347,Nick Watters,Google DeepMind,Andrea Tacchetti,MIT,Visual Interaction Networks: Learning a Physics Simulator from Video
348,Fei Xia,Stanford University,David Tse,Stanford University,NeuralFDR: Learning Discovery Thresholds from Hypothesis Features
349,Alexander Berardino,New York University,Eero Simoncelli,HHMI / New York University,Eigen-Distortions of Hierarchical Representations
350,Graham Neubig,Carnegie Mellon University,Chris Dyer,DeepMind,On-the-fly Operation Batching in Dynamic Computation Graphs
351,Sifei Liu,Nvidia,Jan Kautz,NVIDIA,Learning Affinity via Spatial Propagation Networks
352,Saeid Motiian,West Virginia University,Gianfranco Doretto,West Virginia University,Few-Shot Adversarial Domain Adaptation
353,Weiyang Liu,Georgia Tech,Le Song,Ant Financial & Georgia Institute of Technology,Deep Hyperspherical Learning
354,Minhyung Cho,Gracenote,Jaehyung Lee,Gracenote,Riemannian approach to batch normalization
355,Francesco Orabona,Boston University,Tatiana Tommasi,University of Rome La Sapienza,Training Deep Networks without Learning Rates Through Coin Betting
356,Ziming Zhang,MERL,Matthew Brand,Mitsubishi Electric Research Labs,Convergent Block Coordinate Descent for Training Tikhonov Regularized Deep Neural Networks
357,Zhanhong Jiang,Iowa State University,Soumik Sarkar,Iowa State University,Collaborative Deep Learning in Fixed Topology Networks
358,Amir Taghvaei,University of Illinois at Urbana-Champaign,Prashant Mehta,University of Illinois,How regularization affects the critical points in linear networks
359,Wengong Jin,MIT CSAIL,Tommi Jaakkola,MIT,Predicting Organic Reaction Outcomes with Weisfeiler-Lehman Network
360,Xiaojie Jin,National University of Singapore & Snap Research,Shuicheng Yan,Qihoo 360 AI Institute,Predicting Scene Parsing and Motion Dynamics in the Future
361,Moustapha Cisse,Facebook AI Research,Yossi Keshet,Bar-Ilan University,Houdini: Fooling Deep Structured Visual and Speech Recognition Models with Adversarial Examples
362,Federico Monti,Università della Svizzera italiana,Xavier Bresson,NTU,Geometric Matrix Completion with Recurrent Multi-Graph Neural Networks
363,Jose Alvarez,TRI,Mathieu Salzmann,EPFL,Compression-aware Training of Deep Networks
364,Andreas Lehrmann,Disney Research,Leonid Sigal,University of British Columbia,Non-parametric Structured Output Networks
365,Alex Lamb,UMontreal (MILA),Yoshua Bengio,U. Montreal,GibbsNet: Iterative Adversarial Inference for Deep Graphical Models
366,Behnam Neyshabur,New York University,Nati Srebro,TTI-Chicago,Exploring Generalization in Deep Learning
367,Hyeonwoo Noh,POSTECH,Bohyung Han,Seoul National University,Regularizing Deep Neural Networks by Noise: Its Interpretation and Optimization
368,Marcel Nonnenmacher,Research center caesar,Jakob H Macke,"research center caesar, an associate of the Max Planck Society",Extracting low-dimensional dynamics from multiple large-scale neural population recordings by learning to predict correlations
369,Benjamin Cowley,Carnegie Mellon University,Byron M Yu,Carnegie Mellon University,Adaptive stimulus selection for optimizing neural population responses
370,Andrea Giovannucci,"Flatiron Institute, Simons Foundation",Eftychios Pnevmatikakis,Flatiron Institute,OnACID: Online Analysis of Calcium Imaging Data in Real Time
371,Jaime Ide,Yale University,Chiang-shan R Li,Yale University,Detrended Partial Cross Correlation for Brain Connectivity Analysis
372,Luigi Acerbi,University of Geneva,Wei Ji,New York University,Practical Bayesian Optimization for Model Fitting with Bayesian Adaptive Direct Search
373,Jonathan Zung,Princeton University,H. Sebastian Seung,Princeton University,An Error Detection and Correction Framework for Connectomics
374,Luca Ambrogioni,Donders Institute,Eric Maris,Donders Institute,GP CaKe: Effective brain connectivity with causal kernels
375,Arthur Mensch,Inria Parietal,Gael Varoquaux,"Parietal Team, INRIA",Learning Neural Representations of Human Cognition across Many fMRI Studies
376,Mali Sundaresan,"Indian Institute of Science, Bangalore",Devarajan Sridharan,"Indian Institute of Science, Bangalore",Mapping distinct timescales of functional interactions among brain networks
377,Hakan Inan,Stanford University,Mark Schnitzer,Stanford University,Robust Estimation of Neural Signals in Calcium Imaging
378,Mainak Jas,Télécom ParisTech,Alex Gramfort,"LTCI, CNRS, Télécom ParisTech, Université Paris-Saclay",Learning the Morphology of Brain Signals Using Alpha-Stable Convolutional Sparse Coding
379,Ethan Elenberg,ASAPP,Amin Karbasi,Yale,Streaming Weak Submodularity: Interpreting Neural Networks on the Fly
380,Alina Ene,University of Warwick,László A. Végh,London School of Economics,Decomposable Submodular Function Minimization: Discrete and Continuous
381,Josip Djolonga,ETH Zurich,Andreas Krause,ETH Zurich,Differentiable Learning of Submodular Functions
382,Robert S Chen,Harvard University,Vasilis Syrgkanis,Microsoft Research,Robust Optimization for Non-Convex Objectives
383,Rong Ge,Duke University,Tengyu Ma,Stanford University,On the Optimization Landscape of Tensor Decompositions
384,Simon Du,Carnegie Mellon University,Barnabas Poczos,Carnegie Mellon University,Gradient Descent Can Take Exponential Time to Escape Saddle Points
385,Qing Qu,Columbia University,John Wright,Columbia University,Convolutional Phase Retrieval
386,Suriya Gunasekar,TTI Chicago,Nati Srebro,TTI-Chicago,Implicit Regularization in Matrix Factorization
387,Jason Altschuler,MIT,Philippe Rigollet,MIT,Near-linear time approximation algorithms for optimal transport via Sinkhorn iteration
388,Jacob D Abernethy,University of Michigan,Jun-Kun Wang,Georgia Institute of Technology,On Frank-Wolfe and Equilibrium Computation
389,Francesco Locatello,MPI Tübingen - ETH Zürich,Martin Jaggi,EPFL,Greedy Algorithms for Cone Constrained Optimization with Convergence Guarantees
390,Mert Gurbuzbalaban,Rutgers University,Denizcan Vanli,Massachusetts Institute of Technology,When Cyclic Coordinate Descent Outperforms Randomized Coordinate Descent
391,Zeyuan Allen-Zhu,Microsoft Research,Yuanzhi Li,Princeton University,Linear Convergence of a Frank-Wolfe Type Algorithm over Trace-Norm Balls
392,Mingrui Liu,The University of Iowa,Tianbao Yang,The University of Iowa,"Adaptive Accelerated Gradient Converging Method under H\""{o}lderian Error Bound Condition"
393,Yi Xu,The University of Iowa,Tianbao Yang,The University of Iowa,Adaptive SVRG Methods under Error Bound Conditions with Unknown Growth Parameter
394,Shixiang Chen,The Chinese University of HongKong,Wei Liu,Tencent AI Lab,Geometric Descent Method for Convex Composite Minimization
395,Cong Fang,Peking University,Zhouchen Lin,Peking University,Faster and Non-ergodic O(1/K) Stochastic Alternating Direction Method of Multipliers
396,Tomoya Murata,NTT DATA Mathematical Systems Inc.,Taiji Suzuki,taiji@mist.i.u-tokyo.ac.jp,Doubly Accelerated Stochastic Variance Reduced Dual Averaging Method for Regularized Empirical Risk Minimization
397,Yossi Arjevani,The Weizmann Institute,Yossi Arjevani,The Weizmann Institute,Limitations on Variance-Reduction and Acceleration Schemes for Finite Sums Optimization
398,Damien Scieur,INRIA - ENS,Alexandre d'Aspremont,CNRS - Ecole Normale Supérieure,Nonlinear Acceleration of Stochastic Algorithms
399,Walid Krichene,Google,Peter Bartlett,UC Berkeley,Acceleration and Averaging in Stochastic Descent Dynamics
400,Daniel Milstein,Brown University,Erik Sudderth,"University of California, Irvine",Multiscale Semi-Markov Dynamics for Intracortical Brain-Computer Interfaces
401,Yoga Varatharajah,University of Illinois at Urbana Champaign,Ravishankar Iyer,,"EEG-GRAPH: A Factor-Graph-Based Model for Capturing Spatial, Temporal, and Observational Relationships in Electroencephalograms"
402,Ofer Meshi,Google,Alex Schwing,University of Illinois at Urbana-Champaign,Asynchronous Parallel Coordinate Minimization for MAP Inference
403,Pan Xu,UCLA,Quanquan Gu,UCLA,Speeding Up Latent Variable Gaussian Graphical Model Estimation via Nonconvex Optimization
404,Arun Suggala,Carnegie Mellon University,Pradeep Ravikumar,Carnegie Mellon University,The Expxorcist: Nonparametric Graphical Models Via Conditional Exponential Densities
405,Andrew Miller,Columbia,Ryan Adams,,Reducing Reparameterization Gradient Variance
406,Yoav Wald,Hebrew University,Amir Globerson,HUJI,Robust Conditional Probabilities
407,Qiang Liu,Dartmouth College,Qiang Liu,Dartmouth College,Stein Variational Gradient Descent as Gradient Flow
408,Matt Staib,MIT,Stefanie Jegelka,MIT,Parallel Streaming Wasserstein Barycenters
409,Marco Cusumano-Towner,Massachusetts Institute of Technology,Vikash Mansinghka,Massachusetts Institute of Technology,AIDE: An algorithm for measuring the accuracy of probabilistic inference algorithms
410,Chengyue Gong,Peking University,win-bin huang,peking university,Deep Dynamic Poisson Factorization Model
411,Iku Ohama,Panasonic Corporation,Hiroki Arimura,Hokkaido University,On the Model Shrinkage Effect of Gamma Process Edge Partition Models
412,Michael Habeck,Max Planck Institute Goettingen,Michael Habeck,Max Planck Institute Goettingen,Model evidence from nonequilibrium simulations
413,Jiaming Song,Stanford University,Stefano Ermon,Stanford,A-NICE-MC: Adversarial Training for MCMC
414,Stefanos Eleftheriadis,PROWLER.io,James Hensman,PROWLER.io,Identification of Gaussian Process State Space Models
415,Thang Bui,University of Cambridge,Richard Turner,University of Cambridge,Streaming Sparse Gaussian Process Approximations
416,Jian Wu,AQR Capital Management,Peter Frazier,Cornell / Uber,Bayesian Optimization with Gradients
417,Ching-An Cheng,Georgia Tech,Byron Boots,Georgia Tech / Google Brain,Variational Inference for Gaussian Process Models with Linear Complexity
418,Zhenwen Dai,Amazon,Neil Lawrence,Amazon.com,Efficient Modeling of Latent Information in Supervised Learning using Gaussian Processes
419,Sami Remes,Aalto University,Samuel Kaski,Aalto University,Non-Stationary Spectral Kernels
420,Kun Dong,Cornell University,Andrew Wilson,Cornell University,Scalable Log Determinants for Gaussian Process Kernel Learning
421,Gabriel Parra,Universidad de Chile,Felipe Tobar,Universidad de Chile,Spectral Mixture Kernels for Multi-Output Gaussian Processes
422,Carl Jidling,Uppsala University,Thomas Schön,Uppsala University,Linearly constrained Gaussian processes
423,Marcin Andrychowicz,OpenAI,Wojciech Zaremba,OpenAI,Hindsight Experience Replay
424,Liangpeng Zhang,University of Birmingham,Xin Yao,"Southern University of Science and Technology, China",Log-normality and Skewness of Estimated State/Action Values in Reinforcement Learning
425,Yue Wang,Beijing Jiaotong University,Tie-Yan Liu,Microsoft Research,Finite sample analysis of the GTD Policy Evaluation Algorithms in Markov Setting
426,Robert Mattila,KTH Royal Institute of Technology,Bo Wahlberg,KTH Royal Inst. of Technology,Inverse Filtering for Hidden Markov Models
427,Felix Berkenkamp,ETH Zurich,Andreas Krause,ETH Zurich,Safe Model-based Reinforcement Learning with Stability Guarantees
428,Rowan McAllister,University of California Berkeley,Carl Edward Rasmussen,University of Cambridge,Data-Efficient Reinforcement Learning in Continuous State-Action Gaussian-POMDPs
429,Daniel Hsu,Columbia University,Xiaorui Sun,Columbia University,Linear regression without correspondence
430,Le Song,Ant Financial & Georgia Institute of Technology,Bo Xie,Georgia Tech,On the Complexity of Learning Neural Networks
431,Xingguo Li,Princeton University,David Woodruff,Carnegie Mellon University,Near Optimal Sketching of Low-Rank Tensor Regression
432,Cameron Musco,Massachusetts Institute of Technology,David Woodruff,Carnegie Mellon University,Is Input Sparsity Time Possible for Kernel Low-Rank Approximation?
433,Veeranjaneyulu Sadhanala,CMU,Ryan Tibshirani,Carnegie Mellon University,Higher-Order Total Variation Classes on Grids: Minimax Theory and Trend Filtering Methods
434,Sheng Chen,University of Minnesota,Arindam Banerjee,Voleon,Alternating Estimation for Structured High-Dimensional Multi-Response Models
435,Martin Royer,Université Paris-Saclay,Martin Royer,Université Paris-Saclay,Adaptive Clustering through Semidefinite Programming
436,Surbhi Goel,University of Texas at Austin,Adam Klivans,UT Austin,Eigenvalue Decay Implies Polynomial-Time Learnability for Neural Networks
437,Yanbo Fan,"NLPR, CASIA",Baogang Hu,Chinese Academy of Sciences,Learning with Average Top-k Loss
438,Vincent Cohen-Addad,University of Copenhagen,Frederik Mallmann-Trenn,ENS,Hierarchical Clustering Beyond the Worst-Case
439,Alireza Aghasi,Institute for Insight,Justin Romberg,Georgia Institute of Technology,Net-Trim: Convex Pruning of Deep Neural Networks with Performance Guarantee
440,Noga Alon,Tel Aviv University,Kayhan Ozcimder,Princeton University,A graph-theoretic approach to multitasking
441,Aolin Xu,University of Illinois at Urbana-Champaign,Maxim Raginsky,University of Illinois at Urbana-Champaign,Information-theoretic analysis of generalization capability of learning algorithms
442,Daniil Ryabko,INRIA,Daniil Ryabko,INRIA,Independence clustering (without a matrix)
443,Qian Yu,University of Southern Califor,Salman Avestimehr,USC,Polynomial Codes: an Optimal Design for High-Dimensional Coded Matrix Multiplication
444,Weihao Gao,UIUC,Pramod Viswanath,UIUC,Estimating Mutual Information for Discrete-Continuous Mixtures
445,Omer Ben-Porat,Technion – Israel Institute of Technology,Moshe Tennenholtz,Technion--Israel Institute of Technology,Best Response Regression
446,Eric Balkanski,Harvard University,Sergei Vassilvitskii,Google,Statistical Cost Sharing
447,Vasilis Syrgkanis,Microsoft Research,Vasilis Syrgkanis,Microsoft Research,A Sample Complexity Measure with Applications to Learning Optimal Auctions
