,first-author,first-author-affiliation,last-author,last-author-affiliation,title
226,José L. Torrecilla,Universidad Autónoma de Madrid,Alberto Suárez,Universidad Autónoma de Madrid,Feature selection in functional data classification with recursive maxima hunting
227,Yi Xu,The University of Iowa,Tianbao Yang,University of Iowa,Homotopy Smoothing for Non-Smooth Problems with Lower Complexity than $O(1/\epsilon)$
228,James Newling,Idiap Research Institute,François Fleuret,Idiap Research Institute,Nested Mini-Batch K-Means
229,Dangna Li,Stanford university,Wing Hung Wong,Stanford university,Density Estimation via Discrepancy Based Adaptive Sequential Partition
230,Kaito Fujii,Kyoto University,Hisashi Kashima,Kyoto University,Budgeted stream-based active learning via adaptive submodular maximization
231,Anastasia Pentina,IST Austria,Ruth Urner,MPI Tuebingen,Lifelong Learning with Weighted Majority Votes
232,Sven2 Eberhardt,Brown University,Thomas Serre,Brown University,How Deep is the Feature Analysis underlying Rapid Visual Categorization?
233,Shizhong Han,University of South Carolina,Yan Tong,University of South Carolina,Incremental Boosting Convolutional Neural Network for Facial Action Unit Recognition
234,Ruth Heller,Tel-Aviv University,Yair Heller,Independent,Multivariate tests of association based on univariate tests
235,Peng Wang,UCLA,Alan L Yuille,UCLA,SURGE: Surface Regularized Geometry Estimation from a Single Image
236,Audrunas Gruslys,Google DeepMind,Alex Graves,Google DeepMind,Memory-Efficient Backpropagation Through Time
237,Bryan He,Stanford University,Christopher Ré,Stanford University,Scan Order in Gibbs Sampling: Models in Which it Matters and Bounds on How Much
238,Xiang Li,NJUST,Tie-Yan Liu,Microsoft Research,LightRNN: Memory and Computation-Efficient Recurrent Neural Networks
239,Arild Nøkland,None,Arild Nøkland,None,Direct Feedback Alignment Provides Learning in Deep Neural Networks
240,Aditya Grover,Stanford University,Stefano Ermon,Stanford,Variational Bayes on Monte Carlo Steroids
241,Matey Neykov,Princeton University,Han Liu,Tencent AI Lab,Agnostic Estimation for Misspecified Phase Retrieval Models
242,Ruitong Huang,University of Alberta,Csaba Szepesvari,U. Alberta,Following the Leader and Fast Rates in Linear Prediction: Curved Constraint Sets and Other Regularities
243,Jianxu Chen,University of Notre Dame,Danny Z Chen,University of Notre Dame,Combining Fully Convolutional and Recurrent Neural Networks for 3D Biomedical Image Segmentation
244,Thomas Laurent,Loyola Marymount University,arthur szlam,Facebook,The Product Cut
245,Hong Namkoong,Stanford University,John Duchi,Stanford,Stochastic Gradient Methods for Distributionally Robust Optimization with f-divergences
246,Tolga Bolukbasi,Boston University,Adam T Kalai,Microsoft Research,Man is to Computer Programmer as Woman is to Homemaker? Debiasing Word Embeddings
247,Rémi Flamary,École Polytechnique,Valentin Emiya,Aix-Marseille University,Optimal spectral transportation with application to music transcription
248,Wouter Koolen,"Centrum Wiskunde & Informatica, Amsterdam",Tim van Erven,University of Amsterdam,Combining Adversarial Guarantees and Stochastic Fast Rates in Online Learning
249,Karol Gregor,Google DeepMind,Daan Wierstra,Google DeepMind,Towards Conceptual Compression
250,Arturo Deza,UCSB,Miguel Eckstein,UCSB,Can Peripheral Representations Improve Clutter Metrics on Complex Scenes?
251,Eugene Ndiaye,Télécom ParisTech,Joseph Salmon,Télécom ParisTech,GAP Safe Screening Rules for Sparse-Group Lasso
252,Mauro Scanagatta,Idsia,Marco Zaffalon,IDSIA,Learning Treewidth-Bounded Bayesian Networks with Thousands of Variables
253,Sara Magliacane,VU University Amsterdam,Joris M Mooij,Radboud University Nijmegen,Ancestral Causal Inference
254,Ruiyu Li,CUHK,Jiaya Jia,CUHK,Visual Question Answering with Question Representation Update (QRU)
255,Bryant Chen,UCLA,Bryant Chen,UCLA,Identification and Overidentification of Linear Structural Equation Models
256,Nils Kriege,TU Dortmund,Richard Wilson,University of York,On Valid Optimal Assignment Kernels and Applications to Graph Classification
257,Yaniv Tenzer,The Hebrew University,Tamir Hazan,Technion,Constraints Based Convex Belief Propagation
258,Jeremy Maitin-Shepard,Google,Pieter Abbeel,OpenAI / UC Berkeley / Gradescope,Combinatorial Energy Learning for Image Segmentation
259,Steve Li,UMass Amherst,Benjamin Marlin,University of Massachusetts Amherst,A scalable end-to-end Gaussian process adapter for irregularly sampled time series classification
260,Balamurugan Palaniappan,INRIA,Francis Bach,INRIA - Ecole Normale Superieure,Stochastic Variance Reduction Methods for Saddle-Point Problems
261,Dan Feldman,University of Haifa,Daniela Rus,MIT,Dimensionality Reduction of Massive Sparse Datasets Using Coresets
262,Daniel McNamee,University of Cambridge,Mate Lengyel,University of Cambridge,"Efficient state-space modularization for planning: theory, behavioral and neural signatures"
263,Aryan Mokhtari,University of Pennsylvania,Alejandro Ribeiro,University of Pennsylvania,Adaptive Newton Method for Empirical Risk Minimization to Statistical Accuracy
264,Edward Choi,Georgia Institute of Technolog,Walter Stewart,Sutter Health,RETAIN: An Interpretable Predictive Model for Healthcare using Reverse Time Attention Mechanism
265,Maxime Sangnier,LTCI,Florence d'Alché-Buc,"Télécom Paris, Institut Polytechnique de Paris, France",Joint quantile regression in vector-valued RKHSs
266,Oleg Grinchuk,Skolkovo Institute of Science and Technology,Victor Lempitsky,Samsung,Learnable Visual Markers
267,Ben Poole,Stanford University,Surya Ganguli,Stanford,Exponential expressivity in deep neural networks through transient chaos
268,Yuhuai Wu,University of Toronto,Russ Salakhutdinov,University of Toronto,On Multiplicative Integration with Recurrent Neural Networks
269,Yuan Zhao,Stony Brook University,Memming Park,Stony Brook University,Interpretable Nonlinear Dynamic Modeling of Neural Trajectories
270,Antoine Gautier,Saarland University,Matthias Hein,Saarland University,Globally Optimal Training of Generalized Polynomial Neural Networks with Nonlinear Spectral Methods
271,Zhao Song,Duke University,Lawrence Carin,Duke University,Linear Feature Encoding for Reinforcement Learning
272,Yizhi Wang,Virginia Tech,Guoqiang Yu,Virginia Tech,Graphical Time Warping for Joint Alignment of Multiple Curves
273,Kai Zhong,UT AUSTIN,Inderjit Dhillon,UT Austin & Amazon,Mixed Linear Regression with Multiple Components
274,Ming Yu,The University of Chicago,Varun Gupta,University of Chicago,Statistical Inference for Pairwise Graphical Models Using Score Matching
275,Satyen Kale,Google,David Pal,Google,Hardness of Online Sleeping Combinatorial Optimization Problems
276,Xinan Wang,UCSD,Sanjoy Dasgupta,UC San Diego,An algorithm for L1 nearest neighbor search via monotonic embedding
277,Chi Jin,UC Berkeley,Michael Jordan,UC Berkeley,Local Maxima in the Likelihood of Gaussian Mixture Models: Structural Results and Algorithmic Consequences
278,Ting-Yu Cheng,,Shan-Hung (Brandon) Wu,National Tsing Hua University,Learning User Perceived Clusters with Feature-Level Supervision
279,Xi Chen,UC Berkeley and OpenAI,Pieter Abbeel,OpenAI / UC Berkeley / Gradescope,InfoGAN: Interpretable Representation Learning by Information Maximizing Generative Adversarial Nets
280,Taesup Moon,DGIST,Sungroh Yoon,Seoul National University,Neural Universal Discrete Denoiser
281,Necdet Serhat Aybat,Penn State University,Erfan Yazdandoost Hamedani,Penn State University,A primal-dual method for conic constrained distributed optimization problems
282,ANSHUMALI Shrivastava,Rice University,ANSHUMALI Shrivastava,Rice University,Simple and Efficient Weighted Minwise Hashing
283,Chien-Ju Ho,Cornell University,Yiling Chen,Harvard University,Eliciting Categorical Data for Optimal Aggregation
284,Ayan Chakrabarti,TTI Chicago,Greg Shakhnarovich,TTI-Chicago,Depth from a Single Image by Harmonizing Overcomplete Local Network Predictions
285,Elad Richardson,Technion,Michael Zibulevsky,Technion - Israel Institute of Technology,SEBOOST - Boosting Stochastic Learning Using Subspace Optimization Techniques
286,Huishuai Zhang,Syracuse University,Yingbin Liang,Syracuse University,Reshaped Wirtinger Flow for Solving Quadratic System of Equations
287,Junhua Mao,UCLA,Alan L Yuille,UCLA,Training and Evaluating Multimodal Word Embeddings with Large-scale Web Annotated Images
288,Chris Junchi Li,Princeton University,Han Liu,Tencent AI Lab,Online ICA: Understanding Global Dynamics of Nonconvex Optimization via Diffusion Processes
289,Rein Houthooft,Ghent University - iMinds and UC Berkeley and OpenAI,Pieter Abbeel,OpenAI / UC Berkeley / Gradescope,VIME: Variational Information Maximizing Exploration
290,Ayan Sinha,Purdue,Karthik Ramani,Purdue University,Deconvolving Feedback Loops in Recommender Systems
291,William Hoiles,University of California,Mihaela van der Schaar,"University of California, Los Angeles",A Non-parametric Learning Method for Confidently Estimating Patient's Clinical State and Dynamics
292,Pan Xu,University of Virginia,Quanquan Gu,University of Virginia,Semiparametric Differential Graph Models
293,Ming Lin,University of Michigan,Jieping Ye,University of Michigan,A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing
294,Zhao Song,UT-Austin,Huan Zhang,UC-Davis,Sublinear Time Orthogonal Tensor Decomposition
295,Ashish Khetan,University of Illinois Urbana-,Sewoong Oh,UIUC,Achieving budget-optimality with adaptive schemes in crowdsourcing
296,Theodore Bluche,A2iA,Theodore Bluche,A2iA,Joint Line Segmentation and Transcription for End-to-End Handwritten Paragraph Recognition
297,Pedro Ortega,DeepMind,Alan A Stocker,University of Pennsylvania,Human Decision-Making under Limited Time
298,Alexander Kirillov,TU Dresden,Bogdan Savchynskyy,TU Dresden,Joint M-Best-Diverse Labelings as a Parametric Submodular Minimization
299,Zeyuan Allen-Zhu,Princeton University,Yuanzhi Li,Princeton University,Even Faster SVD Decomposition Yet Without Agonizing Pain
300,Marius Pachitariu,"Gatsby Unit, UCL",Daniel D Harris,UCL,Fast and accurate spike sorting of high-channel count probes with KiloSort
301,Tarun Kathuria,Microsoft Research,Pushmeet Kohli,Microsoft Research,Batched Gaussian Process Bandit Optimization via Determinantal Point Processes
302,Stefan Lee,Indiana University,Dhruv Batra,Georgia Tech / Facebook AI Research (FAIR),Stochastic Multiple Choice Learning for Training Diverse Deep Ensembles
303,Malik Magdon-Ismail,Rensselaer,Christos Boutsidis,Yahoo Labs,Optimal Sparse Linear Encoders and Sparse PCA
304,Zhen Xu,SUNY at Buffalo,Sargur N Srihari,University at Buffalo,Using Social Dynamics to Make Individual Predictions: Variational Inference with a Stochastic Kinetic Model
305,Xiaotong Yuan,Nanjing University of Informat,Guangcan Liu,NUIST,"Learning Additive Exponential Family Graphical Models via $\ell_{2,1}$-norm Regularized M-Estimation"
306,Andreas Veit,Cornell University,Serge Belongie,Cornell University,Residual Networks Behave Like Ensembles of Relatively Shallow Networks
307,Scott Wisdom,University of Washington,Les Atlas,University of Washington,Full-Capacity Unitary Recurrent Neural Networks
308,Ashish Kapoor,Microsoft,Krysta Svore,Microsoft,Quantum Perceptron Models
309,Michaël Perrot,University of Saint-Etienne,Amaury Habrard,University of Saint-Etienne,Mapping Estimation for Discrete Optimal Transport
310,Chang Liu,Tsinghua University,Yang Song,Stanford University,Stochastic Gradient Geodesic MCMC Methods
311,Shuyang Gao,University of Southern California,Aram Galstyan,USC Information Sciences Institute,Variational Information Maximization for Feature Selection
312,Farzan Farnia,Stanford University,David Tse,Stanford University,A Minimax Approach to Supervised Learning
313,Baharan Mirzasoleiman,ETH Zurich,Amin Karbasi,Yale,Fast Distributed Submodular Cover: Public-Private Data Summarization
314,Konstantinos Bousmalis,Google Brain,Dumitru Erhan,Google,Domain Separation Networks
315,Jin-Hwa Kim,Seoul National University,Byoung-Tak Zhang,Seoul National University,Multimodal Residual Learning for Visual QA
316,Ramin Raziperchikolaei,UC Merced,Miguel A. Carreira-Perpinan,UC Merced,Optimizing affinity-based binary hashing using auxiliary coordinates
317,Jonathan Huggins,MIT,Tamara Broderick,MIT,Coresets for Scalable Bayesian Logistic Regression
318,Jian Wu,Cornell University,Peter Frazier,Princeton University,The Parallel Knowledge Gradient Method for Batch Bayesian Optimization
319,Sainaa Sukhbaatar,NYU,Rob Fergus,New York University,Learning Multiagent Communication with Backpropagation
320,Akshay Balsubramani,UC San Diego,Yoav S Freund,"University of California, San Diego",Optimal Binary Classifier Aggregation for General Losses
321,Francisco Ruiz,Columbia University,David Blei,Columbia University,The Generalized Reparameterization Gradient
322,Yong Ren,Tsinghua University,Yucen Luo,Tsinghua University,Conditional Generative Moment-Matching Networks
323,Kai-Wei Chang,UCLA,John Langford,Microsoft Research New York,A Credit Assignment Compiler for Joint Prediction
324,Sanghamitra Dutta,Carnegie Mellon University,Pulkit Grover,Carnegie Mellon University,Short-Dot: Computing Large Linear Transforms Distributedly Using Coded Short Dot Products
325,Ransalu Senanayake,The University of Sydney,Fabio Ramos,The University of Sydney,Spatio-Temporal Hilbert Maps for Continuous Occupancy Representation in Dynamic Environments
326,Kirthevasan Kandasamy,CMU,Eric Xing,Carnegie Mellon University,Learning HMMs with Nonparametric Emissions via Spectral Decompositions of Continuous Matrices
327,Hakan Bilen,University of Oxford,Andrea Vedaldi,Facebook AI Research and University of Oxford,Integrated perception with recurrent multi-task neural networks
328,Alex Beatson,Princeton University,Han Liu,Tencent AI Lab,Blind Attacks on Machine Learners
329,Eli Gutin,Massachusetts Institute of Tec,Vivek Farias,Massachusetts Institute of Technology,Optimistic Gittins Indices
330,Peng Xu,Stanford University,Michael W Mahoney,UC Berkeley,Sub-sampled Newton Methods with Non-uniform Sampling
331,Zijun Wei,Stony Brook,Dimitris Samaras,Stony Brook University,Learned Region Sparsity and Diversity Also Predicts Visual Attention
332,Shengjia Zhao,Tsinghua University,Stefano Ermon,Stanford,Adaptive Concentration Inequalities for Sequential Decision Problems
333,Josip Djolonga,ETH Zurich,Andreas Krause,ETH Zurich,Cooperative Graphical Models
334,Namrata Vaswani,Iowa State University,Han Guo,Iowa State University,Correlated-PCA: Principal Components' Analysis when Data and Noise are Correlated
335,Hamidreza Kasaei,IEETA,Luís Seabra Lopes,University of Averio,Hierarchical Object Representation for Open-Ended Object Category Learning and Recognition
336,Nir Rosenfeld,Hebrew University of Jerusalem,Amir Globerson,Tel Aviv University,Optimal Tagging with Markov Chain Optimization
337,Gustavo Malkomes,Washington University,Roman Garnett,Washington University in St. Louis,Bayesian optimization for automated model selection
338,Tomoharu Iwata,NTT,Makoto Yamada,Kyoto University,Multi-view Anomaly Detection via Robust Probabilistic Latent Variable Models
339,Rajkumar Vasudeva Raju,Rice University,Xaq Pitkow,BCM/Rice,Inference by Reparameterization in Neural Population Codes
340,Zhuo Wang,University of Pennsylvania,Daniel Lee,University of Pennsylvania,Efficient Neural Codes under Metabolic Constraints
341,Renjie Liao,UofT,Raquel Urtasun,University of Toronto,Learning Deep Parsimonious Representations
342,Madhu Advani,Stanford University,Surya Ganguli,Stanford,An equivalence between high dimensional Bayes optimal inference and M-estimation
343,Kohei Hayashi,AIST,Yuichi Yoshida,NII,Minimizing Quadratic Functions in Constant Time
344,Wei Wen,University of Pittsburgh,Hai Li,University of Pittsburg,Learning Structured Sparsity in Deep Neural Networks
345,Rizal Fathony,U. of Illinois at Chicago,Brian Ziebart,University of Illinois at Chicago,Adversarial Multiclass Classification: A Risk Minimization Perspective
346,Tyler Johnson,University of Washington,Carlos Guestrin,University of Washington,Unified Methods for Exploiting Piecewise Linear Structure in Convex Optimization
347,Olivier Bachem,ETH Zurich,Andreas Krause,ETH Zurich,Fast and Provably Good Seedings for k-Means
348,Eugene Belilovsky,CentraleSupelec,Matthew Blaschko,KU Leuven,Testing for Differences in Gaussian Graphical Models:  Applications to Brain Connectivity
349,Sungsoo Ahn,KAIST,Jinwoo Shin,KAIST,Synthesis of MCMC and Belief Propagation
350,Aviv Tamar,UC Berkeley,Garrett Thomas,UC Berkeley,Value Iteration Networks
351,Marco Fraccaro,DTU,Ole Winther,DTU,Sequential Neural Models with Stochastic Layers
352,Justin Eldridge,The Ohio State University,Yusu Wang,The Ohio State University,"Graphons, mergeons, and so on!"
353,Aurko Roy,Georgia Tech,Sebastian Pokutta,GeorgiaTech,Hierarchical Clustering via Spreading Metrics
354,Jason Hartford,University of British Columbia,Kevin Leyton-Brown,University of British Columbia,Deep Learning for Predicting Human Strategic Behavior
355,Ji Xu,Columbia university,Arian Maleki,Columbia University,Global Analysis of Expectation Maximization for Mixtures of Two Gaussians
356,Ofir David,Technion - Israel institute of technology,Amir Yehudayoff,Technion - Israel institue of Technology,Supervised learning through the lens of compression
357,Rong Ge,Princeton University,Tengyu Ma,Princeton University,Matrix Completion has No Spurious Local Minimum
358,Hassan Ashtiani,University of Waterloo,Shai Ben-David,U. Waterloo,Clustering with Same-Cluster Queries
359,Tim van Erven,University of Amsterdam,Wouter Koolen,"Centrum Wiskunde & Informatica, Amsterdam",MetaGrad: Multiple Learning Rates in Online Learning
360,Aapo Hyvarinen,University of Helsinki,Hiroshi Morioka,University of Helsinki,Unsupervised Feature Extraction by Time-Contrastive Learning and Nonlinear ICA
361,Daniel Neil,Institute of Neuroinformatics,Shih-Chii Liu,"Institute for Neuroinformatics, University of Zurich and ETH Zurich",Phased LSTM: Accelerating Recurrent Network Training for Long or Event-based Sequences
362,Yujia Shen,UCLA,Adnan Darwiche,UCLA,Tractable Operations for Arithmetic Circuits of Probabilistic Models
363,Jimmy Ba,University of Toronto,Catalin Ionescu,Google,Using Fast Weights to Attend to the Recent Past
364,Matthias W Seeger,Amazon,Valentin Flunkert,Amazon,Bayesian Intermittent Demand Forecasting for Large Inventories
365,Jean-Bastien Grill,Inria Lille - Nord Europe,Remi Munos,Google DeepMind,Blazing the trails before beating the path: Sample-efficient Monte-Carlo planning
366,Kiarash Shaloudegi,Huawei Noah's Ark,Wilsun Xu,University of Alberta,SDP Relaxation with Randomized Rounding for Energy Disaggregation
367,Chengtao Li,MIT,Stefanie Jegelka,MIT,"Fast Mixing Markov Chains for Strongly Rayleigh Measures, DPPs, and Constrained Sampling"
368,Danilo Jimenez Rezende,Google DeepMind,Nicolas Heess,Google DeepMind,Unsupervised Learning of 3D Structure from Images
369,Alnur Ali,Carnegie Mellon University,Ryan Tibshirani,Carnegie Mellon University,The Multiple Quantile Graphical Model
370,Bo Wang,Stanford University,Anshul Kundaje,Stanford University,Unsupervised Learning from Noisy Networks with Applications to Hi-C Data
371,Yizhe Zhang,Duke university,Lawrence Carin,Duke University,Towards Unifying Hamiltonian Monte Carlo and Slice Sampling
372,Kentaro Minami,The University of Tokyo,Hiroshi Nakagawa,The University of Tokyo,Differential Privacy without Sensitivity
373,Tim Rubin,Indiana University,Tal Yarkoni,University of Texas at Austin,Generalized Correspondence-LDA Models (GC-LDA) for Identifying Functional Regions in the Brain
374,Zelda Mariet,MIT,Suvrit Sra,MIT,Kronecker Determinantal Point Processes
375,Avinava Dubey,Carnegie Mellon University,Eric Xing,Carnegie Mellon University,Variance Reduction in Stochastic Gradient Langevin Dynamics
376,Michal Feldman,TAU,Aviv Zohar,huji,Online Pricing with Strategic and Patient Buyers
377,Zeyuan Allen-Zhu,Princeton University,Karthik Sridharan,University of Pennsylvania,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters
378,Pedro Mercado,Saarland University,Matthias Hein,Saarland University,Clustering Signed Networks with the Geometric Mean of Laplacians
379,Pan Zhang,Institute of Theoretical Physics,Pan Zhang,Institute of Theoretical Physics,Robust Spectral Detection of Global Structures in the Data by Learning a Regularization
380,Xinchen Yan,University of Michigan,Honglak Lee,University of Michigan,Perspective Transformer Nets: Learning Single-View 3D Object Reconstruction without 3D Supervision
381,Mahdi Milani Fard,Google,Maya Gupta,Google,Launch and Iterate: Reducing Prediction Churn
382,Bo Li,Vanderbilt University,Yevgeniy Vorobeychik,Vanderbilt University,Data Poisoning Attacks on Factorization-Based Collaborative Filtering
383,Jack Rae,Google DeepMind,Timothy Lillicrap,Google DeepMind,Scaling Memory-Augmented Neural Networks with Sparse Reads and Writes
384,Jonathan Kadmon,Hebrew University,Haim Sompolinsky,Hebrew University and Harvard University,Optimal Architectures in a Solvable Model of Deep Networks
385,Gabriel Krummenacher,ETH Zurich,Nicolai Meinshausen,ETH Zurich,Scalable Adaptive Stochastic Optimization Using Random Projections
386,Hao Wu,Free University of Berlin,Frank Noe,FU Berlin,Spectral Learning of Dynamic Systems from Nonequilibrium Data
387,sabyasachi chatterjee,University of Chicago,Yuancheng Zhu,University of Chicago,Local Minimax Complexity of Stochastic Convex Optimization
388,Yarin Gal,University of Cambridge,Zoubin Ghahramani,Uber and University of Cambridge,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks
389,Umut Güçlü,Radboud University,Marcel A. J. van Gerven,Radboud University,Brains on Beats
390,dreamqi Meng,Peking University,Tie-Yan Liu,Microsoft Research,A Communication-Efficient Parallel Algorithm for Decision Tree
391,Erik Lindgren,University of Texas at Austin,Alex Dimakis,"University of Texas, Austin",Leveraging Sparsity for Efficient Submodular Data Summarization
392,Jacob Steinhardt,Stanford University,Moses Charikar,Stanford University,Avoiding Imposters and Delinquents: Adversarial Crowdsourcing and Peer Prediction
393,Reza Eghbali,University of washington,Maryam Fazel,University of Washington,Designing smoothing functions for improved worst-case competitive ratio in online optimization
394,Kieran Milan,Google DeepMind,Demis Hassabis,DeepMind,The Forget-me-not Process
395,Carl Vondrick,MIT,Antonio Torralba,MIT,Generating Videos with Scene Dynamics
396,Pingfan Tang,University of Utah,Jeff M Phillips,University of Utah,The Robustness of Estimator Composition
397,Kihyuk Sohn,Google,Kihyuk Sohn,Google,Improved Deep Metric Learning with Multi-class N-pair Loss Objective
398,Suriya Gunasekar,UT Austin,Joydeep Ghosh,UT Austin,Preference Completion from Partial Rankings
399,Victor Picheny,Institut National de la Recherche Agronomique,Sebastien Le Digabel,École Polytechnique de Montréal,Bayesian optimization under mixed constraints  with a slack-variable augmented Lagrangian
400,Ryan Rogers,University of Pennsylvania,Jonathan Ullman,Northeastern University,Privacy Odometers and Filters: Pay-as-you-Go Composition
401,Ehsan Saberian,Netflix,Can Xu,Google,Large Margin Discriminant Dimensionality Reduction in Prediction Space
402,Blake Woodworth,Toyota Technological Institute,Nati Srebro,TTI-Chicago,Tight Complexity Bounds for Optimizing Composite Objectives
403,Noah Apthorpe,Princeton University,H. Sebastian Seung,Princeton University,Automatic Neuron Detection in Calcium Imaging Data Using Convolutional Networks
404,Tejas Kulkarni,MIT,Josh Tenenbaum,MIT,Hierarchical Deep Reinforcement Learning: Integrating Temporal Abstraction and Intrinsic Motivation
405,Aaron van den Oord,Google Deepmind,Alex Graves,Google DeepMind,Conditional Image Generation with PixelCNN Decoders
406,Hao Wang,HKUST,Dit-Yan Yeung,Hong Kong University of Science and Technology,Natural-Parameter Networks: A Class of Probabilistic Neural Networks
407,Panos Toulis,University of Chicago,David Parkes,Harvard University,Long-term Causal Effects via Behavioral Game Theory
408,Michael Figurnov,Skolkovo Inst. of Sc and Tech,Pushmeet Kohli,Microsoft Research,PerforatedCNNs: Acceleration through Elimination of Redundant Convolutions
409,Feras Saad,MIT,Vikash Mansinghka,MIT,A Probabilistic Programming Approach To Probabilistic Data Analysis
410,Eunice Yuh-Jie Chen,UCLA,Adnan Darwiche,UCLA,Learning Bayesian networks with ancestral constraints
411,Gang Wang,University of Minnesota,Georgios Giannakis,University of Minnesota,Solving Random Systems of Quadratic Equations via Truncated Generalized Gradient Flow
412,Ahmed M. Alaa,UCLA,Mihaela van der Schaar,"University of California, Los Angeles",Balancing Suspense and Surprise: Timely Decision Making with Endogenous Information Acquisition
413,Dmitry Ostrovsky,Univ. Grenoble Alpes,Arkadi S Nemirovski,Gerogia Institute of Technology,Structure-Blind Signal Recovery
414,Christoph Feichtenhofer,Graz University of Technology,Richard Wildes,York University Toronto,Spatiotemporal Residual Networks for Video Action Recognition
415,Oswin Krause,University of Copenhagen,Christian Igel,University of Copenhagen,CMA-ES with Optimal Covariance Update and Storage Complexity
416,Chang Liu,University of Maryland,Dawn Song,UC Berkeley,Latent Attention For If-Then Program Synthesis
417,damekdavis Davis,Cornell University,Madeleine Udell,Cornell University,The Sound of APALM Clapping: Faster Nonsmooth Nonconvex Optimization with Stochastic Asynchronous PALM
418,Ashkan Norouzi-Fard,EPFL,Volkan Cevher,EPFL,An Efficient Streaming Algorithm for the Submodular Cover Problem
419,Ali Eslami,Google DeepMind,Geoffrey E Hinton,Google,"Attend, Infer, Repeat: Fast Scene Understanding with Generative Models"
420,Miguel A. Carreira-Perpinan,UC Merced,Ramin Raziperchikolaei,UC Merced,An ensemble diversity approach to supervised binary hashing
421,Rodrigo Nogueira,New York University,Kyunghyun Cho,University of Montreal,End-to-End Goal-Driven Web Navigation
422,Kevin Jamieson,UC Berkeley,Benjamin Recht,UC Berkeley,The Power of Adaptivity in Identifying Statistical Alternatives
423,Ankit Patel,Baylor College of Medicine and Rice University,Richard Baraniuk,Rice University,A Probabilistic Framework for Deep Learning
424,Ilya Tolstikhin,"Google, Brain Team, Zurich",Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",Minimax Estimation of Maximum Mean Discrepancy with Radial Kernels
425,Rudy Bunel,Oxford University,Philip Torr,Oxford University,Adaptive Neural Compilation
426,Klaus Greff,IDSIA,Jürgen Schmidhuber,"Swiss AI Lab, IDSIA (USI & SUPSI) - NNAISENSE",Tagger: Deep Unsupervised Perceptual Grouping
427,Richard Nock,Data61 and ANU,Cheng Soon Ong,Data61,A scaled Bregman theorem with applications
428,Luca Bertinetto,University of Oxford,Andrea Vedaldi,Facebook AI Research and University of Oxford,Learning feed-forward one-shot learners
429,Hong Chen,University of Texas,Weidong Cai,University of Sydney,Error Analysis of Generalized Nyström Kernel Regression
430,Weihao Gao,UIUC,Pramod Viswanath,UIUC,Breaking the Bandwidth Barrier: Geometrical Adaptive Entropy Estimation
431,Yang You,UC Berkeley,Cho-Jui Hsieh,UCLA,Asynchronous Parallel Greedy Coordinate Descent
432,Corinna Cortes,Google Research,Scott Yang,New York University,Structured Prediction Theory Based on Factor Graph Complexity
433,Tatiana Shpakova,Inria - ENS Paris,Francis Bach,INRIA - Ecole Normale Superieure,Parameter Learning for Log-supermodular Distributions
434,Xiaotong Yuan,Nanjing University of Informat,Tong Zhang,Tencent,Exact Recovery of Hard Thresholding Pursuit
435,Seyed Mehran Kazemi,UBC,David Poole,UBC,New Liftable Classes for First-Order Probabilistic Inference
436,Josip Djolonga,ETH Zurich,Andreas Krause,ETH Zurich,Variational Inference in Mixed Probabilistic Submodular Models
437,Marc Bellemare,Google DeepMind,Remi Munos,Google DeepMind,Unifying Count-Based Exploration and Intrinsic Motivation
438,Andrej Risteski,Princeton University,Yuanzhi Li,Princeton University,Approximate maximum entropy principles via Goemans-Williamson with applications to provable variational methods
439,Jingwei Liang,GREYC,Gabriel Peyré,Université Paris Dauphine,A Multi-step Inertial Forward-Backward Splitting Method for Non-convex Optimization
440,Mahdi Milani Fard,Google,Maya Gupta,Google,Fast and Flexible Monotonic Functions with Ensembles of Lattices
441,Saizheng Zhang,University of Montreal,Yoshua Bengio,U. Montreal,Architectural Complexity Measures of Recurrent Neural Networks
442,Ashok Cutkosky,Stanford University,Kwabena A Boahen,Stanford University,Online Convex Optimization with Unconstrained Domains and Losses
443,Chendi Huang,Peking University,Yuan Yao,Stanford University,Split LBI: An Iterative Regularization Path with Structural Sparsity
444,Yunchen Pu,Duke University,Lawrence Carin,Duke University,"Variational Autoencoder for Deep Learning of Images, Labels and Captions"
445,Yuanzhi Li,Princeton University,Andrej Risteski,Princeton University,Recovery Guarantee of Non-negative Matrix Factorization  via Alternating Updates
446,Shenlong Wang,University of Toronto,Raquel Urtasun,University of Toronto,Proximal Deep Structured Models
447,Mohammad Ghavamzadeh,Facebook AI Research,Yinlam Chow,Stanford University,Safe Policy Improvement by Minimizing Robust Baseline Regret
448,Tae-Hyun Oh,KAIST,David Wipf,Microsoft Research,A Pseudo-Bayesian Algorithm for Robust PCA
449,Hado van Hasselt,DeepMind,David Silver,DeepMind,Learning values across many orders of magnitude
450,Shanshan Wu,UT Austin,Alex Dimakis,"University of Texas, Austin",Single Pass PCA of Matrix Products
451,Shreyas Saxena,INRIA,Jakob Verbeek,INRIA,Convolutional Neural Fabrics
