,first-author,first-author-affiliation,last-author,last-author-affiliation,title
518,Kaushik Sinha,The Ohio State University,Mikhail Belkin,Ohio State University,Online Decision Based Visual Tracking via Reinforcement Learning
519,Joao V Graca,L2F INESC-ID Lisboa,Fernando Pereira,Google,On the Modularity of Hypernetworks
520,Ben Taskar,University of Washington,Ben Taskar,University of Washington,Pushing the Limits of Narrow Precision Inferencing at Cloud Scale with Microsoft Floating Point
521,Marco Cuturi,Google Brain  &  CREST - ENSAE,Alexandre d'Aspremont,CNRS - ENS,Counterexample-Guided Learning of Monotonic Neural Networks
522,Yusuke Fujiwara,ATR,Yukiyasu Kamitani,None,Permute-and-Flip: A new mechanism for differentially private selection
523,Honglak Lee,U. Michigan,Andrew Y Ng,DeepLearning.AI,No-Regret Learning Dynamics for Extensive-Form Correlated Equilibrium
524,Bryan C Russell,U Washington,Andrew Zisserman,DeepMind & University of Oxford,Spike and slab variational Bayes for high dimensional logistic regression
525,Russ Salakhutdinov,Carnegie Mellon University,Geoffrey E Hinton,Google & University of Toronto,How does Weight Correlation Affect Generalisation Ability of Deep Neural Networks?
526,Shuai Huang,Arizona State University,Jieping Ye,Arizona State University,Learning discrete distributions with infinite support
527,Andrew Guillory,University of Washington,Jeff A Bilmes,"University of Washington, Seattle",Off-policy Policy Evaluation For Sequential Decisions Under Unobserved Confounding
528,Hanna Wallach,Microsoft,Andrew McCallum,UMass Amherst,A Maximum-Entropy Approach to Off-Policy Evaluation in Average-Reward MDPs
529,Jean-Pascal Pfister,Cambridge University,Mate Lengyel,University of Cambridge,Instance-based Generalization in Reinforcement Learning
530,Ben Taskar,University of Washington,Ben Taskar,University of Washington,Efficient Planning in Large MDPs with Weak Linear Function Approximation
531,Hanna Wallach,Microsoft,Andrew McCallum,UMass Amherst,Multi-agent active perception with prediction rewards
532,Andrew McCallum,UMass Amherst,Sameer Singh,"University of California, Irvine",Gamma-Models: Generative Temporal Difference Learning for Infinite-Horizon Prediction
533,Xiaolin Yang,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,The LoCA Regret: A Consistent Metric to Evaluate Model-Based Behavior in Reinforcement Learning
534,Zenglin Xu,University of Electronic Science & Technology of China,Zhirong Yang,Aalto University,Expert-Supervised Reinforcement Learning for Offline Policy Learning and Evaluation
535,Sundeep Rangan,Qualcomm,Vivek K Goyal,Massachusetts Institute of Technology,Model-based Policy Optimization with Unsupervised Model Adaptation
536,Arno Onken,University of Glasgow,Klaus H Obermayer,Technical University of Berlin,Deep Reinforcement and InfoMax Learning
537,Kurt T Miller,PDT Partners,Michael Jordan,UC Berkeley,Zap Q-Learning With Nonlinear Function Approximation
538,Chenghui Cai,Cantor Fitzgerald,Lawrence Carin,Duke University,MDP Homomorphic Networks: Group Symmetries in Reinforcement Learning
539,Jonathan Chang,Facebook,David Blei,Columbia University,FLAMBE: Structural Complexity and Representation Learning of Low Rank MDPs
540,Vinayak Rao,Purdue University,Yee Whye Teh,"University of Oxford, DeepMind",Sample-Efficient Reinforcement Learning of Undercomplete POMDPs
541,Shuai Huang,Arizona State University,Jieping Ye,Arizona State University,Provably Efficient Online Hyperparameter Optimization with Population-Based Bandits
542,Michael Wick,Oracle Labs,Andrew McCallum,UMass Amherst,Self-Supervised MultiModal Versatile Networks
543,Sundeep Rangan,Qualcomm,Vivek K Goyal,Massachusetts Institute of Technology,Deep Subspace Clustering with Data Augmentation
544,Marius Kloft,TU Kaiserslautern,Alexander Zien,LIFE Biosystems GmbH,Learning Retrospective Knowledge with Reverse Reinforcement Learning
545,Allie Fletcher,UCLA,Sundeep Rangan,Qualcomm,The MAGICAL Benchmark for Robust Imitation
546,Charles Kemp,Carnegie Mellon University,Alan Jern,Rose-Hulman Institute of Technology,Sample Efficient Reinforcement Learning via Low-Rank Matrix Estimation
547,Theodore Perkins,Ottawa Hospital Research Institute,Theodore Perkins,Ottawa Hospital Research Institute,Counterfactual Data Augmentation using Locally Factored Dynamics
548,Jonathan Huang,google.com,Carlos Guestrin,University of Washington,POMDPs in Continuous Time and Discrete Spaces
549,Raman Arora,Johns Hopkins University,Raman Arora,Johns Hopkins University,Long-Horizon Visual Planning with Goal-Conditioned Hierarchical Predictors
550,Liefeng Bo,Intel Labs,Cristian Sminchisescu,Lund University/Google,Forethought and Hindsight in Credit Assignment
551,Jonathan Huang,google.com,Carlos Guestrin,University of Washington,Learning Multi-Agent Communication through Structured Attentive Reasoning
552,Robert Legenstein,Graz University of Technology,Wolfgang Maass,Graz University of Technology,MultiON: Benchmarking Semantic Map Memory using Multi-Object Navigation
553,Kaushik Sinha,The Ohio State University,Mikhail Belkin,Ohio State University,Influence-Augmented Online Planning for Complex Environments
554,Ofer Dekel,Microsoft Research,Ofer Dekel,Microsoft Research,Security Analysis of Safe and Seldonian Reinforcement Learning Algorithms
555,Martin Allen,Connecticut College,Shlomo Zilberstein,Univ of Mass,Provably Efficient Neural GTD for Off-Policy Learning
556,Katherine Heller,Duke,Nick Chater,None,An Equivalence between Loss Functions and Non-Uniform Sampling in Experience Replay
557,Michael Wick,Oracle Labs,Andrew McCallum,UMass Amherst,Comparator-Adaptive Convex Bandits
558,Chonghai Hu,Zhejiang University,Weike Pan,Hong Kong UST,Conservative Q-Learning for Offline Reinforcement Learning
559,Theodore Perkins,Ottawa Hospital Research Institute,Theodore Perkins,Ottawa Hospital Research Institute,Towards Playing Full MOBA Games with Deep Reinforcement Learning
560,Eric K Garcia,University of Washington,Maya R Gupta,University of Washington,Federated Bayesian Optimization via Thompson Sampling
561,Boaz Nadler,Weizmann Institute of Science,Xueyuan Zhou,None,Deep Reinforcement Learning with Stacked Hierarchical Attention for Text-based Games
562,Emanuel Todorov,University of Washington,Emanuel Todorov,University of Washington,Reinforcement Learning with Augmented Data
563,Matthew Wilder,University of Colorado at Boulder,Mike Mozer,Google Research and U. Colorado Boulder,Generating Adjacency-Constrained Subgoals in Hierarchical Reinforcement Learning
564,Zhihua Zhang,Shanghai Jiao Tong University,guang dai,zju,Almost Optimal Model-Free Reinforcement Learningvia Reference-Advantage Decomposition
565,Aaron Courville,U. Montreal,Yoshua Bengio,University of Montreal,Weighted QMIX: Expanding Monotonic Value Function Factorisation for Deep Multi-Agent Reinforcement Learning
566,Jonathan W Pillow,UT Austin,Jonathan W Pillow,UT Austin,Succinct and Robust Multi-Agent Communication With Temporal Message Control
567,Yiming Ying,State University of New York at Albany,Mark A Girolami,University of Glasgow,Scalable Multi-Agent Reinforcement Learning for Networked Systems with Average Reward
568,Feng Zhou,Carnegie Mellon University,Fernando D De la Torre,Carnegie Mellon University,Learning Individually Inferred Communication for Multi-Agent Cooperation
569,Ben Taskar,University of Washington,Ben Taskar,University of Washington,Emergent Reciprocity and Team Formation from Randomized Uncertain Social Preferences
570,Elad Hazan,Princeton University,Satyen Kale,Google,Marginal Utility for Planning in Continuous or Large Discrete Action Spaces
571,Peter Sollich,King's College London,Camille Coti,INRIA Saclay-Île de France,A Novel Automated Curriculum Strategy to Solve Hard Sokoban Planning Instances
572,Guillermo Cecchi,IBM Research,Jean-Baptiste Poline,CEA-INSERM,Softmax Deep Double Deterministic Policy Gradients
573,HongJing Lu,UCLA,Alan L Yuille,UCLA,Non-Crossing Quantile Regression for Distributional Reinforcement Learning
574,Matt Streeter,Duolingo,Andreas Krause,ETH Zurich,Improving Generalization in Reinforcement Learning with Mixture Regularization
575,Nir Ailon,Technion,Claire Monteleoni,University of Colorado Boulder,Choice Bandits
576,Gideon S Mann,Google Inc.,Dan Walker,None,Differentiable Meta-Learning of Bandit Policies
577,Siamac Fazli,TU Berlin,Klaus-Robert Müller,TU Berlin,Latent Bandits Revisited
578,Jake Bouvrie,Massachusetts Institute of Technology,Tomaso Poggio,MIT,Finite-Time Analysis of Round-Robin Kullback-Leibler Upper Confidence Bounds for Optimal Adaptive Allocation with Multiple Plays and Markovian Rewards
579,Matthias Seeger,Amazon,Matthias Seeger,Amazon,Sub-sampling for Efficient Non-Parametric Bandit Exploration
580,Ruben Coen-Cagli,Albert Einstein College of Medicine,Odelia Schwartz,Albert Einstein College of Medicine,Online Learning in Contextual Bandits using Gated Linear Networks
581,Antonio Torralba,Massachusetts Institute of Technology,Antonio Torralba,Massachusetts Institute of Technology,High-Dimensional Contextual Policy Search with Unknown Context Rewards using Bayesian Optimization
582,Zenglin Xu,University of Electronic Science & Technology of China,Zhirong Yang,Aalto University,Rewriting History with Inverse RL: Hindsight Inference for Policy Improvement
583,Pari Ram,IBM Research,Alexander Gray,Skytree Inc. and Georgia Tech,RD$^2$: Reward Decomposition with Representation Decomposition
584,Lawrence Cayton,Max Planck Institute for Biological Cybernetics,Lawrence Cayton,Max Planck Institute for Biological Cybernetics,Efficient Exploration of Reward Functions in Inverse Reinforcement Learning via Bayesian Optimization
585,Dilip Krishnan,NYU,Rob Fergus,DeepMind / NYU,Learning Guidance Rewards with Trajectory-space Smoothing
586,Yusuke Fujiwara,ATR,Yukiyasu Kamitani,None,Avoiding Side Effects in Complex Environments
587,Nino Shervashidze,"INRIA, Laboratoire d'Informatique de l'ENS",Karsten Borgwardt,ETH Zurich,Reward-rational (implicit) choice: A unifying formalism for reward learning
588,Kurt T Miller,PDT Partners,Michael Jordan,UC Berkeley,Planning with General Objective Functions: Going Beyond Total Rewards
589,Menachem Fromer,Hebrew University,Amir Globerson,"Tel Aviv University, Google",Preference-based Reinforcement Learning with Finite-Time Guarantees
590,Kurt T Miller,PDT Partners,Michael Jordan,UC Berkeley,Is Long Horizon RL More Difficult Than Short Horizon RL?
591,Amarnag Subramanya,Google Inc.,Jeff A Bilmes,"University of Washington, Seattle",Online Meta-Critic Learning for Off-Policy Actor-Critic Methods
592,Joseph Schlecht,University of Arizona,Kobus Barnard,University of Arizona,POMO: Policy Optimization with Multiple Optima for Reinforcement Learning
593,Kevin G Waugh,University of Alberta,Michael Bowling,DeepMind / University of Alberta,Error Bounds of Imitating Policies and Environments
594,Martin Allen,Connecticut College,Shlomo Zilberstein,Univ of Mass,Model-based Adversarial Meta-Reinforcement Learning
595,Yiming Ying,State University of New York at Albany,Mark A Girolami,University of Glasgow,Offline Imitation Learning with a Misspecified Simulator
596,Hamed Pirsiavash,University of California Irvine,Charless Fowlkes,UC Irvine,Policy Improvement via Imitation of Multiple Oracles
597,Tomer D Ullman,Massachusetts Institute of Technology,Josh Tenenbaum,MIT,Toward the Fundamental Limits of Imitation Learning
598,Wu-Jun Li,Nanjing University,Zhihua Zhang,Shanghai Jiao Tong University,Trajectory-wise Multiple Choice Learning for Dynamics Generalization in Reinforcement Learning
599,Kate Saenko,UMass Lowell,Trevor Darrell,UC Berkeley,Can Temporal-Diﬀerence and Q-Learning Learn Representation? A Mean-Field Theory
600,Shobha Venkataraman,AT&T Labs -- Research,Oliver Spatscheck,None,Multi-task Batch Reinforcement Learning with Metric Learning
601,Garvesh Raskutti,SAMSI,Bin Yu,None,Multi-Task Reinforcement Learning with Soft Modularization
602,Maxim Raginsky,University of Illinois at Urbana-Champaign,Svetlana Lazebnik,UIUC,Generalized Hindsight for Reinforcement Learning
603,Nino Shervashidze,"INRIA, Laboratoire d'Informatique de l'ENS",Karsten Borgwardt,ETH Zurich,Learning to Dispatch for Job Shop Scheduling via Deep Reinforcement Learning
604,Bharath Sriperumbudur,The Pennsylvania State University,Bernhard Schölkopf,"MPI for Intelligent Systems, Tübingen",BAIL: Best-Action Imitation Learning for Batch Deep Reinforcement Learning
605,Jonathan Huang,google.com,Carlos Guestrin,University of Washington,Steady State Analysis of Episodic Reinforcement Learning
606,Paris Smaragdis,University of Illinois Urbana-Champaign,Bhiksha Raj,Carnegie Mellon University,The Hateful Memes Challenge: Detecting Hate Speech in Multimodal Memes
607,Xiaolin Yang,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,Learning Disentangled Representations of Videos with Missing Data
608,Boaz Nadler,Weizmann Institute of Science,Xueyuan Zhou,None,Cycle-Contrast for Self-Supervised Video Representation Learning
609,David P Wipf,AWS,Sri Nagarajan,UCSF,Fewer is More: A Deep Graph Metric Learning Perspective Using Fewer Proxies
610,Jong Kyoung Kim,POSTECH,Seungjin Choi,BARO AI,Blind Video Temporal Consistency via Deep Video Prior
611,Peter Orbanz,Columbia University,Peter Orbanz,Columbia University,Hierarchical Patch VAE-GAN: Generating Diverse Videos from a Single Sample
612,Zenglin Xu,University of Electronic Science & Technology of China,Zhirong Yang,Aalto University,Space-Time Correspondence as a Contrastive Random Walk
613,Matt Streeter,Duolingo,Andreas Krause,ETH Zurich,Do Adversarially Robust ImageNet Models Transfer Better?
614,Andrew McCallum,UMass Amherst,Sameer Singh,"University of California, Irvine",Video Object Segmentation with Adaptive Feature Bank and Uncertain-Region Refinement
615,Charles Kemp,Carnegie Mellon University,Alan Jern,Rose-Hulman Institute of Technology,Counterfactual Contrastive Learning for Weakly-Supervised Vision-Language Grounding
616,Mike Mozer,Google Research and U. Colorado Boulder,Edward Vul,Massachusetts Institute of Technology,Forget About the LiDAR: Self-Supervised Depth Estimators with MED Probability Volumes
617,Kate Saenko,UMass Lowell,Trevor Darrell,UC Berkeley,COOT: Cooperative Hierarchical Transformer for Video-Text Representation Learning
618,Shuai Huang,Arizona State University,Jieping Ye,Arizona State University,Stochastic Normalization
619,Charles Kemp,Carnegie Mellon University,Alan Jern,Rose-Hulman Institute of Technology,Curriculum By Smoothing
620,Zenglin Xu,University of Electronic Science & Technology of China,Zhirong Yang,Aalto University,Focus of Attention Improves Information Transfer in Visual Features
621,M. Pawan Kumar,Stanford University,Daphne Koller,insitro,Semantic Visual Navigation by Watching YouTube Videos
622,Ilya Sutskever,OpenAI,Josh Tenenbaum,MIT,Lipschitz-Certifiable Training with a Tight Outer Bound
623,Chunxiao Zhou,NIH (National Institutes of Health),Yongmei Michelle Wang,None,Efficient Exact Verification of Binarized Neural Networks
624,Jaakko Luttinen,Aalto University,Alexander Ilin,Helsinki University of Technology,Information Theoretic Counterfactual Learning from Missing-Not-At-Random Feedback
625,Umar Syed,University of Pennsylvania,Nina Mishra,Microsoft Research,CASTLE: Regularization via Auxiliary Causal Graph Discovery
626,Alexandre Bouchard-Côté,UBC,Dan Klein,UC Berkeley,Multi-Stage Influence Function
627,Katherine Heller,Duke,Nick Chater,None,On Completeness-aware Concept-Based Explanations in Deep Neural Networks
628,Zhihua Zhang,Shanghai Jiao Tong University,guang dai,zju,Adaptive Online Estimation of Piecewise Polynomial Trends
629,M. Pawan Kumar,Stanford University,Daphne Koller,insitro,Robust Optimization for Fairness with Noisy Protected Groups
630,Garvesh Raskutti,SAMSI,Bin Yu,None,Beyond Individualized Recourse: Interpretable and Interactive Summaries of Actionable Recourses
631,Han Liu,Carnegie Mellon University,Xi Chen,NYU,The Discrete Gaussian for Differential Privacy
632,Samuel Rota Bulò,Università Ca' Foscari,Marcello Pelillo,Università Ca' Foscari di Venezia,Locally Differentially Private (Contextual) Bandits Learning
633,Kurt T Miller,PDT Partners,Michael Jordan,UC Berkeley,A Scalable Approach for Privacy-Preserving Collaborative Machine Learning
634,Maxim Raginsky,University of Illinois at Urbana-Champaign,Svetlana Lazebnik,UIUC,Privacy Amplification via Random Check-Ins
635,Mingyuan Zhou,University of Texas at Austin,Larry Carin,None,The Flajolet-Martin Sketch Itself Preserves Differential Privacy: Private Counting with Minimal Space
636,Matt Streeter,Duolingo,Andreas Krause,ETH Zurich,Breaking the Communication-Privacy-Accuracy Trilemma
637,Samuel J Gershman,Harvard University,Josh Tenenbaum,MIT,Towards practical differentially private causal graph discovery
638,Liefeng Bo,Intel Labs,Cristian Sminchisescu,Lund University/Google,Optimal and Practical Algorithms for Smooth and Strongly Convex Decentralized Optimization
639,Sahand N Negahban,"University of California, Berkeley",Bin Yu,None,Relative gradient optimization of the Jacobian term in unsupervised deep learning
640,Bing Bai,NEC Labs America,Mehryar Mohri,Google Research & Courant Institute of Mathematical Sciences,Multipole Graph Neural Operator for Parametric Partial Differential Equations
641,Allie Fletcher,UCLA,Sundeep Rangan,Qualcomm,Learning Discrete Energy-based Models via Auxiliary-variable Local Exploration
642,Sennay Ghebreab,None,Arnold Smeulders,None,Proximity Operator of the Matrix Perspective Function and its Applications
643,Ilya Sutskever,OpenAI,Josh Tenenbaum,MIT,Improved Algorithms for Convex-Concave Minimax Optimization
644,Vijay Desai,None,Ciamac C Moallemi,Columbia University,Decentralized Accelerated Proximal Gradient Descent
645,Yoshinobu Kawahara,Osaka University / RIKEN,Jeff A Bilmes,"University of Washington, Seattle",Optimal Epoch Stochastic Gradient Descent Ascent Methods for Min-Max Optimization
646,Bryan C Russell,U Washington,Andrew Zisserman,DeepMind & University of Oxford,Lower Bounds and Optimal Algorithms for Personalized Federated Learning
647,Emily Fox,"University of Washington, Apple",Alan S Willsky,Massachusetts Institute of Technology,A Scalable MIP-based Method for Learning Optimal Multivariate Decision Trees
648,Mike Mozer,Google Research and U. Colorado Boulder,Edward Vul,Massachusetts Institute of Technology,A Feasible Level Proximal Point Method for Nonconvex Sparse Constrained Optimization
649,Robert Legenstein,Graz University of Technology,Wolfgang Maass,Graz University of Technology,Subgroup-based Rank-1 Lattice Quasi-Monte Carlo
650,Yiming Ying,State University of New York at Albany,Mark A Girolami,University of Glasgow,Efficient Nonmyopic Bayesian Optimization via One-Shot Multi-Step Trees
651,Jake Bouvrie,Massachusetts Institute of Technology,Tomaso Poggio,MIT,Optimal Query Complexity of Secure Stochastic Convex Optimization
652,Matthew Wilder,University of Colorado at Boulder,Mike Mozer,Google Research and U. Colorado Boulder,Approximate Cross-Validation with Low-Rank Data in High Dimensions
653,Zhen James Xiang,Princeton University,Peter J Ramadge,Princeton,Revisiting the Sample Complexity of Sparse Spectrum Approximation of Gaussian Processes
654,Kwang In Kim,Saarland University,Matthias Hein,University of Tübingen,A Closer Look at Accuracy vs. Robustness
655,John Duchi,UC Berkeley,Yoram Singer,Princeton,Dual Manifold Adversarial Robustness: Defense against Lp and non-Lp Adversarial Attacks
656,Elad Hazan,Princeton University,Satyen Kale,Google,AdvFlow: Inconspicuous Black-box Adversarial Attacks using Normalizing Flows
657,Vinayak Rao,Purdue University,Yee Whye Teh,"University of Oxford, DeepMind",Once-for-All Adversarial Training: In-Situ Tradeoff between Robustness and Accuracy for Free
658,Ingo Steinwart,Los Alamos National Laboratory,Andreas Christmann,University of Bayreuth,Adversarial Distributional Training for Robust Deep Learning
659,Cosmin A Bejan,The University of Texas at Dallas,Sanda Harabagiu,University of Texas at Dallas,On the Trade-off between Adversarial and Backdoor Robustness
660,Andrew McCallum,UMass Amherst,Sameer Singh,"University of California, Irvine",An Efficient Adversarial Attack for Tree Ensembles
661,Vinod Nair,University of Toronto,Geoffrey E Hinton,Google & University of Toronto,Adversarial Self-Supervised Contrastive Learning
662,Yusuke Fujiwara,ATR,Yukiyasu Kamitani,None,Adversarial Weight Perturbation Helps Robust Generalization
663,Ian H Stevenson,University of Connecticut,Konrad Koerding,None,Large-Scale Adversarial Training for Vision-and-Language Representation Learning
664,Le Song,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,GreedyFool: Distortion-Aware Sparse Adversarial Attack
665,Menachem Fromer,Hebrew University,Amir Globerson,"Tel Aviv University, Google",Consistency Regularization for Certified Robustness of Smoothed Classifiers
666,Russ Salakhutdinov,Carnegie Mellon University,Geoffrey E Hinton,Google & University of Toronto,Measuring Robustness to Natural Distribution Shifts in Image Classification
667,Andrea Montanari,Stanford,José Bento,Boston College,Certified Monotonic Neural Networks
668,Sennay Ghebreab,None,Arnold Smeulders,None,Backpropagating Linearly Improves Transferability of Adversarial Examples
669,Menachem Fromer,Hebrew University,Amir Globerson,"Tel Aviv University, Google",Practical No-box Adversarial Attacks against DNNs
670,Novi Quadrianto,University of Sussex and HSE,Dale Schuurmans,Google Brain & University of Alberta,Learning to Adapt to Evolving Domains
671,Russ Salakhutdinov,Carnegie Mellon University,Geoffrey E Hinton,Google & University of Toronto,MetaPerturb: Transferable Regularizer for Heterogeneous Tasks and Architectures
672,Chunxiao Zhou,NIH (National Institutes of Health),Yongmei Michelle Wang,None,Heuristic Domain Adaptation
673,Corinna Cortes,Google Research,Afshin Rostamizadeh,Google Research,Adversarial Style Mining for One-Shot Unsupervised Domain Adaptation
674,Anne Hsu,UC Berkeley,Tom Griffiths,Princeton,Robust Recovery via Implicit Bias of Discrepant Learning Rates for Double Over-parameterization
675,Jaakko Luttinen,Aalto University,Alexander Ilin,Helsinki University of Technology,Self-paced Contrastive Learning with Hybrid Memory for Domain Adaptive Object Re-ID
676,Vinayak Rao,Purdue University,Yee Whye Teh,"University of Oxford, DeepMind",Implicit Neural Representations with Periodic Activation Functions
677,Wenming Zheng,Southeast University,Zhouchen Lin,Microsoft Research Asia,Rethinking Pre-training and Self-training
678,Cosmin A Bejan,The University of Texas at Dallas,Sanda Harabagiu,University of Texas at Dallas,MetaSDF: Meta-Learning Signed Distance Functions
679,Liang Sun,Opera Solutions,Jieping Ye,Arizona State University,CSI: Novelty Detection via Contrastive Learning on Distributionally Shifted Instances
680,Liefeng Bo,Intel Labs,Cristian Sminchisescu,Lund University/Google,Pixel-Level Cycle Association: A New Perspective for Domain Adaptive Semantic Segmentation
681,Kate Saenko,UMass Lowell,Trevor Darrell,UC Berkeley,Deep Automodulators
682,Arthur Gretton,"Gatsby Unit, UCL",Bharath Sriperumbudur,The Pennsylvania State University,Autoregressive Score Matching
683,Siamac Fazli,TU Berlin,Klaus-Robert Müller,TU Berlin,Compositional Visual Generation with Energy Based Models
684,Kevin G Waugh,University of Alberta,Michael Bowling,DeepMind / University of Alberta,How does This Interaction Affect Me? Interpretable Attribution for Feature Interactions
685,Shuheng Zhou,ETH Zurich,Shuheng Zhou,ETH Zurich,Domain Adaptation as a Problem of Inference on Graphical Models
686,Bing Bai,NEC Labs America,Mehryar Mohri,Google Research & Courant Institute of Mathematical Sciences,Fast Unbalanced Optimal Transport on a Tree
687,Cosmin A Bejan,The University of Texas at Dallas,Sanda Harabagiu,University of Texas at Dallas,Coupling-based Invertible Neural Networks Are Universal Diffeomorphism Approximators
688,Chong Wang,ByteDance Inc.,David Blei,Columbia University,O(n) Connections are Expressive Enough: Universal Approximability of Sparse Transformers
689,Jonathan Huang,google.com,Carlos Guestrin,University of Washington,A Universal Approximation Theorem of Deep Neural Networks for Expressing Probability Distributions
690,Antonio Torralba,Massachusetts Institute of Technology,Antonio Torralba,Massachusetts Institute of Technology,Robust Sub-Gaussian Principal Component Analysis and Width-Independent Schatten Packing
691,Anne Hsu,UC Berkeley,Tom Griffiths,Princeton,Is Plug-in Solver Sample-Efficient for Feature-based Reinforcement Learning?
692,Sennay Ghebreab,None,Arnold Smeulders,None,Black-Box Certification with Randomized Smoothing: A Functional Optimization Based Framework
693,Alexandre Bouchard-Côté,UBC,Dan Klein,UC Berkeley,Preference learning along multiple criteria: A game-theoretic perspective
694,Umar Syed,University of Pennsylvania,Nina Mishra,Microsoft Research,On Correctness of Automatic Differentiation for Non-Differentiable Functions
695,Matthew B Blaschko,KU Leuven,Andreas Bartels,Centre for Integrative Neuroscience,Robust Gaussian Covariance Estimation in Nearly-Matrix Multiplication Time
696,Nir Ailon,Technion,Claire Monteleoni,University of Colorado Boulder,Cooperative Multi-player Bandit Optimization 
697,Sundeep Rangan,Qualcomm,Vivek K Goyal,Massachusetts Institute of Technology,Neutralizing Self-Selection Bias in Sampling for Sortition
698,Charles Kemp,Carnegie Mellon University,Charles Kemp,Carnegie Mellon University,The Complete Lasso Tradeoff Diagram
699,Samuel J Gershman,Harvard University,Josh Tenenbaum,MIT,Quantifying the Empirical Wasserstein Distance to a Set of Measures: Beating the Curse of Dimensionality
700,Theodore Perkins,Ottawa Hospital Research Institute,Theodore Perkins,Ottawa Hospital Research Institute,Distributional Robustness with IPMs and links to Regularization and GANs
701,Jaakko Luttinen,Aalto University,Alexander Ilin,Helsinki University of Technology,Towards Convergence Rate Analysis of Random Forests for Classification
702,David P Wipf,AWS,Sri Nagarajan,UCSF,Learning to Mutate with Hypergradient Guided Population
703,Xiao-Ming Wu,Columbia University,Shuo-Yen Robert Li,None,Robust Disentanglement of a Few Factors at a Time using rPU-VAE
704,Raghu Meka,None,Inderjit Dhillon,UT Austin & Amazon,Self-Supervised Graph Transformer on Large-Scale Molecular Data
705,John Duchi,UC Berkeley,Yoram Singer,Princeton,TorsionNet: A Reinforcement Learning Approach to Sequential Conformer Search
706,Peter Orbanz,Columbia University,Peter Orbanz,Columbia University,TaylorGAN: Neighbor-Augmented Policy Update Towards Sample-Efficient Natural Language Generation
707,Anne Hsu,UC Berkeley,Tom Griffiths,Princeton,Towards Interpretable Natural Language Understanding with Explanations as Latent Variables
708,Amarnag Subramanya,Google Inc.,Jeff A Bilmes,"University of Washington, Seattle",Learning to summarize with human feedback
709,Tai Sing Lee,Carnegie Mellon University,Tai Sing Lee,Carnegie Mellon University,Language-Conditioned Imitation Learning for Robot Manipulation Tasks
710,Sahand N Negahban,"University of California, Berkeley",Bin Yu,None,Guiding Deep Molecular Optimization with Genetic Exploration
711,Katherine Heller,Duke,Nick Chater,None,What is being transferred in transfer learning? 
712,Emily Fox,"University of Washington, Apple",Alan S Willsky,Massachusetts Institute of Technology,"What shapes feature representations? Exploring datasets, architectures, and training"
713,Le Song,Carnegie Mellon University,Eric Xing,Petuum Inc. /  Carnegie Mellon University,FracTrain: Fractionally Squeezing Bit Savings Both Temporally and Spatially for Efficient DNN Training
714,Yacov Crammer,Technion,Mark Dredze,Johns Hopkins,Benchmarking Deep Learning Interpretability in Time Series Predictions
715,Andrew McCallum,UMass Amherst,Sameer Singh,"University of California, Irvine",Stochastic Deep Gaussian Processes over Graphs
716,Ingo Steinwart,Los Alamos National Laboratory,Andreas Christmann,University of Bayreuth,Minimax Lower Bounds for Transfer Learning with Linear and One-hidden Layer Neural Networks
717,Kevin G Waugh,University of Alberta,Michael Bowling,DeepMind / University of Alberta,Rethinking Learnable Tree Filter for Generic Feature Transform
718,Theodore Perkins,Ottawa Hospital Research Institute,Theodore Perkins,Ottawa Hospital Research Institute,SOLOv2: Dynamic and Fast Instance Segmentation
719,Corinna Cortes,Google Research,Afshin Rostamizadeh,Google Research,HOI Analysis: Integrating and Decomposing Human-Object Interaction
720,Kai Yu,Baidu,Yihong Gong,None,RANet: Region Attention Network for Semantic Segmentation
721,Xiao-Ming Wu,Columbia University,Shuo-Yen Robert Li,None,ICNet: Intra-saliency Correlation Network for Co-Saliency Detection
722,Bing Bai,NEC Labs America,Mehryar Mohri,Google Research & Courant Institute of Mathematical Sciences,Few-Cost Salient Object Detection with Adversarial-Paced Learning
723,Roger Luo,Snap Inc.,Vittorio Ferrari,University of Edinburgh,Detecting Hands and Recognizing Physical Contact in the Wild
724,Tomer D Ullman,Massachusetts Institute of Technology,Josh Tenenbaum,MIT,Targeted Adversarial Perturbations for Monocular Depth Prediction
725,Samuel Rota Bulò,Università Ca' Foscari,Marcello Pelillo,Università Ca' Foscari di Venezia,Self-Supervised Visual Representation Learning from Hierarchical Grouping
726,Jack Culpepper,UC Berkeley,Bruno Olshausen,Redwood Center/UC Berkeley,Learning Affordance Landscapes for Interaction Exploration in 3D Environments
727,Jian Peng,TTI Chicago,Jinbo Xu,Toyota Tech Inst at Chicago,Deep Variational Instance Segmentation
728,Bryan C Russell,U Washington,Andrew Zisserman,DeepMind & University of Oxford,Auto-Panoptic: Cooperative Multi-Component Architecture Search for Panoptic Segmentation
729,James Bergstra,Kindred,Yoshua Bengio,University of Montreal,Fine-Grained Dynamic Head for Object Detection
730,Guillermo Cecchi,IBM Research,Jean-Baptiste Poline,CEA-INSERM,Learning About Objects by Learning to Interact with Them
