,Unnamed: 0,first-author-affiliation,last-author-affiliation,title
1555,229,Netflix,UC San Diego,multi-resolution cascades for multiclass object detection.
1556,230,CNRS,Univ Paris-Sud,low-rank time-frequency synthesis.
1557,231,Aalto University,Technical University of Denmark,bayesian inference for structured spike and slab priors.
1558,232,ETH Zurich,ETH Zurich,efficient sampling for learning sparse additive models in high dimensions.
1559,233,ENS,EPFL,spectral clustering of graphs with the bethe hessian.
1560,234,Microsoft Research,McGill University / Mila / DeepMind Montreal,learning with pseudo-ensembles.
1561,235,Stanford University,Stanford University,positive curvature and hamiltonian monte carlo.
1562,236,University of Toronto,Microsoft,do deep nets really need to be deep?.
1563,237,"University of Minnesota, Twin Cities","UNIVERSITY OF MINNESOTA, TC",estimation with norm regularization.
1564,238,Boston University,Boston University,simultaneous model selection and optimization through parameter-free stochastic learning.
1565,239,University College London,"Gatsby Unit, UCL",a wild bootstrap for degenerate kernel tests.
1566,240,Zalando,ETH Zurich,a boosting framework on grounds of online learning.
1567,241,Yale University,Yale University,testing unfaithful gaussian graphical models.
1568,242,University of Massachusetts Amherst,Univ of Mass,stochastic network design in bidirected trees.
1569,243,Carnegie Mellon University,Tsinghua University,spectral methods for supervised topic models.
1570,244,Carnegie Mellon University,Amazon - We are hiring!,spectral methods for indian buffet process inference.
1571,245,University of Edinburgh,Google,"signal aggregate constraints in additive factorial hmms, with application to energy disaggregation."
1572,246,Lenovo IVCL,CUHK,deep convolutional neural network for image deconvolution.
1573,247,UC Berkeley,National University of Singapore,robust logistic regression and classification.
1574,248,Tokyo Institute of Technology,RIKEN / University of Tokyo,analysis of learning from positive and unlabeled data.
1575,249,HRT,Google Research,multi-class deep boosting.
1576,250,U of Southern California,University of Southern California,fast multivariate spatio-temporal analysis via low rank tensor learning.
1577,251,Microsoft Research,UIUC,provable tensor factorization with missing data.
1578,252,3M,UW-Madison,permutation diffusion maps (pdm) with application to the image association problem in computer vision.
1579,253,UC Berkeley,UC Berkeley,parallel double greedy submodular maximization.
1580,254,IBM Research,IBM Research,low rank approximation lower bounds in row-update streams.
1581,255,University of Sydney,University of Cambridge,tree-structured gaussian process approximations.
1582,256,Facebook AI Research,University of Montreal,identifying and attacking the saddle point problem in high-dimensional non-convex optimization.
1583,257,Carnegie Mellon University,MIT,efficient structured matrix rank minimization.
1584,258,"Google Research, Brain Team",ETH Zurich,from map to marginals: variational inference in bayesian submodular models.
1585,259,Carnegie Mellon,Carnegie Mellon University,deterministic symmetric positive semidefinite matrix completion.
1586,260,University of Basel,University of Basel,distance-based network recovery under feature correlation.
1587,261,University of Oxford / DeepMind,MSR,a* sampling.
1588,262,CUHK,Microsoft Research,combinatorial pure exploration of multi-armed bandits.
1589,263,Columbia University,Stanford University,learning to optimize via information-directed sampling.
1590,264,"LIONS, EPFL, Switzerland",EPFL,constrained convex minimization via model-based excessive gap.
1591,265,Ghent University,IDSIA,global sensitivity analysis for map inference in graphical models.
1592,266,Cornell University,Cornell University,how transferable are features in deep neural networks?.
1593,267,Inria Lille - Nord Europe,Google DeepMind,efficient learning by implicit exploration in bandit problems with side observations.
1594,268,"MIT-IBM Watson AI Lab, IBM Research",UT Austin,sparse polynomial learning and graph sketching.
1595,269,University of Michigan,Vanderbilt University,feature cross-substitution in adversarial classification.
1596,270,CNRS,Université de Lille 1,difference of convex functions programming for reinforcement learning.
1597,271,Facebook AI Research,Siemens AG,reducing the rank in relational factorization models by including observable patterns.
1598,272,Caltech,University of Illinois at Chicago,robust classification under sample selection bias.
1599,273,UC Berkeley,UC Berkeley,spectral methods meet em: a provably optimal algorithm for crowdsourcing.
1600,274,Stanford,Stanford University,near-optimal reinforcement learning in factored mdps.
1601,275,Microsoft Research,Microsoft Research,non-convex robust pca.
1602,276,University of Maryland,University of Maryland,a probabilistic framework for multimodal retrieval using integrative indian buffet process.
1603,277,Microsoft Research,Technion,the blinded bandit: learning with adaptive feedback.
1604,278,University Of British Columbia,Intel Labs,a block-coordinate descent approach for large-scale sparse inverse covariance estimation.
1605,279,"Centre d'Economie de la Sorbonne, CNRS",Facebook Artificial Intelligence Research,exploiting easy data in online optimization.
1606,280,UC Berkeley,UC Berkeley,unsupervised transcription of piano music.
1607,281,MILA,University of Illinois Urbana-Champaign,spectral learning of mixture of hidden markov models.
1608,282,Boston University,Boston University,efficient minimax signal detection on graphs.
1609,283,McGill University,CIRRELT,optimizing energy production using policy search and predictive state representations.
1610,284,Alan Turing Institute / University of Cambridge,"University of Oxford, DeepMind",asynchronous anytime sequential monte carlo.
1611,285,MPI for Intelligent Systems,University of Tübingen and MPI Tübingen,probabilistic ode solvers with runge-kutta means.
1612,286,Microsoft Research,UCSD,beyond disagreement-based agnostic active learning.
1613,287,Illinois / Google,UT Austin & Amazon,consistent binary classification with generalized performance metrics.
1614,288,University of New Hampshire,IBM Research,raam: the benefits of robustness in approximating aggregated mdps in reinforcement learning.
1615,289,UCSD,UC San Diego,rates of convergence for nearest neighbor classification.
1616,290,UC Davis,UC Davis,a residual bootstrap for high-dimensional regression with near low-rank designs.
1617,291,UC Berkeley,UC Berkeley & Covariant,learning neural network policies with guided policy search under unknown dynamics.
1618,292,Carnegie Mellon University/Google,Carnegie Mellon University,exponential concentration of a density functional estimator.
1619,293,UCLA,UT Austin & Amazon,fast prediction for large-scale kernel machines.
1620,294,UC Berkeley,None,large-margin convex polytope machine.
1621,295,Stanford,Johns Hopkins + Microsoft,learning to search in branch and bound algorithms.
1622,296,University of Texas at Austin,"University of California, Berkeley",multi-scale spectral decomposition of massive graphs.
1623,297,Squarepoint Capital,ExxonMobil Research,multi-scale graphical models for spatio-temporal processes.
1624,298,Apple,University of Oxford,sampling for inference in probabilistic models with fast bayesian quadrature.
1625,299,The University of Texas at Dallas (UT Dallas),UT Dallas,scaling-up importance sampling for markov logic networks.
1626,300,University of Texas at Austin,UT Austin & Amazon,sparse random feature algorithm as coordinate descent in hilbert space.
1627,301,University of Alberta,Google Brain & University of Alberta,convex deep learning via normalized kernels.
1628,302,Istituto Italiano di Tecnologia,Istituto Italiano di Tecnologia,log-hilbert-schmidt metric between positive definite operators on hilbert spaces.
1629,303,University of Maryland,University of Maryland,a state-space model for decoding auditory attentional modulation from meg in a competing-speaker environment.
1630,304,Université de Technologie de Compiègne,Université de Technologie de Compiégne,optimizing f-measures by cost-sensitive classification.
1631,305,Duke University,Duke University,bayesian nonlinear support vector machines and discriminative factor modeling.
1632,306,INRIA Lille - Nord Europe,Google DeepMind,best-arm identification in linear bandits.
1633,307,University of Virginia,Tencent AI Lab,sparse pca with oracle property.
1634,308,University College London,University of Oxford,causal inference through a witness protection program.
1635,309,Bowdoin College,University of Michigan - Dearborn,causal strategic inference in networked microfinance economies.
1636,310,Affective Brain Lab,University College London,optimal teaching for limited-capacity human learners.
1637,311,TU Berlin,TU Berlin,poisson process jumping between an unknown number of rates: application to neural spike data.
1638,312,DeepMind,DeepMind,recurrent models of visual attention.
1639,313,Champalimaud Center for the Unknown,Fundacao Champalimaud PT507131827,unsupervised learning of an efficient short-term memory network.
1640,314,Cambridge,Columbia University,a filtering approach to stochastic variational inference.
1641,315,Northrop Grumman,Northrop Grumman Corp,a complete variational tracker.
1642,316,Google,Google,bayesian sampling using stochastic gradient thermostats.
1643,317,University of Wisconsin - Madison,UW-Madison,beyond the birkhoff polytope: convex relaxations for vector permutation problems.
1644,318,CMU,Baidu,communication efficient distributed machine learning with the parameter server.
1645,319,University of Wisconsin - Madison,Georgia Tech,concavity of reweighted kikuchi approximation.
1646,320,Massachusetts Institute of Technology,Massachusetts Institute of Technology,coresets for k-segmentation of streaming data.
1647,321,Harbin Institute of Technology Shenzhen Graduate School(HITSZ),Harbin Institute of Technology Shenzhen Graduate School,convolutional neural network architectures for matching natural language sentences.
1648,322,RIKEN,RIKEN,decoupled variational gaussian inference.
1649,323,Cornell University,Cornell University,deep recursive neural networks for compositionality in language.
1650,324,USC Information Sciences Institute,USC Information Sciences Institute,discovering structure in high-dimensional data through correlation explanation.
1651,325,Bloomberg LP,Tsinghua University,distributed bayesian posterior sampling via moment sharing.
1652,326,University of Pennsylvania,University of Washington,expectation-maximization for learning determinantal point processes.
1653,327,Carnegie Mellon University,Carnegie Mellon University,extracting latent structure from multiple interacting neural populations.
1654,328,University of Iowa,Michigan State University (MSU),extracting certainty from uncertainty: transductive pairwise classification from pairwise similarities.
1655,329,Florida State University,UC San Diego,incremental clustering: the case for extra clusters.
1656,330,Goethe University Frankfurt,Goethe University Frankfurt,"modeling deep temporal dependencies with recurrent ""grammar cells""."
1657,331,Tencent AI Lab,Johns Hopkins University       Princeton University,multivariate regression with calibration.
1658,332,Illinois / Google,University of Texas,on prior distributions and approximate inference for structured variables.
1659,333,Lawrence Berkeley Lab,Stanford University,optimization methods for sparse pseudo-likelihood graphical model selection.
1660,334,Microsoft Research,University of Washington,recursive inversion models for permutations.
1661,335,"University of California, Irvine",Columbia University,smoothed gradients for stochastic variational inference.
1662,336,Apple & University of Washington,"University of Washington, Apple",stochastic variational inference for hidden markov models.
1663,337,University of Freiburg,University of Freiburg,discriminative unsupervised feature learning with convolutional neural networks.
1664,338,Technion,Technion,approximating hierarchical mv-sets for hierarchical clustering.
1665,339,UC Berkeley,Princeton,algorithm selection by rational metareasoning as a model of human strategy selection.
1666,340,Santa Clara University,Santa Clara University,learning convolution filters for inverse covariance estimation of neural network connectivity.
1667,341,"POSTECH, Jumpgate Technologies",Seoul National University,object localization based on structural svm using privileged information.
1668,342,Princeton University,Ecole Polytechnique Paris,unsupervised deep haar scattering on graphs.
1669,343,The University of Tokyo,NEC Data Science Research Laboratories,partition-wise linear models.
1670,344,Harvard Medical School,University of Geneva,optimal decision-making with time-varying evidence reliability.
1671,345,DeepMind,MIT/Google,shape and illumination from shading using the generic viewpoint assumption.
1672,346,Clarifai,DeepMind / NYU,depth map prediction from a single image using a multi-scale deep network.
1673,347,New York University,DeepMind / NYU,exploiting linear structure within convolutional networks for efficient evaluation.
1674,348,Yahoo Research,University of Texas at Arlington,"exclusive feature learning on arbitrary structures via $\ell_{1,2}$-norm."
1675,349,NTT DATA Mathematical Systems Inc.,NTT DATA Mathematical Systems Inc.,stochastic proximal gradient descent with acceleration techniques.
1676,350,ETH Zurich,UC Berkeley,communication-efficient distributed dual coordinate ascent.
1677,351,Facebook,Rensselaer Polytechnic Institute,advances in learning bayesian networks of bounded treewidth.
1678,352,Columbia University,Spotify,making pairwise binary graphical models attractive.
1679,353,Stony Brook University,Princeton University,mode estimation for high dimensional discrete tree graphical models.
1680,354,Purdue University ,UCLA,transportability from multiple environments with limited experiments: completeness results.
1681,355,Amazon,Stanford,a statistical model for tensor pca.
1682,356,the Chinese University of Hong Kong,Chinese University of Hong Kong,multi-view perceptron: a deep model for learning face identity and view representations.
1683,357,Massachusetts Institute of Technology,Massachusetts Institute of Technology,hardness of parameter estimation in graphical models.
1684,358,Carnegie Mellon University,Petuum Inc. /  Carnegie Mellon University,on model parallelization and scheduling strategies for distributed machine learning.
1685,359,Harvard University,RPI,a statistical decision-theoretic framework for social choice.
1686,360,"Cambridge, Alan Turing Institute",Spotify,clamping variables and approximate inference.
1687,361,McGill University,McGill University,randomized experimental design for causal graph discovery.
1688,362,Peking University,Peking University,structure regularization for structured prediction.
1689,363,Johns Hopkins University       Princeton University,Tencent AI Lab,accelerated mini-batch randomized block coordinate descent method.
1690,364,Technische Universität Berlin,Nikon Corporation,analysis of variational bayesian latent dirichlet allocation: weaker sparsity than map.
1691,365,Duke,Duke University,analysis of brain states from multi-region lfp time-series.
1692,366,Carnegie Mellon University,University of Alberta,augmentative message passing for traveling salesman problem and graph partitioning.
1693,367,Imagen Technologies,Google Research and U. Colorado Boulder,automatic discovery of cognitive skills to improve the prediction of student learning.
1694,368,Harvard University,Massachusetts Institute of Technology,biclustering using message passing.
1695,369,Stony Brook University,University of Michigan - Dearborn,computing nash equilibria in generalized interdependent security games.
1696,370,Massachusetts Institute of Technology,Amazon,cone-constrained principal component analysis.
1697,371,University of Oxford,University of Cambridge,distributed variational inference in sparse gaussian process regression and latent variable models.
1698,372,"University of Washington, Seattle",University of Washington,divide-and-conquer learning by anchoring a conical hull.
1699,373,USC,USC,diverse randomized agents vote to win.
1700,374,University of Toronto,University of Toronto,efficient inference of continuous markov random fields with polynomial potentials.
1701,375,Massachusetts Institute of Technology,MIT,fairness in multi-agent sequential decision-making.
1702,376,Google AI,CMU,flexible transfer learning under support and model shift.
1703,377,Vi­sion and Ma­chine Learn­ing Lab,"Institute of Computing Technology, Chinese Academy of Sciences",generalized unsupervised manifold alignment.
1704,378,UC Berkeley,UCLA,graphical models for recovering probabilistic and causal queries from missing data.
1705,379,Technion,Technion,learning multiple tasks in parallel with a shared annotator.
1706,380,Princeton University,IBM Research,improved distributed principal component analysis.
1707,381,USC,MPI-IS and USC,incremental local gaussian regression.
1708,382,UC San Diego,Harbin Institute of Technology,deep joint task learning for generic object extraction.
1709,383,New York University,New York University,joint training of a convolutional network and a graphical model for human pose estimation.
1710,384,Microsoft Research,Microsoft Research,just-in-time learning for fast and flexible inference.
1711,385,University of Helsinki,Aalto University,learning chordal markov networks by dynamic programming.
1712,386,Yale University,Yale University,learning shuffle ideals under restricted distributions.
1713,387,CMU,Carnegie Mellon University,learning optimal commitment to overcome insecurity.
1714,388,ETH Zurich,University of Toronto,message passing inference for large scale graphical models with high order potentials.
1715,389,Google Brain,University of Southern California,multi-step stochastic admm in high dimensions: applications to sparse optimization and matrix decomposition.
1716,390,Tokyo Institute of Technology,Microsoft Research Cambridge,multitask learning meets tensor factorization: task imputation via convex optimization.
1717,391,University of Connecticut,University of Connecticut,on multiplicative multitask feature learning.
1718,392,Crest-Ensae and Dauphine,Univ. of Illinois Urbana-Champaign,pac-bayesian auc classification and scoring.
1719,393,University of Minnesota,None,parallel successive convex approximation for nonsmooth nonconvex optimization.
1720,394,The Hong Kong Polytechnic University,Xidian University,projective dictionary pair learning for pattern classification.
1721,395,UCLA,IBM,quic & dirty: a quadratic approximation approach for dirty statistical models.
1722,396,Massachusetts Institute of Technology,Massachusetts Institute of Tehcnology,real-time decoding of an integrate and fire encoder.
1723,397,University of Pennsylvania,Google Research,repeated contextual auctions with strategic buyers.
1724,398,Horizon Robotics,Adobe Research,scale adaptive blind deblurring.
1725,399,Carnegie Mellon University,Carnegie Mellon University,self-paced learning with diversity.
1726,400,University of Edinburgh,Google,semi-separable hamiltonian monte carlo for inference in bayesian hierarchical models.
1727,401,Linköping University,Uppsala University,sequential monte carlo for graphical models.
1728,402,Weizmann Institute of Science,Beijing Normal University,spike frequency adaptation implements anticipative tracking in continuous attractor neural networks.
1729,403,Los Alamos National Lab,KTH,"streaming, memory limited algorithms for community detection."
1730,404,University of Maryland,National Institute of Standards and  Technology,submodular attribute selection for action recognition in video.
1731,405,University of Alberta,Indian Institute of Science,universal option models.
1732,406,University of Pennsylvania,University of Pennsylvania,large scale canonical correlation analysis with iterative least squares.
1733,407,University of Helsinki,University of Edinburgh,a framework for testing identifiability of bayesian models of perception.
1734,408,Oracle Labs,Oracle Labs,augur: data-parallel probabilistic modeling.
1735,409,Saarland University,University of Tübingen,tight continuous relaxation of the balanced k-cut problem.
1736,410,"University of Minnesota, Twin Cites","University of Minnesota, Twin Cities",bregman alternating direction method of multipliers.
1737,0,University of Tübingen,"CIN, University Tübingen",texture synthesis using convolutional neural networks.
1738,1,Tsinghua University,Tsinghua University,convolutional neural networks with intra-layer recurrent connections for scene labeling.
1739,2,Google,Google,grammar as a foreign language.
1740,3,MIT,Princeton University,recursive training of 2d-3d convolutional networks for neuronal boundary prediction.
1741,4,U.Tuebingen,"CIN, University Tübingen",generative image modeling using spatial lstms.
1742,5,USTC,Microsoft Research Asia,faster r-cnn: towards real-time object detection with region proposal networks.
1743,6,UC Merced,U. Michigan,weakly-supervised disentangling with recurrent transformations for 3d view synthesis.
1744,7,University of Toronto,University of Toronto,exploring models and data for image question answering.
1745,8,Baidu,Baidu,are you talking to a machine? dataset and methods for multilingual image question.
1746,9,IDSIA,IDSIA,"parallel multi-dimensional lstm, with application to fast biomedical volumetric image segmentation."
1747,10,Max Plank Institute for Human Development,Max Planck Institute for Human Development,learning from small samples: an analysis of simple decision heuristics.
1748,11,Tsinghua University,University of Toronto,3d object proposals for accurate object class detection.
1749,12,University of Texas at Austin,Xidian University,the poisson gamma belief network.
1750,13,INRIA,"Parietal Team, INRIA",semi-supervised factored logistic regression for high-dimensional neuroimaging data.
1751,14,Université de Montréal,Polytechnique Montréal,binaryconnect: training deep neural networks with binary weights during propagations.
1752,15,Google DeepMind,Google DeepMind,learning to transduce with unbounded memory.
1753,16,MIT,Harvard,spectral representations for convolutional neural networks.
1754,17,Princeton Neuroscience Inst.,Princeton University,a theory of decision making under dynamic context.
1755,18,Aalto University,Aalto University,bidirectional recurrent neural networks as generative models.
1756,19,Stanford University,Stanford,recognizing retinal ganglion cells in the dark.
1757,20,University of Montreal,U. Montreal,a recurrent latent variable model for sequential data.
1758,21,Stanford,stanford.edu,deep knowledge tracing.
1759,22,Duke University,Duke University,deep temporal sigmoid belief networks for sequence modeling.
1760,23,Google Research,"Google, Inc.",hidden technical debt in machine learning systems.
1761,24,University of Cambridge,University of Cambridge,statistical model criticism using kernel two sample tests.
1762,25,Stanford University,Stanford University,calibrated structured prediction.
1763,26,University of Washington,University of Washington,a bayesian framework for modeling confidence in perceptual decision making.
1764,27,Harvard University,Harvard,dependent multinomial models made easy: stick-breaking with the polya-gamma augmentation.
1765,28,Brown University,Brown University,scalable adaptation of state complexity for nonparametric hidden markov models.
1766,29,UNC-Chapel Hill,UNC-Chapel Hill,robust feature-sample linear discriminant analysis for brain disorders diagnosis.
1767,30,Ecole Polytechnique,INRIA,learning spatiotemporal trajectories from manifold-valued longitudinal data.
1768,31,Gracenote,Gracenote,hessian-free optimization for learning deep multidimensional recurrent neural networks.
1769,32,The University of New South Wales,University of New South Wales,scalable inference for gaussian process models with black-box likelihoods.
1770,33,U. Amsterdam,University of Amsterdam,variational dropout and the local reparameterization trick.
1771,34,MPI-SWS,,infinite factorial dynamical model.
1772,35,Google DeepMind,Google DeepMind,variational information maximisation for intrinsically motivated reinforcement learning.
1773,36,Columbia University,Harvard University,copula variational inference.
1774,37,Duke University,Duke,fast second order stochastic backpropagation for variational inference.
1775,38,ENS - Inria,INRIA,rethinking lda: moment matching for discrete ica.
1776,39,University of Porto,University of Lincoln,model-based relative entropy stochastic search.
1777,40,Carnegie Mellon University,CMU,supervised learning for dynamical system learning.
1778,41,University of Oxford,Oxford,expectation particle belief propagation.
1779,42,University of Alberta,Alberta,embedding inference for structured multilabel prediction.
1780,43,KU Leuven,UCLA,tractable learning for complex probability queries.
1781,44,UC Berkeley,MSR,double or nothing: multiplicative incentive mechanisms for crowdsourcing.
1782,45,Athens University of Economics and Business,Vicarious,local expectation gradients for black box variational inference.
1783,46,MIT,MIT,learning with a wasserstein loss.
1784,47,Kyoto University,Kyoto University,principal geodesic analysis for probability measures under the optimal transport metric.
1785,48,EPFL,EPFL,fast and accurate inference of plackett–luce models.
1786,49,ETH Zurich,ETH Zurich,backshift: learning causal cyclic graphs from unknown shift interventions.
1787,50,Stanford University,Stanford University,learning with relaxed supervision.
1788,51,Georgia Institute of Technology,Georgia Institute of Technology,m-statistic for kernel change-point detection.
1789,52,University College London,University Collage London,fast two-sample testing with analytic representations of probability measures.
1790,53,University of Illinois at Chic,University of Illinois at Chicago,adversarial prediction games for multivariate losses.
1791,54,University of Saint-Etienne,University of Saint-Etienne,regressive virtual metric learning.
1792,55,Osaka University,ETH Zurich,halting in random walk kernels.
1793,56,The Mind Research Network,MRN,rate-agnostic (causal) structure learning.
1794,57,University College London,University of Southhampton,online prediction at the limit of zero temperature.
1795,58,University of Rochester,University of Rochester,lifted symmetry detection and breaking for map inference.
1796,59,Purdue University ,UCLA,bandits with unobserved confounders: a causal approach.
1797,60,Johns Hopkins University,Johns Hopkins University,sample complexity bounds for iterative stochastic policy optimization.
1798,61,"McGill University, Montreal","McGill University, Montreal",basis refinement strategies for linear value function approximation in mdps.
1799,62,MIT,UC Irvine,probabilistic variational bounds for graphical models.
1800,63,Duke University,Duke University,on the convergence of stochastic gradient mcmc algorithms with high-order integrators.
1801,64,UC Berkeley,UC Berkeley,an active learning framework using sparse-graph codes for sparse polynomials and graph sketching.
1802,65,Stanford University,Stanford University,discrete rényi classifiers.
1803,66,"Institut Mines-Télécom, Télécom ParisTech, CNRS LTCI",Télécom ParisTech,gap safe screening rules for sparse multi-task and multi-class models.
1804,67,UC Irvine,UC Irvine,decomposition bounds for marginal map.
1805,68,ENS Cachan - CMLA,ENS Cachan - CMLA,anytime influence bounds and the explosive behavior of continuous-time diffusion networks.
1806,69,Stanford University,Stanford University,estimating mixture models via mixtures of polynomials.
1807,70,IBM Thomas J. Watson Research Center,IBM Research,robust gaussian graphical modeling with the trimmed graphical lasso.
1808,71,ENS,CEA,matrix completion from fewer entries: spectral detectability and rank estimation.
1809,72,The University of Chicago,University of Chicago,robust pca with compressed data.
1810,73,,"University of Washington, Seattle","mixed robust/average submodular partitioning: fast algorithms, guarantees, and applications."
1811,74,NUS,National University of Singapore,subspace clustering with irrelevant features via robust dantzig selector .
1812,75,University of Washington,University of Washington,a class of network models recoverable by spectral clustering.
1813,76,The University of Tokyo,"National Institute of Informatics and Preferred Infrastructure, Inc.",monotone k-submodular function maximization with size constraints.
1814,77,TTI Chicago,University of Toronto,smooth and strong: map inference with linear convergence.
1815,78,UBC,UBC,stopwasting my gradients: practical svrg.
1816,79,Google Inc.,INRIA - ENS,spectral norm regularization of orthonormal representations for graph transduction.
1817,80,University of Edinburgh,MIT,differentially private learning of structured discrete distributions.
1818,81,Johns Hopkins University,,robust portfolio optimization.
1819,82,MIT,MIT,bayesian optimization with exponential convergence.
1820,83,UC Berkeley,UC Berkeley,fast randomized kernel ridge regression with statistical guarantees.
1821,84,Stanford,Stanford,taming the wild: a unified analysis of hogwild-style algorithms.
1822,85,Princeton University,Hebrew University,beyond convexity: stochastic quasi-convex optimization.
1823,86,Stanford,Weizmann Institute and Courant Institute,on the limitation of spectral methods: from the gaussian hidden clique problem to rank-one perturbations of gaussian tensors.
1824,87,Utaustin,UT Austin,regularized em algorithms: a unified framework and statistical guarantees.
1825,88,INRIA Lille - Nord Europe,Google DeepMind,black-box optimization of noisy functions with unknown smoothness.
1826,89,Adobe Research,University of Alberta,combinatorial cascading bandits.
1827,90,University of Maryland,Hong Kong Baptist University,adaptive primal-dual splitting methods for statistical learning and image processing.
1828,91,Princeton University,Institute for Advanced Study,sum-of-squares lower bounds for sparse pca.
1829,92,Yahoo Labs,Princeton University,online gradient boosting.
1830,93,Rutgers University,Saarland University,regularization-free estimation in trace regression with symmetric positive semidefinite matrices.
1831,94,CU Boulder,Australia National University,convergence analysis of prediction markets via randomized subspace descent.
1832,95,Peking University,Peking University,accelerated proximal gradient methods for nonconvex programming.
1833,96,Google,Google,nearly optimal private lasso.
1834,97,Centrum Wiskunde & Informatica,Queensland University of Technology,minimax time series prediction.
1835,98,The Weizmann Institute,Weizmann Institute of Science,communication complexity of distributed convex learning and optimization.
1836,99,INRIA,INRIA,explore no more: improved high-probability regret bounds for non-stochastic bandits.
1837,100,Johns Hopkins University       Princeton University,Princeton University,a nonconvex optimization framework for low rank matrix estimation.
1838,101,Epic Systems,University of Georgia,"individual planning in infinite-horizon multiagent settings: inference, structure and scalability."
1839,102,New York University,Facebook AI Research,deep generative image models using a laplacian pyramid of adversarial networks.
1840,103,SenseTime Group Limited,SenseTime Group Limited,shepard convolutional neural networks.
1841,104,University of Michigan,University of Michigan,learning structured output representation using deep conditional generative models.
1842,105,Seoul National University,Seoul National University,expressing an image stream with a sequence of natural sentences.
1843,106,University of Washington,University of Washington,visalogy: answering visual analogy questions.
1844,107,"CRIPAC, CASIA","NLPR, China",bidirectional recurrent convolutional networks for multi-frame super-resolution.
1845,108,Virginia Tech,Virginia Tech,submodboxes: near-optimal search for a set of diverse object proposals.
1846,109,MIT,MIT,galileo: perceiving physical object properties by integrating a physics engine with deep learning.
1847,110,MIT,MIT,learning visual biases from human imagination.
1848,111,New York University,New York University,character-level convolutional networks for text classification.
1849,112,University of Toronto,U. Toronto,winner-take-all autoencoders.
1850,113,Stanford University,Stanford University,learning both weights and connections for efficient neural network.
1851,114,University of Washington,University of Washington,interactive control of diverse complex characters with neural networks.
1852,115,Université Paris Dauphine,"CNRS and Ceremade, Université Paris-Dauphine",biologically inspired dynamic textures for probing motion perception.
1853,116,MIT,MIT,unsupervised learning by program synthesis.
1854,117,Duke University,Duke University,deep poisson factor modeling.
1855,118,Duke University,Duke University,large-scale bayesian multi-label learning via topic-based label embeddings .
1856,119,Skolkovo Institute of Science and Technology,"Skoltech, Moscow",tensorizing neural networks.
1857,120,"École Normale Supérieure, ICFP, Laboratoire de Physique Statistique ",Ecole Normale Superieure Paris,training restricted boltzmann machine via the thouless-anderson-palmer free energy.
1858,121,TU Dresden,TU Dresden,the brain uses reliability of stimulus information when making perceptual decisions.
1859,122,UCL,research center caesar & BCCN Tubingen,unlocking neural population non-stationarities using hierarchical dynamics models.
1860,123,The University of Adelaide,University of Adelaide,deeply learning the messages in message passing inference.
1861,124,Georgia Tech,Georgia Institute of Technology,coevolve: a joint point process model for information diffusion and network co-evolution.
1862,125,Carnegie Mellon University,Carnegie Mellon University,the human kernel.
1863,126,University of Edinburgh,University of Edinburgh,latent bayesian melding for integrating individual and population models.
1864,127,Columbia University,University of Columbia,high-dimensional neural spike train analysis with generalized count linear dynamical systems.
1865,128,Georgia Tech,Georgia Tech,efficient learning of continuous-time hidden markov models for disease progression.
1866,129,Columbia,Columbia University,the population posterior and bayesian modeling on streams.
1867,130,Duke Univiersity,Duke University,probabilistic curve learning: coulomb repulsion and the electrostatic gaussian process.
1868,131,Duke University,EPFL,preconditioned spectral descent for deep learning.
1869,132,Google DeepMind,Google DeepMind,learning continuous control policies by stochastic value gradients.
1870,133,Universidad de Chile,University of Cambridge,learning stationary time series using gaussian processes with nonparametric kernels.
1871,134,TTI Chicago,Toyota Technological Institute at Chicago,path-sgd: path-normalized optimization in deep neural networks.
1872,135,Fero Labs / Columbia University,Columbia University,automatic variational inference in stan.
1873,136,McGill University,University of McGill,data generation as sequential decision making.
1874,137,University of Cambridge,University of Cambridge,stochastic expectation propagation.
1875,138,New York University,New York University,deep learning with elastic averaging sgd.
1876,139,IBM,MIT,learning with group invariant features: a kernel perspective..
1877,140,UC Berkeley,UC Berkeley,linear response methods for accurate covariance estimates from mean field variational bayes.
1878,141,MPI for Intelligent Systems Tübingen,"MPI for Intelligent Systems, Tübingen",probabilistic line searches for stochastic optimization.
1879,142,"Gatsby Unit, University College London",University of Oxford,a hybrid sampler for poisson-kingman mixture models.
1880,143,POSTECH,POSTECH,tree-guided mcmc inference for normalized random measure mixture models.
1881,144,Australian National University,NICTA,"reflection, refraction, and hamiltonian monte carlo."
1882,145,Experian Data Lab,UC Irvine,planar ultrametrics for image segmentation.
1883,146,IDSIA,IDSIA,learning bayesian networks with thousands of variables.
1884,147,Cambridge,University of Cambridge,parallel predictive entropy search for batch global optimization of expensive objective functions.
1885,148,Stanford,Stanford,rapidly mixing gibbs sampling for a class of factor graphs using hierarchy width.
1886,149,Princeton,Princeton,on some provably correct cases of variational inference for topic models.
1887,150,"Royal Holloway, Univ of London",Yandex,large-scale probabilistic predictors with and without guarantees of validity.
1888,151,UC Berkeley,UC Berkeley,on the accuracy of self-normalized log-linear models.
1889,152,"University of Massachusetts Amherst, Carnegie Mellon University",Duke,policy evaluation using the ω-return.
1890,153,Technion,Technion,community detection via measure space embedding.
